V1,HUN_A01_02,HUN_A03,HUN_B05_06,HUN_B07_08,HUN_B09,HUN_C10T12,HUN_C13T15,HUN_C16,HUN_C17_18,HUN_C19,HUN_C20,HUN_C21,HUN_C22,HUN_C23,HUN_C24,HUN_C25,HUN_C26,HUN_C27,HUN_C28,HUN_C29,HUN_C30,HUN_C31T33,HUN_D,HUN_E,HUN_F,HUN_G,HUN_H49,HUN_H50,HUN_H51,HUN_H52,HUN_H53,HUN_I,HUN_J58T60,HUN_J61,HUN_J62_63,HUN_K,HUN_L,HUN_M,HUN_N,HUN_O,HUN_P,HUN_Q,HUN_R,HUN_S,HUN_T
HUN_C20,240.0496,0.0548,0.5315,5.3937,3.9504,114.8918,18.2233,12.7152,36.8968,147.3478,370.4574,82.734,358.205,65.8588,26.2262,20.5499,30.5764,71.8757,25.5595,76.4049,2.2652,24.6744,29.6768,14.8361,87.4262,92.3855,17.4461,1.0886,5.3295,6.0453,1.5963,12.5456,3.0396,1.1423,2.6202,3.1808,27.7321,34.5348,25.3661,12.3817,12.3188,70.6391,13.3309,21.2158,0.0
HUN_C21,27.0548,0.0548,0.105,0.4797,0.3612,31.8745,2.0636,1.7721,3.6616,12.9265,25.0104,139.333,25.3847,5.7117,5.491,4.2349,10.3702,7.8105,7.4598,36.7799,1.0639,10.7448,3.171,1.5166,16.0439,21.6397,4.854,0.5671,0.9927,1.2199,0.3689,5.0282,3.8623,0.683,4.9266,1.5061,4.0691,20.7247,4.489,10.1081,2.3929,239.7171,3.5118,3.0271,0.0
HUN_C22,27.7212,0.0869,0.6016,0.9126,0.634,93.2293,45.4532,15.1012,48.638,5.0809,33.0122,27.3102,349.4262,20.3744,7.6937,27.8518,99.7116,107.9335,55.7067,504.7964,6.9355,70.1605,8.3618,18.7993,236.0738,117.446,47.5093,0.3666,2.5559,11.9651,1.1705,8.6,2.6509,1.0268,2.0134,9.0176,36.5692,43.018,16.7678,17.2131,3.5202,48.9886,4.9971,4.2472,0.0
HUN_C23,13.9327,0.0627,0.2193,8.0637,2.0229,40.5909,4.7269,9.5199,1.9212,3.3608,13.8969,11.084,18.4912,236.0609,29.3729,13.8297,18.3985,29.8735,27.1377,168.2865,1.9929,10.5663,6.543,7.2154,945.4963,53.8821,5.0005,1.2822,0.643,11.9072,0.1946,7.7477,0.996,1.586,1.3254,1.3733,62.8782,28.9283,8.7125,3.2103,1.502,8.3092,1.3525,1.5178,0.0
HUN_C24,6.8821,0.0157,0.5266,0.2408,1.9899,10.4405,0.6326,15.9623,7.457,4.5334,12.1776,5.5264,37.3807,39.0989,462.8079,517.2035,19.829,267.7242,133.5489,247.7766,21.2946,42.6753,4.5525,12.2793,185.2969,84.6115,8.956,0.2393,0.0348,8.9359,0.0014,0.2658,0.0255,0.0538,0.5503,0.0437,26.7974,49.0882,30.4398,0.0053,0.0576,0.5504,0.1375,2.2607,0.0
HUN_C25,12.5959,0.052,0.4341,1.5197,1.2558,77.9085,9.1138,13.6768,8.0935,6.8436,19.2477,8.6554,86.7272,16.1393,36.4685,288.5209,53.4803,98.0967,207.0937,729.9076,12.3993,76.0547,17.241,10.54,412.6397,71.0807,14.0518,1.4803,14.3698,21.1195,0.7941,4.426,1.8694,3.5729,5.4936,4.3363,46.2737,22.4822,16.2986,21.5963,9.3653,9.7549,7.5542,4.1971,0.0
HUN_C26,7.2974,0.0487,0.6755,0.9391,0.903,13.3912,1.4823,1.4642,3.7396,6.0375,7.3133,12.3675,17.5853,4.3554,5.4606,19.1017,899.5429,90.9783,62.2696,372.4511,3.7716,40.7777,13.7716,5.0682,68.7897,73.6779,10.3699,1.1109,7.8625,8.6127,2.3556,5.4545,4.5558,25.4424,25.6228,14.8898,20.4307,42.3634,14.8535,20.4139,7.6325,19.358,5.5238,10.02,0.0
HUN_C27,6.3952,0.0301,0.2375,0.5796,0.3502,10.5504,2.4831,1.6544,3.7471,4.1501,8.5949,3.7217,14.9791,4.4425,5.1949,22.1721,166.0058,120.5701,88.5099,249.498,5.9021,13.0077,11.4324,4.0921,97.6719,26.9053,8.2724,0.857,6.1879,5.6512,0.3373,3.0077,0.9806,2.6264,2.99,1.528,14.5092,12.735,5.4156,7.7981,1.5306,3.6502,1.5436,2.0816,0.0
HUN_C28,17.83,0.0775,0.6528,3.212,1.0885,24.4835,3.055,2.5169,8.3595,10.5878,11.8278,12.13,19.0399,9.7777,10.6726,26.8018,63.9904,53.5022,130.5917,609.7358,4.9394,22.2373,22.8601,7.5264,83.0074,56.4355,19.12,2.6976,23.8529,18.4873,0.5214,5.1447,2.9988,3.182,7.3738,4.7878,18.5751,29.4109,12.2037,9.4159,2.5725,4.4452,3.2162,3.9814,0.0
HUN_C29,16.5411,0.0854,0.7194,3.6472,1.3171,24.8327,12.7468,3.4767,6.9082,4.2329,9.1195,20.2568,41.7779,40.3942,13.8089,47.0421,213.778,79.6797,127.991,2497.1086,6.9449,28.462,13.754,12.1004,237.0936,159.1998,42.8716,2.1864,4.1077,15.9434,2.3424,5.589,5.7062,6.0841,14.6546,6.7594,31.4193,58.5617,23.0319,16.6441,3.6576,7.7297,4.7186,7.5349,0.0
HUN_C30,0.6261,0.0044,0.0182,0.0133,0.0,0.4434,0.1653,0.0497,0.0218,0.062,0.0039,0.0146,1.6438,0.0504,0.0749,3.6102,0.2116,0.6085,25.5633,9.152,96.2367,22.9582,0.0446,0.1176,5.4555,10.7989,34.4296,0.0573,9.4103,5.5091,0.0653,0.0693,0.0249,0.0,0.2382,0.0,0.602,6.593,7.3391,6.7796,0.1847,0.4159,0.5494,0.3219,0.0
HUN_C31T33,4.9716,0.2831,0.8523,2.7613,1.1256,25.3273,9.1547,6.2531,10.3705,34.1292,23.3526,17.7584,21.5739,9.2906,13.8984,15.3178,36.4631,10.833,75.8778,100.3747,2.2807,59.0975,80.251,12.8359,82.6592,66.9564,80.1529,12.8321,150.7301,96.5924,2.2366,4.3026,4.6471,21.0139,17.6886,23.2501,25.5351,24.4892,14.1941,31.4721,19.753,131.0237,19.9935,6.7,0.0
HUN_D,104.654,0.7945,1.6981,13.2779,1.5502,143.5806,9.7547,24.9955,50.6297,100.2709,204.9978,41.1739,98.1293,110.762,117.7712,56.6697,44.4821,31.5058,80.763,129.5964,5.5933,26.5647,284.8004,81.0906,96.2495,427.6961,106.9541,0.7005,1.8902,37.5923,7.089,152.3783,12.2125,26.7514,22.9737,25.7213,177.0128,75.5738,39.1188,187.7184,114.9406,86.9362,92.3156,28.1155,0.0
HUN_E,33.2713,0.1133,2.3173,5.2902,3.3486,57.0463,4.8968,4.7899,102.9344,19.8719,25.0383,25.0709,24.2473,18.7529,185.9207,12.6509,8.1968,5.5707,14.0308,45.4467,1.7408,6.7237,31.8114,268.7162,71.6863,151.1709,12.2241,1.5685,1.8889,12.5897,1.8533,41.3277,2.9061,2.1197,3.6156,12.3005,57.7139,27.3904,28.6611,145.9077,45.8576,54.4083,44.344,16.3172,0.0
HUN_F,10.5602,0.4804,0.841,2.7165,0.8292,25.0023,1.5507,1.5886,5.6267,25.1698,14.5993,4.6927,8.7018,14.4942,7.4799,27.5273,7.7379,18.8948,19.0585,42.6791,1.5638,17.2876,96.7063,59.5576,2056.2738,110.3232,17.5314,1.6911,15.4118,119.0638,1.977,55.6739,7.8857,17.0121,6.9229,12.7708,615.7799,72.7756,22.7617,538.7823,74.6406,33.6325,33.8377,18.5142,0.0
HUN_G,719.0689,2.8127,5.634,15.1104,5.906,1160.4435,100.8882,79.5752,149.2524,300.281,319.1637,146.3291,283.6586,141.7813,161.5889,191.2775,177.8277,160.6658,194.2818,794.6301,37.0585,137.5606,150.9177,96.4364,634.7673,1174.4008,528.7076,21.5723,117.9465,145.8776,50.0498,461.3222,72.0897,44.6081,71.2947,98.2779,197.2184,246.6784,288.147,189.2279,76.9051,255.105,112.8382,96.0978,0.0
HUN_H49,101.01,0.5243,3.291,24.1317,4.5877,201.9774,12.8938,14.1454,28.8056,97.3844,83.5967,13.8504,67.945,74.1821,45.2941,53.3175,64.4013,46.1735,61.5813,246.2594,7.2791,27.5418,91.0136,28.6559,234.8668,767.4332,287.65,4.08,20.062,72.1391,12.2009,35.7401,11.129,10.1875,11.3458,13.4782,29.4764,44.2222,61.3709,42.9296,63.3517,75.3256,21.623,18.1047,0.0
HUN_H50,3.0716,0.0105,0.0416,0.0933,0.0547,4.1199,0.634,0.4334,0.8788,5.3116,2.5366,0.7349,2.3385,1.3628,1.984,2.1981,3.3325,1.8954,2.0339,9.4161,0.5186,1.077,1.5915,0.3812,5.4207,4.1463,2.5336,0.1574,1.0578,1.3917,0.0651,1.4866,0.2465,0.1383,0.1853,0.2019,1.0027,1.0099,0.8306,1.0129,0.4215,1.4297,0.7369,0.4472,0.0
HUN_H51,14.1417,0.0552,0.2777,0.4212,0.2769,19.6153,3.0079,2.0568,4.1745,23.7154,11.4076,5.0966,11.7799,5.8067,8.6935,10.398,17.6536,11.0069,12.5778,43.2673,2.4448,5.7405,6.5877,1.9062,24.8787,25.0086,11.8259,0.4839,6.3301,4.3744,1.8517,8.1356,1.8675,0.8098,4.195,2.0275,5.9075,18.7077,27.0066,17.7963,6.1391,6.7839,4.907,2.7144,0.0
HUN_H52,23.9352,0.2056,0.2626,3.7454,0.6139,69.4717,5.1569,3.7583,7.6774,11.6935,15.9185,7.7924,21.2828,22.9163,13.5706,13.6742,17.7816,6.2559,19.1333,41.8836,2.0402,9.6048,84.9585,13.6092,116.9527,307.7877,341.6807,5.0402,192.1147,412.156,8.2276,15.2471,8.8685,5.7844,7.9846,7.4934,18.0382,25.1696,23.9694,85.0742,7.1951,6.6559,13.3105,17.558,0.0
HUN_H53,10.5248,0.0544,0.4011,0.358,0.1333,9.5952,1.3641,1.029,3.3038,2.8824,6.4179,5.1315,5.1456,2.8071,1.2599,4.1978,8.2037,4.1044,4.4482,11.207,0.3502,2.7775,15.4024,10.9893,20.6012,69.0556,10.4142,2.2295,2.3944,8.7321,21.2112,10.1178,21.5523,15.0367,5.8999,84.8293,53.5385,34.0034,19.75,138.0439,17.237,17.3307,20.8289,14.0606,0.0
HUN_I,1.7915,0.0472,2.1855,1.5558,1.0257,9.1215,1.2888,0.32,1.4656,1.0397,2.1722,10.4975,5.6082,2.2229,2.0871,4.7294,6.6516,3.3709,10.3513,16.8145,0.8365,2.8435,2.3988,1.1482,29.7166,27.6387,9.162,4.1586,1.5695,3.954,1.3627,147.0408,4.0042,1.6044,13.9892,6.6119,3.9432,46.8884,199.9689,36.2576,18.5422,64.1306,9.8168,19.1593,0.0
HUN_J58T60,3.7051,0.0516,0.2743,0.8354,0.5171,29.7759,1.4057,0.8261,7.5826,2.2372,8.8325,19.879,11.8325,3.824,3.0605,4.3396,13.9779,5.521,10.8558,24.6192,0.4942,3.3249,6.0626,3.1057,21.3417,126.3645,15.7823,1.5953,1.0396,6.0245,2.42,19.6178,336.4781,39.495,28.0847,22.4078,28.4459,68.7475,32.5052,34.8164,31.4503,6.8951,100.5676,26.7068,0.0
HUN_J61,11.8783,0.2703,0.6138,0.9539,0.2562,19.7276,2.1955,2.9473,5.4807,4.7471,7.1777,5.8997,13.9599,7.2621,3.6638,10.4512,10.1368,8.9914,15.6536,19.8757,1.2798,7.4554,8.6646,12.4766,66.6677,116.5496,38.7868,0.5795,1.3699,10.2522,5.7396,20.2608,85.144,79.8938,49.6942,51.8415,34.8417,89.0309,48.0542,178.9063,49.0102,39.293,56.6595,32.3518,0.0
HUN_J62_63,12.1706,0.0886,2.0377,5.8753,2.9053,55.7758,2.9977,2.0325,10.3516,8.7224,11.9117,20.2972,23.3951,11.6965,24.7029,13.4921,46.6446,29.8883,38.1398,104.5709,2.3427,10.5261,60.6659,19.3013,80.1229,249.3021,49.0318,2.8672,6.6398,39.0252,12.6963,24.6924,55.5836,60.6625,266.6508,199.1726,53.7179,163.2702,91.8452,208.4997,40.4773,29.514,33.1425,20.7508,0.0
HUN_K,162.9951,0.6478,5.3224,4.2694,2.8955,80.7852,11.6527,12.0885,19.4744,49.8597,63.5294,31.5176,49.6686,21.7842,19.3988,54.4696,47.9252,57.3872,40.2757,94.9343,4.4486,34.6356,51.9594,38.6473,288.4579,621.022,131.4581,29.5818,34.7643,77.277,11.18,136.0314,26.5299,48.7413,67.8064,1529.0154,1037.2352,302.561,168.8019,530.8808,40.2375,49.8325,45.0584,82.0316,0.0
HUN_L,36.7289,0.407,2.7122,2.9166,0.196,81.7555,10.4778,11.3431,30.472,13.6707,22.5457,12.1296,57.5904,17.054,11.145,46.6802,26.3953,16.7219,45.7343,110.2867,9.2738,34.1013,61.507,94.3713,179.4173,1043.4951,110.6554,1.1734,38.8522,93.507,9.882,275.3369,64.1485,64.5803,101.4478,163.7877,267.8648,368.4803,202.3909,443.0483,158.2683,105.8291,211.4609,221.0174,0.0
HUN_M,40.6683,0.4956,3.3728,21.3391,17.263,198.3713,13.1744,11.0527,30.0294,32.2915,38.1677,218.453,91.8602,48.2496,34.1355,71.2724,140.9916,122.9232,110.6295,671.5539,13.9716,54.0388,163.7274,53.177,496.4293,912.6083,64.511,13.8019,16.0446,59.9177,8.8479,83.826,126.9952,70.8565,185.5534,135.7496,437.5169,938.6993,285.6768,247.0171,48.2879,46.5502,103.6031,66.5389,0.0
HUN_N,45.1183,0.4596,2.9272,5.0279,5.9727,117.3328,16.7268,15.567,56.5796,28.6969,50.9272,100.374,99.0518,44.7064,36.7606,109.559,164.7136,103.3955,132.1183,359.7896,7.9534,76.4388,154.1646,79.2714,294.0871,852.2448,222.1619,15.8509,15.3192,85.2959,33.7037,130.0065,112.0081,86.7547,178.8245,319.3661,350.6813,297.8697,409.8905,274.271,112.729,97.1438,199.2332,73.0661,0.0
HUN_O,12.3112,0.4368,3.4252,3.7928,3.2705,22.6087,2.6829,1.4068,3.7511,5.2287,6.9834,2.2209,10.9558,4.1175,4.7241,8.5075,8.6413,8.8253,9.9929,38.7988,1.8321,5.5696,20.9037,41.0772,43.6097,244.7102,58.3071,3.3881,1.2119,23.4366,3.2422,39.1864,7.8962,49.8739,23.8417,59.7995,56.5734,83.7883,37.9932,265.9646,22.13,4.3024,39.1121,36.8801,0.0
HUN_P,2.3042,0.0681,0.1655,0.1173,0.1036,6.2447,0.5652,0.6021,1.6113,4.3635,2.0145,5.2315,8.4049,2.1925,1.6858,2.4664,4.2176,3.5732,6.0844,7.538,1.1048,1.9179,2.9928,2.9566,11.9008,38.1416,7.5203,0.0544,3.0266,2.5798,1.7942,4.6724,1.6144,3.4168,11.8728,19.7929,7.6048,24.2993,13.1448,46.062,284.8197,9.6944,1.8327,11.9207,0.0
HUN_Q,0.7454,0.1479,1.5802,0.233,2.3868,8.8517,2.4495,1.4304,1.5504,1.3792,3.7588,21.9119,4.5405,3.4552,4.135,4.2908,3.0639,2.4795,4.2506,7.9832,0.8936,5.1991,3.6771,3.2891,10.5006,42.7992,14.8257,0.3689,0.5594,3.0766,2.6211,15.8106,1.2335,0.5946,3.5568,4.5529,4.9745,9.5111,14.4736,3.5999,6.183,415.5842,9.668,15.3625,0.0
HUN_R,2.8946,0.0167,0.0506,0.4684,0.0693,7.0136,0.5598,1.0184,1.7602,1.3899,1.7517,1.9964,2.3497,1.4062,0.8365,3.4552,2.3764,1.9689,3.4125,7.7156,0.2446,2.1198,2.1907,1.5999,11.6719,38.6546,6.024,0.8997,0.599,3.7476,0.6279,6.7993,130.6642,2.6317,8.7378,7.0023,7.4338,14.4238,43.2677,11.1175,2.1293,4.4669,238.777,12.6441,0.0
HUN_S,18.6292,0.0971,0.2335,0.6015,0.1189,19.4933,1.6019,2.1143,5.0533,3.5196,5.7616,10.1447,7.0053,3.5342,2.6249,5.6774,4.856,6.5061,7.4183,15.1105,1.0125,5.0107,8.6145,13.0948,29.8729,100.7623,18.7815,0.5917,4.7056,9.4247,4.2934,26.5162,7.1951,58.3894,53.3722,40.4057,45.8307,63.7644,44.7406,49.3438,31.9557,31.3685,40.0069,21.6139,0.0
HUN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
