V1,MAR_A01_02,MAR_A03,MAR_B05_06,MAR_B07_08,MAR_B09,MAR_C10T12,MAR_C13T15,MAR_C16,MAR_C17_18,MAR_C19,MAR_C20,MAR_C21,MAR_C22,MAR_C23,MAR_C24,MAR_C25,MAR_C26,MAR_C27,MAR_C28,MAR_C29,MAR_C30,MAR_C31T33,MAR_D,MAR_E,MAR_F,MAR_G,MAR_H49,MAR_H50,MAR_H51,MAR_H52,MAR_H53,MAR_I,MAR_J58T60,MAR_J61,MAR_J62_63,MAR_K,MAR_L,MAR_M,MAR_N,MAR_O,MAR_P,MAR_Q,MAR_R,MAR_S,MAR_T
MAR_C28,5.1548,0.0849,0.0333,8.1967,0.0388,3.1322,2.2929,0.3361,0.0977,0.0337,2.1704,0.3785,0.1341,4.9591,2.1228,1.6037,0.4472,1.357,5.3185,27.4153,2.568,3.9296,6.7251,1.8383,20.4371,15.4278,0.9186,0.1651,0.328,0.3611,0.0526,0.1518,0.8382,0.2162,1.1926,0.0161,0.3367,1.6932,3.2937,0.3258,1.2198,1.9393,0.7889,3.2849,0.0
MAR_C29,1.2136,0.527,0.0086,2.5672,0.0336,7.0338,2.9449,2.0448,0.2752,0.0101,3.0789,0.351,0.2724,6.0777,1.6247,20.2236,1.2658,9.3212,2.7644,2181.7184,5.1509,13.885,3.0353,0.8379,35.6952,174.6001,69.9408,2.0675,9.0556,10.8868,6.2162,0.6599,0.3896,20.8855,1.6379,0.0111,0.4647,2.1709,7.8117,9.4024,1.3968,2.3446,0.3371,1.2009,0.0
MAR_C30,0.0,0.5757,0.0,0.0,0.0002,0.2737,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,25.827,2.1968,0.0,0.0,0.0939,6.6445,1.9819,0.657,4.1609,0.3992,0.0,0.0,0.0,0.0,0.0038,0.0,0.0003,0.0077,0.0096,13.7969,0.0527,0.0528,0.0,0.0,0.0
MAR_C31T33,94.6878,16.4403,1.3191,38.3383,0.1794,71.4623,21.4911,8.5605,8.5414,0.1582,37.8205,4.4611,3.8241,33.9175,18.4459,12.3211,2.4266,28.257,2.6201,15.7824,7.0108,34.1976,23.3274,6.2464,91.4486,37.4812,29.8659,7.6465,37.7973,8.4239,1.184,11.7966,2.3269,13.1138,6.9007,4.6331,152.3921,9.4842,30.0584,16.9434,10.7868,10.5946,3.8812,6.8689,0.0
MAR_D,261.686,4.5871,0.2517,98.9024,0.3316,179.8806,50.8673,8.1604,17.717,0.4715,127.0602,12.1851,40.5311,294.2543,62.8719,20.5599,14.2971,58.1954,3.1359,150.4804,3.796,15.6459,155.6453,13.7993,163.0733,249.6994,56.7908,4.1397,12.1283,33.8972,4.2145,112.16,15.4886,107.4259,10.9572,58.9302,3.6919,9.8034,21.0074,227.5817,67.4638,103.9426,17.0286,36.0334,0.0
MAR_E,50.8082,1.1504,0.056,19.4884,0.0163,31.7188,7.9817,1.1017,2.4727,0.0784,23.1728,2.9495,5.2389,40.7561,12.3565,3.144,2.2015,7.7237,0.445,21.0877,0.722,1.1345,21.2017,14.0343,42.9163,48.4819,8.8543,2.1783,3.0833,6.5486,1.8103,21.7571,1.8649,17.9615,1.5434,11.3516,1.23,1.7576,4.3939,50.2566,13.6683,19.9863,3.5044,8.663,0.0
MAR_F,68.2229,1.4699,0.4308,28.6682,0.308,29.7874,5.5631,2.0678,1.0255,0.1277,12.8082,2.5302,0.3612,21.4222,1.644,1.1746,1.8701,9.5968,0.7773,80.8686,5.3523,10.736,56.957,9.1807,40.7321,121.0783,13.2234,1.8215,4.463,9.5645,0.89,5.9271,2.6127,11.5065,14.1099,87.4537,15.4624,12.6465,17.8662,132.245,35.9738,40.3493,3.1327,7.9452,0.0
MAR_G,680.3395,48.5647,0.2771,71.0966,0.9617,1432.5583,156.5142,32.7949,53.3746,0.7545,187.5134,44.3819,52.5126,144.4883,66.5834,69.2899,25.2694,106.6321,19.1178,270.864,19.1986,67.8961,45.2991,8.5375,698.5239,343.714,367.4076,42.6929,133.7967,63.2423,4.0552,129.6158,16.6029,31.7334,26.2149,7.7918,7.5168,30.6653,76.1712,1687.5436,72.1616,142.6383,9.5978,31.9614,0.0
MAR_H49,173.9167,8.1074,0.6997,152.0161,0.4402,214.0246,25.569,9.8247,20.2887,0.4154,105.7107,9.9931,10.1292,71.0826,19.2987,18.8912,8.0568,53.2132,2.9305,27.6512,3.1508,14.7058,12.9204,2.2779,139.7527,199.9999,77.3077,9.2856,23.6169,20.9622,1.4937,15.2007,15.876,6.1197,2.2512,35.0127,0.4543,2.8945,7.1498,72.1383,44.1394,45.846,11.6747,44.6093,0.0
MAR_H50,0.0246,0.0023,0.002,0.0033,0.0014,0.4724,1.035,0.0016,0.0887,0.0089,0.303,0.0404,0.0862,0.0843,0.4615,0.1112,0.0117,0.0691,0.0404,1.6449,0.055,0.0884,0.7004,0.0693,2.1793,0.0096,0.0261,0.0009,0.0809,0.0009,0.0025,0.1498,0.0221,0.0365,0.013,0.0026,0.0042,0.023,0.053,0.0135,0.0012,0.0028,0.0021,0.0034,0.0
MAR_H51,20.666,2.6774,0.0638,4.1084,0.0129,35.871,24.3333,1.5319,4.7402,0.4849,19.4806,2.3302,3.8519,13.9033,10.0054,6.0866,2.1924,11.1323,1.5478,32.2281,2.0819,3.967,15.4758,2.2173,50.1191,15.7237,14.7116,3.2575,5.4478,0.5518,0.2901,4.2136,0.8926,2.1169,0.5941,0.2328,0.202,0.9065,2.1832,3.4181,0.0299,1.1703,0.1681,0.6948,0.0
MAR_H52,26.5831,1.7667,0.1451,21.8228,0.0518,36.792,4.0989,1.5866,3.402,0.0651,18.9264,2.048,1.7392,12.1011,3.3411,3.2619,1.5792,10.0784,0.5096,4.4575,0.5318,2.5244,1.8229,0.335,24.2159,49.7053,25.1651,11.5638,25.0043,19.6849,0.3221,2.6723,2.8612,1.2774,0.4137,4.4205,0.0715,0.4546,1.2493,10.9861,2.8606,4.7439,1.6132,6.2515,0.0
MAR_H53,0.2967,0.0429,0.0004,0.0835,0.0014,0.5253,0.1321,0.0325,0.0857,0.0021,0.3934,0.1162,0.036,0.2211,0.0304,0.1452,0.0272,0.3473,0.0274,0.3677,0.0776,0.1265,0.4323,0.1111,0.8564,5.1306,0.5056,0.1074,0.2182,0.4302,0.5332,0.23,0.1461,1.4271,0.3018,2.8616,0.0391,0.3199,0.5756,6.4114,1.0097,1.4624,0.0837,0.3414,0.0
MAR_I,0.797,3.8688,0.012,3.3584,0.0549,4.6413,2.4044,0.4537,0.835,0.0113,9.5225,2.7998,0.8603,4.5875,1.022,4.3667,0.7482,8.5935,0.8551,10.9007,10.3873,1.9199,1.2204,0.3283,1.7854,11.5689,3.6924,0.5553,5.9942,1.3771,3.9988,20.3117,9.3336,46.6122,10.0314,98.7083,6.8282,11.7831,37.5871,228.1847,24.9077,32.0661,5.6063,24.0387,0.0
MAR_J58T60,0.2527,0.2565,0.0142,6.35,0.0062,23.6842,7.1442,0.5258,1.5361,0.0348,9.7797,2.8538,3.6466,22.889,2.6827,1.8869,1.0467,10.3194,0.447,4.1726,1.3573,1.2296,15.2321,3.154,8.9361,19.8169,0.5969,0.1272,0.6089,0.428,0.1525,6.0592,21.3843,3.0711,3.5382,7.2003,0.264,10.9159,3.0894,11.6207,12.3952,7.1081,4.6369,8.0895,0.0
MAR_J61,9.155,1.1805,0.0139,2.4274,0.0579,12.5749,2.9273,0.8984,1.9181,0.0406,8.8023,2.4072,0.8617,5.9911,0.6857,3.6165,0.6256,8.36,0.6578,8.4242,2.1963,3.5184,10.1821,2.0973,29.3392,97.2539,18.5749,2.974,8.4304,9.8716,0.4347,8.6568,5.1962,45.3701,12.8849,61.8261,1.2005,8.1759,13.1257,123.9992,24.2352,42.0252,2.1555,6.7728,0.0
MAR_J62_63,0.0031,0.0005,0.0001,0.0624,0.0003,0.1897,0.0599,0.0033,0.031,0.0007,0.0885,0.0254,0.0058,0.0888,0.0212,0.0272,0.0256,0.1908,0.0038,0.1941,0.0434,0.0385,0.1126,0.0185,0.2066,0.6276,0.3272,0.0748,0.3517,0.2393,0.0186,0.1587,0.1273,0.4697,0.5448,1.0761,0.005,0.0991,0.1427,0.662,0.1846,0.3032,0.0404,0.0957,0.0
MAR_K,98.0019,61.207,0.288,46.4674,0.5595,200.0217,63.3195,11.4536,30.105,0.7675,63.2693,11.8666,28.1565,63.7642,82.9306,55.7102,10.6169,92.3338,4.8402,249.5923,16.4881,40.25,337.8017,57.3501,1152.8631,741.3613,100.9262,24.0098,52.0259,41.332,10.8611,175.0978,17.3248,155.9052,345.172,1543.288,366.6464,319.6068,691.5489,324.3091,17.7185,33.3889,6.7796,23.4502,0.0
MAR_L,0.6333,0.0834,0.0073,5.7101,0.045,36.8155,7.3381,0.7876,4.8426,0.0366,10.3474,2.5185,1.1993,13.006,2.5511,5.2741,1.9803,19.7146,0.5386,22.4918,4.3237,8.071,10.0066,1.6197,40.1456,168.9763,51.414,6.7591,19.7987,44.8708,2.2127,41.1262,12.325,41.2876,19.6894,86.9836,11.6441,24.7425,45.5928,63.7379,33.0365,55.0064,8.8339,26.4375,0.0
MAR_M,1.5948,0.2112,0.0431,18.8264,0.7705,110.5908,12.9635,1.5554,11.0703,0.1926,49.9215,19.1961,2.5681,32.9646,6.9911,9.6459,5.9244,66.7072,1.4896,77.9284,10.9375,18.8626,32.0457,4.7066,135.9777,225.489,85.5628,20.8424,57.9833,57.568,2.6394,42.1893,28.0747,66.7109,43.3443,199.5663,6.8921,97.4733,78.5352,118.2894,40.3003,66.1291,14.7634,38.2547,0.0
MAR_N,2.4043,0.2646,0.0344,24.1637,0.9387,107.378,15.6682,2.4165,15.0872,0.1346,50.5578,15.4216,3.3651,50.9048,12.1595,14.9175,6.4236,68.8814,1.7349,88.227,9.8797,31.2209,60.6801,10.8317,136.1184,290.9583,215.9478,54.1124,167.7328,158.3193,10.2519,86.9633,39.5129,124.5274,87.3106,296.7792,23.7122,88.0045,396.8914,269.1393,111.664,217.1608,37.0898,65.2646,0.0
MAR_O,6.5208,0.1975,0.0411,2.7328,0.0597,2.7343,1.188,0.6262,0.1402,0.0122,1.2429,0.2543,0.0403,1.9708,0.1529,0.2238,0.158,0.7629,0.1,7.7096,0.7069,3.6395,5.47,0.8817,2.9264,12.4139,1.2825,0.1779,0.438,0.9291,0.1859,1.2769,0.4029,1.7325,1.4369,8.3863,1.5297,1.3935,2.0595,12.6823,3.4548,3.9322,0.5939,1.251,0.0
MAR_P,74.8639,0.0,0.0,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2511,0.0,0.0,44.7378,0.0,0.0,0.0,108.383,88.5084,43.8459,4.9186,20.678,0.0
MAR_Q,55.2649,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5669,0.0,0.0,22.6795,0.0,0.0,0.0,70.404,9.7152,102.8756,4.0839,13.7192,0.0
MAR_R,0.0,0.1073,0.0171,4.2246,0.0006,5.8695,2.51,0.2921,0.8473,0.0091,1.4235,0.443,1.7572,8.0357,1.5011,0.9716,0.569,4.1384,0.1447,1.4773,1.0465,0.2917,5.9601,1.1634,3.739,5.5669,0.1535,0.1034,0.1093,0.1119,0.0372,3.1865,3.2077,0.3799,1.3104,0.0973,0.0799,2.6846,4.6071,3.5381,4.4363,3.4573,9.9634,2.3462,0.0
MAR_S,0.0,1.0041,0.0771,15.4024,0.0371,22.8821,9.0708,1.2602,3.0964,0.1108,7.9727,1.98,7.5275,46.6203,4.7839,4.2925,1.7219,17.8343,0.6458,5.9492,1.9011,2.0698,37.1753,10.3349,14.9005,24.8352,0.6698,0.1429,0.4808,0.3896,0.1433,8.8296,4.9002,1.3152,7.7099,0.4384,1.0953,8.8511,13.7363,11.4612,7.7938,18.2552,4.9049,29.5085,0.0
MAR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
