V1,EST_A01_02,EST_A03,EST_B05_06,EST_B07_08,EST_B09,EST_C10T12,EST_C13T15,EST_C16,EST_C17_18,EST_C19,EST_C20,EST_C21,EST_C22,EST_C23,EST_C24,EST_C25,EST_C26,EST_C27,EST_C28,EST_C29,EST_C30,EST_C31T33,EST_D,EST_E,EST_F,EST_G,EST_H49,EST_H50,EST_H51,EST_H52,EST_H53,EST_I,EST_J58T60,EST_J61,EST_J62_63,EST_K,EST_L,EST_M,EST_N,EST_O,EST_P,EST_Q,EST_R,EST_S,EST_T
EST_H53,0.6511,0.0175,0.0379,0.0122,0.0003,0.6665,0.5353,0.7829,0.2518,0.0809,0.1756,0.011,0.2952,0.1541,0.008,0.2217,0.3321,0.1474,0.1288,0.0912,0.1575,1.2632,1.9509,0.5307,1.1112,11.439,1.1605,0.4348,0.2725,3.5787,32.6893,0.52,4.699,0.9692,2.0068,3.3616,2.5085,5.0914,10.5241,2.9119,0.6982,0.5875,1.9974,2.2994,0.0
EST_I,1.5128,0.2017,0.0976,0.0156,0.001,1.0124,0.2153,0.9558,0.2389,0.0233,0.2208,0.017,0.1695,0.3469,0.0258,1.171,0.9458,0.6345,0.3553,0.4257,0.1379,3.0119,0.2193,0.0767,3.9787,7.1135,3.5125,0.3503,6.8937,2.6416,0.1393,5.7624,1.2859,0.694,9.3468,4.2764,0.9326,8.9882,37.43,18.3826,25.1818,6.3762,9.0399,1.9709,0.0
EST_J58T60,2.8561,0.0715,0.0321,0.0146,0.0002,1.861,0.5344,1.0603,2.0571,0.6017,0.2126,0.0675,0.151,0.2127,0.0074,0.526,1.1306,0.3393,0.6562,0.0772,0.0699,0.7402,1.0073,0.1865,2.8691,22.7986,0.8642,0.9179,0.2814,3.2331,1.1618,6.4496,44.138,12.4291,7.1997,5.1328,1.7526,41.7521,6.9182,7.5586,11.959,2.1238,11.4257,6.2938,0.0
EST_J61,8.2098,0.2603,0.4943,0.1054,0.0034,4.3817,1.6763,6.3037,2.0638,0.1538,0.5178,0.0901,1.9332,2.7061,0.0175,3.3308,17.9245,2.0495,2.0678,0.5985,0.3201,2.9497,2.9049,0.8246,15.4719,29.3144,5.0819,1.6995,0.8821,12.1547,0.7048,3.4044,8.9013,139.8726,33.7582,10.306,12.3145,21.4551,8.0869,7.4035,3.825,3.1451,4.6628,2.9648,0.0
EST_J62_63,10.4966,0.0881,1.2415,0.466,0.0108,8.6142,2.3821,6.317,2.7033,1.0753,3.0056,0.1443,2.2365,2.3545,0.0778,6.0145,17.8802,5.1341,1.7882,2.2307,0.758,5.3809,21.3729,0.9494,12.7021,105.7979,10.4962,2.114,3.9447,17.2243,4.2432,6.5376,14.0655,49.5982,277.8325,34.4758,9.9148,78.5288,16.3591,51.0855,15.2366,12.2236,7.2095,8.0497,0.0
EST_K,31.271,2.1654,2.3414,0.7404,0.0119,13.1799,6.3941,14.6279,5.5233,1.9983,3.0239,0.1581,2.5669,4.4376,0.4187,8.1404,8.7926,5.4089,3.3768,2.4153,1.2235,12.0741,14.3116,2.0262,54.444,126.5268,27.4526,9.0333,5.1789,28.9875,4.1484,16.369,5.1001,6.1567,18.4007,275.8496,222.8197,54.3663,23.7433,22.4585,4.7497,9.1069,8.6646,6.4739,0.0
EST_L,21.6023,0.5298,1.8173,0.441,0.0123,28.3985,18.1351,32.883,8.5039,0.4623,2.2572,0.2971,12.0902,7.5763,1.4582,30.8782,13.5016,15.3209,9.3806,9.001,2.0778,52.282,13.2612,10.1929,32.3097,533.9764,16.6421,3.5829,1.6765,125.8776,3.4599,138.6391,8.507,12.8086,60.9663,41.5035,110.4384,128.2356,48.3426,50.8032,39.9988,29.4836,67.6284,26.6685,0.0
EST_M,52.8678,3.9628,4.7379,0.9727,0.0438,53.9726,12.2358,21.7366,14.0197,9.8006,13.2784,3.6763,8.3486,12.4538,1.0731,15.7193,17.4741,15.1507,18.3668,10.1557,2.4106,65.0701,28.9726,7.535,276.6632,250.8067,26.5923,19.0598,16.8462,44.0056,3.9098,26.6831,23.117,28.3534,77.6922,41.3333,54.5194,365.9522,80.7623,44.4921,15.9239,17.1187,35.8875,21.6243,0.0
EST_N,10.439,1.037,1.506,0.4932,0.0114,18.8085,5.9159,13.3635,2.9695,6.008,3.1167,0.3424,2.3371,9.798,0.4512,26.7919,16.6467,14.9206,6.8225,3.9059,0.5261,18.7999,11.5973,5.248,69.391,97.0555,27.5111,63.0838,23.1735,57.769,4.8854,24.1945,3.0291,5.1974,23.7228,20.9863,95.8787,86.4639,85.3405,60.801,33.5013,20.6986,30.9134,10.6351,0.0
EST_O,3.6092,1.2671,0.5356,0.1903,0.0042,4.2854,0.942,3.8685,0.7612,0.3626,0.5328,0.0666,0.7585,0.9879,0.1233,1.8213,1.2236,1.3536,0.6793,0.639,0.224,3.038,3.9863,1.0482,13.4688,31.8987,15.0216,1.4156,0.6973,14.5206,0.6791,4.431,8.4384,8.0676,7.2771,2.1772,9.873,23.3135,5.1148,23.9655,2.0504,3.6638,3.5039,4.4044,0.0
EST_P,0.9768,0.0263,0.2752,0.0787,0.0024,2.0841,0.6465,1.0239,0.3177,0.3889,0.331,0.0334,0.3196,0.8338,0.1486,1.156,1.4487,2.0765,0.4188,0.2468,0.055,1.9087,2.7342,0.3177,3.6103,9.0121,2.851,0.3509,3.7554,3.3032,0.2438,1.9053,0.8494,2.5148,7.1094,10.4528,1.2218,15.3644,3.0478,39.0418,35.1028,7.7111,3.7625,5.6832,0.0
EST_Q,0.7154,0.0527,0.2558,0.0509,0.004,0.7271,0.2638,0.6099,0.2904,0.3366,0.1407,0.0036,0.1652,0.2449,0.0197,0.482,0.4659,0.4155,0.8402,0.2976,0.1076,0.909,0.8823,0.1783,2.8321,7.4915,0.6672,0.333,0.3108,1.8101,0.5758,3.0346,0.1915,0.1992,2.5606,2.219,0.8109,6.3529,3.093,26.0049,22.3556,77.8723,2.8809,0.9388,0.0
EST_R,0.7966,0.0069,0.0169,0.0069,0.0001,1.2488,0.141,0.73,0.1067,0.0142,0.1009,0.0162,0.099,0.3747,0.0078,0.2416,0.2197,0.1398,0.1675,0.115,0.0323,0.4719,0.1592,0.0864,0.5869,8.7804,0.2247,6.0738,0.1369,0.8752,0.0858,6.4132,4.3349,0.5038,2.4235,0.6362,0.965,4.8183,4.4181,9.3085,14.0263,0.8341,96.5681,1.5807,0.0
EST_S,3.4877,0.1096,0.1054,0.0423,0.0011,7.482,0.8655,1.1688,0.5084,0.3647,0.2976,0.0119,0.3959,1.203,0.0414,0.9516,2.8299,2.156,0.916,0.3442,0.4142,1.8995,1.1727,0.7567,2.1983,9.3015,4.4637,0.4262,0.1877,1.7168,0.1545,3.2735,1.2903,2.7672,7.1837,1.8575,2.531,5.1194,3.7179,11.3127,3.4526,4.5665,2.7443,7.0216,0.0
EST_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
