V1,TUN_A01_02,TUN_A03,TUN_B05_06,TUN_B07_08,TUN_B09,TUN_C10T12,TUN_C13T15,TUN_C16,TUN_C17_18,TUN_C19,TUN_C20,TUN_C21,TUN_C22,TUN_C23,TUN_C24,TUN_C25,TUN_C26,TUN_C27,TUN_C28,TUN_C29,TUN_C30,TUN_C31T33,TUN_D,TUN_E,TUN_F,TUN_G,TUN_H49,TUN_H50,TUN_H51,TUN_H52,TUN_H53,TUN_I,TUN_J58T60,TUN_J61,TUN_J62_63,TUN_K,TUN_L,TUN_M,TUN_N,TUN_O,TUN_P,TUN_Q,TUN_R,TUN_S,TUN_T
TUN_C25,0.9192,0.1155,0.607,0.9127,3.6376,70.2801,34.1868,5.285,2.5529,0.0001,6.79,1.713,5.8371,7.7595,20.158,144.9143,51.794,46.6418,74.6841,56.9115,24.4565,22.1663,6.853,0.035,204.8204,3.1734,4.6639,0.8596,0.7227,3.5188,0.8222,3.3038,0.9614,2.2866,4.7837,0.419,6.5704,12.1325,8.8451,6.3485,0.0545,0.1111,0.1943,0.2876,0.0
TUN_C26,0.1357,0.0283,0.0925,0.1099,0.2994,6.9583,5.0434,0.5664,2.0648,0.0,1.666,0.7741,1.3395,0.9145,1.5532,10.0764,165.5159,25.2466,15.4266,14.0517,8.5995,14.1686,3.5507,0.0132,20.3308,2.5651,2.1316,0.3707,0.8279,1.7795,0.692,1.4284,2.4119,7.4815,14.8442,0.7477,1.3866,12.535,5.3657,8.2314,0.1293,0.4095,0.2505,0.699,0.0
TUN_C27,0.0876,0.0218,0.0702,0.1246,0.4776,4.7907,3.1796,0.3084,0.4844,0.0,0.6863,0.2018,0.6011,0.5906,1.524,5.5488,27.0941,52.8802,17.3411,12.0768,5.1316,6.4507,5.4573,0.0075,45.8238,1.5012,1.7554,0.2153,0.2471,0.8549,0.2075,0.9787,0.408,1.8363,2.5162,0.1748,1.5509,4.4681,2.7336,2.1887,0.0296,0.0548,0.1199,0.1936,0.0
TUN_C28,0.8107,0.1262,0.8749,1.3617,3.5683,30.4426,28.6991,2.3694,4.1744,0.0,3.5843,1.3377,3.1954,5.5226,9.976,21.1881,22.7832,15.8818,108.2532,33.7296,14.6632,13.1809,7.6132,0.0335,74.5919,2.4504,5.3951,1.2864,1.716,3.6816,1.2058,1.5536,1.5818,1.956,2.607,0.3638,2.347,7.6492,7.6492,3.7067,0.0476,0.1235,0.2082,0.2766,0.0
TUN_C29,0.2613,0.0313,0.0929,0.2009,0.1519,5.6956,4.5595,0.4341,0.5866,0.0,0.7053,0.2254,0.7509,0.9634,2.863,9.5014,10.932,7.7432,12.2378,101.6777,6.9127,11.8704,0.9777,0.0089,7.2816,2.0033,7.8607,0.1545,0.5246,1.3319,2.2801,0.5514,0.2662,1.6457,1.2629,0.251,1.3155,3.2648,6.046,2.3563,0.0149,0.0485,0.1138,0.1267,0.0
TUN_C30,0.0738,0.0217,0.0261,0.031,0.0179,0.1926,0.2635,0.0462,0.0756,0.0,0.0488,0.0156,0.0723,0.0341,1.1187,2.5252,4.9444,2.2484,4.8212,5.3777,15.7068,1.2362,0.1379,0.0012,0.3254,0.1507,1.6949,1.6033,2.1447,0.73,0.2424,0.1505,0.012,0.1427,0.2369,0.0972,0.1795,0.6743,0.509,0.5819,0.0042,0.0069,0.0261,0.0249,0.0
TUN_C31T33,0.1492,0.0299,0.7053,2.154,3.5573,17.5145,12.4823,1.5067,1.1173,0.0,0.5717,0.4289,1.1559,0.587,0.3907,0.9562,2.0326,0.8189,0.8669,0.9813,0.8138,11.1638,0.008,0.7912,39.5242,5.7214,12.1313,2.1342,5.7412,5.6461,1.5646,0.9996,0.5859,5.703,5.0923,6.5987,5.094,12.8596,13.3128,6.3454,0.1356,0.7779,0.3852,0.2515,0.0
TUN_D,3.6624,0.26,74.2588,19.5195,4.0335,119.5584,74.0113,3.511,8.3095,0.0002,16.7785,3.0567,5.0638,49.9165,27.6312,29.0807,25.3393,16.4344,14.6378,11.8959,6.401,4.6325,1.53,23.0124,4.6394,27.5232,7.0067,0.3888,0.8552,4.6772,2.3631,8.2773,1.2193,12.0155,8.8444,3.2144,16.9025,19.3963,11.5164,19.8321,0.3395,0.881,1.0156,0.6531,0.0
TUN_E,5.39,0.5897,0.7938,0.5944,0.9571,9.6091,10.648,0.3513,1.1372,0.0,5.308,1.4157,0.4697,0.8012,0.9103,0.8227,0.601,0.3472,0.4926,0.281,0.2065,0.4025,0.238,0.0322,3.3589,3.0202,0.2192,0.0354,0.0545,0.1904,0.0321,1.6648,0.2696,0.0585,2.4371,0.065,5.1156,7.1453,4.4368,3.2939,0.0406,0.1198,0.12,0.0974,0.0
TUN_F,2.7961,0.397,32.199,2.4119,2.9393,16.5296,8.7826,0.2743,0.597,0.4979,2.6708,1.3747,0.3787,8.6209,4.4392,7.9074,2.6267,1.9532,2.1891,0.8243,0.4432,0.3547,1.0335,8.4318,78.8546,12.8524,3.7388,0.7239,1.3171,1.2585,0.3336,1.1964,0.1193,1.0456,3.1238,1.7586,7.3177,5.5948,2.9626,3.8827,0.0486,0.1045,0.1327,0.0973,0.0
TUN_G,71.8386,13.0177,11.0375,11.0591,5.3903,368.2764,155.922,26.9608,36.8981,1.1308,30.2529,15.1845,18.918,32.7235,25.1274,69.0704,91.1156,47.4747,71.0381,77.7504,21.7468,43.7896,9.4346,5.0969,210.1418,35.1073,46.225,6.1643,13.9175,7.9633,5.1101,65.3536,17.9873,8.286,12.2616,6.154,8.7295,26.2029,18.1734,35.7434,0.5966,1.6265,1.8512,2.3346,0.0
TUN_H49,11.1969,1.4632,168.9084,28.2237,8.5709,70.9655,75.6512,5.5031,7.6083,2.0844,24.2012,9.6728,5.353,86.7696,9.9969,23.3465,20.2006,13.5696,20.7929,17.1612,4.9491,7.0089,2.3523,0.6771,107.4677,181.1093,133.609,9.6104,12.8344,44.8295,6.2491,19.8895,3.7489,4.7366,8.993,10.4028,5.7519,21.6823,22.3016,44.709,0.8275,1.2192,1.9666,1.9804,0.0
TUN_H50,0.6804,0.0464,0.0025,0.0037,0.0003,3.3118,0.3309,0.1489,0.2267,0.8427,0.7253,0.5483,0.2321,0.002,0.0792,0.3105,0.3354,0.1585,0.2712,0.3909,0.0565,0.3811,0.3579,0.0396,0.9258,0.1111,0.0014,0.0011,0.0015,0.0012,0.0026,0.3612,0.0459,0.0136,0.0044,0.0073,0.0031,0.019,0.0107,0.0029,0.0002,0.0035,0.0043,0.0062,0.0
TUN_H51,2.0601,0.2462,0.1483,0.1402,0.1018,10.8,5.6912,0.7626,1.2173,1.7574,3.6452,1.8721,1.0566,0.4689,1.063,2.4619,2.4257,1.4381,2.369,2.6513,0.6557,1.3864,1.107,0.1476,5.8682,0.6136,0.0798,0.0749,0.073,0.073,0.0774,1.5282,0.2615,0.1933,0.079,0.2133,0.1175,0.2702,0.3795,0.0795,0.0033,0.0308,0.1245,0.1006,0.0
TUN_H52,2.336,0.3967,61.0151,12.5304,3.612,17.5671,28.9258,1.419,2.0447,0.1636,6.5685,2.534,1.411,39.2414,3.9353,8.634,7.2838,5.2745,6.7275,6.2604,2.1612,1.6511,0.4901,0.1669,36.4172,124.9092,160.4995,54.5534,83.8429,152.899,3.8815,5.4273,1.3517,2.8091,4.1572,3.5695,2.2689,8.0644,10.5807,13.9639,0.1362,0.2534,0.4688,0.7466,0.0
TUN_H53,0.5461,0.1015,5.0874,0.6257,0.2519,5.1266,28.8696,0.2641,0.5827,0.0,1.1072,0.5873,0.3257,1.828,1.1785,5.0391,6.1391,2.7899,4.5112,2.663,1.5546,0.4812,0.2927,0.1114,6.5054,21.3757,1.4235,0.1795,0.3363,1.2914,8.0719,0.5903,1.5641,4.4855,6.1545,13.2677,3.3689,13.947,7.5694,27.0641,0.2619,0.484,0.7363,1.0716,0.0
TUN_I,0.0,0.0,0.1164,0.3994,0.8492,0.3295,2.5027,0.0575,0.1026,0.033,0.0048,0.0027,0.046,0.1838,0.0958,0.3722,0.2293,0.1879,0.2488,0.0,0.0,0.0,1.465,0.0262,1.2331,1.8165,6.5761,0.6338,4.9913,2.8957,0.0,0.0223,0.3443,0.0,0.1358,8.0016,0.0465,0.2131,0.2094,8.2935,0.1064,0.2483,0.1853,0.2842,0.0
TUN_J58T60,0.2316,0.044,0.4626,0.259,0.2633,6.6628,7.5648,1.8983,6.03,0.0009,0.9142,0.4735,1.1375,0.5652,0.3251,1.3812,2.5135,1.2437,1.1474,1.0127,0.7383,1.8061,0.0318,1.2093,2.7734,8.7495,0.6982,0.1102,0.3213,0.5815,0.3073,0.5385,28.2749,0.9926,3.5719,6.2048,0.9921,10.4283,2.5049,9.4203,0.3948,0.1889,0.918,0.3959,0.0
TUN_J61,1.9803,0.3518,21.7507,2.0403,1.0008,14.8805,83.5889,0.906,1.5474,0.0001,2.9305,1.3746,1.0988,6.0,3.842,15.7689,18.6434,8.1974,12.8692,6.7861,4.123,1.8452,0.7045,0.308,26.9135,48.1397,5.7874,0.6254,1.3236,3.5162,0.7555,2.67,6.7274,15.0198,30.9009,34.6242,12.8471,45.4399,21.5775,86.1796,0.8682,2.2062,3.8375,2.6168,0.0
TUN_J62_63,0.8704,0.1632,4.356,2.016,0.7383,7.5918,15.2729,0.4103,1.0285,0.3013,0.6598,0.3177,0.5684,1.0477,0.845,2.5997,5.5632,1.9756,2.4012,2.1892,1.0644,0.9013,0.4818,0.2121,15.3796,2.1459,4.917,0.712,2.8386,3.7222,2.6476,0.7741,2.7806,12.132,12.9965,10.9145,1.3364,5.4301,2.1142,12.1339,0.1093,0.2648,0.5804,0.4039,0.0
TUN_K,76.9148,7.0857,29.3466,14.884,5.1651,88.6329,70.728,5.848,10.5089,1.5051,21.3519,7.8322,7.9731,19.3934,10.9833,26.1256,27.5697,15.7671,18.9858,18.1489,8.3914,8.6539,5.5352,6.2321,95.4441,71.6231,59.9323,10.1002,17.0607,29.543,5.0414,36.6911,7.7013,14.7942,39.0361,68.1935,92.2569,77.2434,64.8359,59.063,0.67,1.5368,2.5856,2.4496,0.0
TUN_L,1.986,0.3001,3.9782,2.4966,1.2336,16.0083,21.0317,1.0303,2.1816,0.3749,0.8518,0.3922,1.4461,1.7704,1.3809,6.3688,4.4625,2.8711,3.4572,2.4106,1.5772,3.5385,0.3947,0.2365,31.9,7.2526,8.3126,0.7865,1.7984,8.1002,3.3383,2.3412,2.5429,12.2356,4.5072,9.7441,14.0834,14.0669,6.6852,23.5361,0.516,1.2503,1.8753,1.5636,0.0
TUN_M,6.6772,1.042,15.4425,8.7919,10.3399,60.4511,45.4476,2.587,5.6267,1.5737,5.2555,4.3084,4.1758,4.9833,4.0401,11.9146,20.3818,13.2374,12.8451,13.2934,5.3789,6.1912,1.3519,0.8624,90.5659,10.9449,16.4831,3.1191,5.6804,12.0517,4.6737,2.5544,10.51,24.0356,14.8876,27.2244,10.3079,68.7285,14.4623,42.8972,0.6902,1.4374,4.401,2.8428,0.0
TUN_N,3.8062,0.6104,8.957,5.9395,10.5735,26.6422,25.3189,1.6249,3.3259,0.8507,2.1936,1.2229,2.2988,3.4643,2.3907,9.0881,10.4681,5.7274,6.6013,5.6352,3.5136,4.5318,0.8327,0.7468,59.6857,7.0664,20.2163,3.7639,7.8388,14.2233,7.2647,2.0747,5.0946,19.5656,11.1609,14.9931,12.5964,25.4524,21.3387,36.7394,0.5966,1.7607,3.0501,1.7399,0.0
TUN_O,0.0,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN_P,0.0,0.0,0.0,0.0001,0.0057,0.0003,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0002,0.0003,0.0001,0.0002,0.0002,0.0001,0.0,0.0,0.0003,0.0005,0.0006,0.0002,0.001,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0
TUN_Q,0.0,0.0,0.0,0.0001,0.0047,0.0004,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0001,0.0004,0.0,0.0001,0.0003,0.0001,0.0,0.0,0.0002,0.0004,0.0006,0.0002,0.0013,0.0005,0.0002,0.0,0.0,0.0,0.0,0.0
TUN_R,0.0,0.0,0.0007,0.0025,0.0556,0.0095,0.0068,0.0001,0.0002,0.0002,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0004,0.0204,0.005,0.0088,0.0038,0.0033,0.0071,0.0036,0.002,0.0011,0.0075,0.0088,0.0131,0.0054,0.0388,0.0217,0.003,0.0001,0.0001,0.0044,0.0004,0.0
TUN_S,0.0,0.0,0.0012,0.0055,3.2719,0.0121,0.0108,0.0001,0.0003,0.0004,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0007,0.0353,0.0085,0.0137,0.0024,0.0056,0.0091,0.0059,0.0024,0.0004,0.0126,0.0185,0.025,0.0126,0.0438,0.0229,0.0041,0.0001,0.0003,0.0003,0.0007,0.0
TUN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
