V1,GRC_A01_02,GRC_A03,GRC_B05_06,GRC_B07_08,GRC_B09,GRC_C10T12,GRC_C13T15,GRC_C16,GRC_C17_18,GRC_C19,GRC_C20,GRC_C21,GRC_C22,GRC_C23,GRC_C24,GRC_C25,GRC_C26,GRC_C27,GRC_C28,GRC_C29,GRC_C30,GRC_C31T33,GRC_D,GRC_E,GRC_F,GRC_G,GRC_H49,GRC_H50,GRC_H51,GRC_H52,GRC_H53,GRC_I,GRC_J58T60,GRC_J61,GRC_J62_63,GRC_K,GRC_L,GRC_M,GRC_N,GRC_O,GRC_P,GRC_Q,GRC_R,GRC_S,GRC_T
GRC_D,378.2349,0.6603,4.718,3.5664,0.8817,452.1627,74.9231,7.471,47.9863,78.3643,67.7324,53.1803,77.5474,166.0299,603.1752,115.4861,8.2359,20.7159,15.1756,2.6577,10.5888,38.3119,1173.3172,820.2833,59.0174,222.6601,80.2008,152.7419,29.4864,257.0818,5.9093,230.5434,56.7736,66.5598,7.6672,62.5906,19.1916,58.7744,66.7483,548.9977,112.0276,348.6336,84.8284,166.0299,0.0
GRC_E,190.0648,0.0117,0.1838,0.1955,0.0824,9.0555,1.4011,0.0506,2.3401,1.0759,1.2684,13.8225,9.8611,2.1974,76.0027,2.5635,0.1081,0.1708,9.0622,0.0296,0.0973,1.6342,4.4148,200.1268,7.7051,268.9466,4.2445,30.228,1.6982,23.0313,0.2413,145.6027,10.671,92.1547,53.6275,40.1174,71.2496,64.0464,13.4369,69.8543,30.6006,57.9143,27.313,19.105,0.0
GRC_F,21.441,0.2676,0.9663,0.7835,0.2555,85.147,10.8755,2.102,9.0604,42.7485,21.9205,3.9437,12.7392,15.2598,24.7718,11.0428,0.6358,2.7052,0.8298,0.6194,0.7333,4.6206,14.5383,12.8915,998.4418,217.8242,503.0936,77.6865,1.7983,18.4747,0.2223,56.0745,13.3925,15.4382,2.1991,102.283,838.7267,29.8657,41.0999,82.7447,89.8357,110.7185,35.3909,105.1296,0.0
GRC_G,889.2652,44.8322,5.4795,23.8099,0.8619,1691.6912,243.3051,37.1444,229.0179,735.293,141.0733,93.6791,176.6127,131.0609,156.7873,183.9913,57.0731,74.2404,42.9734,9.5299,14.3922,103.512,538.5102,102.7265,782.5837,1689.4766,282.1842,568.3611,162.6461,146.5103,45.8186,1841.6056,61.1439,305.807,44.1797,133.5138,77.3135,346.3722,190.3205,395.1142,90.7669,487.8602,61.926,162.6667,0.0
GRC_H49,89.1685,5.1838,1.8226,7.5902,0.3125,251.2053,22.6076,5.4485,27.458,151.7984,32.5379,12.6809,25.3475,71.853,39.5596,36.4618,5.1492,10.8364,9.0524,1.1152,2.4418,13.478,45.1076,9.629,103.1034,277.5383,26.5538,159.1471,26.7609,26.4705,5.4268,113.9526,5.5827,28.1825,10.5948,7.8242,3.628,87.9312,73.1624,85.0963,17.7463,30.454,12.1158,81.6334,0.0
GRC_H50,13.816,7.8612,0.1419,0.6581,0.0768,32.2596,5.197,0.9163,5.1488,63.8734,8.4896,8.2222,4.5438,5.1317,6.6594,9.5646,3.1639,3.3798,4.1687,0.4589,2.2974,8.1817,29.9743,3.0297,14.9159,209.36,89.8656,236.477,46.9399,14.3281,10.8489,20.3951,7.8303,32.1252,7.6217,9.2127,5.1484,30.171,17.1125,10.3613,2.5079,14.1083,3.9899,44.3476,0.0
GRC_H51,4.9739,0.2464,0.0236,0.2861,0.0181,10.7496,1.3865,0.3324,1.7174,19.0449,1.6146,1.4975,1.4129,1.2651,1.7823,2.0811,0.6074,0.8128,0.6743,0.0767,0.3722,1.3999,5.27,0.5744,5.8936,24.1996,0.9512,4.2482,1.0412,1.0602,0.1384,9.348,2.0546,3.9325,1.9697,1.2293,0.3221,3.8864,11.4577,10.8494,0.3831,2.6168,0.7027,13.8574,0.0
GRC_H52,16.601,9.5938,0.0782,4.9517,0.1453,43.9708,3.6028,0.9702,4.703,49.8178,3.8347,3.9707,3.5812,5.6012,5.4289,6.2719,0.931,1.6827,1.3253,0.1813,0.3235,3.1697,15.4773,3.2699,19.6307,768.1747,57.8846,1115.5081,74.0359,84.3812,18.9825,32.1443,34.1321,102.5749,26.7235,5.9376,1.5682,28.3878,22.6606,10.4426,1.3748,6.2506,1.3317,4.1336,0.0
GRC_H53,13.0008,0.0354,1.9204,1.6756,0.0227,13.2335,2.0764,0.032,0.1867,0.8361,0.1723,2.6987,0.1459,0.349,1.606,0.2126,0.0347,0.0627,0.0527,0.006,0.2617,0.0986,2.8799,2.0792,0.712,236.4725,7.9261,1.6843,0.4616,0.3261,49.5421,40.5405,66.274,37.1152,69.9426,70.7251,0.1486,21.6153,82.1528,28.3212,0.1126,3.1088,2.7775,22.0223,0.0
GRC_I,0.0008,0.0,0.6561,0.3744,0.2108,23.8501,3.6196,0.2944,1.228,1.269,10.3808,12.2793,3.298,5.2601,5.289,9.141,4.0198,3.3533,6.1545,0.1779,1.1233,10.3833,24.1011,0.7054,1.5451,23.4097,12.6672,100.6614,1.0799,9.6721,0.0001,0.0,42.9419,8.491,40.1746,46.6444,11.7225,14.0924,477.1054,140.8131,0.2407,10.4927,6.7247,636.0059,0.0
GRC_J58T60,0.1278,0.003,0.7991,1.5512,0.0159,22.913,2.2937,0.1278,0.771,0.4941,2.7112,5.7291,0.9127,2.2804,2.9307,2.8762,0.5471,1.5591,1.6723,0.529,0.8511,2.7107,29.3166,4.1329,9.1627,83.2148,16.5035,18.1168,8.6746,9.9487,1.8771,54.137,78.6532,27.828,12.2605,22.5331,1.3373,79.8352,41.3859,104.5911,58.8761,10.8967,26.728,3.6967,0.0
GRC_J61,20.1743,1.7629,0.1219,0.7308,0.0855,51.2657,10.8935,1.0207,5.1647,3.668,7.2536,11.5417,5.4727,9.1625,7.072,16.8041,4.0012,3.54,6.0025,0.6068,0.9093,13.2499,37.7969,14.0451,48.6914,466.416,38.7543,35.436,14.4579,28.3943,3.3632,101.0139,28.581,156.2065,15.2054,140.9339,15.5726,137.6477,130.1546,118.8016,18.2416,41.6993,19.3928,30.6732,0.0
GRC_J62_63,0.0275,0.0261,0.524,2.97,0.0587,10.1401,1.972,0.0813,0.4718,0.1231,1.8255,9.5887,0.6377,1.5954,2.3512,3.6931,1.0719,1.8199,1.3424,0.0278,0.7565,2.0996,5.2698,3.3428,2.512,7.227,12.3822,1.3961,6.1019,0.6429,1.452,5.8451,126.7118,24.2708,16.0006,129.2277,0.7337,125.5408,19.3539,16.9374,12.9552,30.5272,57.0405,10.6336,0.0
GRC_K,437.6537,39.8106,4.3885,13.4016,0.5948,319.5014,31.0861,4.205,32.3935,170.774,54.3992,74.2737,28.0252,44.055,93.2516,78.6872,13.9463,28.0078,19.4231,2.1334,6.3575,24.2826,254.2802,33.4865,303.1672,1035.0744,242.4924,427.7238,129.2535,188.7233,31.4341,396.485,93.031,191.8029,81.5172,1049.7073,1556.8857,217.09,289.7195,762.0151,68.527,118.1182,362.9663,246.3672,0.0
GRC_L,10.781,0.3286,0.9632,18.7591,0.1252,146.308,39.8721,2.9232,12.1421,17.8158,18.0361,51.6688,17.9331,31.1206,25.1487,51.4344,8.7418,8.5601,14.8809,0.6257,3.1929,52.3479,812.4975,20.5533,97.337,4814.2424,63.448,196.7183,20.2177,265.7703,4.2984,220.5198,39.8624,1532.3676,142.1534,300.3769,15.3494,1235.0428,179.5982,163.6908,35.3695,35.5303,75.8338,136.9907,0.0
GRC_M,40.0338,2.5964,5.5136,99.2658,1.3009,585.3593,45.4843,5.2856,30.7291,33.4152,98.5166,135.7854,32.3217,58.2326,114.3463,94.4009,27.4254,28.8562,30.1175,3.383,12.4281,54.0892,34.8432,47.2852,831.266,1049.1624,144.7822,877.6814,82.5174,196.6658,16.3538,168.6393,83.7958,322.4818,104.6698,520.2385,116.4488,475.2034,272.4324,386.7285,40.2804,90.5251,113.5374,89.8408,0.0
GRC_N,5.0637,0.3284,2.681,42.9911,0.6669,7.6491,3.8032,0.9307,4.5546,9.6129,1.0367,58.6575,1.1732,4.0515,5.8136,6.9686,3.0828,3.0131,2.9799,0.4101,2.1843,2.393,31.4748,34.256,54.157,116.6064,262.821,440.2923,135.1857,21.0201,26.8104,218.2006,55.2692,38.8142,11.556,76.7086,5.3357,180.2592,347.7266,137.7198,62.1014,151.154,95.9619,46.882,0.0
GRC_O,0.0875,0.0539,0.4306,1.0945,0.0308,103.5341,6.8539,0.9437,5.9218,54.5533,11.2713,6.5506,6.1223,8.9815,19.9849,15.1223,2.2656,6.3459,3.4177,0.466,0.2604,6.0783,91.8155,4.7312,58.5978,124.7659,29.5223,10.5028,8.2762,16.2341,2.3439,42.9895,11.4576,35.9306,7.1544,202.1249,10.1046,42.1929,20.4578,43.7084,8.47,12.5568,10.2572,8.3685,0.0
GRC_P,0.0017,0.1398,2.6465,5.6072,0.0171,0.1126,0.0236,0.0011,0.006,0.0034,0.019,2.0131,0.0083,0.0189,0.0248,0.1568,0.011,0.0178,0.0143,0.0003,0.0073,0.0265,10.5075,11.4623,0.0303,2.3804,0.1194,1.1121,0.0584,0.0547,0.0138,0.7917,4.8541,1.2034,14.4782,15.8461,0.048,43.3028,5.0816,52.1872,186.8736,45.9783,6.515,11.5625,0.0
GRC_Q,2.2797,0.0207,0.0032,0.0292,0.0103,0.1672,0.0419,0.0028,0.9081,0.0151,0.0232,1.2447,0.0177,0.033,0.0315,0.0594,0.0122,0.0155,0.0185,0.0006,0.0061,0.0528,0.7794,0.2126,0.0884,3.9921,5.1881,1.5102,1.5329,0.2221,0.1542,0.2084,1.3119,1.3791,2.2729,32.8768,0.0212,7.8547,1.632,805.9606,1.1032,96.2894,0.8515,22.3189,0.0
GRC_R,0.0026,0.0001,0.0008,0.0079,0.0022,0.0464,0.0118,0.0008,0.0066,0.0044,0.0064,1.5074,0.0195,0.0092,0.126,0.0165,0.0033,0.0041,0.0182,0.0002,0.0016,0.0149,0.2138,0.2934,0.0281,1.5843,0.8299,1.1223,0.0128,0.08,0.0027,34.6498,150.359,0.5402,0.0891,133.9825,0.1178,122.5804,85.5396,12.1177,32.8589,0.9338,589.3695,39.9914,0.0
GRC_S,15.5185,0.0022,0.3938,4.6208,0.0521,41.6747,5.5022,0.5041,4.1354,6.406,5.338,13.9337,3.6085,12.4686,10.5903,12.3363,3.1572,2.7002,3.1048,0.4117,1.3345,8.3432,53.7812,10.4553,50.0987,166.3502,5.0227,30.0575,0.8179,13.3713,0.1804,82.8195,10.4733,25.5439,45.1173,8.3696,0.7137,70.2739,20.4743,23.6758,0.6448,51.3395,1.6659,47.6164,0.0
GRC_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
