V1,PAK_A01_02,PAK_A03,PAK_B05_06,PAK_B07_08,PAK_B09,PAK_C10T12,PAK_C13T15,PAK_C16,PAK_C17_18,PAK_C19,PAK_C20,PAK_C21,PAK_C22,PAK_C23,PAK_C24,PAK_C25,PAK_C26,PAK_C27,PAK_C28,PAK_C29,PAK_C30,PAK_C31T33,PAK_D,PAK_E,PAK_F,PAK_G,PAK_H49,PAK_H50,PAK_H51,PAK_H52,PAK_H53,PAK_I,PAK_J58T60,PAK_J61,PAK_J62_63,PAK_K,PAK_L,PAK_M,PAK_N,PAK_O,PAK_P,PAK_Q,PAK_R,PAK_S,PAK_T
PAK_I,22.5626,4.9799,23.8066,2.0575,1.3957,22.2305,57.4453,2.0545,7.1987,4.1791,13.7098,7.775,6.2467,8.4527,4.9213,5.9736,12.1552,5.4336,9.1667,9.4587,2.2855,12.7564,34.3061,7.9725,27.081,186.85,52.5732,14.9926,60.455,27.5148,3.3751,68.9294,27.2481,41.7738,19.1936,98.3812,14.7025,89.4648,77.7178,208.5633,89.7136,126.6368,44.0986,83.874,0.0
PAK_J58T60,14.508,2.421,6.8413,0.8057,0.3983,30.5976,46.9041,1.4175,21.3233,3.1525,12.0451,7.3196,4.0239,5.3196,2.7989,3.2801,9.2839,4.261,5.3329,6.1479,1.832,10.3785,21.441,6.948,11.4681,200.9349,16.6689,3.8815,8.4319,10.1546,3.4305,28.6574,475.3306,139.1206,31.6923,83.6948,15.3854,205.152,36.2377,138.7821,131.1067,41.3872,65.0485,58.7027,0.0
PAK_J61,45.4673,9.9193,29.4072,1.8698,1.0956,22.0499,65.4438,2.9387,9.303,4.339,12.3149,5.7397,6.4237,9.6717,4.9794,7.2199,19.5051,6.2257,10.5788,9.6143,2.5105,14.8441,45.7963,12.2345,32.3833,291.9423,54.409,11.0237,14.2197,28.9678,10.226,42.8879,77.1826,1359.8147,49.9051,209.8409,29.8473,121.051,66.2834,244.7174,60.8489,92.3111,36.8202,86.0746,0.0
PAK_J62_63,8.7306,1.1776,8.504,0.577,0.314,11.11,22.8316,0.8355,4.4269,2.8557,5.9126,3.6364,2.2556,3.4213,2.1863,2.2188,10.078,3.0521,3.9159,5.5353,1.099,5.3053,27.1987,5.4125,10.1202,99.3429,16.9993,3.4135,8.0169,9.1944,3.3952,9.3515,31.9323,96.7616,92.5868,125.136,8.7571,52.3448,19.544,92.429,22.2771,29.4499,13.0747,27.6723,0.0
PAK_K,395.7659,58.5916,169.3449,9.4246,5.0533,104.7802,272.0546,12.2052,44.5822,35.3103,61.52,21.8824,28.9357,42.3359,36.0135,27.5329,50.0449,23.9643,38.7665,48.835,11.3671,51.0652,253.3198,45.371,158.5911,787.5986,192.1384,56.1795,55.8951,78.9107,12.9441,116.1338,60.7906,156.3805,40.5456,2054.5913,743.6229,219.1465,130.5474,450.2013,89.7258,153.3449,62.96,149.2345,0.0
PAK_L,40.9726,6.586,29.8448,2.3952,1.0788,37.5016,143.2472,4.6917,17.299,4.7958,14.3319,6.9433,11.268,13.922,6.7636,12.9961,18.4941,8.7678,12.9996,14.8283,4.3342,30.2297,56.0285,16.6691,59.6186,901.6984,67.9701,13.4559,17.0166,61.1721,10.4089,246.8808,52.1356,141.0653,37.8597,218.9156,192.3366,181.6589,87.2333,229.4756,122.19,167.266,81.7601,185.683,0.0
PAK_M,269.7766,19.8204,207.2433,13.7233,13.4651,186.256,294.8722,10.49,47.5469,31.7803,84.2095,64.1741,33.4725,50.7967,31.1214,30.3881,84.9738,34.7803,51.2157,68.5228,16.3012,67.2783,219.9911,64.1094,391.7841,1031.3523,118.3424,38.8565,40.818,74.7528,12.1734,119.8553,180.1589,333.5189,98.9905,472.6891,170.0849,900.5861,190.3186,516.5431,138.6367,211.8222,116.3699,198.7175,0.0
PAK_N,114.331,19.0623,138.2796,9.0682,8.3443,106.5548,225.3272,9.398,40.0835,21.1134,49.7133,34.5941,30.5894,41.126,21.0248,27.7514,58.1734,24.8557,37.9233,54.2246,10.2856,58.8663,173.854,53.4726,148.5988,711.4774,207.2441,80.4923,107.2123,127.1435,22.6493,149.147,109.2285,292.9257,78.4967,298.1534,149.0723,299.7782,357.7902,407.2081,168.6197,283.3817,109.8377,168.7153,0.0
PAK_O,41.5083,8.5905,20.8669,2.4886,0.9846,23.8973,46.4957,2.7237,9.2045,6.4911,13.6624,6.151,5.984,8.2988,19.1961,5.4372,7.9021,4.1994,5.8344,7.7979,2.5448,10.2073,44.6578,22.6886,35.721,131.2362,58.6216,14.2754,14.3938,23.0071,3.2649,24.3493,16.2201,45.9864,12.4442,50.2232,33.9301,58.945,25.2551,329.1655,43.9283,58.4111,20.1856,31.6617,0.0
PAK_P,9.0046,1.5449,7.4465,0.4858,0.203,6.2721,10.3581,0.5613,1.967,1.7014,3.3148,2.9526,1.4863,2.3308,1.8336,1.4964,4.1564,1.6143,2.4212,3.0794,0.7272,3.2009,11.7824,3.3199,6.5301,35.2425,9.5528,2.1823,7.6868,4.7102,0.8556,5.215,7.1819,18.4243,9.0604,32.5276,3.9244,32.6395,13.516,119.0367,172.061,35.1015,8.3888,22.0255,0.0
PAK_Q,13.8954,2.0315,2.9716,0.2782,0.198,6.0592,10.2679,0.4011,1.4369,1.045,2.3546,2.3792,1.2085,1.4639,1.1344,0.8626,1.8839,0.8617,1.3316,1.6065,0.4223,2.0758,4.9938,1.9226,4.2046,20.6009,7.8674,1.55,1.5483,2.6478,0.629,6.1745,2.8043,5.1403,2.632,13.534,1.9904,11.6713,7.2174,77.5824,18.2019,785.3339,7.1349,12.6931,0.0
PAK_R,5.0009,0.8768,1.6652,0.1779,0.0671,5.5936,6.6592,0.4051,1.412,0.574,1.4155,0.8463,0.7327,0.9228,0.5615,0.5915,1.225,0.5979,0.8036,1.2287,0.318,1.565,3.8521,1.4671,3.2509,22.5069,3.6769,1.7743,1.5866,2.3685,0.4457,13.7487,51.8716,12.16,2.857,10.8922,3.7062,19.5847,9.0978,38.6631,21.6053,7.9698,202.6686,34.3859,0.0
PAK_S,29.8474,6.3987,8.8955,1.1489,0.606,15.3927,34.5528,1.5018,4.6589,3.1218,6.0007,2.3731,3.092,5.8861,3.0196,2.667,6.5475,2.6017,3.5067,4.0716,1.1724,6.7945,17.4314,7.0518,11.0846,80.2212,21.103,4.6367,5.8434,10.0776,1.7721,31.376,13.0973,25.8794,10.874,37.437,9.6802,33.7541,17.0791,59.2688,25.43,77.2013,18.5758,122.9009,0.0
PAK_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
