V1,COL_A01_02,COL_A03,COL_B05_06,COL_B07_08,COL_B09,COL_C10T12,COL_C13T15,COL_C16,COL_C17_18,COL_C19,COL_C20,COL_C21,COL_C22,COL_C23,COL_C24,COL_C25,COL_C26,COL_C27,COL_C28,COL_C29,COL_C30,COL_C31T33,COL_D,COL_E,COL_F,COL_G,COL_H49,COL_H50,COL_H51,COL_H52,COL_H53,COL_I,COL_J58T60,COL_J61,COL_J62_63,COL_K,COL_L,COL_M,COL_N,COL_O,COL_P,COL_Q,COL_R,COL_S,COL_T
COL_C20,782.6323,2.4935,43.498,8.5711,2.0574,347.2011,211.4119,21.3034,163.0708,420.9905,1330.5101,75.8255,796.7468,103.0933,24.3543,13.9161,2.5974,83.5107,10.9456,11.0864,2.3458,55.204,5.0515,28.9882,273.8054,20.4681,0.9628,0.1579,2.7968,2.534,0.2478,23.2126,3.2188,2.5009,1.516,3.2982,0.4511,51.7528,88.6935,0.3851,28.9844,272.5372,21.34,69.6804,0.0
COL_C21,33.8415,0.4613,0.5979,0.291,0.0596,35.2407,5.6166,0.8151,3.3189,18.6797,74.8342,191.9292,14.0059,2.5814,0.9607,0.4523,0.1427,2.2102,0.483,0.267,0.1373,2.2691,0.0659,0.9582,6.5773,0.7459,0.0485,0.0088,0.2498,0.098,0.0263,1.6154,0.1006,0.2041,0.0954,0.3115,0.0185,0.0,4.4941,0.1041,3.5169,276.7361,3.3732,3.6876,0.0
COL_C22,21.0802,8.0496,27.2338,12.6893,0.0303,523.9679,94.2755,11.1936,104.4339,13.2515,194.344,30.2779,142.5573,9.9872,11.6334,13.4649,0.797,25.3768,12.2363,27.8217,8.3646,70.2351,52.1558,44.0847,785.7159,181.0703,285.9916,1.3666,42.5057,29.4281,0.7083,82.3935,1.5674,3.8791,1.4972,5.2606,0.627,1.6374,2.2862,55.8,13.8186,13.41,14.609,45.4957,0.0
COL_C23,13.2503,0.7663,4.8973,9.4727,0.0182,68.9563,6.4011,2.2603,2.0638,6.1579,78.934,12.0796,3.1416,1130.7825,36.0316,18.1122,0.4366,13.2161,3.4404,17.4952,2.9221,33.9544,18.0096,19.5208,6344.2561,38.6325,2.2452,0.1409,1.7106,0.5177,0.1705,40.6298,0.3693,0.9767,0.2915,0.9796,0.2109,44.6947,0.1693,1.4634,7.3771,2.9418,6.3986,15.8147,0.0
COL_C24,2.2738,0.0,153.1499,6.0104,0.0,26.1682,1.7995,3.7788,1.1296,0.0,11.7849,0.6039,4.6879,21.9811,459.7166,243.4957,4.0839,233.7667,62.3052,13.314,3.1118,212.7634,0.0,0.0669,864.7101,6.7049,9.6213,0.0353,3.8536,2.5367,0.0145,26.0683,0.9722,1.8697,0.5409,6.5169,0.1192,0.0,0.0,0.1471,7.0108,0.4934,0.0807,0.8345,0.0
COL_C25,79.9082,1.9992,54.3751,3.0285,0.0,75.4143,7.4327,8.7728,1.7581,5.1141,14.0876,1.359,1.8972,8.3181,15.0335,25.817,0.5814,20.5677,14.9797,8.8561,2.7629,84.0798,0.6509,0.1286,877.482,1.521,0.0,0.0095,0.9528,0.7378,0.0047,9.5108,0.2996,1.0224,0.272,4.9911,0.0268,9.1137,0.0,1.1703,2.7018,0.1749,0.0137,0.3072,0.0
COL_C26,0.001,0.0006,0.1801,0.0123,0.0,0.0798,0.0152,0.0022,0.1552,0.0378,0.1209,0.021,0.0109,0.005,0.0012,0.0018,0.0391,0.1759,0.1057,0.0337,0.0133,0.4221,0.0,0.0471,0.2466,0.4859,0.1836,0.0006,0.0389,0.0559,0.0053,0.299,0.1181,0.7978,0.2343,0.0769,0.019,0.0576,0.0,0.03,0.3267,3.9933,0.0963,0.0835,0.0
COL_C27,1.7546,0.0755,22.715,1.1043,0.0,7.5731,1.3758,0.1921,0.7875,3.5569,6.7658,1.0413,1.1564,0.0,4.1237,3.467,1.2915,69.0799,21.5518,21.2533,6.3476,30.1895,119.7348,13.4651,479.1539,16.4762,16.3169,0.0738,3.6568,5.1839,0.4947,37.2809,4.1638,23.2687,4.4724,31.7552,2.6356,16.8928,12.1967,1.8753,0.0,130.9398,8.1103,24.2682,0.0
COL_C28,9.4755,1.2287,10.9255,3.0292,0.1761,58.7396,15.6293,2.3359,11.6808,4.6577,20.9104,3.2309,15.7645,7.2137,2.5893,3.5222,0.291,8.457,13.2591,7.166,2.1255,21.2532,8.1927,5.4201,179.4239,48.5008,36.5058,0.3955,5.949,5.281,0.394,11.9639,1.0394,4.1494,1.325,2.6965,0.5127,3.388,0.4912,8.262,5.8156,10.7787,2.9144,7.1458,0.0
COL_C29,3.0349,0.0125,3.8458,1.0426,0.0,2.7995,0.5783,0.2419,0.6146,1.0629,0.9194,0.1379,0.4963,1.8308,0.4444,0.2839,0.0077,0.2764,9.4731,312.443,17.712,16.3132,0.3127,5.3322,16.594,53.0215,18.1543,1.0533,9.4344,3.7003,2.6076,3.5231,0.0826,2.0906,0.0,0.7269,0.4543,0.0,0.1783,39.4331,0.6529,0.5091,0.0982,13.4164,0.0
COL_C30,0.7629,0.0177,4.3539,0.7018,0.0,0.65,0.2503,0.1607,0.1734,0.355,0.2761,0.034,0.0892,0.472,0.043,0.0396,0.0037,0.0897,1.3393,92.7268,186.4896,25.1002,0.0969,1.118,4.6688,7.6189,4.2714,0.6367,22.9566,1.246,0.4795,2.2559,0.3185,0.696,0.0,0.281,0.3003,0.0,0.0522,28.8139,0.4511,0.261,0.0,2.7078,0.0
COL_C31T33,220.9378,5.7973,157.0082,40.2057,1.2985,169.0656,62.9689,11.4026,46.9697,53.5376,61.4962,12.2528,23.2916,67.1283,43.8079,15.721,0.6317,14.6278,18.979,23.922,10.5858,150.8883,152.3355,36.6983,393.3293,165.7671,156.3956,3.335,93.9633,30.9249,2.4343,66.3105,6.2927,59.4857,8.9658,40.6207,25.4604,37.3194,45.2386,104.2529,50.2741,106.1408,33.4855,20.6311,0.0
COL_D,1216.7483,60.7299,3094.1008,307.1086,5.5223,822.5249,170.994,21.2819,322.0863,84.9616,251.6446,8.7829,213.8699,358.6561,229.5158,62.378,0.6225,23.6723,45.3972,5.2984,4.2346,85.8803,3998.3001,355.8181,26.3975,803.6817,100.6028,5.4761,15.7506,9.6478,8.0895,76.7107,8.4571,8.7067,17.8128,192.7893,56.6716,23.1035,90.718,493.0845,194.966,100.3202,58.4927,46.6329,0.0
COL_E,35.8454,1.6429,67.2163,18.6435,3.749,126.0126,53.8301,1.6817,189.6859,6.084,33.2256,4.7192,32.2637,15.4606,303.1554,57.4531,0.664,20.3127,5.9811,5.8129,2.8959,11.6757,52.3913,115.6843,196.2092,227.2781,4.8993,1.7153,35.2667,23.7222,2.8617,96.2621,34.0743,116.3996,43.3939,75.8411,21.5026,87.7724,8.5854,197.1991,170.919,90.6795,44.0294,37.0714,0.0
COL_F,108.1618,0.9079,30.9179,13.6926,1.4648,30.7721,6.4372,0.6602,1.5827,2.6746,54.9551,7.8854,55.354,10.6871,2.555,0.8133,0.029,0.7172,0.8753,2.0388,0.2558,111.3398,401.8285,236.4325,10461.5758,252.1339,123.5784,0.1454,3.8583,29.4833,3.0475,170.2143,0.2864,1.7148,0.3712,128.5642,844.5438,126.5506,65.1209,1102.0384,391.783,76.5326,153.9372,125.4753,0.0
COL_G,1074.2553,34.9347,485.0772,134.5593,14.3141,3411.2551,680.194,89.4786,390.3483,928.1426,893.5927,174.9131,439.1488,345.2242,169.0913,77.0698,4.0055,110.8047,300.3739,254.0055,90.357,321.6182,448.1069,116.0353,1802.3569,743.6414,1614.0986,41.3029,153.8542,289.7443,23.0716,1465.799,156.6852,514.7257,145.3282,566.5768,31.8073,152.3012,188.1687,623.7966,170.3969,483.0076,120.2156,154.5,0.0
COL_H49,447.2221,3.0089,1874.0921,94.6669,0.9635,763.4407,361.8757,26.5213,109.7037,136.1391,354.8705,34.8776,154.5194,498.8166,24.7801,13.141,0.5531,18.9712,6.2226,16.3027,5.4919,71.9066,92.1744,84.5797,522.588,2158.7395,720.5706,0.5751,19.4869,38.6611,57.1298,390.2621,28.0426,64.712,27.4054,237.9049,50.9402,142.8149,101.1024,73.7775,48.1243,97.1877,37.1986,46.0387,0.0
COL_H50,0.2444,0.0698,0.0491,0.1776,0.0014,5.7837,2.1575,0.1945,1.0193,0.002,0.536,0.185,1.7607,1.3377,0.2732,0.1761,0.0132,0.3376,0.4969,1.0472,0.4214,0.7723,0.1613,0.0776,6.7183,0.2756,0.2742,0.002,0.6225,0.0895,0.0114,0.2215,0.0067,0.0371,0.0098,0.0054,0.0018,0.0393,0.02,0.0069,0.3929,0.8668,0.0127,0.1089,0.0
COL_H51,38.9075,0.5717,14.3352,10.5331,0.1872,58.6915,26.1799,1.4203,13.4064,34.1755,61.0793,12.8977,15.8323,25.4371,4.9744,3.0984,0.2061,5.0667,2.5152,8.5856,3.7893,9.494,15.2094,8.7913,70.0125,368.2309,21.0158,2.5621,37.4974,17.9769,10.0186,67.0064,4.1389,11.6139,5.7395,39.2694,8.1411,25.2896,19.5075,152.8741,69.2927,25.6916,7.7224,8.1311,0.0
COL_H52,61.3197,0.2139,191.6021,110.9334,0.0245,24.7719,5.2924,1.9337,4.4938,4.774,60.0449,7.7032,18.1952,12.365,4.8978,1.9936,0.0433,1.6919,0.6991,27.7173,9.352,11.2195,5.925,5.7586,71.8374,1086.5045,1092.0319,6.0227,575.8327,353.1835,42.6472,28.2993,3.7799,3.3648,0.1436,12.4071,1.5657,131.1728,6.555,25.3959,0.9584,8.4817,14.3691,18.6505,0.0
COL_H53,5.6238,0.0538,0.3413,0.176,0.0,9.3914,3.6052,0.4975,2.9766,0.91,7.54,1.5743,6.5697,3.1157,1.0463,0.6229,0.0391,1.0793,0.7859,0.2197,0.0417,2.7614,13.4868,3.5935,8.7371,90.6223,19.6048,0.0188,12.8364,47.1465,32.4548,40.231,9.9096,53.5309,9.9018,15.0376,7.4513,53.1342,87.1226,8.8178,0.7268,17.1963,5.9414,6.8889,0.0
COL_I,2.0283,0.4198,19.4114,8.5497,1.0955,26.6668,15.593,2.2054,7.9181,14.5674,12.7417,2.8007,4.2402,8.4806,2.8429,2.2554,0.1163,1.92,2.2597,1.3675,0.7091,15.6123,11.4742,1.6269,17.7094,188.0,21.9677,1.1189,114.6471,7.8517,5.0374,49.2226,13.2126,34.3962,15.4021,122.0241,8.5026,78.4966,74.8616,188.118,69.1499,35.7921,55.214,63.8344,0.0
COL_J58T60,26.9907,0.0299,7.9601,12.2663,0.0823,279.8022,34.9553,3.0194,16.863,15.8215,39.1115,12.0021,1.581,31.324,0.4853,0.4527,0.0963,2.9741,7.3256,3.4571,1.5182,4.3657,13.753,2.8492,5.7453,155.3393,52.3992,0.0243,7.3926,22.4217,2.1051,16.3355,16.8305,11.3557,2.9733,0.2886,4.655,67.8094,0.0153,97.6,11.8555,27.2871,9.3871,4.5247,0.0
COL_J61,22.2631,0.271,13.535,2.0774,0.0,43.4631,19.3667,7.9734,11.9823,0.5689,24.3753,4.5357,5.878,8.8802,2.2582,2.2311,0.1585,2.8186,4.2471,1.3501,0.6289,19.8435,65.7548,6.8578,120.6348,937.6398,23.9874,2.4491,17.6041,17.5525,4.7924,116.537,60.7799,1329.0334,83.696,17.1451,25.573,153.4346,94.0157,144.6845,26.3949,95.7879,38.6161,43.2408,0.0
COL_J62_63,9.2739,0.0952,8.3738,1.3642,0.0,19.1614,11.5814,3.6016,7.3451,0.3803,17.7861,3.3662,3.1711,5.1432,1.6343,1.132,0.1213,2.0344,2.4814,1.0047,0.5959,11.962,55.2993,4.2055,56.2688,533.1513,13.7327,1.3965,15.0515,11.162,2.2587,33.1564,77.0283,450.4328,446.6656,15.2219,12.9965,132.2846,63.8605,92.8443,16.6524,56.4563,27.8022,21.2402,0.0
COL_K,227.999,3.7671,192.8035,20.0634,1.9994,475.2893,127.5059,10.7774,107.9266,96.2756,159.0511,22.8476,69.3256,118.2701,45.2449,26.0031,1.8226,42.5052,19.4236,23.5182,9.5967,60.4477,226.1203,41.7431,1503.768,1097.4532,440.957,13.1213,72.7597,113.7264,33.4044,156.4527,29.3282,158.6947,50.3365,4352.8727,607.6707,242.6062,173.0943,868.5792,185.0823,234.6449,59.8608,79.6605,0.0
COL_L,10.8659,1.1834,68.8809,2.7135,0.0,52.6044,269.6843,0.7921,18.2615,10.1391,36.6187,6.5368,32.3821,100.126,19.7197,19.4991,0.0813,1.8383,9.5956,6.7889,2.1415,55.7542,72.9333,114.0342,78.5861,2161.5165,24.0039,0.8058,25.294,258.7871,19.8948,1244.0023,45.2508,231.8884,64.3302,871.337,116.9619,211.6382,640.5784,232.4594,528.9227,110.4407,142.5605,166.1539,0.0
COL_M,114.9277,0.0,169.2411,21.9122,4.4523,47.4871,91.3762,1.5336,17.2818,25.5727,74.2379,15.5297,29.2618,16.5413,33.1276,24.8984,0.5945,9.1395,9.5116,9.5968,3.7577,47.2403,331.3194,270.0257,398.459,765.6784,153.7011,7.0787,26.8371,117.0903,17.5223,201.7872,107.0734,489.4178,162.1298,772.4176,309.2076,1225.0099,427.6808,2977.4516,1608.4663,328.9182,102.2118,91.8728,0.0
COL_N,58.0185,1.8964,433.1236,71.3103,9.8975,497.2148,344.0944,17.2945,235.3746,69.0406,214.2925,49.8907,63.9398,41.3437,22.8009,18.1455,1.1738,26.3706,20.815,20.9373,8.7183,71.6477,157.6591,125.122,205.3599,1717.8181,31.1441,10.2674,98.3077,257.5837,40.7156,394.1643,218.3362,917.6972,336.4002,772.0642,594.9013,739.2051,713.3688,1803.7671,300.4908,557.3385,118.1253,81.3553,0.0
COL_O,11.8395,0.4365,40.8415,16.5101,0.3698,21.6942,8.6149,0.5319,5.0863,1.9125,16.4984,2.4678,7.6345,3.3744,4.1596,1.9858,0.0636,1.4617,0.9036,4.8696,1.6699,7.1178,15.4001,8.5971,47.2895,182.6464,144.4214,1.102,75.8625,49.5179,5.9904,18.6525,5.8322,26.5597,9.0269,41.2415,6.7566,49.2587,12.9071,56.3808,45.2694,14.9764,8.1792,9.1091,0.0
COL_P,0.5847,0.0463,1.0729,0.3839,0.0035,5.8929,2.9855,0.0695,0.5423,1.4651,0.6803,0.3443,0.3942,0.6454,0.7357,0.2432,0.0052,0.1212,0.1308,0.197,0.0873,2.4189,4.2373,3.257,7.9961,7.3322,0.7512,0.0108,0.3705,2.8536,0.1952,2.8942,0.2748,1.3527,1.3626,4.1587,5.8928,10.3269,2.3323,42.8064,65.7401,24.5975,0.5747,0.5939,0.0
COL_Q,30.7127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8117,0.0,0.0,0.4485,0.0,0.0,0.0,5.8418,10.1707,5795.6617,7.198,7.6928,0.0
COL_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8948,0.0,27.8945,8.4848,0.0,0.0,1.9611,0.9819,0.0518,1.3527,0.0,3.0111,0.436,3.3415,0.0,0.0,0.0,69.2181,0.0,0.0,0.0,0.0,4.4938,40.3921,23.1333,17.9181,7.5983,0.5894,1.6441,0.0,0.0,13.5809,3.3465,24.778,380.7475,40.5083,0.0
COL_S,8.1003,0.3515,14.1622,5.2613,0.5264,14.9223,4.4078,0.1799,3.9054,6.3503,24.3768,5.9658,0.9326,7.0174,3.9498,2.2935,0.0819,1.5361,11.9459,3.217,0.7991,7.2408,3.8314,4.1616,16.7145,54.1022,64.5816,1.8998,4.825,7.7549,6.057,16.5327,3.9212,53.1191,8.9628,36.1074,3.4336,29.2681,21.0164,47.3136,6.0652,30.9201,73.162,219.1975,0.0
COL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
