V1,KOR_A01_02,KOR_A03,KOR_B05_06,KOR_B07_08,KOR_B09,KOR_C10T12,KOR_C13T15,KOR_C16,KOR_C17_18,KOR_C19,KOR_C20,KOR_C21,KOR_C22,KOR_C23,KOR_C24,KOR_C25,KOR_C26,KOR_C27,KOR_C28,KOR_C29,KOR_C30,KOR_C31T33,KOR_D,KOR_E,KOR_F,KOR_G,KOR_H49,KOR_H50,KOR_H51,KOR_H52,KOR_H53,KOR_I,KOR_J58T60,KOR_J61,KOR_J62_63,KOR_K,KOR_L,KOR_M,KOR_N,KOR_O,KOR_P,KOR_Q,KOR_R,KOR_S,KOR_T
KOR_C20,2098.74,40.8195,1.9549,55.359,0.2493,584.6919,3396.3524,318.0974,1090.6683,1131.8523,22742.3717,945.8073,10809.5573,853.6355,963.1702,1840.155,5963.9423,1840.6719,942.9173,1570.2579,871.0795,590.7887,969.2552,211.5496,1669.6328,880.3355,370.5866,84.819,82.1767,98.691,18.631,637.1018,377.6631,46.7526,54.246,114.3685,58.892,1687.9691,546.9439,280.9538,306.0597,1215.349,307.8582,1771.2218,0.0
KOR_C21,57.5698,10.0916,0.2077,0.8783,0.0049,123.3061,130.1973,5.1022,13.7014,6.5516,56.3133,777.6834,38.2156,10.3644,31.5025,40.74,101.9485,28.9796,49.7392,38.2159,57.9751,15.8573,5.0452,11.4061,15.636,44.6742,2.7853,1.067,2.3044,2.8604,1.1216,69.5161,2.6427,6.9065,2.5222,7.6714,4.0225,279.0443,8.9332,96.8445,50.5588,10070.9137,9.6057,14.7345,0.0
KOR_C22,446.7206,126.4122,3.0368,22.7825,0.1046,2052.1957,1561.6793,98.6421,395.4216,105.572,1544.5126,246.1261,6098.4928,455.5378,465.5722,1540.5735,7009.9533,3491.0919,2671.6139,10097.5876,1018.0615,1516.8794,221.1436,70.8387,6368.4719,2297.8292,648.3328,25.9098,20.8706,311.1441,5.2684,1137.6503,82.2838,31.2187,36.5199,90.1421,48.4699,1820.9001,282.0386,110.558,202.3663,318.1362,92.8078,417.4067,0.0
KOR_C23,17.3466,2.827,0.2409,14.9526,0.0994,468.7747,177.1827,18.2279,108.7095,49.7859,535.0739,204.4618,241.135,5002.2153,1804.5691,385.186,3367.3444,839.4345,357.9253,969.2893,288.2042,150.9651,38.1325,45.7426,16336.8941,134.4069,37.2368,11.37,5.7131,34.9707,1.6291,296.5248,7.2041,12.7447,4.5435,14.6799,47.0556,171.2859,50.3242,78.4819,55.2279,85.9104,99.9545,23.4518,0.0
KOR_C24,55.8021,9.8107,1.9583,8.2521,0.1928,180.6713,149.3054,38.9663,83.283,177.3736,904.0435,77.0317,611.5376,442.6157,23637.2832,10660.6215,3177.9833,4893.0808,5866.0059,7265.5134,5076.1197,867.8441,385.8713,115.0384,9675.777,194.0656,65.8775,15.2035,31.3964,59.6991,5.4522,144.7113,19.249,42.8758,12.8963,48.476,36.2471,456.0627,39.3136,79.8524,116.7945,187.0692,46.9288,110.2972,0.0
KOR_C25,57.8501,14.2147,7.2813,40.2274,0.2936,1519.1471,947.2261,213.7285,151.9754,644.4323,983.9871,141.8379,845.3279,499.5788,1330.1072,10556.9252,2840.8565,2629.9843,9188.0275,8229.3997,7480.1761,1249.8727,552.1089,79.0004,13900.1274,744.1727,207.4153,52.9375,31.615,276.3499,22.8337,734.5733,51.2134,47.645,56.1229,201.0666,63.1921,641.6579,267.7623,496.174,229.1327,231.5253,181.2491,602.3942,0.0
KOR_C26,145.216,27.4904,3.4964,18.2074,0.1045,1010.4677,2516.2228,103.5601,323.3772,267.2877,1023.2809,204.2658,872.9511,263.6261,863.2425,1163.7199,40626.1215,3740.3957,3599.387,4736.4445,2648.5821,588.7641,498.307,97.9629,1501.2616,1699.8358,181.9146,38.2318,33.5312,195.4416,82.4644,582.6068,302.7718,1061.9409,1643.1357,496.7046,171.6881,4336.2246,359.109,530.7586,853.2907,2782.5129,167.4949,3257.7737,0.0
KOR_C27,28.7426,43.5478,2.382,11.3463,0.0535,174.0975,598.0896,27.8867,77.3776,78.7994,234.4457,38.8386,282.6977,131.6012,473.3613,652.0499,5112.3294,8171.2099,3090.2816,6996.5799,1832.0823,466.7813,789.8535,72.5953,5787.8675,626.3331,315.0605,25.1922,15.6341,202.3578,24.3771,486.6849,116.2948,614.0548,100.0023,164.8633,133.3895,1214.2991,248.7359,198.1382,240.2296,247.3668,158.4479,1098.2912,0.0
KOR_C28,111.4932,50.4115,4.2386,51.5768,0.3699,381.0361,1048.6083,45.8189,136.1904,362.1999,435.0321,66.352,1680.6118,283.7907,903.6217,1915.664,1889.7142,1511.0807,13391.101,3042.1043,4235.0112,586.3899,263.9418,221.5384,3757.7391,345.0764,74.9176,58.1875,42.2698,93.2946,8.2419,125.0177,30.045,39.9161,29.8109,83.7122,72.1528,641.0429,108.7299,165.5884,184.987,202.801,40.637,182.4245,0.0
KOR_C29,47.341,17.3374,2.0444,25.251,0.0544,236.1965,762.4433,37.9414,99.1006,84.0421,261.8238,56.7888,408.9618,233.6888,394.9702,591.3254,1418.2153,1569.2883,1833.1308,53185.7192,740.573,158.5175,162.1013,121.4977,1101.9135,3267.9664,3168.5192,15.4551,9.7778,646.8935,70.4947,137.1526,78.304,127.8558,44.0319,89.1682,36.166,592.4174,226.846,357.8487,119.2874,250.8812,102.8242,256.6283,0.0
KOR_C30,17.8673,142.6273,6.9219,29.9239,0.0452,212.8398,625.3158,32.1407,56.3322,70.9158,160.5713,32.4728,217.756,80.6259,214.9684,800.6746,613.1358,353.3649,1218.816,736.0988,4342.2313,170.9924,58.4732,19.888,932.0905,91.7241,369.1796,485.5794,1641.2895,63.9072,52.6773,63.6018,7.0966,19.2621,9.5335,23.1983,8.5166,264.4981,59.6225,499.5095,42.2091,100.2189,20.3578,96.9764,0.0
KOR_C31T33,19.6506,11.1512,2.4129,10.8926,0.0619,541.3539,2005.9062,60.7812,151.8012,34.3273,306.5978,75.1647,386.2165,121.0323,373.0724,512.6029,1096.3988,344.5858,642.4535,401.8583,801.1458,788.0238,41.1088,32.6941,1530.9433,352.8466,43.8976,7.6683,1.9211,65.5772,52.9242,720.4648,120.6694,53.0199,64.6186,254.198,271.4682,790.0681,274.0024,325.4023,1389.4246,523.6524,528.4333,268.8577,0.0
KOR_D,593.3316,99.6336,5.173,77.1699,0.3205,1017.0668,949.0775,137.3966,1158.4558,1280.6706,4307.4033,148.4491,1286.5198,1379.3206,5997.4675,1513.1932,2846.5051,694.9071,967.3754,1164.7507,416.2968,230.8073,9294.1284,691.4356,804.9121,2149.672,736.8787,29.6558,19.1828,632.4579,76.9706,1934.2458,317.0549,683.5086,195.0917,889.1787,828.0148,6491.4094,339.9392,1105.2726,2700.483,2389.8873,820.4235,578.3798,0.0
KOR_E,47.4719,16.9278,0.2039,10.8953,0.0571,266.1605,181.361,17.4026,296.1493,51.0436,546.4673,21.1735,582.3052,218.0102,1842.6943,310.6498,106.4593,82.6544,317.3018,111.3084,42.1592,36.5829,89.5816,382.2491,126.3405,136.369,117.448,3.7324,0.5428,80.2852,10.8415,1157.4346,71.8037,77.698,19.407,189.8675,255.2175,440.0125,133.2535,311.7075,425.3468,926.4632,131.8044,218.8593,0.0
KOR_F,72.1451,13.7953,0.5709,15.1762,0.2386,103.4195,74.1236,10.9147,38.1024,50.5076,143.4583,16.0084,122.3343,50.9395,220.6584,154.3618,188.5004,125.7977,125.332,115.1625,79.9189,30.328,445.3621,35.3948,316.7249,495.1892,106.9107,39.0525,11.9091,107.5506,63.3348,390.9753,99.7087,195.0326,89.2765,230.8603,8131.8206,689.0031,147.7839,778.6577,251.6651,158.9923,117.6103,93.4916,0.0
KOR_G,2134.1376,245.4673,3.6944,55.2781,0.3473,11040.6832,5780.9816,463.964,1705.495,1521.7588,5656.2394,1449.1976,3582.4215,1151.4071,3096.3242,2939.8122,12037.9012,3381.3182,3982.3467,8004.7375,2233.0938,1656.7716,894.4951,203.7075,5845.1548,13387.7284,1156.5545,410.2556,331.336,636.7038,144.3047,9604.1738,1000.2877,2937.7802,387.9618,1062.8969,420.3263,3554.2627,727.1711,1152.8749,1590.5743,5027.6501,885.0963,1371.0948,0.0
KOR_H49,162.1879,37.9875,13.2444,315.4888,0.3439,1958.2069,1110.947,190.904,957.2407,698.7852,2221.314,316.7377,1169.2709,2290.6287,1577.5294,1199.9705,2266.8584,806.2482,1317.8886,1831.0858,567.0546,315.3,273.3343,568.3426,1177.5318,4261.5213,512.7952,172.1969,57.1307,261.8312,72.6468,331.7338,379.3758,61.3732,275.487,454.8176,187.3825,1457.1608,659.8356,1213.4935,285.6542,251.4126,108.5796,299.7938,0.0
KOR_H50,18.7919,1.9053,0.0863,0.8187,0.006,55.7169,49.8646,4.6822,12.1775,306.9043,106.0251,7.0877,39.4184,17.5236,155.3164,36.9197,190.3803,43.4452,60.2982,99.9119,30.3876,13.9741,179.9085,5.1399,101.2385,34.167,25.3648,11.4573,13.2381,7.0628,1.6418,64.9477,6.518,4.0946,4.933,6.7338,3.4319,37.7116,7.8048,10.4316,15.0539,49.8135,7.9645,19.7737,0.0
KOR_H51,24.0409,7.4984,0.0685,1.4356,0.0403,158.8956,147.5682,12.2917,24.1205,167.7774,181.6887,273.5236,116.884,86.1734,179.3739,128.1809,881.4423,380.3851,378.1189,213.206,116.8525,50.0659,130.8245,3.8519,113.8592,1319.7197,168.9873,5.077,27.2665,106.0011,26.5554,157.1967,233.0103,81.2847,371.1091,113.6184,23.3481,467.562,64.0189,150.9792,36.5586,80.9551,43.9598,110.4189,0.0
KOR_H52,185.6848,218.0866,2.3675,127.1092,0.1776,1325.5155,442.6631,61.2905,234.624,159.8086,1153.5887,156.0064,508.8014,801.4858,973.1944,516.0558,1151.9417,368.5338,577.0028,728.4134,207.4395,140.2523,26.7181,201.34,394.4069,5287.1051,3176.7594,3938.3259,1410.168,1208.7719,37.8048,132.4958,126.9719,12.5298,29.3052,71.4419,35.2765,575.5097,312.5383,33.413,38.5994,51.007,36.1455,72.9693,0.0
KOR_H53,80.3028,10.2066,0.2421,1.0181,0.0395,47.7639,34.7332,8.489,13.1989,15.7393,62.6787,49.1769,41.2116,44.3345,73.9505,53.2742,67.933,21.7478,44.1457,106.9696,23.7909,17.158,15.5818,85.8813,499.5382,758.09,25.0256,3.8579,0.2027,968.1348,693.0419,280.0178,29.0575,17.2406,21.9741,56.1725,8.2078,379.3275,263.1609,978.3337,136.3456,330.7694,80.9515,17.969,0.0
KOR_I,293.7554,128.1833,2.5982,68.373,0.0806,451.5008,592.6358,90.6108,331.9399,228.9788,940.1657,134.0013,503.3197,333.3664,817.5538,830.084,1275.1832,458.7366,837.3281,755.1868,277.3644,259.9096,278.0064,236.4248,842.7382,6839.9549,359.56,128.8274,240.0583,687.9696,111.0279,1055.9549,780.4837,494.9838,590.6238,2937.9705,618.2614,6137.1539,1791.32,1837.9226,5503.0401,4026.862,1091.4444,2481.585,0.0
KOR_J58T60,62.7086,14.6723,0.2516,10.452,0.0611,94.6096,95.9911,11.035,56.5519,84.6386,154.4375,20.4537,102.3758,54.9311,165.6814,172.3174,396.8731,143.2647,138.6794,97.8075,73.2669,55.8305,45.4589,85.1323,259.4442,3526.6678,144.9811,100.0733,75.0045,394.6956,192.1454,682.4956,4263.5278,262.971,649.5912,1210.1032,196.0083,5774.8883,622.9191,1060.8373,2241.5289,504.3437,1233.6785,900.8002,0.0
KOR_J61,97.2718,20.4305,0.5882,8.5413,0.07,118.1932,119.2945,35.164,85.3694,99.0272,176.3156,28.6012,121.9071,155.4014,156.8648,218.3058,391.4588,174.2897,143.383,163.8262,55.4344,65.4961,56.2829,70.6828,255.3136,4792.689,179.6869,85.1417,10.3818,456.5521,271.2765,631.3562,736.0638,3712.4042,658.6516,2877.6063,245.6919,3556.5112,1187.461,858.8986,795.8329,221.8759,180.5455,401.5962,0.0
KOR_J62_63,20.2209,3.0577,0.4975,4.7251,0.0388,85.2215,57.988,7.0909,55.4749,123.1003,119.7709,9.7651,109.0034,29.358,194.0339,120.5058,734.0575,76.2826,171.6013,188.7835,54.2426,28.3971,54.4717,54.0751,150.257,709.4477,157.8787,30.6793,10.7093,126.8777,93.5924,84.1672,497.1273,1171.846,2640.6402,2994.6162,124.5882,2456.0108,166.0823,956.9893,757.6396,163.0327,245.3486,117.3528,0.0
KOR_K,959.0132,249.4181,6.5569,136.7608,0.3983,747.9011,811.7105,135.5075,456.078,286.283,1126.2305,229.3207,1013.3569,474.2108,1381.3345,1216.1258,2627.9511,895.1755,1645.2156,1555.0119,891.7597,237.2406,1437.9219,347.2926,4308.1821,5023.8812,684.5993,556.9054,163.6586,618.217,69.7206,1897.1946,729.3679,666.6526,393.3671,18276.7958,16689.2074,4067.9684,578.0433,3567.7392,1316.3136,2496.2139,403.4975,959.8403,0.0
KOR_L,22.9689,6.2732,0.3479,4.3909,0.0634,163.63,263.5221,22.2814,79.2666,71.3024,164.8859,34.4553,94.1269,54.4693,256.6813,175.7249,428.0107,160.2876,116.9162,203.1516,67.4238,90.4242,146.0994,85.4842,449.4647,5589.1763,162.0242,38.3965,21.4015,375.0041,51.1793,4150.0108,269.7889,204.0523,334.1033,3036.7371,2051.2119,3405.8251,539.4444,608.0175,1145.2302,1633.9146,322.5806,676.0853,0.0
KOR_M,331.523,86.1408,26.401,103.7528,1.007,3314.3579,1098.4051,141.2352,721.2542,2561.4588,7714.3901,1315.4027,1803.5271,1292.1414,4612.0512,2054.5638,5578.5693,2414.2965,2254.8281,4351.0658,1948.1572,639.3832,1514.68,454.5874,14445.4965,6992.0543,544.3704,257.2598,33.2786,1295.5078,191.7081,1776.5742,1876.6579,2122.8045,1618.9942,4091.5775,563.8287,7743.0798,2040.6246,1355.6026,1687.3293,804.5411,509.2974,589.4498,0.0
KOR_N,61.9303,53.6022,0.8904,78.1561,0.5942,350.7526,416.2254,43.692,249.8391,314.5678,532.3194,65.9329,406.4682,208.1354,1145.8379,623.1298,1429.4602,411.6197,404.4495,1026.8082,1839.7759,124.8175,754.2603,193.7351,4977.513,4592.6571,723.1978,1793.5291,898.7681,1703.3529,390.0058,882.743,827.6459,1564.2845,939.3748,5362.8775,3872.7046,5055.33,3900.5841,2292.3668,1390.8972,816.459,1238.5347,319.1754,0.0
KOR_O,17.3744,97.317,0.0208,0.8156,0.0225,105.0594,33.3253,2.4884,27.4366,28.5536,45.2451,59.4035,20.0647,11.405,32.134,20.6085,81.8437,33.4943,25.2426,14.846,10.9073,63.4626,69.9796,18.7216,31.911,130.968,18.0337,17.8568,512.1574,9.0707,0.9698,182.4175,38.806,38.5219,15.7279,216.3701,26.0013,56.4632,49.3394,1383.2191,21.9394,25.6573,13.8251,17.213,0.0
KOR_P,16.5345,4.7812,0.2428,3.8039,0.0106,56.0999,50.6736,8.0244,28.8236,29.557,102.6785,10.477,67.0158,33.8151,109.9141,108.9103,139.6197,69.6055,98.1562,73.2221,38.7494,28.6683,33.7067,19.0251,91.6989,737.6849,25.783,10.0538,10.947,55.09,18.6266,138.548,59.7965,59.3436,46.2359,377.3354,78.7503,507.2457,116.306,76.5563,301.7778,206.1009,58.0084,189.7419,0.0
KOR_Q,61.4163,29.4487,0.4871,8.3378,0.0076,77.3201,60.1327,17.153,36.7672,25.6072,89.0738,23.5695,83.021,42.0786,114.0121,132.3606,148.0023,77.0979,138.1912,157.8279,49.9926,32.2098,45.6638,41.8649,301.9974,680.0907,76.8641,12.2863,7.294,39.3492,37.6145,344.5368,74.1548,40.995,62.7818,351.5847,68.5269,481.1411,145.854,90.2062,257.6411,512.5383,86.2876,123.1534,0.0
KOR_R,28.2291,14.9788,0.3691,13.3128,0.002,51.6056,53.5604,14.4646,30.6502,26.9689,72.2034,11.3675,68.2683,31.1691,119.8106,100.6359,77.6536,45.5391,82.6227,52.6848,24.9269,20.7358,20.6803,25.0007,137.2229,260.4938,32.1223,12.5979,5.7161,83.9334,14.5412,106.4752,1073.2296,42.3011,87.4878,271.3442,68.2657,504.5041,113.9994,64.2207,486.7744,124.8241,296.5998,164.6495,0.0
KOR_S,92.83,22.9478,0.4088,9.6279,0.0732,110.0017,66.0111,13.896,56.4066,57.3046,143.4907,21.3735,88.159,56.0935,148.2388,142.3436,907.8354,256.7473,245.8348,92.8066,40.3776,54.3192,104.2806,36.2595,213.7266,1968.8565,80.7879,24.57,11.7707,204.1315,65.1331,377.8681,108.5429,223.5776,102.921,437.0444,191.0372,1111.6156,244.7745,93.1761,429.3142,207.483,230.8277,1051.4718,0.0
KOR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
