V1,NOR_A01_02,NOR_A03,NOR_B05_06,NOR_B07_08,NOR_B09,NOR_C10T12,NOR_C13T15,NOR_C16,NOR_C17_18,NOR_C19,NOR_C20,NOR_C21,NOR_C22,NOR_C23,NOR_C24,NOR_C25,NOR_C26,NOR_C27,NOR_C28,NOR_C29,NOR_C30,NOR_C31T33,NOR_D,NOR_E,NOR_F,NOR_G,NOR_H49,NOR_H50,NOR_H51,NOR_H52,NOR_H53,NOR_I,NOR_J58T60,NOR_J61,NOR_J62_63,NOR_K,NOR_L,NOR_M,NOR_N,NOR_O,NOR_P,NOR_Q,NOR_R,NOR_S,NOR_T
NOR_C20,81.3499,15.6038,21.9936,18.2414,65.1576,57.6078,4.9962,40.6257,71.0252,11.1442,519.2526,32.7309,143.0354,73.9986,61.65,35.1185,4.7685,17.2829,21.2585,18.7998,67.2214,43.6587,4.6409,24.3842,271.4043,166.3282,30.7089,54.4521,38.9816,19.3742,6.1229,24.0004,20.0763,7.9964,13.0935,8.1487,57.932,55.6278,86.4679,18.0062,31.6095,63.0958,23.3701,25.7366,0.0
NOR_C21,8.4489,67.7581,1.6381,2.6282,1.2558,10.5851,1.9189,0.6505,0.4842,36.3593,3.4537,15.8589,0.3893,0.7812,7.1062,0.9418,0.716,0.6205,2.3346,0.1749,5.4671,1.6518,0.4609,4.1448,9.9766,7.2783,1.2361,3.2576,1.0885,1.9761,0.1649,8.3281,1.2467,0.9492,2.1425,0.6479,2.1565,9.6072,4.0137,6.6046,3.1062,393.0514,1.2086,1.0763,0.0
NOR_C22,15.9201,14.2925,6.4396,2.1199,14.2219,68.9475,1.0315,8.2017,6.1299,9.6877,16.6167,4.7559,32.2544,5.7767,4.7968,19.2935,2.7151,8.8988,18.1681,2.9695,10.8129,21.6142,4.2646,53.729,243.9811,114.5005,66.705,8.7521,3.0848,6.8976,0.8731,10.7639,9.3645,2.8861,6.9787,3.266,31.8081,27.7056,28.1395,12.4029,11.5887,24.207,6.4226,5.1238,0.0
NOR_C23,7.2625,14.5168,26.7801,3.1714,31.964,35.3193,0.8705,62.1155,1.8769,1.7056,28.972,0.8211,10.3402,309.1676,27.9565,33.0976,6.4587,8.1928,16.3819,5.5876,83.515,42.1432,3.9192,11.7617,1648.9456,84.069,7.5284,10.6061,3.2086,86.0886,0.4113,46.949,6.0117,1.7131,5.1799,2.0202,224.1485,13.5176,10.8419,113.4591,28.5169,29.3672,6.176,2.6267,0.0
NOR_C24,0.0,2.5972,11.7415,0.1094,20.3545,3.7325,3.8644,13.4171,7.6009,0.0594,1.7838,0.0766,5.7352,37.7862,1270.9155,243.2877,25.8344,260.8255,73.9608,63.3394,80.2728,112.3512,0.0,25.0976,27.9833,51.1809,0.0,0.0,0.0022,29.9097,0.0,0.0579,1.2712,0.0,0.0451,0.0,0.0485,0.1085,1.8461,0.8189,0.6131,30.1268,0.9336,0.0,0.0
NOR_C25,15.9008,40.7126,44.7293,9.2912,63.2982,87.1225,4.0707,43.3836,10.2072,3.7599,34.6949,2.546,9.5262,33.6251,86.6975,354.2123,87.3881,14.9146,215.6833,4.4973,349.6963,118.465,12.5983,40.7601,524.4624,164.5801,22.1288,73.0027,14.7984,173.8491,2.2225,17.3812,22.472,12.6988,22.6123,11.2324,26.4669,63.9115,62.1101,64.7602,16.2662,63.2431,24.3321,22.9366,0.0
NOR_C26,2.8678,7.0644,8.3252,2.246,7.2061,12.3134,0.3699,3.9765,5.3688,4.7995,2.3837,2.0897,0.9711,5.0175,2.5431,17.4387,120.1109,18.7745,24.7653,1.4534,46.456,29.1975,3.8783,10.864,57.9145,86.7013,5.9093,18.4698,2.852,17.5515,5.192,2.2767,36.0655,8.3208,26.1116,32.4229,11.1603,161.2085,72.7168,61.8582,25.901,82.591,11.1394,13.6143,0.0
NOR_C27,3.3947,10.4712,9.5573,2.3671,8.5111,21.1912,1.0893,7.8543,3.1511,1.0471,4.8035,0.4079,1.4371,8.0938,34.9398,16.142,28.6699,86.0107,49.5964,9.4981,69.673,44.3444,3.3375,5.5492,327.3107,81.6555,26.9823,29.4931,4.9004,35.542,1.243,7.2548,6.8919,5.2629,6.8646,6.7671,9.7864,31.527,24.0438,23.7516,9.5117,21.4003,17.6428,15.2842,0.0
NOR_C28,9.1156,61.4992,84.9412,16.5807,78.9325,78.9028,4.0186,31.6579,12.5195,2.9005,17.0832,1.2049,4.7213,42.1863,22.5391,56.6435,41.7955,9.992,406.5588,8.0041,239.38,129.4822,7.8588,17.6292,301.8867,267.4244,61.4112,126.5442,17.6678,220.3099,2.737,4.3793,15.177,17.4974,33.2273,12.0306,29.5035,53.4309,118.926,28.286,8.7488,28.5724,25.4374,8.0753,0.0
NOR_C29,1.2903,3.6581,2.2971,0.4892,2.233,10.717,0.4767,2.1194,0.9979,0.3829,1.6523,0.1525,0.513,2.5049,2.7816,2.6694,1.5695,2.1794,6.6681,2.1451,9.4181,3.1343,0.4795,1.1933,15.2516,82.2785,7.8291,9.5104,1.8293,2.5361,0.2415,1.5085,1.1531,1.7758,2.1642,1.0621,2.2836,5.05,3.7724,3.2281,1.2024,4.8882,1.6245,2.2068,0.0
NOR_C30,0.0439,1.4823,12.0231,0.0138,0.1186,0.2769,0.0125,0.2923,0.0685,0.074,0.1022,0.0221,0.0702,0.0823,0.1773,4.2224,0.0845,0.0394,0.2342,3.5541,218.1435,111.9841,0.2148,0.6331,1.312,1.0852,0.7619,359.6913,19.3965,0.1079,0.0017,0.0487,0.3596,0.013,0.2376,0.0,0.1829,0.9622,0.5206,56.1005,0.1866,1.8317,0.27,3.0537,0.0
NOR_C31T33,15.7581,80.66,71.8131,18.3083,56.4959,240.9842,6.3489,93.8262,38.9311,8.1183,49.8604,3.3806,14.1403,116.4156,59.9039,116.0107,52.1909,33.4343,279.8561,10.6005,445.0927,127.3626,10.2221,34.9669,335.8959,188.0837,111.7733,400.5334,54.4407,70.265,6.3379,20.7283,22.2078,56.1782,45.3815,40.6673,62.4451,119.1903,136.1722,54.2998,19.3649,92.5597,59.1541,34.1736,0.0
NOR_D,81.3163,63.3041,59.9542,42.3388,150.0258,205.6507,4.6452,64.503,148.2769,25.0487,317.1339,10.8142,18.2491,62.1417,1004.2757,67.5557,16.0568,14.5956,70.1537,8.9914,109.5632,56.7611,199.8201,69.8933,190.5403,380.43,63.9424,110.3112,20.8401,86.8327,6.54,127.2262,21.4931,27.0343,36.9336,32.2844,320.1035,71.0379,79.5292,586.781,175.5938,212.7207,72.8558,71.528,0.0
NOR_E,1.5467,33.3161,8.8753,2.004,30.629,19.7552,1.0481,4.0801,278.0028,11.0494,107.8359,4.8149,2.8387,28.5132,232.7557,7.6094,4.7969,6.4918,13.3348,1.5672,8.6389,13.3206,26.3216,1096.4482,302.4065,381.9821,21.2277,28.2321,15.7935,150.3339,2.1739,79.1753,34.7368,8.9737,42.1493,24.5293,570.4038,122.7828,56.9048,166.3578,103.8406,107.5982,27.8425,32.322,0.0
NOR_F,211.5792,154.1116,18.2516,9.3105,114.6793,98.1773,2.5775,24.9592,11.7616,13.3544,17.1259,5.7996,6.8393,33.6022,17.6153,36.8231,11.3532,6.1047,44.4502,4.1032,69.7494,33.3798,49.0057,266.3108,14044.9471,254.9513,37.3797,78.9257,11.3899,201.9858,4.8141,226.2296,18.2557,524.4285,44.4657,144.89,2642.1923,65.7608,56.0697,4126.2398,258.6461,530.5856,125.5254,55.5038,0.0
NOR_G,380.7518,693.2071,174.5053,56.158,232.5916,2775.5437,156.8638,251.6589,125.2439,87.7787,320.5838,30.119,104.3234,238.5028,307.7028,298.3789,222.4293,179.0072,308.8634,50.2254,354.7593,399.8509,79.3894,284.6101,3373.8223,1772.5353,874.3411,562.4596,207.0561,467.7622,114.9821,501.0605,301.4554,112.5919,503.0755,269.0494,646.1018,866.1953,959.016,717.2056,303.8869,1075.5952,289.7705,255.546,0.0
NOR_H49,41.2129,52.1554,24.47,19.9274,150.8281,343.8844,10.8983,75.057,62.8778,88.6117,117.559,38.1622,28.2522,117.7116,118.1939,51.9581,20.6206,24.5819,73.3625,10.3748,44.6519,63.115,8.0329,60.7873,568.3251,851.2043,419.8734,80.2115,58.3501,179.6744,63.7048,39.0224,161.0883,21.7122,70.0945,54.1463,96.3618,105.7244,212.2809,203.9414,204.7379,184.9699,27.5905,36.0512,0.0
NOR_H50,13.28,19.7169,66.2391,11.0936,38.6047,90.3233,4.5851,14.9753,13.1684,10.4848,25.8496,4.9527,7.1362,21.2428,24.1658,21.4813,11.6369,12.5046,28.1113,3.8894,28.3475,31.4786,4.732,26.3123,223.7073,184.6331,139.2842,418.8495,70.6104,44.3457,13.2806,27.423,27.8699,13.2277,32.8557,20.4755,36.1063,87.6792,120.7994,50.4826,15.7218,54.8,15.8384,15.2091,0.0
NOR_H51,7.1145,13.9478,31.9533,6.0022,18.8176,52.6611,2.3604,8.8763,8.1044,13.6741,19.4815,6.0135,3.8624,12.2768,19.4065,14.21,8.4373,7.0155,26.3711,2.6991,20.9956,21.3914,4.3557,9.0476,109.2163,121.6576,28.2183,61.16,92.8333,21.4758,17.2686,10.7653,17.2863,9.2084,34.8343,18.7492,19.1891,84.5551,394.6466,78.8826,22.2487,45.7847,20.2911,21.2783,0.0
NOR_H52,25.4615,21.0462,10.3703,7.975,61.6219,119.615,3.8199,22.4496,16.5669,20.5599,30.6164,8.8042,8.0462,33.3837,31.3899,21.6638,8.2656,8.9915,25.695,5.0948,19.888,23.1174,5.2371,58.2731,411.7916,524.8032,361.5268,1573.6923,248.8575,76.9514,41.7501,43.3677,58.0791,22.2152,69.516,73.9338,141.3513,84.8474,203.0226,167.2913,39.8112,96.7545,23.5529,28.1798,0.0
NOR_H53,2.9869,7.946,6.6907,2.941,6.439,19.9556,1.1691,4.2631,2.989,7.5933,9.3382,3.3088,1.4839,4.0354,6.6384,6.1226,3.8963,2.78,14.9058,1.2262,6.8403,9.5315,26.9196,28.2058,54.9991,229.0675,16.7542,22.1648,8.0474,65.7107,4.7703,14.8134,202.9037,7.8825,48.4312,104.0405,94.7078,204.7348,103.978,110.168,27.4595,65.4748,29.1957,23.4392,0.0
NOR_I,2.4254,7.7592,50.8674,9.5849,39.4422,60.508,3.2715,13.6368,14.0772,32.9639,37.2998,14.3496,6.5952,17.2264,32.1516,25.8195,35.3183,11.2854,34.1432,5.9531,27.238,41.1739,30.3783,8.1457,111.0263,283.771,32.1129,43.3156,58.815,22.4171,5.5684,265.1181,46.0549,24.4365,103.0247,61.1002,24.4527,142.4678,762.2289,251.1711,56.4519,182.3122,54.5762,35.6479,0.0
NOR_J58T60,4.6517,8.8027,16.6957,3.178,9.034,27.5227,1.5656,5.0855,12.6152,7.0342,10.1482,3.0765,2.2422,7.1574,8.2424,7.5926,4.5428,3.506,12.1848,1.2685,8.2767,11.5029,19.7808,21.3891,90.0853,778.7087,35.9386,83.2813,84.1539,62.6552,8.1708,50.3616,444.5588,148.5429,922.9813,106.6611,91.0077,560.5193,306.3195,180.3205,297.6415,109.2766,83.3672,122.8915,0.0
NOR_J61,11.2075,15.4878,16.5522,5.5712,32.8573,37.3459,2.1376,7.7274,5.5198,12.1682,15.7997,5.2625,2.6929,7.6416,11.7573,11.1101,6.9785,5.1659,26.601,2.1093,12.8318,17.5639,42.551,45.2636,104.7621,362.4126,161.2805,455.5737,18.8024,107.553,7.2724,25.1778,51.2266,1804.1122,80.8605,103.2075,153.7609,322.265,171.2621,168.6722,43.3286,99.6305,27.4795,37.7331,0.0
NOR_J62_63,3.1257,21.036,29.6909,6.2505,26.2034,57.3304,3.3087,11.4558,8.7394,18.6066,24.2807,8.0985,4.132,11.8208,17.0596,16.9187,10.2799,8.0567,37.8974,3.1941,18.9428,26.3033,137.2534,69.2973,149.9101,700.0368,49.9822,95.0478,31.853,297.6949,121.9669,40.4136,97.9675,211.834,293.9578,914.8541,225.1792,841.4827,263.4266,551.036,90.1144,583.5437,59.2097,57.1611,0.0
NOR_K,79.3304,99.1734,170.7647,27.247,198.7084,308.0186,9.5615,58.033,56.9051,165.8422,147.5843,72.3024,24.1514,68.3279,157.6613,102.9889,61.235,46.774,174.7374,18.6735,158.3016,133.4238,123.5207,50.4448,671.6105,606.2979,180.3916,629.6005,113.1064,250.1685,24.4546,120.9107,149.1568,97.995,217.545,3219.4404,3966.9986,505.6094,254.6243,1575.5853,149.0323,379.8433,131.0774,164.6829,0.0
NOR_L,7.4629,0.5657,51.8282,20.7541,37.3089,169.3889,17.6617,43.3872,49.5369,11.891,29.7119,5.1828,30.1725,40.7092,16.7139,112.2184,44.8122,31.6757,54.4947,17.57,129.8407,150.9418,55.8924,77.2193,637.9188,3155.6435,100.1302,74.0202,20.6252,203.4118,63.812,738.8077,135.5291,103.2709,198.5849,287.3047,1287.929,647.1093,407.8252,902.6517,332.528,556.3833,283.3603,236.5922,0.0
NOR_M,59.3683,214.1436,282.4058,37.6565,493.2343,98.4889,5.6726,19.4771,15.5686,36.8878,45.2535,16.138,7.3085,20.3416,33.2036,30.0099,18.94,13.7809,121.1213,6.0265,34.606,46.4988,152.8925,127.5057,3519.2369,1210.2587,102.7219,119.9734,69.8856,310.923,20.5367,236.0368,159.4018,216.0469,468.4544,492.9921,462.1014,1737.5139,633.4712,588.7001,135.8049,320.5349,147.8528,196.4965,0.0
NOR_N,11.1535,46.7479,395.5317,58.9592,217.1168,250.9722,9.3785,41.4533,48.1388,48.759,80.719,21.2494,19.624,63.6161,58.1214,75.6144,34.452,37.62,113.6529,11.5801,84.5432,115.417,114.6219,195.5895,1168.9462,1161.2872,304.7606,1077.3528,291.3565,496.9958,52.7527,264.3236,200.5402,149.6394,335.023,407.7376,531.2232,1203.2027,962.5762,730.2483,287.6177,450.5364,148.4739,189.1455,0.0
NOR_O,7.3023,7.6489,56.7946,2.7658,16.9283,135.5436,6.4677,26.055,36.7035,97.521,99.646,42.5165,13.3483,40.8933,86.9364,58.5218,38.1974,25.4439,95.1063,13.1817,69.2862,83.5061,11.6394,12.3324,637.1709,147.5497,147.6843,179.347,14.261,215.752,3.0405,7.4423,119.8077,17.3847,171.5141,78.0164,63.1928,318.221,65.5316,543.7427,191.6334,427.2963,205.3984,180.8909,0.0
NOR_P,0.7693,0.7924,4.3933,0.3819,6.0757,13.9521,0.6617,2.7221,3.8133,9.7022,10.1723,4.2708,1.3985,4.3074,9.2254,6.0105,3.9134,2.6163,9.7183,1.3503,7.2388,8.4884,1.3243,7.2398,63.3632,17.5545,4.0403,67.2562,2.8371,24.4813,0.3083,0.8092,13.8269,4.2363,27.145,9.4677,7.9954,55.7697,14.0221,138.4394,104.9922,135.5434,96.164,20.2249,0.0
NOR_Q,6.1986,3.0029,4.3843,0.6649,7.3307,15.0454,0.6413,21.7431,6.509,6.0503,7.9062,2.6208,1.6204,4.4353,8.3924,14.195,9.2236,3.9889,13.6167,1.2887,17.7528,11.1111,1.6015,3.7958,78.3122,26.9594,5.4665,10.2796,1.8151,18.3601,0.4969,1.8244,17.3209,2.3114,12.876,6.9147,15.1208,33.1442,12.7823,96.1088,13.7077,46.9754,17.0248,13.2316,0.0
NOR_R,1.4793,3.4268,5.4736,1.4356,1.959,19.7507,1.0771,3.5139,3.5034,7.6113,8.909,3.2726,1.5735,4.3129,7.4516,6.3078,3.9932,2.8097,9.8612,1.2566,7.3899,8.9441,5.5723,6.5363,28.975,66.0935,7.3327,15.1529,4.295,26.7,1.3698,8.5916,23.0323,3.3035,20.5986,11.2992,27.2713,59.2812,27.1226,62.2058,21.0443,40.4613,188.7738,17.2187,0.0
NOR_S,9.982,11.1173,12.4021,6.1669,11.7957,52.5676,3.4902,13.9566,10.4761,22.3472,26.9547,9.6665,4.6894,14.9054,24.832,19.8321,11.7605,8.4008,27.279,3.7938,32.3474,27.3768,13.0743,11.6527,124.2108,135.3774,25.4799,40.8064,6.4961,68.9958,4.1002,53.5752,44.7545,8.0718,58.4327,31.909,45.1896,141.0963,48.8952,175.2943,105.8385,330.6716,39.1423,79.4419,0.0
NOR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
