V1,LUX_A01_02,LUX_A03,LUX_B05_06,LUX_B07_08,LUX_B09,LUX_C10T12,LUX_C13T15,LUX_C16,LUX_C17_18,LUX_C19,LUX_C20,LUX_C21,LUX_C22,LUX_C23,LUX_C24,LUX_C25,LUX_C26,LUX_C27,LUX_C28,LUX_C29,LUX_C30,LUX_C31T33,LUX_D,LUX_E,LUX_F,LUX_G,LUX_H49,LUX_H50,LUX_H51,LUX_H52,LUX_H53,LUX_I,LUX_J58T60,LUX_J61,LUX_J62_63,LUX_K,LUX_L,LUX_M,LUX_N,LUX_O,LUX_P,LUX_Q,LUX_R,LUX_S,LUX_T
LUX_C20,0.545,0,0,0.0459,0,0.4954,6.3785,2.8596,0.7266,0,8.5265,0.4419,127.6252,4.1434,10.9951,2.7014,0.5826,0.3878,1.902,0.2415,0.06,0.3387,0.0267,0.0435,2.593,2.5996,0.0483,0.0134,0.2556,0.0749,0.0233,0.0354,0.2502,0.0036,0.4075,0.1242,0.5694,0.767,0.5619,0.1388,0.018,0.4016,0.0439,0.2742,0.0
LUX_C21,0.0681,0,0,0.0,0,0.1909,0.0,0.0016,0.0102,0,0.4451,2.5023,2.3556,0.0798,0.3279,0.069,0.0197,0.0112,0.1218,0.0059,0.0011,0.0187,0.0017,0.0,0.0103,0.6121,0.0,0.0029,0.0462,0.0083,0.0094,0.0087,0.0017,0.0008,0.0991,0.0,0.0203,0.8431,0.0685,0.0,0.0049,14.7586,0.015,0.1367,0.0
LUX_C22,0.0071,0,0,0.9018,0,26.797,216.6816,1.7666,9.3157,0,17.079,3.4366,2174.3453,52.1725,79.0126,53.4568,23.2044,12.7861,115.4648,22.5269,1.3816,11.8254,0.0225,0.0,137.4706,185.2075,20.8468,0.3515,11.7637,4.2722,2.2863,0.1832,14.7279,0.1046,19.6312,0.1058,12.044,5.1856,12.7884,0.2052,0.0265,1.7402,0.0155,0.1875,0.0
LUX_C23,0.0014,0,0,0.0876,0,1.5594,0.5997,0.1375,0.0487,0,0.8273,0.2603,24.1051,113.2216,35.4249,7.268,1.5797,0.8002,4.6278,0.8749,0.1936,0.5858,0.484,0.0,158.1123,6.4039,2.7969,0.0275,0.3331,0.2021,0.0219,0.1755,0.0447,0.0019,0.5864,0.0026,5.1785,1.3416,0.6757,1.8713,0.1511,0.169,0.0015,0.1618,0.0
LUX_C24,0.0008,0,0,0.0175,0,0.1166,0.0452,0.0246,0.0961,0,0.2123,0.0164,14.515,6.5596,609.5703,120.9053,2.5177,3.3646,64.3574,4.0699,0.7774,2.0586,0.0013,0.0052,17.4384,2.6603,0.2152,0.0272,0.1848,0.1976,0.0061,0.0064,0.0089,0.0006,0.2367,0.0007,0.4377,0.7139,0.302,0.0135,0.0011,0.0048,0.0025,0.0133,0.0
LUX_C25,0.1761,0,0,0.5502,0,1.1904,0.8979,0.3689,0.1741,0,0.6472,0.0655,20.523,4.7283,47.0743,58.4837,2.2338,1.4742,33.2952,2.5087,0.5178,2.1697,4.7461,3.1594,28.09,7.2398,1.7822,0.0533,0.5567,0.4052,0.0624,0.3785,0.2058,0.498,1.3297,0.0347,1.1605,9.0959,1.3901,3.3536,0.7376,1.3326,0.4339,0.93,0.0
LUX_C26,0.0021,0,0,0.0071,0,0.047,0.0393,0.0826,0.1219,0,0.0623,0.0175,2.2071,0.2996,1.764,1.1277,21.2984,1.0014,5.5597,0.4632,0.1082,0.6818,0.2187,0.0726,1.3548,5.2868,0.1054,0.0167,0.5417,0.1507,0.1411,0.0018,0.2039,0.7112,19.8403,1.8588,0.2205,3.1117,0.9357,0.7441,0.0934,4.705,0.0238,0.247,0.0
LUX_C27,0.001,0,0,0.036,0,0.0611,0.0053,0.0265,0.0328,0,0.0775,0.0076,2.4681,0.5517,4.6125,2.2016,3.8272,4.7091,10.789,0.9452,0.136,1.0125,0.5312,0.005,25.187,3.657,0.851,0.0296,0.3636,0.1823,0.0527,0.4541,0.0605,0.0014,2.6329,0.0231,0.5614,2.0057,0.6693,0.3388,0.0063,0.0425,0.009,0.0524,0.0
LUX_C28,3.1696,0,0,1.6362,0,0.8889,3.5768,1.975,0.5235,0,0.7926,0.1079,19.2844,7.2536,31.496,12.9516,2.8158,1.7397,143.8114,3.5746,0.8561,5.197,8.3815,0.5611,29.0922,15.1818,8.381,0.1743,2.1681,0.8445,0.1893,0.0007,1.0386,1.0748,4.1519,0.4872,1.1084,8.2643,4.5473,0.0523,0.3497,4.5382,0.5563,1.4629,0.0
LUX_C29,0.0017,0,0,0.0019,0,0.03,0.0,0.0,0.006,0,0.015,0.0015,0.9561,0.2504,0.5983,0.3873,0.0465,0.0445,1.8193,6.021,0.0354,0.3116,0.0217,0.0072,0.555,2.8879,0.0393,0.0099,0.4333,0.139,0.0809,0.0,0.0051,0.0,0.173,0.0003,0.0586,0.1311,0.7506,0.0349,0.0011,0.0021,0.0022,0.0045,0.0
LUX_C30,0.0,0,0,0.0,0,0.0003,0.0,0.0,0.0,0,0.0001,0.0,0.0054,0.0008,0.0063,0.0046,0.0018,0.0004,0.0137,0.0101,0.0229,0.034,0.0001,0.0,0.0001,0.0231,0.0432,0.0047,0.4574,0.003,0.001,0.0,0.0001,0.0,0.001,0.0054,0.0006,0.0068,0.0114,0.005,0.0,0.0004,0.0,0.0009,0.0
LUX_C31T33,0.0089,0,0,0.0083,0,0.6575,0.0049,0.0543,0.3531,0,0.6224,0.1272,10.6732,3.9363,18.6774,4.1919,0.9746,0.3415,6.1429,0.4038,0.1376,2.9923,0.0823,0.0142,0.6257,12.6218,0.384,0.4794,16.9774,0.9117,0.3666,0.0004,0.1662,0.0045,5.5045,3.4745,1.6477,1.7513,4.1581,0.0753,0.0632,15.7194,0.036,0.0524,0.0
LUX_D,1.1617,0,0,0.7102,0,5.6633,14.6991,5.9841,2.9855,0,10.5114,0.7374,119.4982,53.8518,312.4947,23.254,3.5511,1.4456,17.452,1.6576,0.3027,1.9923,245.4068,7.2175,29.935,70.7474,12.6189,0.2231,4.7798,4.5415,1.8032,2.9273,2.0231,6.6402,5.6564,19.7981,28.3873,15.1125,9.6111,14.628,7.7427,32.6995,5.8965,4.7323,0.0
LUX_E,0.6886,0,0,0.2539,0,3.5657,2.9198,2.3252,0.5359,0,0.9327,0.1117,16.736,5.2236,171.2161,5.5615,0.3914,0.1711,2.7714,0.1577,0.0423,0.2732,17.3974,3.2577,39.353,42.2333,4.5984,0.0923,1.2979,0.7976,0.3157,2.1698,1.1282,1.0656,2.0486,11.5582,8.6829,4.6142,2.6356,10.3424,1.0514,4.852,0.8254,2.2643,0.0
LUX_F,2.8831,0,0,0.2278,0,4.4445,0.5994,0.9323,0.8604,0,1.9337,0.334,32.0199,11.9991,34.0621,13.1625,1.5646,0.7633,9.9781,0.738,0.246,2.6021,99.0924,8.9701,998.3641,77.1203,189.2826,0.3671,7.4291,9.3461,2.2152,1.9246,3.2092,10.145,26.7492,65.9201,194.4591,29.173,15.2491,94.5062,12.0668,27.4677,5.7188,11.8501,0.0
LUX_G,55.1333,0,0,3.1741,0,232.8744,90.9169,6.4899,11.1911,0,46.8014,9.3346,478.1051,74.2892,195.6793,52.5489,19.0237,7.6628,76.9542,16.9156,1.3972,12.1195,31.7513,9.0156,216.372,633.1495,187.2753,5.3711,125.3764,17.6339,15.9379,227.5398,14.4654,29.3014,203.4298,97.5433,37.6576,426.9125,171.7857,29.0151,8.6396,131.2985,9.301,11.076,0.0
LUX_H49,2.9523,0,0,1.2698,0,11.4261,2.6561,0.7399,0.9599,0,2.9062,0.3852,35.6789,12.6641,28.2993,6.5614,1.3308,0.6459,7.6306,1.4208,0.1228,0.9873,8.4633,0.7973,65.8638,44.331,19.4021,0.3868,6.8989,4.1026,2.1931,6.0847,3.7716,4.8523,7.8976,5.6922,12.1978,15.3755,6.1605,6.1642,1.115,5.5262,1.2101,1.2331,0.0
LUX_H50,0.3523,0,0,0.014,0,1.6624,0.2345,0.0872,0.1516,0,0.5637,0.0562,4.7276,2.7013,8.9596,1.3173,0.2526,0.1226,1.4513,0.1722,0.0309,0.1594,0.464,0.013,0.6674,17.8043,0.1606,6.4999,2.0682,2.7275,0.3687,0.6775,0.2234,0.7979,1.5421,0.0924,0.2085,0.6319,1.5245,0.0545,0.0226,0.4228,0.1591,0.029,0.0
LUX_H51,1.5316,0,0,0.0728,0,6.3453,1.7358,0.341,0.4099,0,1.2118,0.2471,15.9555,3.6994,11.2846,2.9795,1.0483,0.3905,4.5266,0.6963,0.0688,0.5912,1.4383,0.1296,5.0784,24.8256,2.5699,0.2291,49.867,2.5703,2.8466,3.4095,0.6954,1.7088,13.8381,2.4796,1.1713,8.964,13.7336,0.3526,0.1318,1.9323,0.4105,0.3216,0.0
LUX_H52,0.1311,0,0,0.0012,0,0.5056,0.0591,0.0094,0.0802,0,0.2593,0.0346,3.16,1.1777,3.4356,0.8033,0.1453,0.0604,0.8258,0.103,0.0115,0.0848,0.0265,0.0013,0.2217,19.5423,4.0192,1.1675,22.6495,3.8065,0.4298,0.1157,1.4198,0.0073,0.797,0.0075,0.1016,1.1395,0.6806,0.8264,0.0028,0.0677,0.0766,0.08,0.0
LUX_H53,0.0018,0,0,0.0079,0,0.0953,0.0044,0.0196,0.0849,0,0.0961,0.0204,1.3366,0.3166,0.8908,0.3703,0.1067,0.0322,0.5086,0.0303,0.0065,0.0661,0.2097,0.0235,0.369,13.4092,0.1735,0.0273,0.816,0.4176,6.6208,0.0096,0.2669,0.4458,4.2777,10.9686,0.6146,3.0679,1.8468,1.5845,0.0447,0.5072,0.0229,0.2086,0.0
LUX_I,0.0335,0,0,0.0963,0,0.866,0.3468,0.1661,0.4116,0,0.9435,0.3068,15.2903,3.6587,12.207,4.6963,1.2141,0.3941,5.6504,0.3978,0.0803,0.829,0.5519,0.8249,10.5519,32.3782,3.2488,0.5118,45.777,2.6119,1.0069,1.7732,1.4306,1.8283,17.3378,13.5084,3.6674,37.2192,25.8492,8.7618,5.1711,54.1407,1.4601,4.3482,0.0
LUX_J58T60,0.4383,0,0,0.0356,0,2.701,0.8766,0.1209,0.3322,0,0.4127,0.1107,7.736,1.0712,3.2333,1.1317,0.3903,0.1377,1.5614,0.1552,0.0289,0.2102,1.2586,0.2306,3.1775,46.7804,0.8577,0.064,1.9184,0.3324,0.29,1.1494,6.091,15.6974,34.705,9.3119,1.3116,33.6322,3.7603,1.6522,0.5123,1.3285,4.7749,0.733,0.0
LUX_J61,0.1928,0,0,0.1672,0,1.8843,0.6779,0.2172,0.494,0,0.7422,0.1965,13.1918,3.3848,9.468,4.4778,1.1825,0.3475,5.0907,0.3259,0.0721,0.6851,2.7295,1.3915,19.3381,56.1775,5.8025,0.2835,7.6136,2.2357,2.146,1.1355,2.642,389.5023,558.451,36.3548,7.6792,52.9981,16.2041,7.0121,1.4131,5.2297,1.5564,1.7973,0.0
LUX_J62_63,2.153,0,0,0.5427,0,18.2225,4.9138,0.9217,2.7715,0,3.0916,0.8988,52.1864,9.4564,30.5456,10.6016,4.7461,1.3056,14.9516,1.4269,0.232,1.9725,19.4986,4.6142,82.4657,416.9112,13.0345,0.5283,25.6045,4.1245,4.5546,5.3573,29.3301,34.057,574.8397,170.1512,11.9915,500.2572,34.4152,29.276,7.9223,13.7892,12.5569,6.7503,0.0
LUX_K,4.5008,0,0,0.9212,0,12.3956,2.9109,5.9253,3.7088,0,7.6606,1.3782,125.7168,33.2935,125.8924,34.0458,7.2374,3.0166,41.3392,2.92,0.7451,4.7445,16.7055,2.2343,89.9248,354.7641,60.4242,4.5991,78.8756,13.7992,7.7333,4.1717,14.5072,19.4814,75.394,29577.2353,177.9717,130.4952,93.7386,49.1155,2.978,25.0314,2.8953,6.7551,0.0
LUX_L,0.6162,0,0,0.4481,0,4.7311,5.2967,1.666,2.9886,0,2.3658,0.6363,68.3727,14.6291,37.2981,24.7825,4.4466,1.5632,19.7455,1.5052,0.4753,4.2524,14.7563,0.8119,137.8613,825.2108,41.0152,1.0185,27.7589,14.3347,7.601,21.527,12.9663,25.0897,167.8295,150.2968,120.1194,280.0649,69.6791,66.9438,7.7311,54.5347,6.9298,36.8364,0.0
LUX_M,1.7874,0,0,2.3746,0,31.499,11.1229,1.3598,8.9434,0,20.2232,8.8336,300.0849,75.2817,275.818,81.9333,28.4912,8.6363,105.4055,9.6931,1.263,14.0403,39.4062,29.2573,464.1886,1211.0235,74.0047,4.8044,87.1375,26.2616,12.7294,8.8472,81.0693,92.1057,505.1277,3415.1729,143.4509,1603.032,210.2565,95.3057,42.9261,54.0064,14.2075,27.6136,0.0
LUX_N,0.6163,0,0,3.3552,0,9.3069,18.8438,1.4609,2.3002,0,3.8336,1.5463,92.4223,20.1909,60.6689,26.8963,7.7071,2.3263,31.0489,2.9912,0.5018,4.9441,17.3029,10.8249,259.1291,309.0059,34.5145,3.2639,91.2672,13.4701,6.6874,2.8555,6.9931,41.4099,208.8742,42.8489,24.2411,435.6884,166.1545,25.1498,7.6548,10.2471,5.3188,8.4102,0.0
LUX_O,0.1663,0,0,0.0189,0,0.7666,0.1592,0.0553,0.3699,0,0.7654,0.2096,13.0007,2.3803,10.5373,3.3599,0.6787,0.2701,3.0327,0.2714,0.0975,0.5499,1.1337,0.146,9.1131,23.712,2.2838,0.273,6.3301,1.6748,0.9551,0.6024,0.5007,0.825,5.6665,16.0202,10.1987,10.5872,7.5387,5.9973,0.3485,1.893,0.3739,1.1132,0.0
LUX_P,0.2066,0,0,0.0502,0,1.1461,0.8468,0.2227,0.185,0,0.4778,0.1794,6.4407,1.6665,6.3149,1.9288,0.6195,0.1893,2.3693,0.1963,0.0392,0.3652,1.4878,0.9665,5.9733,27.7398,4.7679,0.1174,8.3715,0.7662,0.4302,1.1102,2.2991,5.5211,15.5866,10.9257,2.3857,37.6744,7.6935,11.211,15.0307,10.8423,1.5775,2.484,0.0
LUX_Q,0.1479,0,0,0.0339,0,0.8897,0.3769,0.1021,0.1479,0,0.2657,0.1085,4.7477,1.0151,3.7672,1.2219,0.2808,0.0995,1.2801,0.1013,0.0279,0.2129,0.9282,0.3734,6.6353,27.4781,1.269,0.0661,1.4407,0.5449,0.3522,0.8777,0.4386,1.9492,12.1182,5.1143,3.0857,17.0111,4.1761,18.0069,1.6325,73.926,0.3645,2.4727,0.0
LUX_R,0.0387,0,0,0.0178,0,0.5847,0.2569,0.1337,0.1368,0,0.1358,0.0408,2.3431,0.5082,1.5483,0.5677,0.1507,0.0557,0.631,0.0671,0.0205,0.1037,0.1559,0.2275,3.4176,22.5262,0.4,0.067,0.9889,0.2994,0.1833,0.2221,6.2678,11.5418,10.2251,3.0319,1.4583,8.0342,3.7549,0.6498,0.3091,0.6124,6.2131,0.4618,0.0
LUX_S,0.2474,0,0,0.1548,0,9.5155,2.0296,0.9158,0.26,0,0.5897,0.143,9.0971,2.9473,7.3016,2.2361,0.6092,0.2139,2.3227,0.1915,0.0528,0.4006,2.1047,1.4127,42.5882,111.936,4.3079,0.1566,3.1938,1.0817,0.5642,1.0687,1.673,4.1549,75.2669,48.445,2.928,37.7109,5.7776,2.7795,1.4418,10.5985,0.6937,4.8122,0.0
LUX_T,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
