V1,POL_A01_02,POL_A03,POL_B05_06,POL_B07_08,POL_B09,POL_C10T12,POL_C13T15,POL_C16,POL_C17_18,POL_C19,POL_C20,POL_C21,POL_C22,POL_C23,POL_C24,POL_C25,POL_C26,POL_C27,POL_C28,POL_C29,POL_C30,POL_C31T33,POL_D,POL_E,POL_F,POL_G,POL_H49,POL_H50,POL_H51,POL_H52,POL_H53,POL_I,POL_J58T60,POL_J61,POL_J62_63,POL_K,POL_L,POL_M,POL_N,POL_O,POL_P,POL_Q,POL_R,POL_S,POL_T
POL_C20,756.952,0.4073,16.0423,22.5275,0.2909,305.4706,131.0654,127.1447,213.0299,154.8441,1372.2176,29.6056,1186.0137,199.7611,59.8184,172.4064,47.4842,155.3778,67.6513,221.322,33.393,216.3059,26.8546,42.9852,452.9387,357.556,113.0441,0.9026,3.622,18.9028,2.0656,50.5155,20.6749,10.3607,7.0765,32.9839,123.6297,68.7061,71.821,26.0193,22.6875,214.8037,13.739,51.6354,0.0
POL_C21,29.5772,0.0835,1.1659,1.3417,0.0339,62.5599,7.9661,6.2411,6.8301,6.7274,21.8595,174.0947,22.481,7.7553,5.2188,10.6196,4.3733,7.0805,4.7656,16.6303,2.2616,14.3511,5.1241,2.2501,32.3602,34.791,9.9706,0.1656,0.5479,2.6375,0.3943,9.0431,2.6816,4.44,9.4386,7.7985,5.6097,30.8943,4.5821,18.0494,5.8781,236.1999,2.4082,3.5696,0.0
POL_C22,71.9849,0.1578,31.1716,26.3357,0.106,490.6363,125.7875,84.0902,176.2271,19.558,252.34,36.9827,2280.502,108.3821,44.2826,231.6519,215.3554,479.1366,185.2201,956.8259,39.9921,484.5823,29.9211,85.6378,2984.8541,849.4412,297.2418,0.6432,2.6686,55.9177,7.1908,16.3209,91.0699,20.0356,10.2532,96.3165,53.3141,56.9511,85.0698,57.8014,21.1403,45.3124,12.1224,43.2505,0.0
POL_C23,104.4037,0.2039,11.9978,32.2813,0.0435,248.0673,29.7965,105.1723,31.452,21.4935,90.9144,11.4254,320.9959,1286.2396,85.8661,214.435,38.3134,164.5348,69.7496,151.2497,28.7759,198.8028,36.843,65.0185,3536.4606,437.2451,105.2343,0.512,1.9226,19.826,1.9547,26.463,4.2074,16.6609,6.3297,42.5216,182.6876,81.9204,39.0732,27.0455,21.6783,53.1675,7.7386,78.2298,0.0
POL_C24,5.1275,0.018,13.0397,121.1551,0.0,33.2562,8.6506,16.0438,6.854,5.6817,10.8264,0.6728,58.8744,35.8322,986.9103,1582.3635,105.5383,379.1372,338.778,542.7903,108.1545,176.3499,9.132,178.5433,331.4738,125.2338,31.1821,0.3031,0.5074,1.8623,0.2603,0.1898,0.9345,2.6166,1.2627,0.7451,8.4327,20.5125,10.0124,6.6831,1.1794,1.9412,0.3779,8.5272,0.0
POL_C25,202.8493,0.5565,86.9023,51.2617,0.0515,404.421,23.0262,139.8409,48.3455,19.6144,78.7834,8.167,244.5042,85.8869,290.4137,2714.1633,106.7385,486.2948,846.1387,2535.4178,237.0078,661.8849,109.4447,70.345,2895.4341,593.1364,157.4357,3.2456,14.9307,45.2076,4.0944,19.2624,10.7979,24.7155,22.6287,22.3223,192.749,125.7688,57.1009,183.7956,23.4634,50.262,16.1866,48.9379,0.0
POL_C26,12.3992,0.1202,4.2072,4.3548,0.0115,16.9792,3.2281,5.0932,9.7148,5.9345,13.0297,2.1111,16.3716,7.8917,10.9316,32.8097,1029.7385,147.5052,40.7239,87.0398,8.1895,52.5156,33.9076,4.3426,89.0388,93.8544,30.6413,1.0243,4.3231,7.3976,1.0518,3.3071,7.9178,248.1324,92.6129,17.8648,8.7889,36.8448,17.4955,25.5993,13.1713,48.7107,6.6343,26.5022,0.0
POL_C27,39.3275,0.4379,17.4133,14.0667,0.0473,55.811,8.5408,14.9089,15.2002,17.8316,17.9635,3.8553,42.6524,29.064,65.1373,94.1603,364.7844,812.0688,213.402,278.221,33.4095,103.2345,121.7161,15.3677,465.0988,210.3479,111.3198,2.2027,8.6251,11.5886,1.2013,10.5197,4.0803,37.7861,20.6208,15.5449,31.0096,38.241,20.2291,44.2567,22.1823,49.0803,6.5414,47.1332,0.0
POL_C28,119.5805,0.7324,38.4037,39.6425,0.0407,91.8786,21.4685,24.7076,35.9102,26.6293,32.2657,5.5495,40.6477,28.8768,51.4622,230.7554,39.4497,132.7205,289.1949,405.1292,67.7778,223.5851,74.0904,24.6558,354.6066,188.5882,68.8127,4.1402,19.3543,20.9059,1.7569,13.0285,8.5763,13.1485,16.3451,15.3192,36.2044,41.89,36.0375,29.3813,8.3965,17.9756,11.0188,10.2685,0.0
POL_C29,51.045,0.3593,10.6829,19.4858,0.0073,81.4369,16.7808,19.8963,18.7486,7.7193,23.844,5.3307,164.6666,29.6404,18.7499,119.6116,39.649,104.4439,122.3997,5270.8649,43.0326,381.6609,26.6642,38.1385,302.2503,437.5357,1000.1743,1.132,4.9752,38.858,4.6627,10.7261,8.8691,19.9216,21.2941,61.2091,19.2619,45.9058,47.0067,32.0361,14.9055,36.5259,9.0316,19.9677,0.0
POL_C30,11.5636,0.4541,9.1803,4.7413,0.0,0.7145,0.0,0.1299,0.2815,0.2,0.1192,0.2927,4.3126,0.166,0.8161,4.5297,1.059,1.7478,1.7107,11.8103,640.517,72.8423,1.7543,2.289,2.6654,2.5326,375.7942,9.0658,36.0271,6.8319,1.4698,2.8911,0.1592,0.1547,0.4938,0.0,0.1063,0.8205,1.1405,74.5281,0.5748,0.5253,0.7051,0.049,0.0
POL_C31T33,142.5795,7.0548,157.7805,188.7554,0.0528,287.8175,45.7034,168.884,127.384,78.2954,121.8815,42.0477,184.0909,158.7465,223.934,447.5899,59.1682,296.0078,265.7021,310.7471,144.5751,1040.147,277.5871,66.1823,1007.6055,575.1889,316.5861,41.3107,194.7158,121.466,10.5524,77.3802,36.697,54.7334,75.1036,57.4652,110.6522,182.6723,154.8638,161.0053,124.017,620.1162,153.9241,89.176,0.0
POL_D,592.636,3.1022,299.7017,221.1809,46.1598,895.7728,150.2657,234.503,299.3404,90.2368,425.899,67.0744,462.9074,553.7681,751.4527,427.3626,48.1741,190.7341,192.805,283.4904,62.1852,248.5621,1039.1803,386.6329,636.259,1256.7565,831.9697,1.4018,6.0108,417.0183,38.7273,320.1613,59.9761,159.1918,61.9847,188.951,3899.0331,272.1895,116.1438,370.3919,582.2245,516.0137,284.2725,81.1928,0.0
POL_E,71.6688,0.3088,60.8945,39.1685,0.1613,271.3316,69.3189,28.986,117.9484,39.2941,93.7791,24.1735,86.427,229.2835,331.3434,332.646,23.6239,67.5821,69.6495,80.8053,31.9171,74.5957,147.3238,1155.8196,402.7277,556.975,237.8219,1.1006,3.0993,62.4273,4.9338,127.1032,19.1565,27.0205,40.9123,43.1284,1632.7009,134.3759,239.1944,94.8535,75.3405,163.8361,63.2593,71.3158,0.0
POL_F,241.8755,1.053,66.853,107.3288,0.0477,338.8795,56.9312,125.5766,131.3499,54.5753,186.2215,16.5383,236.0533,273.6377,91.5763,636.1373,42.0313,395.6121,226.3011,268.0172,86.0293,460.4722,3084.3518,261.7058,21183.06,2499.7818,330.033,5.0902,23.1374,2248.8641,174.8835,231.1682,18.7037,256.4882,83.8159,115.9018,4643.0782,1941.8691,333.8381,1938.3923,505.978,448.4576,171.6736,169.1304,0.0
POL_G,2741.481,10.5239,127.9932,161.825,3.8277,6856.6023,748.6894,737.4735,862.1969,740.2259,1037.9386,318.4301,1555.8475,778.2775,573.578,1244.5717,619.0759,855.2156,565.2383,2546.2951,274.968,1482.0731,626.119,297.0525,4054.0047,4228.4091,2392.9723,13.5418,63.0199,393.3699,52.6666,1242.7853,264.789,420.5221,331.795,654.2979,657.6254,1343.3368,701.3667,470.6372,312.7694,900.4609,179.1589,367.4403,0.0
POL_H49,504.2927,1.8917,139.3278,190.8902,0.6038,1353.167,117.036,352.7882,416.5834,426.6658,528.367,43.0667,398.2422,607.5115,496.3888,446.0356,115.3996,273.298,175.9926,375.7487,74.2913,391.5887,451.5751,270.4606,1092.2959,4334.849,3286.1648,7.7032,26.1877,1690.728,249.9535,130.0467,64.5328,71.3928,74.5306,135.2702,188.888,281.506,1310.666,204.4378,149.1637,181.7488,60.3602,130.3454,0.0
POL_H50,7.6152,0.0447,0.7579,0.5327,0.0608,14.8103,1.6456,1.3291,1.1782,8.7471,2.0163,0.5058,5.1359,1.7195,3.8187,3.7873,2.4779,2.0064,1.5233,8.484,0.0962,3.0906,5.7653,0.7235,11.7858,1.1369,0.0511,0.044,0.0444,0.0442,0.0442,1.8189,0.3509,0.6841,0.1039,0.4802,0.7435,0.3446,0.8172,0.7084,0.4506,2.2987,0.0526,0.6904,0.0
POL_H51,6.5874,0.045,0.6528,0.5923,0.0487,12.9628,1.4596,1.5903,1.7471,9.0608,2.9715,0.4095,4.6741,2.1922,3.5163,3.6639,2.0866,1.9746,1.3926,8.0547,0.3355,2.6835,4.6646,0.4821,9.3764,0.9237,1.4435,0.0436,0.0442,0.0441,0.0439,1.4795,0.1604,0.5039,0.0459,0.3212,0.6645,0.2513,0.5588,0.4044,0.2369,1.6713,0.0937,0.5291,0.0
POL_H52,73.5303,1.9736,14.4651,31.3334,0.0692,372.4891,27.2577,20.0954,68.4636,120.3577,84.2988,17.5248,70.2166,97.6015,47.8596,51.846,18.3672,103.1752,35.7124,109.1812,14.1947,65.9737,95.2919,21.2855,190.0897,2657.6031,1679.2093,130.1339,402.0934,2026.6073,80.6528,22.7508,51.2908,112.5418,37.4856,26.5165,40.9795,232.6108,138.2007,19.3896,10.2369,21.8752,14.3624,33.301,0.0
POL_H53,4.1076,0.1476,1.2967,3.0535,0.0,26.0172,2.3824,0.8147,6.3434,5.7046,5.3047,1.9747,3.9296,5.2071,3.3073,3.3715,1.3817,7.7803,2.8703,6.4029,1.2366,4.7705,13.7161,2.0203,17.6587,199.3506,45.4949,2.3031,8.4099,143.6755,115.5942,4.0864,18.1216,44.2314,8.7615,18.5184,13.8764,91.868,39.3127,5.4418,3.2802,6.826,4.3442,9.2084,0.0
POL_I,11.7988,0.0403,20.7781,8.0947,0.0055,74.824,12.4208,5.9304,16.4605,6.5965,13.8821,6.6525,20.4852,17.6784,5.1957,28.2265,3.8919,32.3368,20.9028,21.584,7.7377,35.399,10.6832,12.6793,281.7337,316.512,244.8714,5.6536,54.0984,23.6936,3.262,163.5537,26.8409,12.1344,44.8435,71.1247,18.7456,139.2998,353.4859,53.0259,66.9639,180.8455,59.8487,13.1488,0.0
POL_J58T60,23.8041,0.1269,5.8778,5.2374,0.0161,147.7067,13.829,7.3192,58.162,9.5418,53.9704,109.8715,21.9274,18.3763,7.7572,25.5776,6.2489,22.0527,14.9892,33.1348,14.4974,24.5954,15.4936,14.2007,44.4107,421.4921,43.9603,0.967,4.8331,8.3098,1.3144,60.1928,1385.3244,102.6847,109.4065,130.9365,80.8401,408.8682,58.322,59.2634,70.4665,51.6428,57.6702,54.1403,0.0
POL_J61,23.8341,0.2804,4.7448,4.7266,0.0085,75.2279,21.5922,22.5574,17.4409,7.0647,77.2123,7.3739,26.2393,24.0561,8.52,99.9881,7.0346,22.9221,21.6458,69.2299,9.6693,60.8716,34.1503,26.6148,120.2826,410.1906,296.8987,2.1059,10.0387,152.2867,27.8311,27.0902,66.8188,476.8542,157.3242,458.8761,83.3422,147.5276,90.5401,117.1744,48.6678,160.7369,34.0391,90.4235,0.0
POL_J62_63,29.1671,0.1892,20.1437,9.649,0.0227,206.9619,17.1261,19.5657,108.4908,36.4662,79.9145,37.8492,83.709,38.8865,43.11,81.8829,55.0587,75.1196,27.4152,83.3069,25.6453,61.2915,128.1956,15.5512,154.539,1056.0063,168.8297,3.8541,20.6234,125.0508,20.6196,42.4693,358.5506,485.7216,1750.836,1003.994,219.6728,666.6611,77.6999,85.6077,133.303,83.1651,44.8483,65.1339,0.0
POL_K,444.1966,1.489,53.36,40.141,0.0487,469.8834,76.9284,88.889,133.893,98.3506,112.8319,36.3963,156.066,111.5309,134.107,232.1034,64.8557,110.7574,102.749,215.4593,61.6562,195.8594,175.9404,121.0314,673.0174,1472.1347,738.675,11.7969,58.6347,225.9976,22.6403,89.9793,109.3559,224.3555,153.9464,4089.6275,1013.0676,473.9259,351.4354,204.5646,220.3017,293.1346,147.5222,139.6571,0.0
POL_L,66.3128,1.0941,6.5803,12.6572,0.2435,226.9906,52.6956,75.5826,59.5268,22.2787,59.2476,17.4505,66.3957,61.5811,26.6617,105.6672,15.663,62.7357,46.3089,60.8481,35.8448,216.0058,141.2382,89.9249,437.0438,2814.3896,264.9304,3.7054,15.6232,357.3825,36.5916,315.5144,86.7634,224.5853,178.7639,762.8556,960.8663,544.6692,345.4779,131.3021,254.7589,1033.3524,217.2761,188.7769,0.0
POL_M,276.5616,1.0068,76.5634,69.1175,0.0492,1134.1458,148.2816,111.311,335.2947,111.7696,341.1788,341.8522,355.6555,262.7857,339.8335,646.4477,94.9731,405.8662,323.0481,529.0469,223.9652,393.0926,446.9717,141.713,1213.307,4069.7635,547.8816,6.3524,25.5331,217.4127,24.6887,215.1899,336.6446,770.809,563.605,830.4027,521.8088,4800.2136,581.0686,181.2778,264.329,495.8771,151.7614,133.521,0.0
POL_N,77.4024,0.6323,47.0922,51.8849,0.0119,720.0473,72.3939,92.1733,213.1147,79.5759,163.967,201.5304,227.4958,161.8469,122.0994,238.789,132.0682,140.3922,98.4603,242.0385,48.8031,221.6305,398.5415,156.7514,732.1639,1999.5243,783.6877,11.5669,60.3761,338.6449,40.2136,152.3882,175.9589,750.006,384.9679,446.9177,389.2595,880.0969,1496.1194,99.0091,203.7126,366.5127,250.1318,258.6854,0.0
POL_O,27.3415,0.0239,12.045,15.1757,0.0,70.2347,22.8677,14.3323,27.1442,4.9203,16.4645,5.0803,26.3552,21.1285,18.5892,20.1455,24.008,30.1794,20.4118,23.4497,14.1576,38.1068,50.2959,31.5404,24.6832,323.3573,87.8497,1.4805,4.7589,23.6637,3.8958,34.8289,28.0743,22.6654,49.6545,53.0897,29.9969,146.5436,64.8064,55.8762,22.009,36.0927,12.7669,21.603,0.0
POL_P,6.5032,0.0563,1.4331,2.9583,0.0006,27.9389,4.1898,2.4925,11.9994,3.5501,16.0832,5.2838,11.0713,9.0622,4.8326,14.7381,4.1256,21.8401,12.5975,22.0468,5.8142,10.6246,9.0914,8.1319,49.0957,142.1884,19.3881,0.2014,0.9176,10.4271,1.4608,18.0115,5.1787,20.3886,38.6757,51.5652,12.0065,246.9199,42.9209,16.5391,989.6134,26.7398,29.8704,10.0718,0.0
POL_Q,27.6575,0.1482,2.9895,3.0135,0.0059,53.0335,7.2073,4.92,9.0062,2.9712,9.1094,6.8239,11.1985,7.7883,15.175,16.8329,2.8804,15.7468,11.018,14.2298,5.0423,15.2463,18.6637,8.8844,41.224,131.4539,34.6041,0.517,2.1941,21.5334,2.4446,33.9707,6.0894,14.1577,32.3303,25.5774,16.6099,105.0046,33.4651,61.1093,28.6176,4214.3991,17.7456,8.6772,0.0
POL_R,5.8244,0.0386,2.7663,0.9388,0.0037,22.8258,2.9156,1.6694,7.004,1.0014,4.9031,2.7413,4.4482,3.4426,1.6066,5.6098,1.3795,3.6985,2.6194,3.6338,5.2733,5.023,3.6352,2.9276,17.3322,39.0956,8.2596,0.2532,0.901,3.3079,0.5949,17.5973,18.177,3.0836,11.6441,9.0335,9.4777,32.3888,18.96,14.6917,15.7556,13.6383,926.2541,44.2187,0.0
POL_S,52.7504,0.2036,13.7676,8.539,0.007,148.7992,22.2544,29.399,39.3206,28.1931,18.1676,6.3811,37.0257,47.6791,15.4964,44.6802,12.6,28.2249,22.9084,21.6531,8.2088,58.4293,21.6759,25.3641,88.1933,396.1367,39.5934,0.4129,1.643,15.9159,2.2262,63.8937,35.2695,54.4641,54.9722,41.53,38.7289,89.9123,33.9148,9.604,27.5969,185.449,36.5038,68.1374,0.0
POL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
