V1,ZAF_A01_02,ZAF_A03,ZAF_B05_06,ZAF_B07_08,ZAF_B09,ZAF_C10T12,ZAF_C13T15,ZAF_C16,ZAF_C17_18,ZAF_C19,ZAF_C20,ZAF_C21,ZAF_C22,ZAF_C23,ZAF_C24,ZAF_C25,ZAF_C26,ZAF_C27,ZAF_C28,ZAF_C29,ZAF_C30,ZAF_C31T33,ZAF_D,ZAF_E,ZAF_F,ZAF_G,ZAF_H49,ZAF_H50,ZAF_H51,ZAF_H52,ZAF_H53,ZAF_I,ZAF_J58T60,ZAF_J61,ZAF_J62_63,ZAF_K,ZAF_L,ZAF_M,ZAF_N,ZAF_O,ZAF_P,ZAF_Q,ZAF_R,ZAF_S,ZAF_T,ZAF_HFCE,ZAF_NPISH,ZAF_GGFC,ZAF_GFCF,ZAF_INVNT,ZAF_DPABR
ZAF_C31T33,16.556,0.5158,3.2805,10.2395,0.7195,53.7338,8.2747,6.7967,2.8189,4.635,4.4482,0.7535,0.6768,0.8408,17.2915,9.6662,1.5048,0.5456,2.378,4.5065,0.1814,29.3688,2.0056,5.7305,7.6582,27.2585,5.2153,0.1563,1.7089,5.1581,0.1266,6.9966,2.7939,3.3503,16.045,17.4237,26.0689,21.9716,24.6987,33.2139,5.8691,22.0983,3.3916,2.2848,0.0,501.7989,0.2962,498.3977,115.948,-95.4417,0.0
ZAF_D,546.9401,10.9019,271.244,1741.7143,13.6908,241.1946,58.2637,47.4444,134.7361,498.5248,813.1864,84.3417,61.204,177.824,748.6883,106.5253,10.1057,20.6213,63.3647,95.5675,16.2251,39.1486,1689.6835,24.4763,53.5448,285.0971,159.3845,0.7259,3.4446,70.6977,8.9783,90.1705,13.563,26.5042,61.4929,80.0924,568.3959,309.9471,245.9511,89.3956,121.895,121.4303,24.8437,14.9195,0.0,5473.9878,1.1736,0.0,22.4501,0.2274,0.0
ZAF_E,88.2851,1.9977,87.7107,422.7056,0.5599,116.6228,4.2269,3.3735,9.3124,38.4152,9.9045,1.4833,4.3076,6.6837,79.4689,14.1616,0.8502,2.0145,4.8825,4.4089,0.9409,40.6287,5.4292,1094.8176,17.7631,213.7067,39.6781,0.299,5.9751,20.4057,1.4658,12.453,2.0955,13.8578,11.2065,16.0414,80.7202,50.9495,51.0803,35.4456,22.4901,99.2885,5.6256,2.8842,0.0,1148.8687,2.3662,4126.575,14.8093,0.0051,0.0
ZAF_F,357.0959,4.2058,154.0306,509.1951,21.4473,151.0522,15.4211,12.9074,107.052,267.3152,38.347,8.6418,15.6409,24.5519,32.2703,37.8119,10.2883,6.5746,34.4383,18.5701,11.7082,34.7246,14.7347,435.23,717.5152,721.0185,536.6842,8.3612,268.4171,300.7519,29.403,32.1202,47.0073,364.0693,62.3524,294.4333,118.7891,305.629,377.806,318.6691,126.846,183.7083,28.1971,23.4085,0.0,716.5018,5.5606,0.0,20750.7224,0.3003,0.0
ZAF_G,1837.7579,67.0095,390.2951,1242.6459,35.3116,2218.56,361.2522,104.4999,536.0264,784.4131,853.9273,122.8748,319.1052,256.0659,801.7268,387.8287,91.3849,225.7566,342.4539,2020.2002,89.9935,167.9899,602.7916,290.9606,2291.834,2554.3949,1149.4635,46.7878,458.2213,1130.9451,54.6234,609.393,171.2322,645.0975,494.918,249.1376,838.9385,858.9965,958.4411,958.4582,284.0828,643.5454,138.6136,104.7248,0.0,11342.9404,4.6988,35.7282,7610.6732,2.2525,0.0
ZAF_H49,849.4819,19.9472,163.5908,281.6913,6.9173,459.3336,66.4375,62.1794,105.286,257.3762,231.6572,28.407,77.5541,129.7778,230.4788,122.4197,25.7383,54.128,98.4,299.0532,17.0569,55.1372,189.6403,32.2102,390.1288,731.3405,498.273,9.1485,74.2297,463.8991,89.9649,161.5213,61.7948,68.1575,142.3004,48.3449,119.7975,316.1769,331.89,350.9994,26.0846,62.3024,14.4989,15.2083,0.0,6576.7938,0.9913,2.2598,339.4092,38.8817,0.0
ZAF_H50,0.152,0.0005,0.0096,0.1625,0.003,0.1455,0.0724,0.0006,0.063,0.687,0.1073,0.0337,0.0895,0.0008,0.1938,0.0669,0.051,0.1053,0.228,1.3763,0.0247,0.0236,0.2624,0.0846,1.9885,0.0022,0.0007,0.0005,0.0043,0.0006,0.0005,0.0014,0.0982,1.7281,0.0009,0.0021,6.987,0.0035,0.0033,0.0511,0.5415,1.2295,0.2075,0.0752,0.0,0.0007,0.0091,2.8842,3.7198,433.5835,0.0
ZAF_H51,88.415,3.0941,21.8697,46.4619,1.502,53.4839,13.589,6.1657,12.699,60.5572,38.0057,8.8253,12.7746,14.5722,24.4242,15.081,9.3525,9.1444,26.2605,54.652,4.2026,13.8175,28.6971,6.9157,48.9334,93.4416,35.1265,1.9179,58.0109,83.7993,27.0227,30.0087,10.8422,45.9645,58.7417,25.4548,30.9346,100.9551,147.5641,127.5169,4.9179,14.2713,2.9988,2.9787,0.0,1884.5728,0.4192,1.835,107.8873,277.1592,0.0
ZAF_H52,94.4654,13.0975,2523.508,3117.0571,196.4706,240.6262,37.4616,30.659,88.3265,479.5721,113.3589,19.0614,38.345,56.0595,125.2813,80.468,19.0783,31.1595,75.5973,174.8144,11.6111,60.6569,75.2893,86.9661,358.9664,642.626,164.9365,71.6093,670.3698,144.6101,6.8329,142.2304,35.6987,276.4913,50.0118,47.8746,69.4754,133.5615,143.0214,221.1174,28.0682,45.6506,33.8986,28.6774,0.0,1649.0044,1.4899,0.352,136.7338,0.6264,0.0
ZAF_H53,0.4663,0.3304,18.1349,9.6119,1.8331,39.3343,10.3627,9.1475,19.6618,20.384,18.7329,5.4699,6.0843,13.9484,5.1741,9.1675,7.7908,6.6554,16.071,26.0606,2.3558,15.0671,43.5234,5.1562,25.1921,332.921,22.5501,0.0426,1.4444,62.6715,13.7841,19.1138,32.983,18.5182,26.8016,18.4029,15.6197,122.9369,95.9565,30.5437,44.267,64.3798,26.5708,7.2371,0.0,143.5196,0.1815,0.0,0.0,0.3141,0.0
ZAF_I,2.9822,0.2261,11.726,18.014,0.496,18.6219,5.862,5.4396,13.0296,35.1002,15.1692,4.9008,14.1115,9.1054,7.5099,13.0947,6.4454,8.0183,21.3729,22.9541,1.4493,6.9181,35.2608,14.5473,65.0786,149.6688,172.442,2.7399,50.3546,142.9768,3.1998,34.153,18.1934,23.0686,26.1402,10.8925,52.5771,135.691,205.7099,327.6545,80.3963,32.7784,14.8058,8.4897,0.0,5563.6871,10.7448,0.0,0.0,0.0009,0.0
ZAF_J58T60,16.0756,0.5527,15.3699,70.3672,1.5159,140.0806,29.6227,15.541,140.6839,67.9908,57.3572,17.5176,21.7573,21.2329,51.6823,24.612,7.6901,14.0403,32.2487,62.2763,12.5295,19.0696,8.4712,15.7332,23.2908,530.4112,36.9775,0.8084,8.3716,30.4993,5.8051,21.1496,78.838,50.7268,159.8015,33.7904,238.9107,298.6456,199.3973,61.1787,59.9672,101.1008,18.0672,18.6185,0.0,562.8997,5.8334,1.3152,1.5876,-0.0149,0.0
ZAF_J61,32.3479,1.3096,34.4428,109.3235,1.6844,63.4248,69.0698,27.1532,68.9076,16.1444,59.3117,15.4826,35.4141,23.8008,28.5716,97.1056,306.7757,163.8954,652.1682,270.7977,17.4341,53.5733,79.5954,110.6049,437.0604,1359.8625,334.214,1.6988,22.3233,339.9883,1.0534,317.4728,114.6217,3274.5663,345.9706,864.0078,295.6758,1085.6897,869.8988,1860.0687,318.4903,661.5484,69.7032,97.1326,0.0,4833.7452,1.8423,0.0,655.4267,-55.361,0.0
ZAF_J62_63,35.6686,0.6018,43.6393,168.357,3.8041,191.4284,26.7311,19.2708,45.9351,116.376,87.6267,23.5449,22.9228,24.8524,51.1304,37.1856,10.7359,13.3084,34.5687,66.316,6.1911,24.6137,132.4869,115.7719,340.6315,669.7418,231.4025,1.0468,44.6852,109.0463,49.0522,66.0976,88.5292,911.8155,176.5337,167.0022,140.9218,192.2683,150.2122,563.1499,358.5565,247.1151,44.6608,25.7796,0.0,1449.494,2.5281,0.0,444.5024,0.5374,0.0
ZAF_K,1025.1865,97.4646,345.6966,639.6246,41.4058,165.5681,77.4937,51.3635,63.5249,153.8965,108.751,21.658,68.7149,68.7431,71.4796,123.5949,40.7707,32.0919,131.8291,71.0662,15.2648,92.9308,303.8874,108.6686,400.4954,2034.2834,298.9093,5.4564,59.5894,523.8386,61.893,160.4931,84.0409,158.7393,104.4355,14688.2694,2331.5906,877.9755,929.0359,529.0551,77.3806,239.9814,206.7283,183.9401,0.0,11014.1419,13.411,0.4746,778.7729,0.3786,0.0
ZAF_L,13.6497,1.2273,16.5215,102.1471,2.5942,168.8349,56.1764,36.7932,85.2518,104.0524,67.6141,17.4513,53.7305,30.2748,37.0178,95.1928,31.5271,22.2021,86.9165,58.9453,27.1393,74.5639,20.8864,32.0543,194.926,2096.4244,182.1595,0.7298,16.1605,250.2454,53.0389,228.0233,63.7832,324.5624,145.0956,403.2379,498.5573,728.1383,455.0911,273.9585,171.5208,406.9932,59.8266,33.8941,0.0,23410.5138,19.2068,0.0,572.4972,0.0295,0.0
ZAF_M,55.9097,0.9858,84.9142,390.1949,19.8604,391.6436,35.2853,47.1249,105.5465,342.7244,304.1242,100.1622,60.1473,74.3828,94.3185,73.4886,20.6487,71.7799,81.5165,211.4672,8.3809,84.3499,314.1173,413.2043,1862.4788,1408.5365,449.191,1.3494,60.2096,220.4747,69.771,181.0539,209.1701,1198.3508,147.0325,530.648,460.4355,554.7023,308.675,1039.7104,810.6751,741.0662,281.0725,98.9144,0.0,3460.4627,68.4374,3728.0338,1485.819,1.8024,0.0
ZAF_N,208.1485,2.7838,108.6334,465.5286,14.7974,434.6727,37.2545,62.0733,139.0272,307.8803,209.1183,68.6418,63.9306,74.1658,120.3068,94.3984,19.6444,32.6015,82.5997,159.7308,11.375,113.5561,230.2044,519.2828,956.096,1461.357,795.3444,5.4315,201.6132,372.9485,147.0541,138.7422,159.6849,1669.006,102.8588,297.7182,484.7319,432.4034,671.9921,1144.9686,939.3156,806.6273,233.7142,88.6917,0.0,3881.4109,12.9341,0.0,183.9963,0.3189,0.0
ZAF_O,0.0,2.1152,91.5221,351.1607,2.7399,64.5535,11.5789,7.532,43.8016,64.0007,41.0425,12.2246,14.7567,38.3093,15.1232,14.6844,4.0085,6.8359,22.0992,23.1937,5.0844,24.3616,18.3095,15.8768,90.7148,499.4046,31.1418,0.5814,4.0745,19.053,0.1045,113.3422,31.2629,2.9213,389.088,8.8476,217.969,662.3653,217.4842,2633.7799,16.1791,460.7214,33.0645,9.1033,0.0,2552.2456,28.3647,34008.9447,0.0,0.0039,0.0
ZAF_P,42.9129,0.8893,25.0086,67.5992,2.5099,49.1301,8.1385,6.1221,27.1222,20.159,22.9054,8.365,24.3392,12.8451,12.2521,11.7708,6.7963,107.8319,30.1222,12.4291,2.8056,10.6858,51.3812,71.2051,168.1158,237.1776,397.2321,5.155,110.8796,378.3881,10.602,50.9243,23.6957,100.422,62.0018,821.0893,106.7126,369.3052,296.947,332.2581,117.786,55.4857,25.135,33.9819,0.0,7306.376,231.626,13513.7581,4.5423,0.0326,0.0
ZAF_Q,932.7163,17.9548,214.45,706.349,5.9942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.843,203.5368,0.0,0.0,69.8395,1.1675,8.3943,35.5754,1.3729,0.0,38.6969,17.2328,242.7362,401.2156,915.0586,882.0442,860.7679,878.8801,476.9367,38.6208,165.223,51.0524,0.0,10818.7669,132.2458,4919.3525,0.0,0.0025,0.0
ZAF_R,51.9396,1.0444,36.1439,87.5016,2.7328,155.6166,30.6675,19.8823,86.4211,89.7047,66.2524,19.8024,37.2944,27.3185,86.4058,48.2943,10.1962,15.1611,52.9513,87.5829,30.2943,19.9263,2.0686,11.8781,28.7842,39.5362,39.3735,1.5266,7.1798,28.5762,7.9659,15.647,24.6889,36.0393,17.6571,7.4249,107.4041,90.7767,117.7066,17.8668,30.3165,3.6121,19.8612,2.8104,0.0,2067.3175,134.3543,0.0,0.0,0.1936,0.0
ZAF_S,46.3179,0.737,22.058,76.644,0.0349,125.5329,27.7767,22.5242,80.3926,92.2115,56.6142,14.2312,27.8278,32.495,66.0841,41.1794,7.584,16.7128,45.4503,76.3276,9.1651,28.1039,2.8739,10.8092,27.5652,10.1774,58.3712,0.7871,5.4425,31.2394,2.2088,11.2933,12.5604,26.9645,26.4153,6.1738,100.2549,84.5366,59.041,10.1135,14.1518,4.6342,0.6719,2.6936,0.0,717.593,295.5387,0.0,0.3867,0.0003,0.0
ZAF_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23529.1088,0.0,0.0,0.0,0.0,0.0
