V1,SGP_A01_02,SGP_A03,SGP_B05_06,SGP_B07_08,SGP_B09,SGP_C10T12,SGP_C13T15,SGP_C16,SGP_C17_18,SGP_C19,SGP_C20,SGP_C21,SGP_C22,SGP_C23,SGP_C24,SGP_C25,SGP_C26,SGP_C27,SGP_C28,SGP_C29,SGP_C30,SGP_C31T33,SGP_D,SGP_E,SGP_F,SGP_G,SGP_H49,SGP_H50,SGP_H51,SGP_H52,SGP_H53,SGP_I,SGP_J58T60,SGP_J61,SGP_J62_63,SGP_K,SGP_L,SGP_M,SGP_N,SGP_O,SGP_P,SGP_Q,SGP_R,SGP_S,SGP_T,SGP_HFCE,SGP_NPISH,SGP_GGFC,SGP_GFCF,SGP_INVNT,SGP_DPABR
SGP_C20,4.2059,1.1574,0,0,0,53.1619,21.0745,7.7624,157.4102,140.2257,6614.4205,26.386,256.2837,61.1748,144.0097,123.1482,3264.7951,133.4502,222.5464,6.095,10.6926,363.4318,9.7051,47.0388,242.1864,278.5627,9.2896,29.1934,11.3062,51.0537,2.8372,47.5194,82.4198,32.7005,32.7189,52.1974,51.4405,497.306,156.2254,40.5126,89.4872,214.7776,14.8868,143.7235,0.0,596.9886,0.735,1.7948,237.762,230.1648,0.0
SGP_C21,0.4281,0.225,0,0,0,37.8925,0.5471,0.0887,0.7256,5.9096,25.8935,435.398,0.4457,0.3694,6.1691,0.9709,28.505,0.877,4.9512,0.2492,0.6312,27.3143,0.7322,0.5983,4.9914,10.6714,0.5528,4.9247,2.2456,2.4705,0.0472,3.6029,4.4652,0.8147,4.0491,2.8098,1.806,51.1389,6.8993,13.917,0.7292,549.8486,1.5278,9.5819,0.0,265.4437,0.5354,135.4005,20.7352,22.8719,0.0
SGP_C22,0.5526,0.1834,0,0,0,45.3587,6.0791,2.6086,20.321,4.3115,95.5576,3.6485,38.3235,1.1286,3.3955,9.8238,145.1933,18.5744,120.3794,5.432,5.826,66.0987,0.7513,3.6462,60.0792,36.3856,2.1829,2.7157,1.0597,5.1149,0.3732,10.4251,10.6089,4.632,2.5429,7.747,1.5936,16.157,5.2674,5.6306,13.7121,1.8573,3.1299,6.5596,0.0,41.1757,0.0141,0.0611,32.1549,6.989,0.0
SGP_C23,0.0622,0.0408,0,0,0,3.658,0.5706,0.1061,1.0364,5.5237,25.8232,1.1864,1.4397,73.0604,22.9359,2.5236,134.4963,1.0994,10.6067,4.2489,2.7965,5.4955,7.4605,2.834,661.2636,16.2388,0.7527,4.6401,1.9856,0.8192,0.3869,6.1322,3.8287,2.4792,4.4129,2.8705,3.0584,25.3145,4.6515,2.9083,3.5949,2.3679,0.5692,4.8352,0.0,28.516,0.0307,0.5852,36.7823,7.5743,0.0
SGP_C24,0.0024,0.0,0,0,0,0.4833,0.1072,1.1991,2.0591,0.0066,0.9952,0.0044,0.1486,0.1328,210.5002,247.9907,15.5997,41.9444,63.5378,0.6135,1.0138,20.0092,0.2017,1.4603,175.5455,2.3117,0.0508,0.0856,0.0701,0.174,0.0,0.1321,0.0021,0.0,0.0,0.0476,0.5067,2.8127,1.6939,0.3071,0.0952,0.0,0.0,0.0192,0.0,3.5167,0.0,0.0,0.0065,5.5908,0.0
SGP_C25,0.1219,0.0894,0,0,0,36.6374,6.748,0.7168,5.9135,5.9546,119.0236,0.6369,4.0676,2.434,8.1513,198.6193,245.9195,99.075,257.1343,15.8375,27.1571,60.9144,3.5265,12.7136,588.6215,40.0479,1.6551,5.1121,1.3488,7.5756,0.2036,5.7286,11.964,6.3006,12.8952,6.0097,10.5118,114.0741,23.3424,364.3512,3.0909,3.3224,1.7889,4.6983,0.0,71.6247,0.1541,0.3688,123.7104,12.7596,0.0
SGP_C26,0.5388,0.3934,0,0,0,32.718,4.9342,1.4142,14.9385,52.4033,115.3075,6.5501,8.0543,5.1666,13.3805,31.4137,14051.6981,110.2673,532.0221,64.1262,38.492,770.0456,14.5013,21.9959,226.1468,571.4918,6.7557,64.0075,18.1166,22.0472,2.0449,55.2718,133.6179,246.3461,531.4756,50.1719,30.7666,428.0147,115.4172,357.8216,111.5385,140.8165,26.6292,87.397,0.0,994.3322,0.7256,6.7278,4283.5541,532.6661,0.0
SGP_C27,0.0254,0.0198,0,0,0,4.8794,0.2966,0.1597,1.8623,15.087,10.2848,0.3472,2.1088,0.3335,4.2171,2.246,191.1244,189.2707,58.2917,8.5185,7.4322,25.8959,22.381,13.9638,83.7228,26.9698,2.3209,4.3863,0.9275,2.8235,0.2458,5.1147,7.3037,68.4041,9.0161,6.6723,3.942,23.3562,30.8591,4.0829,1.0601,3.7773,5.627,13.7569,0.0,99.0545,0.0476,0.3627,146.7543,14.1165,0.0
SGP_C28,0.762,0.7487,0,0,0,57.9718,9.0507,3.2218,31.0744,130.936,175.7235,13.5204,10.7599,10.6235,26.3155,67.2119,1905.1678,69.2062,1882.9681,35.5346,430.6629,116.9128,31.1205,17.6514,678.697,175.1846,12.1472,155.1525,31.7831,48.0863,1.0464,55.6238,74.5054,20.5036,48.6233,33.4279,91.9096,394.1242,75.239,126.419,32.287,24.9361,12.108,50.1227,0.0,264.8527,0.2946,19.6686,2201.4315,85.272,0.0
SGP_C29,0.0167,0.0059,0,0,0,0.3264,0.1786,0.0293,0.2382,0.7006,0.9612,0.1658,0.0756,0.0612,0.2131,0.5451,30.6927,1.9731,14.4876,3.28,2.3368,2.1166,0.598,0.3655,5.9962,5.8269,0.2857,0.6819,0.1699,0.6819,0.0191,0.4808,1.0246,1.3244,1.4916,1.4716,1.9328,6.1194,1.2628,2.2919,0.8404,1.6845,0.5801,1.5069,0.0,486.4082,2.5266,0.5866,179.7725,1.9667,0.0
SGP_C30,0.12,0.3416,0,0,0,7.1861,0.8447,0.155,1.0841,5.6233,11.4401,1.7071,2.0874,0.6959,2.1949,14.3963,58.8225,15.6468,983.8321,6.8643,3514.7304,6.2353,2.1848,3.2155,72.5578,150.4568,4.7775,855.5347,134.1614,142.748,2.3497,7.475,9.8721,4.7981,17.6467,22.4338,18.0183,141.3268,45.7331,949.1919,6.7076,12.3391,4.817,8.6247,0.0,106.8633,18.1457,0.6871,1772.3383,70.2711,0.0
SGP_C31T33,0.1056,0.0477,0,0,0,2.9359,0.5753,0.1264,2.4714,4.4695,7.3915,9.2515,1.3705,0.259,77.2175,5.4796,196.1427,10.1943,17.7437,1.0429,4.7825,921.2424,4.0,1.3205,236.5312,45.1348,2.9368,3.7294,1.352,58.8007,2.7043,31.0643,31.5108,40.8198,11.4793,27.8559,158.0244,260.3993,224.7682,27.8126,44.2703,182.3408,26.1769,17.7734,0.0,1750.6993,0.2701,4.5229,923.8041,7.4564,0.0
SGP_D,4.1051,1.5053,0,0,0,82.6381,7.8978,2.3662,24.1991,105.083,748.4526,15.0015,19.2635,6.3404,91.2076,45.0177,449.6571,19.8917,85.9363,5.8859,22.4269,37.8824,2783.5932,118.2957,68.2478,212.3633,28.1835,5.2871,2.0048,94.649,2.3168,267.4682,18.0043,47.2556,78.7136,60.6056,239.2124,85.8093,13.8282,125.7047,75.9603,75.8912,54.5078,26.1173,0.0,663.1868,0.5324,0.2736,2.6505,0.1197,0.0
SGP_E,5.1176,1.6997,0,0,0,32.0555,4.0034,2.5516,17.5385,25.4281,114.3071,2.838,1.7429,62.6268,86.4054,13.9722,128.337,2.9149,22.6939,1.1623,4.3436,7.5939,101.9743,801.2308,54.9326,68.5405,3.6403,59.9378,1.89,21.6448,0.5226,106.606,6.4641,13.5529,30.1943,27.791,181.2529,69.1063,14.8214,675.9692,41.0148,28.1299,35.4227,28.1016,0.0,368.0758,4.4829,0.037,21.1204,0.2711,0.0
SGP_F,0.3213,0.0808,0,0,0,33.7448,3.8129,1.0824,7.0422,9.1588,36.6287,10.6421,5.0439,2.4335,5.535,12.9609,156.3004,5.1541,60.933,1.501,14.6158,36.2985,12.8993,34.6873,22713.8843,75.0438,17.3231,28.8289,5.3133,38.1994,1.9684,63.0584,11.4166,7.9073,18.834,35.9891,1101.2614,241.291,34.6284,128.4042,59.4606,35.8554,36.5172,8.9191,0.0,27.1351,1.5665,0.1927,28368.7702,2.1125,0.0
SGP_G,22.5709,20.5275,0,0,0,1545.5911,296.6637,40.7234,263.2853,2570.0511,3846.1688,183.6006,170.8911,158.1412,288.7324,375.6381,11912.9922,381.7426,1671.426,72.4851,330.3197,1056.0137,326.0167,95.755,2135.0858,3414.0393,269.6037,2461.7808,957.2093,277.5875,18.7257,1723.2667,2444.2698,224.3667,2463.0513,650.2031,430.772,1318.4332,513.2487,785.2671,254.0414,487.6121,119.6838,213.4038,0.0,8231.9091,12.6364,57.8087,5147.0708,560.3245,0.0
SGP_H49,0.9843,0.598,0,0,0,55.0858,8.7625,2.6964,12.1606,207.6474,169.62,18.5512,7.5119,18.0392,18.9927,25.8181,578.6783,16.8825,153.8871,6.2266,13.8089,69.9876,12.9541,5.2188,233.8675,370.6513,119.9761,266.1864,55.8747,90.7124,6.08,79.8723,25.4613,23.1752,47.4162,59.932,16.9977,90.7339,64.8975,148.9736,29.9602,20.3284,8.7434,10.3251,0.0,1236.6111,0.4421,1.4676,131.2731,0.6377,0.0
SGP_H50,0.6286,0.4648,0,0,0,70.354,11.9948,2.7929,30.058,515.9364,247.9758,16.2844,9.208,33.9044,43.3341,38.6806,525.9807,22.4876,186.3461,7.0325,53.0273,99.7963,4.8131,5.5248,134.8904,4939.8956,34.3305,5008.6851,52.5453,271.9702,7.9483,46.9304,15.7227,21.0884,17.0285,32.6446,25.0205,93.1396,51.4157,66.9365,9.7979,11.0257,4.6285,6.053,0.0,204.3236,0.1983,3.5914,142.8463,821.2856,0.0
SGP_H51,0.6889,3.32,0,0,0,19.913,4.9073,1.1197,6.5342,103.5406,62.6852,4.2377,2.8299,7.4059,9.5809,10.0358,165.3242,7.2628,34.6071,1.9373,9.6746,21.8432,5.0797,6.0433,69.6114,992.9371,6.8246,31.4362,412.2645,32.5195,20.0277,25.2243,20.7169,10.557,25.7947,63.2277,40.3335,63.9881,70.238,37.6304,23.6997,21.4655,6.2796,12.8526,0.0,965.5792,0.1725,0.4962,63.2428,137.6585,0.0
SGP_H52,1.0883,0.5798,0,0,0,33.4019,12.4288,1.8777,10.4982,45.6288,97.878,4.1958,3.081,4.4757,8.1041,14.977,158.2919,11.0578,77.2321,1.7918,48.7666,27.9872,7.9741,5.1198,137.5476,2268.6755,138.288,3046.5839,458.9762,1488.542,79.7323,64.3912,34.6966,56.9207,64.6106,154.6648,96.1757,136.1669,99.5022,39.1272,16.1793,28.3353,9.3795,26.5313,0.0,368.0664,0.6186,2.7888,375.8392,46.5862,0.0
SGP_H53,0.0683,0.0722,0,0,0,1.2973,1.7027,0.0703,1.251,0.6817,2.1926,0.1506,0.2944,0.1898,0.3575,2.2853,6.4584,0.6885,3.8256,0.1101,0.5995,1.2919,1.2869,1.2591,17.8792,32.6634,131.2613,10.049,13.1005,124.7801,245.129,5.658,29.9455,111.5189,44.9696,23.2931,31.8748,46.5127,8.0471,5.8138,0.7624,2.4478,2.2391,15.4778,0.0,147.4439,0.075,0.0124,17.3017,1.2354,0.0
SGP_I,1.3554,7.4374,0,0,0,28.7996,10.225,1.1937,12.0969,12.977,32.4834,4.8899,4.9774,2.3788,12.9555,21.5688,101.771,14.2225,59.6138,2.4439,16.2669,32.5605,33.636,6.5391,145.5439,549.7199,29.6367,246.9079,195.8384,171.9745,19.8035,205.6259,156.196,28.0341,95.7191,300.4603,54.5865,290.1307,109.0714,85.739,91.761,104.1609,130.3877,88.1041,0.0,6023.1137,3.2477,0.3087,155.9359,0.4163,0.0
SGP_J58T60,0.2614,0.2636,0,0,0,71.6593,5.0031,0.779,13.2047,35.384,82.8552,5.9462,4.4235,2.3509,4.2472,9.6389,1360.5044,10.7719,42.7661,1.1192,7.4991,44.8228,6.0084,3.6511,35.4893,620.8695,6.7057,32.3515,15.1216,20.7379,4.7918,30.3298,1008.3947,37.489,1577.6905,246.1118,50.7073,262.3675,60.2717,39.745,26.662,17.1702,14.6047,10.6646,0.0,385.6634,2.4493,50.6755,210.1847,6.3478,0.0
SGP_J61,0.0733,0.0195,0,0,0,10.0775,4.1965,0.7624,14.6373,10.3418,21.8392,5.1666,3.1056,1.5228,3.3881,12.1589,122.8004,6.091,51.8614,1.2957,6.0875,16.4798,7.6258,7.7412,114.0246,408.7791,24.6713,45.3055,43.4508,87.9583,57.106,36.0502,133.9934,1872.1497,240.4564,608.7645,27.7921,318.5247,77.0347,75.6941,48.5046,49.2161,19.3548,33.9214,0.0,3017.6876,0.6176,0.5457,46.6022,4.7303,0.0
SGP_J62_63,0.2768,0.438,0,0,0,12.6663,1.9069,0.272,3.739,15.1303,27.6231,5.1987,1.3841,0.7608,3.1367,5.6793,176.6331,3.5716,30.2809,0.7734,10.7217,10.7699,26.6699,10.9551,17.0751,450.3885,14.5029,42.8596,9.3023,49.7543,4.7421,25.7702,381.5754,178.0325,2540.0998,1295.4256,44.8357,2011.6092,105.3703,477.023,103.5072,153.7891,58.3969,47.7705,0.0,52.8701,0.7107,0.7935,1538.5728,1.0678,0.0
SGP_K,11.4241,2.6412,0,0,0,80.7809,27.1642,3.5168,28.5306,143.2374,256.9706,57.7101,14.7765,10.38,32.3992,63.6261,1092.2974,42.5669,257.8655,15.5066,64.2245,106.7954,140.7484,70.3819,493.3423,3557.2732,79.6899,287.041,99.2381,244.6971,12.2465,250.5871,118.3759,212.1549,316.0931,14806.1784,3893.7903,812.2336,347.6295,2298.5416,127.8848,260.4346,97.8074,103.2086,0.0,7259.0991,8.7578,2.7105,382.2192,31.422,0.0
SGP_L,0.5676,0.1468,0,0,0,91.5248,21.6895,6.8641,56.1435,15.9642,82.582,26.2335,16.7002,4.438,9.7255,71.9079,446.3048,26.4988,216.6734,8.5512,42.8395,74.622,99.0813,34.3536,348.9137,3438.2615,53.2829,131.2862,46.2415,261.7588,22.4163,1262.5706,115.0835,137.2281,291.3873,878.8264,1195.394,960.7925,276.9315,348.8335,200.5603,454.5568,143.3928,317.8719,0.0,17646.6344,9.7121,16.0677,7774.8622,1.3816,0.0
SGP_M,4.3251,0.8817,0,0,0,174.9581,9.6808,1.9903,25.0443,81.5059,464.9438,182.1738,12.2929,8.0418,16.0501,58.2036,2378.3359,60.6429,775.5348,50.839,528.9465,224.464,150.8638,47.9603,1110.6527,2898.288,49.2555,247.7621,81.5811,309.5097,10.2073,266.3541,287.5323,387.681,1434.3487,1488.9821,1847.5138,3749.2305,820.6,680.8863,180.5448,244.7383,188.9953,123.8474,0.0,346.7322,4.5584,736.8679,3537.6438,22.8848,0.0
SGP_N,7.9351,0.6759,0,0,0,75.8729,2.3196,0.7879,13.9232,48.3289,195.6156,317.2062,2.8824,5.0236,12.8424,33.317,4276.7221,20.8088,1382.585,29.3517,39.252,514.4787,22.1271,159.5348,728.5627,1972.7601,337.2285,748.2805,163.3985,265.9222,10.1195,161.5608,106.0707,378.9526,371.5797,1139.5544,1504.2982,825.2463,1698.1549,544.7047,201.4651,478.5293,171.2084,110.323,0.0,322.1505,3.8767,18.574,74.537,7.0776,0.0
SGP_O,0.5938,0.1222,0,0,0,9.2495,2.0087,0.622,4.4271,10.2394,18.5828,1.5534,1.204,5.668,8.4853,5.1567,38.9363,3.6741,12.7464,5.3923,17.1679,7.091,58.6459,67.1708,136.823,307.3311,8.0356,55.952,18.9539,42.9319,2.3855,67.2338,20.8343,22.1328,71.4898,193.4087,98.0373,166.072,23.3012,338.9939,26.7546,42.7599,27.8499,22.4222,0.0,512.1615,21.0394,23953.6565,2489.0311,0.5274,0.0
SGP_P,0.2315,0.053,0,0,0,7.3734,0.5892,0.1873,1.4785,4.0768,10.5578,2.9291,0.9577,0.5864,2.7607,5.2448,33.0849,2.9717,15.3243,0.6651,8.8516,8.3113,3.3211,3.2729,55.8521,60.8407,1.1026,11.8435,3.8433,10.9487,0.2715,27.7191,22.2379,2.6728,30.0707,48.2853,13.6174,55.7257,17.289,1609.4474,567.0281,25.9769,6.3469,9.076,0.0,4065.2617,75.2761,4090.7485,927.9067,0.0902,0.0
SGP_Q,0.6436,0.0125,0,0,0,1.4643,0.3096,0.0624,0.4785,1.2936,2.3572,0.3578,0.1832,0.1099,0.2411,0.6339,8.473,0.3829,2.0125,0.0865,0.5179,1.5168,1.3219,1.2689,9.6125,32.1466,0.7915,5.4313,1.1779,4.6665,0.2509,9.9557,3.3969,1.5835,7.4055,20.6847,10.2073,188.737,5.8347,3805.5483,13.6924,969.9689,3.1675,29.6149,0.0,6165.457,109.7635,2191.092,182.6792,0.2645,0.0
SGP_R,0.158,0.0744,0,0,0,3.2737,0.6668,0.1143,1.0109,3.0847,5.0404,1.1785,0.3646,0.2447,0.5055,1.2493,24.9465,0.8567,7.3457,0.9939,4.1444,3.4648,2.7343,1.0962,28.1898,61.6731,3.3583,10.7379,3.5557,8.4091,1.2571,19.704,17.1311,4.5415,9.7343,44.3168,15.2375,34.2975,23.0557,27.3807,39.5046,12.699,103.1218,11.5152,0.0,3416.9707,33.2289,307.7801,103.2889,0.5928,0.0
SGP_S,0.4802,0.2048,0,0,0,9.1274,1.3273,0.3271,3.6815,5.7552,40.6231,1.2088,2.5836,3.8528,10.4669,11.7334,53.1156,2.7486,51.2841,2.0536,8.1083,14.7296,5.8161,6.5211,35.6932,219.3429,10.8527,8.9643,6.6846,43.8713,7.061,81.575,40.9988,11.122,161.0027,13.8661,162.4575,125.0903,35.255,234.2742,72.5442,100.896,40.1668,102.5803,0.0,1856.8541,205.1714,27.3691,108.9,1.2072,0.0
SGP_T,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.8027,0.0,0.0,0.0,0.0,0.0
