V1,TWN_A01_02,TWN_A03,TWN_B05_06,TWN_B07_08,TWN_B09,TWN_C10T12,TWN_C13T15,TWN_C16,TWN_C17_18,TWN_C19,TWN_C20,TWN_C21,TWN_C22,TWN_C23,TWN_C24,TWN_C25,TWN_C26,TWN_C27,TWN_C28,TWN_C29,TWN_C30,TWN_C31T33,TWN_D,TWN_E,TWN_F,TWN_G,TWN_H49,TWN_H50,TWN_H51,TWN_H52,TWN_H53,TWN_I,TWN_J58T60,TWN_J61,TWN_J62_63,TWN_K,TWN_L,TWN_M,TWN_N,TWN_O,TWN_P,TWN_Q,TWN_R,TWN_S,TWN_T,TWN_HFCE,TWN_NPISH,TWN_GGFC,TWN_GFCF,TWN_INVNT,TWN_DPABR
TWN_C20,276.829,10.0352,4.5963,13.6247,6.5192,149.4245,1519.9224,26.9797,491.4031,593.3074,18530.633,145.5432,3323.1503,329.3351,489.4751,724.017,6921.5151,244.9245,159.082,141.8586,86.0669,161.4431,135.6193,74.9,622.9779,357.5108,17.4558,3.5727,8.5409,10.2532,1.4704,155.0733,79.957,17.0828,6.4455,16.4438,16.4987,230.1248,200.1844,71.9085,112.8835,192.4335,19.4565,71.5549,0.0,2476.0676,0.7298,30.6388,451.0961,2.0912,0.0
TWN_C21,25.9991,2.6084,0.0791,0.1256,0.0859,36.5437,3.2724,0.3651,1.4695,2.7709,18.0548,189.3984,3.3215,1.2559,6.0854,3.461,19.6077,8.4515,4.6279,1.0382,1.411,1.9345,0.8257,0.656,8.8299,11.563,0.3501,0.1285,0.3611,0.187,0.0388,11.874,1.0075,0.4251,1.2711,0.9321,1.6509,52.1329,0.6363,18.463,8.0344,697.0716,0.9726,1.0958,0.0,553.5995,0.2582,849.8747,274.1799,3.0138,0.0
TWN_C22,56.377,3.6504,0.9689,2.6165,1.477,299.3661,206.461,17.3846,226.9085,21.1872,277.9705,60.9147,1145.0565,57.4055,46.3478,248.2522,2512.6998,385.9219,458.1722,348.4491,189.1237,198.5287,10.253,33.9288,648.8458,1107.6231,83.7483,2.0704,3.8349,4.4341,0.6611,166.1464,18.0072,3.7671,3.7575,14.7647,15.5677,67.8403,30.5483,75.5417,31.7879,35.4576,13.291,32.1289,0.0,1159.4664,0.3319,15.1255,169.7269,5.6953,0.0
TWN_C23,8.3778,2.5199,1.2874,1.0026,0.4825,64.7065,128.6154,1.9794,36.637,16.2335,168.7553,20.7102,24.797,1263.1265,278.2639,97.1689,2619.9232,76.6876,75.1404,46.5527,26.6316,30.7172,32.8144,62.7373,3736.4682,60.4758,9.3323,3.1652,2.0089,4.022,2.0121,51.4752,4.2509,2.1458,2.7091,13.743,9.4604,26.5493,8.0921,71.1065,43.9043,34.083,5.4695,9.3808,0.0,427.6252,0.514,43.1856,94.409,6.2599,0.0
TWN_C24,17.2601,18.8305,6.5915,10.4535,3.6979,48.7167,36.3514,3.9578,54.9456,243.8547,748.1434,6.2185,139.4218,128.431,15301.0686,5891.9338,1329.6011,1253.9039,3707.4212,778.4109,605.469,338.0773,179.2252,138.6113,3271.4289,153.7967,65.107,11.7202,67.507,14.4994,2.0172,33.0056,6.2418,5.9792,6.2813,11.358,12.6168,27.7538,12.4104,42.644,23.3606,25.4626,5.0487,39.4672,0.0,373.9847,0.1502,14.9571,171.8394,19.9491,0.0
TWN_C25,43.0933,2.0181,2.393,6.0366,3.8521,228.0856,57.6692,17.8641,38.1479,51.1149,157.4895,9.8987,237.1379,99.4561,1311.1735,2950.6508,1413.5483,464.338,1827.0794,369.9919,387.256,271.01,31.4403,17.7254,2661.9913,136.4494,7.6775,10.7089,6.8199,12.5974,0.8373,86.3137,9.4874,2.4321,11.845,6.6767,16.4133,46.0726,24.2866,1347.2482,51.1035,57.1243,6.8463,44.8766,0.0,1170.4873,0.3224,17.1393,1662.9206,8.8685,0.0
TWN_C26,247.6968,39.6462,4.8183,6.8974,3.6267,663.5707,258.7641,37.952,146.1047,162.0729,678.3755,87.5882,194.7737,122.4633,701.9817,392.6099,37984.171,1003.8814,778.7468,145.6823,202.7149,154.6113,88.3482,59.5502,882.4802,547.8329,37.089,8.537,44.5215,13.0086,2.7026,304.1612,113.9698,117.8552,276.197,89.511,93.466,298.1473,60.253,320.6354,149.2109,369.3884,59.2794,75.5519,0.0,6917.171,2.9899,723.6345,13202.7291,144.328,0.0
TWN_C27,16.3283,3.4801,1.7625,1.9966,1.154,44.0012,20.803,2.9003,11.5403,18.9408,55.438,9.6465,21.7809,26.7355,63.5038,66.0001,1095.5001,2290.4525,656.8224,117.7251,101.7889,78.7136,31.3989,6.7503,1088.9078,139.5749,11.1978,7.7922,14.7634,9.2689,0.865,22.8693,46.8014,63.0001,29.8836,11.25,22.2293,141.2126,31.8467,65.4657,137.858,139.7952,5.432,31.4749,0.0,2319.4156,0.3289,55.2486,1207.7938,4.2193,0.0
TWN_C28,31.1704,11.5929,7.5282,21.5761,12.3936,47.4078,25.4151,5.2324,27.6844,113.1405,125.1186,4.0694,57.379,95.4068,183.5408,181.7177,809.7403,253.0591,2276.1611,94.8051,132.4283,384.7927,73.28,46.9391,689.1612,81.067,19.3378,5.3488,37.5435,13.2452,1.911,20.5915,7.6172,4.2563,5.9806,10.3224,23.7018,20.342,24.492,76.4861,33.1639,25.0865,6.6135,13.207,0.0,238.9627,0.2612,28.033,8827.1995,10.6043,0.0
TWN_C29,4.85,0.7969,0.1782,0.2654,0.1247,14.4868,6.1381,0.8957,3.617,5.8877,12.6383,1.5544,4.6435,4.4069,18.244,20.3503,66.8363,17.4717,27.8373,2550.2512,155.6995,19.0221,2.3058,1.1017,27.2052,1451.985,57.9246,1.1017,6.3864,2.1015,0.2219,8.3421,1.7292,0.9736,2.1311,2.6363,2.281,7.3425,13.124,24.5621,3.8109,8.7291,1.1188,137.1251,0.0,3294.464,0.1284,63.8679,1880.2281,6.4124,0.0
TWN_C30,2.3612,30.6602,0.1904,0.2091,0.111,6.6261,3.7759,0.5131,2.9283,6.2339,14.1007,0.7173,3.7944,2.9403,21.3545,8.0261,66.657,6.7168,12.978,126.2828,1891.7898,395.4261,16.3841,3.1723,15.4104,141.6717,9.5654,5.9876,112.359,2.8546,0.479,5.7104,1.345,0.8154,2.0114,2.9616,2.9241,6.8246,3.1517,9.8513,3.2413,26.7028,1.5234,108.4383,0.0,1174.0429,0.0476,41.981,1899.461,5.9588,0.0
TWN_C31T33,9.8991,41.8988,2.1222,1.3267,0.8807,31.0459,38.0058,4.4397,35.4349,94.3132,190.0384,7.2806,50.0402,19.5832,318.9893,78.8783,898.1512,34.8361,87.4643,34.743,32.3958,249.0749,306.775,57.3668,124.9194,68.0493,113.6585,19.6161,247.5281,42.9552,6.2423,21.5889,14.4471,1.7434,12.4198,36.7614,15.3975,25.316,26.38,106.815,61.2241,257.4463,32.7851,29.381,0.0,1395.8659,0.1323,20.5982,577.4863,0.7533,0.0
TWN_D,57.6256,36.4364,5.1166,8.5956,2.2081,259.0983,351.6463,18.2653,262.8029,1519.7555,2354.2365,35.921,427.2308,580.6104,1120.4383,440.0917,3216.817,171.8965,230.0917,125.5639,69.2781,77.2473,2021.4847,169.1511,137.2563,1121.0113,133.6027,3.8769,26.3117,54.564,9.533,418.9312,37.7589,211.8621,34.541,122.3731,147.4011,90.1669,29.3964,190.1762,418.3047,379.6297,98.4822,163.5659,0.0,3396.624,0.7906,1.5842,203.669,-549.6775,0.0
TWN_E,12.2644,0.8294,0.5064,1.2194,0.4967,51.424,34.9284,2.0576,461.456,104.4361,186.0988,4.8237,34.2369,51.3979,1312.1512,44.2227,140.9372,9.0246,14.1437,10.2953,11.6744,7.464,21.2935,1318.6016,26.9498,79.6563,6.6047,0.6192,7.9263,8.164,1.7404,63.5396,3.1945,4.0259,7.2135,40.5704,10.6601,58.344,12.3549,891.52,264.1211,106.8332,40.9894,12.7649,0.0,358.2925,6.8522,334.2571,47.7514,-97.5592,0.0
TWN_F,33.2459,10.5057,8.073,18.8447,12.4521,54.1026,56.6767,4.8025,30.6015,123.9671,176.078,11.5742,59.3114,100.1601,289.2121,136.4284,564.3332,62.4003,92.486,12.0008,38.8636,53.9403,394.1726,108.9657,419.2667,769.2226,96.6828,2.4705,11.674,107.5778,6.585,89.8597,51.7094,315.9945,19.7239,83.6567,3090.4908,167.5906,54.6447,308.3634,261.9337,125.6925,36.4294,49.5357,0.0,204.62,1.8023,8.3689,34482.2713,0.0513,0.0
TWN_G,1720.6285,266.4531,29.7421,94.5996,36.2216,4256.6824,1613.4945,155.9544,781.1893,885.0671,2882.0833,399.6974,848.5837,666.7399,2627.778,1658.0974,7304.7487,1218.327,1591.7718,1370.1828,635.5343,512.789,398.7282,164.2071,3066.3297,3163.8534,1391.0842,88.174,163.8397,131.7525,58.5361,2362.3962,452.5562,107.5461,156.0403,296.1344,371.9875,537.5769,355.6113,972.8107,326.4162,1737.4596,246.2263,335.2209,0.0,30908.6171,12.6461,1541.8098,3571.6289,80.4212,0.0
TWN_H49,69.7647,23.1964,10.0771,33.874,15.2427,185.8849,94.0526,23.4875,59.0775,204.4476,267.1311,18.0866,59.5314,198.4409,292.5015,142.7361,546.3545,81.2448,162.6121,67.8709,41.3472,46.1617,107.3058,56.9113,442.3112,370.9122,79.4031,176.9504,54.8081,142.7026,95.9694,117.5841,35.5245,20.5453,47.4466,163.3341,55.3349,109.2294,42.6743,108.1576,93.786,159.2263,14.6704,42.3082,0.0,3639.9819,0.8967,304.1447,352.9897,149.4961,0.0
TWN_H50,1.5408,4.8539,0.4458,0.441,0.212,7.2675,4.1356,0.5785,2.1144,26.1176,19.7894,0.5747,3.7556,18.4947,14.1052,7.8455,60.5723,5.7308,16.5133,3.6518,3.917,2.1241,8.3087,0.4262,20.8057,99.2582,6.9583,2637.4699,29.2611,168.7054,9.1202,3.4307,1.535,3.7723,1.2404,2.0504,1.2889,2.8439,6.0991,35.8594,21.2358,2.3414,1.1813,2.5252,0.0,295.945,0.0418,8.1667,18.6991,63.9233,0.0
TWN_H51,12.8027,2.0898,0.6192,1.0399,0.4765,32.9105,19.4462,3.5383,11.438,94.1601,75.7279,3.6044,15.7492,19.5978,62.2742,28.7203,175.0611,22.2988,39.6522,14.4931,12.0334,11.5538,33.282,1.727,56.788,45.41,7.5449,3.2535,30.4994,5.2843,100.8099,16.9348,6.7252,3.4753,5.471,11.7538,4.0805,22.2916,8.6365,32.8586,23.11,17.4403,2.8911,37.288,0.0,2116.4716,0.1603,15.6255,82.9096,465.5075,0.0
TWN_H52,1.9448,9.6253,0.3448,0.4104,0.2036,33.6942,31.8967,4.0785,16.2274,20.1206,101.3424,4.702,37.9676,41.9657,63.5491,67.8599,250.578,44.3347,78.2836,26.0635,11.3154,14.6958,5.5316,1.7693,40.7645,590.5045,53.1769,644.5295,596.8013,147.8559,8.5003,51.0808,7.1352,17.8991,7.9387,24.9471,17.8358,14.5044,6.0305,34.7322,4.8901,11.7018,8.2779,3.651,0.0,403.0758,0.5444,1.1725,174.5845,6.0267,0.0
TWN_H53,0.3893,6.4839,0.1211,0.3847,0.2574,7.4749,13.4811,1.4159,5.7991,3.4802,11.8674,3.6281,12.1091,7.1852,8.7423,20.3043,125.6693,10.1966,22.0334,5.9518,2.6418,7.7452,18.4205,7.6456,23.2076,187.6697,7.9935,1.0711,4.4743,30.9605,105.9595,29.3663,10.3028,55.2327,7.4006,142.3228,27.3262,46.9537,19.7567,127.8285,29.7533,21.2279,10.4136,15.9101,0.0,651.2601,0.1404,0.1399,3.1774,0.0373,0.0
TWN_I,10.5777,1.9549,2.4491,4.2007,6.5763,39.5924,70.753,3.4854,13.9175,15.9811,75.3138,11.3336,80.504,25.3837,39.6702,72.227,452.733,77.199,85.5087,11.5665,10.6999,35.897,5.8103,29.2883,87.3725,1026.7903,14.3139,3.6335,223.4093,25.153,1.3684,45.7006,54.4628,25.9582,41.2595,105.3598,106.7243,236.8757,22.2197,395.0589,229.1975,72.8743,32.2592,703.5084,0.0,16012.5053,3.5496,94.0182,24.2394,0.2743,0.0
TWN_J58T60,3.0897,0.9865,0.7058,0.4579,0.3421,68.3584,20.8712,2.8771,12.3444,4.5682,42.6427,17.9458,22.1095,7.5143,9.613,20.3256,168.6536,15.2838,26.8392,7.3288,18.4909,15.5681,2.8777,2.0696,52.0658,377.7759,15.9846,0.3491,13.8539,8.2192,1.4922,44.6117,1211.6683,342.9139,144.764,87.0753,95.539,712.4825,93.8482,115.7593,193.8218,39.0747,153.6894,255.5601,0.0,1780.9579,4.2369,79.0327,803.5577,-95.5691,0.0
TWN_J61,5.0225,5.0706,1.0258,2.1275,1.8361,28.1504,34.1261,6.8822,36.4104,4.8032,48.3202,4.65,36.4411,26.3403,19.2104,62.108,356.6041,35.764,58.4387,8.401,9.8116,24.8087,10.2314,11.6943,133.2321,656.3199,55.1837,4.1322,29.6269,27.0971,7.1788,105.7623,175.9361,1785.0621,296.7568,270.419,103.5864,255.4301,121.8114,544.8094,98.0288,198.3588,59.7794,167.9515,0.0,6056.1799,1.5308,22.7927,212.2747,-14.6372,0.0
TWN_J62_63,0.8912,0.2168,0.5762,0.0858,0.0625,20.215,13.4004,3.0871,9.7819,12.3915,34.0004,4.0561,16.6992,6.3807,11.9885,11.9702,231.1253,13.0693,14.3391,7.2557,4.071,10.6717,4.5672,6.1561,24.1827,502.6462,13.563,1.7334,74.9371,11.318,5.3355,106.6762,38.8088,39.1113,417.5106,232.3643,173.6972,107.0928,46.6024,139.0085,39.1822,45.7465,16.9646,19.1591,0.0,191.8549,0.5845,19.3275,3992.6404,0.0464,0.0
TWN_K,78.5661,21.6551,5.9632,14.1758,7.0768,212.2468,244.4022,25.2955,192.2126,235.6776,526.7028,38.4373,284.7277,195.5083,518.5584,388.4978,2807.3092,228.6392,343.2405,148.7838,85.6825,81.9678,178.8609,60.9725,371.3595,1939.8316,136.6755,47.4316,161.6011,85.9883,19.1785,257.3338,78.2609,136.4374,97.3815,7408.7337,3175.419,198.2634,142.9119,722.3985,124.0655,209.7832,77.619,74.4934,0.0,20992.2146,11.7373,296.8386,578.1623,4.8024,0.0
TWN_L,0.7675,11.355,0.5448,2.0237,1.4448,81.875,86.8514,5.3805,83.2273,15.3672,86.6163,11.5905,41.6698,42.1772,35.469,139.6743,472.9287,85.9005,117.4482,26.7461,15.2195,44.1785,7.7711,14.5904,284.1888,2906.1275,155.6865,11.3564,33.069,141.8015,21.806,1113.3648,92.8232,98.4565,95.8129,694.986,520.0528,358.2337,134.7914,40.1539,59.0747,281.2248,256.1673,89.7543,0.0,38935.3677,11.8421,111.1779,4767.2982,0.0803,0.0
TWN_M,33.6453,1.9257,11.2656,17.4555,19.523,318.2417,99.7775,10.4447,81.4701,116.2657,294.9848,99.277,161.4608,78.8296,73.0953,111.1301,1467.713,121.1462,138.9601,58.2589,108.4112,65.8857,119.6489,47.456,1019.7069,1847.6423,52.8246,2.5185,37.7981,60.154,6.0614,172.63,264.749,494.1023,121.8367,665.1977,1097.3175,608.5467,153.6303,305.0778,85.2936,139.775,65.9226,152.7697,0.0,417.2129,7.4925,233.7431,3797.487,1.0246,0.0
TWN_N,2.7469,1.1062,14.1397,5.1784,4.2844,85.1565,84.0353,5.2664,47.7121,66.0418,226.7542,9.9616,67.5743,187.1008,172.9576,206.4372,1649.8616,144.0824,159.4252,73.062,63.5909,63.9458,81.0916,48.9579,230.4894,1121.3524,194.6651,46.4909,159.5938,145.3781,53.9299,124.2115,45.334,169.5194,63.7683,323.8834,188.7062,152.9691,187.8522,359.6289,252.8063,139.1038,57.4171,29.758,0.0,1960.4507,3.9064,9.2204,47.2037,0.1298,0.0
TWN_O,32.5281,0.0242,0.9213,2.7966,1.5958,54.35,27.8263,6.6118,23.0107,33.7184,52.0059,12.26,41.5004,26.5506,35.8034,90.207,273.9576,42.1779,84.938,26.9727,10.8682,20.6768,107.8732,30.8519,170.5997,444.8352,110.3559,6.2246,5.3243,29.5103,0.9744,14.4192,22.187,83.2272,14.7643,258.9708,225.1085,41.2665,29.6392,1.3874,53.67,50.6441,40.5136,3.041,0.0,1301.8652,13.8296,39723.6124,36.8923,0.0,0.0
TWN_P,5.2049,0.3164,0.0846,0.0932,0.0475,4.5063,3.034,0.573,1.6875,0.7688,6.5288,1.4088,1.626,2.4417,15.2195,14.3969,45.8736,16.0152,4.1259,1.6522,2.282,4.8299,1.6931,8.5889,23.1488,44.78,1.6164,0.3473,5.2004,1.4408,0.5279,2.1487,9.6057,31.097,13.7712,27.329,9.0681,50.3909,3.8738,202.0823,26.6514,11.5695,2.0905,4.4725,0.0,9656.1388,84.7854,14780.0334,1294.1661,0.0109,0.0
TWN_Q,75.5876,11.6776,0.2451,0.8525,0.3203,173.3226,60.4317,1.241,19.7093,15.1841,78.8177,13.1163,19.0819,8.0966,11.3738,11.2403,144.8135,29.6226,15.3231,4.5123,9.1979,12.3523,9.0793,1.6903,36.8534,69.6846,6.3362,1.0502,6.73,1.7941,0.3998,103.895,24.2894,5.9065,10.4789,19.2689,7.1602,23.2999,5.4585,22.9043,11.9252,54.1823,10.2997,9.6795,0.0,6125.5313,141.0283,14984.3536,369.2111,2.5101,0.0
TWN_R,0.0393,0.0,0.0153,0.0546,0.0663,6.5813,4.9817,0.3014,4.5007,0.2069,4.6761,0.4166,2.9272,1.9534,4.7145,10.2401,21.7728,3.8938,10.3506,2.389,1.5552,18.1195,0.7713,1.596,13.5932,197.5892,2.1021,0.2723,0.4775,3.5297,0.0729,3.3686,144.4002,0.029,2.8758,15.359,84.2106,183.7223,7.4335,71.1219,10.0191,1.7977,209.4741,351.4228,0.0,3644.9795,73.5683,551.9919,0.0,0.3727,0.0
TWN_S,9.5689,4.9603,0.4099,0.7708,0.4244,20.7161,18.0145,2.0726,6.088,7.0291,35.6612,1.4721,27.6812,16.3785,34.6369,74.5164,689.1508,11.2444,35.0322,14.2212,12.2642,48.9547,11.3769,9.6762,29.1145,220.5483,6.8651,0.5942,13.335,21.7886,1.3999,27.221,12.2579,34.0122,10.4877,354.5828,118.9293,79.772,7.8957,264.272,34.1108,75.9105,15.7537,197.4386,0.0,9108.4086,989.0361,2.759,8.5521,0.0828,0.0
TWN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3307.7813,0.0,0.0,0.0,0.0,0.0
