V1,BGR_A01_02,BGR_A03,BGR_B05_06,BGR_B07_08,BGR_B09,BGR_C10T12,BGR_C13T15,BGR_C16,BGR_C17_18,BGR_C19,BGR_C20,BGR_C21,BGR_C22,BGR_C23,BGR_C24,BGR_C25,BGR_C26,BGR_C27,BGR_C28,BGR_C29,BGR_C30,BGR_C31T33,BGR_D,BGR_E,BGR_F,BGR_G,BGR_H49,BGR_H50,BGR_H51,BGR_H52,BGR_H53,BGR_I,BGR_J58T60,BGR_J61,BGR_J62_63,BGR_K,BGR_L,BGR_M,BGR_N,BGR_O,BGR_P,BGR_Q,BGR_R,BGR_S,BGR_T,BGR_HFCE,BGR_NPISH,BGR_GGFC,BGR_GFCF,BGR_INVNT,BGR_DPABR
BGR_C20,74.7093,0.0121,0.1292,3.8897,0.1322,33.8251,8.1796,4.8777,15.5088,65.5305,66.3246,5.7731,19.1056,4.1685,4.5779,10.7893,0.7738,8.9364,2.6811,1.829,1.2887,17.629,3.7225,1.6406,14.4117,34.4716,4.8235,0.0389,12.8579,2.2242,0.3591,2.5822,1.5536,1.0715,2.4803,1.2114,2.7203,5.3079,7.7544,2.872,0.5817,8.0155,1.9782,6.4242,0.0,119.9473,0.0045,17.6874,7.5168,0.9822,0.0
BGR_C21,3.3374,0.0006,0.0147,0.3604,0.0063,1.2177,2.2731,0.7816,1.4236,2.2938,2.0456,2.4469,0.6103,0.6599,0.9227,0.6723,0.2425,1.2484,0.7803,0.1793,0.1447,0.7874,0.2383,0.1441,0.7051,1.838,0.4298,0.0066,0.4258,0.1018,0.0146,0.1599,0.5175,0.0716,0.2822,0.2026,0.1315,1.5924,0.5559,0.2342,0.151,5.5428,0.8073,0.3314,0.0,151.609,0.0082,56.5701,1.9841,1.5108,0.0
BGR_C22,6.7681,0.0926,0.8132,7.496,0.1049,67.7442,4.6551,0.527,8.1172,1.8344,1.7721,1.2811,369.4342,3.9727,33.1319,17.2767,0.8294,19.6224,11.3322,2.1539,2.8068,22.3855,2.4817,11.5248,66.06,69.1575,27.58,0.021,0.3191,4.209,0.3797,2.3448,0.608,0.4403,0.8442,0.8346,2.7637,5.3857,2.7851,27.7345,0.3854,8.6432,1.1344,1.1593,0.0,133.2907,0.0027,0.6805,14.6123,4.6436,0.0
BGR_C23,9.6973,0.0277,0.1224,9.8501,0.1461,23.7281,3.3401,1.1416,1.5073,5.2197,5.0471,1.0574,5.3499,131.0127,4.8252,4.7467,1.4582,5.5913,5.758,1.3408,0.5061,3.3172,4.4294,6.015,289.8478,31.1056,8.4088,0.0579,0.9984,6.0611,0.2659,3.1856,0.3992,0.7639,1.0989,1.1184,12.9949,4.127,5.7981,3.2957,0.6273,3.6759,1.5946,3.6105,0.0,148.1427,0.0025,2.8558,26.4469,2.6532,0.0
BGR_C24,0.3802,0.0182,0.0293,1.47,0.0617,0.5372,0.174,0.1725,6.1144,0.0118,0.0863,0.0211,0.0359,2.6048,440.1944,78.6025,1.2548,89.262,32.6251,15.3795,17.8319,3.9905,0.8739,2.0314,19.355,63.7743,0.3524,0.0011,0.0003,0.6853,0.0122,1.668,0.058,0.1005,0.0085,0.0546,0.2162,3.1986,3.4872,1.4281,0.1217,0.3934,0.0868,0.5926,0.0,0.5441,0.0,0.0,1.7636,6.6515,0.0
BGR_C25,12.5045,0.1006,1.2997,7.5169,0.3879,18.3345,6.8743,1.8469,2.1711,6.3466,5.6007,9.0634,12.2429,4.11,62.6967,354.4293,4.6122,74.8443,208.8535,14.0213,23.5872,38.4373,7.6957,6.1624,128.3317,77.7251,25.0886,0.0589,2.7239,10.0764,0.4192,3.9896,0.6938,1.6876,2.3042,1.7469,9.1278,15.8446,10.0202,3.3071,0.7577,5.9866,2.298,3.3958,0.0,151.2346,0.0085,2.5811,252.9068,7.7844,0.0
BGR_C26,0.3978,0.0015,0.0162,0.1377,0.0175,0.7161,0.2473,0.0638,0.0998,0.294,0.0954,0.0786,0.4057,0.1109,0.8335,2.0658,18.9523,1.5264,2.2822,3.5208,0.1371,8.3398,0.4483,0.1273,2.6894,5.7983,0.5093,0.0134,0.104,0.6754,0.2116,0.6563,0.4484,3.902,18.6322,1.1599,0.8647,3.6453,2.8155,6.3177,0.2407,0.8534,1.4576,1.787,0.0,76.7099,0.0034,2.0869,62.4124,0.968,0.0
BGR_C27,3.1652,0.0066,0.2718,0.9867,0.059,4.6235,1.148,0.3866,0.586,3.4197,0.7749,1.0945,2.4275,0.7834,10.1143,6.0334,1.3033,139.1897,7.255,40.0141,0.3929,11.5433,9.4241,0.571,45.057,13.754,2.5546,0.0189,0.6207,3.0471,0.1541,1.0736,0.3273,0.6369,1.9506,0.4983,9.6583,6.7186,2.0254,3.5495,0.2081,1.6194,1.1255,1.2709,0.0,135.6991,0.0029,2.2709,118.7774,3.4971,0.0
BGR_C28,3.0196,0.0082,0.1023,1.7356,0.1786,4.8105,1.1863,0.215,0.7367,2.8012,0.7924,1.3548,1.3128,8.7848,10.1051,7.8647,2.0648,13.8331,21.0381,3.2631,0.6501,6.1424,3.7055,1.5025,41.6419,18.8279,5.0466,0.0622,1.379,2.9348,0.4638,1.8031,0.5301,1.5536,2.8858,1.4427,4.371,5.962,3.1649,1.4821,0.5153,2.2933,1.2776,0.9628,0.0,38.3015,0.007,12.6481,363.2726,2.1866,0.0
BGR_C29,0.7277,0.0094,0.0213,0.1911,0.0191,0.8052,0.3655,0.1507,0.0976,0.2705,0.1238,0.5943,0.1941,0.1351,0.9988,1.4749,5.49,3.0885,0.8593,38.2575,3.2964,11.4242,0.4593,0.5996,3.0676,38.1557,45.9242,0.0123,1.0036,0.9054,0.3524,1.0611,0.3281,0.9622,4.8975,1.3184,1.9559,2.1898,2.5741,1.9749,0.6541,0.4524,0.9164,0.558,0.0,200.6398,0.0019,4.3597,231.2241,2.2679,0.0
BGR_C30,0.9646,0.0016,0.0634,0.7728,0.0039,0.3021,0.0315,0.0216,0.007,0.0175,0.0146,0.0078,0.0128,0.4125,0.0353,0.0912,0.2204,0.9541,1.2503,0.2348,18.0668,0.1541,0.0301,0.671,1.3118,8.9288,46.96,0.9368,5.7313,0.7073,1.1218,0.2986,0.0347,0.0191,0.1555,0.0942,0.4692,0.4169,2.6846,22.3052,0.0879,0.0261,0.0932,1.1168,0.0,39.5216,0.0,12.4017,14.0739,0.157,0.0
BGR_C31T33,9.9106,0.0403,0.1874,1.1518,0.5343,28.2068,7.4725,2.769,3.0652,34.1399,3.8828,5.6058,8.1993,4.2341,121.4048,10.7159,10.9601,15.9152,9.9952,9.0479,5.4111,122.1212,19.191,3.6401,66.6468,53.4833,11.8407,0.0693,1.4463,6.7013,0.9945,16.0253,1.7587,4.8599,11.8738,13.7343,14.9661,17.1028,9.4593,3.2314,1.9683,11.7751,7.1308,3.6469,0.0,295.9373,0.0061,10.4683,100.4072,0.6151,0.0
BGR_D,25.1969,0.0229,92.2311,78.7631,0.5974,194.2246,54.0418,26.43,39.105,36.3118,119.4664,73.624,40.056,83.3265,269.9384,85.7744,20.6958,31.1211,55.8958,11.7912,3.7342,25.7979,220.4376,92.9866,32.8478,228.6183,97.2125,1.419,1.0992,72.5785,1.4931,90.0318,3.8652,80.7641,15.3109,25.4627,171.2757,12.5883,13.4796,92.0738,2.229,72.1136,18.1193,11.1099,0.0,1252.3965,0.0042,5.7856,20.8382,0.4763,0.0
BGR_E,20.5359,0.0552,0.3624,5.9348,0.0885,43.3794,7.7024,16.6122,59.7786,2.1449,8.4543,2.7001,3.1148,12.0987,38.5423,6.2335,1.1311,7.8804,3.7953,1.4047,0.9207,4.1723,15.2755,50.2705,12.2313,43.2471,7.8603,0.2411,0.5117,4.3548,0.5478,32.2761,0.293,2.2706,1.2062,2.0703,14.7061,5.9566,7.0763,16.9312,0.8131,9.3519,3.7675,22.2193,0.0,388.2995,0.0005,44.6521,5.2726,0.1175,0.0
BGR_F,44.9925,0.4692,1.9405,17.2575,0.3166,44.9228,10.2544,4.7389,4.8823,11.2469,7.0873,13.2206,8.2866,28.7826,90.454,34.8594,9.6688,23.1143,31.7465,11.2528,9.8621,21.1092,38.8283,34.5657,691.3583,197.5644,28.2747,0.2115,3.3082,64.4074,2.9678,50.1049,12.3789,18.9494,13.4983,47.1438,357.1444,51.543,78.3318,41.9881,37.7558,119.2229,36.7478,5.203,0.0,156.3333,0.0598,25.2807,4214.2626,1.2135,0.0
BGR_G,289.932,0.4896,7.7384,37.7061,1.1097,672.8252,172.5373,35.7568,68.921,148.4367,75.5248,27.6236,118.7737,70.8758,176.4232,161.4134,33.4014,82.0499,120.2618,143.7887,25.0149,100.1625,134.9348,30.6801,261.8314,697.6653,387.3057,2.4126,29.5336,53.6587,8.7368,97.7899,15.3126,27.8469,45.0961,61.1566,74.3154,125.2011,108.397,49.0394,12.192,43.5384,35.427,45.8926,0.0,2079.1103,0.8641,76.3772,364.875,24.2194,0.0
BGR_H49,63.564,0.3387,2.1634,29.9286,0.584,131.7169,16.7224,15.0631,10.3175,47.6386,14.4482,21.8431,12.2081,21.0041,108.4847,42.427,12.2371,36.9636,53.2944,33.9512,7.172,21.4562,153.8719,14.9307,449.1083,365.7529,212.1655,1.1974,7.5116,217.5228,5.9927,20.2279,7.51,13.6472,13.6017,13.1584,17.0445,34.4959,84.7425,32.7934,9.8233,29.6961,19.1228,7.8746,0.0,1086.9315,0.0173,124.7619,41.7594,19.0567,0.0
BGR_H50,1.7496,0.0121,0.0948,0.3127,0.0062,2.6423,1.0992,0.1829,0.532,5.0528,1.0419,0.2343,0.967,1.315,2.5706,0.7902,0.1762,0.6929,0.5941,0.4103,0.1608,0.5898,4.3479,0.156,2.6078,2.4645,2.1434,0.039,0.1933,0.2989,0.0967,0.505,0.1007,0.1022,0.315,0.1379,0.2822,0.7766,0.4293,0.2907,0.1007,0.2766,0.3275,0.1582,0.0,9.4058,0.0023,0.7136,3.3697,24.7199,0.0
BGR_H51,0.8777,0.0046,0.0507,0.2445,0.0181,1.7723,0.5383,0.1381,0.312,2.6458,0.741,0.1218,0.532,0.6692,1.4284,0.6075,0.0827,0.3878,0.4645,0.2849,0.1498,0.3457,2.1154,0.0914,1.9299,1.7363,1.1931,0.0079,0.3028,0.401,0.0325,0.7228,0.0747,0.1019,0.1419,0.1617,0.1625,0.184,1.3846,0.7167,0.0439,0.1965,0.1128,0.1179,0.0,73.2935,0.0003,1.4968,1.7215,9.3949,0.0
BGR_H52,26.4833,0.4856,5.1101,16.2141,0.2826,32.5895,3.9592,2.1464,2.2463,10.6763,3.4735,2.1448,2.6556,6.2112,25.5523,6.938,1.1688,4.5784,6.0329,3.1496,0.9858,3.8225,31.1004,5.3458,73.7322,205.8323,302.1296,9.4399,17.0873,121.0676,42.3046,7.7682,3.9288,13.9776,2.9014,3.7003,2.0398,7.0856,10.1388,4.9421,1.4662,4.4592,7.3533,2.8786,0.0,204.0893,0.0218,124.0288,8.4745,10.4741,0.0
BGR_H53,1.5657,0.0175,0.1106,0.5854,0.0306,2.104,0.5109,0.2778,0.5366,2.1484,0.186,0.4055,0.1962,0.365,1.9865,1.3584,0.31,0.6572,1.1766,0.5192,0.4025,1.0251,3.4357,0.5689,20.3208,40.9102,13.1744,0.2285,2.7477,14.8999,24.6933,4.6231,4.4081,13.3332,2.3238,16.6678,1.1206,7.6062,7.8914,15.1923,3.0555,1.5904,10.3072,1.2581,0.0,146.1281,0.0128,9.343,0.3396,0.1552,0.0
BGR_I,0.6568,0.0179,0.0613,0.4084,0.0889,3.4521,0.3154,0.1115,0.187,0.2695,0.0931,0.2026,0.068,0.179,1.1782,0.7382,0.3742,0.7372,0.9114,0.4508,0.2704,1.6027,3.6126,0.1884,2.1045,15.9651,8.9096,0.0695,3.0804,7.4765,0.033,5.6265,0.622,0.2356,1.0835,1.0308,5.1905,4.5988,15.0857,4.7781,2.9634,1.5892,2.2508,1.3442,0.0,739.5378,0.0,27.8397,0.0,0.0007,0.0
BGR_J58T60,1.4315,0.0158,0.0163,0.1404,0.0154,2.791,0.7336,0.3619,2.3243,0.2809,0.155,0.3337,0.1799,0.4366,0.5471,0.4806,0.985,1.5563,0.8735,0.8368,0.1346,1.9348,3.186,0.8519,20.2428,35.7624,1.1548,0.0657,2.3903,17.8783,4.3011,10.6589,55.4006,24.5237,13.4953,10.8247,1.326,50.1714,11.3753,2.2683,17.6924,5.1536,17.2712,5.9012,0.0,215.4365,1.4555,49.0311,32.5334,0.2156,0.0
BGR_J61,4.5262,0.0302,0.1151,1.0765,0.1014,8.6391,2.5814,0.8937,1.2841,1.6205,0.8408,1.4032,1.138,1.2704,6.2443,5.0007,4.9915,2.8,4.5904,1.6982,0.2785,4.8882,14.2335,1.8745,37.6156,56.0289,16.6672,0.1395,4.9859,31.0463,8.737,12.3957,22.4057,167.6047,29.2473,28.4096,8.7092,24.848,23.8475,6.973,9.5981,12.0606,25.8304,9.1149,0.0,884.5631,0.0063,8.8577,13.9489,0.5351,0.0
BGR_J62_63,12.3942,0.0063,0.0631,1.0114,0.1464,6.927,1.6596,0.3218,1.0999,2.0416,1.3704,2.7667,1.2536,3.1143,4.0622,10.262,25.4281,15.7458,27.1754,10.4003,1.4548,27.1176,21.8856,5.0107,28.8076,161.4462,11.8704,0.0333,12.1031,104.2605,44.802,16.8574,24.4139,119.3662,222.3476,120.2208,13.0545,196.2243,55.2026,39.1107,27.0003,29.2859,37.6496,7.4899,0.0,42.7336,1.0201,4.6168,330.8512,2.866,0.0
BGR_K,134.4252,1.3029,4.0704,39.2572,0.5874,103.0222,56.6138,9.6708,17.4391,26.6834,19.9426,12.0407,23.4038,19.0049,79.8722,42.7582,11.5254,31.2356,33.5787,31.3923,6.7655,35.6234,77.2299,14.9988,354.8928,447.439,227.6722,6.8521,25.743,120.2689,10.9848,62.3716,15.3468,43.9116,52.6781,516.6228,475.4524,85.5118,73.6575,42.0701,41.9621,54.5306,44.6651,17.3312,0.0,614.2879,0.0717,2.6185,4.0633,0.0557,0.0
BGR_L,16.4438,0.0305,0.0738,4.6284,0.351,8.3305,11.1028,0.7614,0.5902,0.872,0.4434,0.8686,0.5995,1.3018,9.7639,4.4383,0.8097,2.2454,3.8431,1.4642,0.564,5.0669,12.8924,8.9152,110.7519,288.0055,23.1031,1.1472,5.1391,92.312,5.7679,34.7396,11.8824,97.1985,174.1973,37.9301,102.3958,80.7523,94.5362,29.5333,13.5466,26.3986,62.3854,29.9598,0.0,4443.0398,1.0296,22.7678,68.4932,0.1591,0.0
BGR_M,124.7025,0.0556,0.1767,4.6523,1.2756,85.4686,16.3976,1.9052,6.8587,3.1423,3.3532,19.3116,1.9642,2.9712,19.7921,13.2627,6.1418,17.939,16.363,10.9066,2.3827,13.7592,9.9447,8.5345,223.7438,229.948,33.9708,0.523,8.8862,45.8824,10.1155,29.783,19.0859,33.5715,130.8297,70.9414,42.5777,601.193,85.6739,30.8007,35.4152,102.6054,88.4252,22.4327,0.0,273.9587,2.2843,76.6963,202.9713,1.5692,0.0
BGR_N,45.619,0.4616,0.1184,1.5647,0.9011,15.2165,4.3549,0.9921,2.1476,2.8592,1.5458,2.3488,1.0898,2.3102,9.7966,6.6109,4.3418,6.3134,8.6875,5.3662,1.2917,5.7525,6.4837,6.8317,139.0361,175.4241,46.2656,0.468,9.9611,46.1421,4.0626,24.0788,11.8352,18.2431,42.4191,42.8741,52.1131,98.9992,204.9647,33.7177,9.0961,32.6416,39.3989,11.7688,0.0,493.1413,1.225,277.1838,54.4686,1.0263,0.0
BGR_O,3.1821,0.0148,0.0186,0.1859,0.0357,1.953,0.0817,0.092,0.3024,0.1518,0.1107,0.9994,0.0661,0.1086,0.7031,0.2964,0.1297,0.1583,0.2902,0.0941,0.0185,0.2969,1.5072,0.6121,41.2812,71.4018,5.5459,0.191,4.7829,11.8288,0.3239,0.6034,1.936,2.4572,2.8655,11.136,4.9077,6.6164,12.7757,44.5784,18.4011,20.5619,11.3989,3.2462,0.0,160.3266,4.4151,3384.3797,17.713,0.0263,0.0
BGR_P,1.2415,0.0022,0.0032,0.0377,0.02,1.9593,0.121,0.0366,0.68,0.3413,0.0413,0.3625,0.0383,0.094,0.6614,0.1819,0.2162,0.2382,0.254,0.2784,0.0503,0.4385,0.5566,0.2786,4.7981,6.2163,20.0153,0.0092,3.1012,2.2861,0.418,3.6087,11.036,2.7686,6.3125,12.1251,10.9676,9.9236,16.1283,34.8168,67.2495,39.0596,21.6859,1.6955,0.0,243.1078,36.1281,1376.6687,24.9724,0.0223,0.0
BGR_Q,1.6553,0.0004,0.0297,0.354,0.0154,11.0308,0.6498,0.0382,0.7338,0.6534,0.8315,13.7066,0.6359,0.5278,1.1243,0.9682,0.2318,0.2558,0.3731,0.0557,0.0193,2.6334,7.1972,0.1536,0.9042,6.201,13.6873,0.0039,20.6293,9.2266,0.0389,1.3739,1.3908,0.2763,2.1879,47.6149,4.1391,7.754,12.3075,131.8633,14.177,85.168,37.6883,0.8351,0.0,602.5823,8.334,1791.9573,0.3072,0.0072,0.0
BGR_R,0.8909,0.0077,0.0172,0.2544,0.0173,7.584,1.6298,0.1238,0.7914,0.3728,0.1757,0.8107,0.1414,0.2558,1.1467,1.0291,0.9428,0.8508,0.8413,0.4691,0.1365,1.4093,1.3732,0.4086,4.4637,7.1978,1.9953,0.0299,0.9844,3.2608,1.0208,41.5906,15.9846,4.6906,9.5468,3.2306,20.8126,23.7542,5.7251,5.4622,16.5912,51.9452,517.0181,48.8653,0.0,482.9313,69.8663,209.045,5.3553,0.6219,0.0
BGR_S,4.142,0.008,0.233,2.703,0.061,4.9893,2.4478,0.3438,0.3911,0.8973,0.7842,0.9643,0.2983,1.3776,7.356,1.6892,1.6364,1.5454,1.7071,0.498,0.3341,1.4273,1.4571,2.7125,5.9551,38.9289,21.2926,0.024,5.2418,17.4957,1.9284,55.9822,0.6607,6.973,8.6318,18.6605,9.9196,10.741,10.8,2.7793,10.0256,73.9159,48.7275,68.3638,0.0,221.031,187.0662,25.6359,13.1502,0.0632,0.0
BGR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.9477,0.0,0.0,0.0,0.0,0.0
