V1,HRV_A01_02,HRV_A03,HRV_B05_06,HRV_B07_08,HRV_B09,HRV_C10T12,HRV_C13T15,HRV_C16,HRV_C17_18,HRV_C19,HRV_C20,HRV_C21,HRV_C22,HRV_C23,HRV_C24,HRV_C25,HRV_C26,HRV_C27,HRV_C28,HRV_C29,HRV_C30,HRV_C31T33,HRV_D,HRV_E,HRV_F,HRV_G,HRV_H49,HRV_H50,HRV_H51,HRV_H52,HRV_H53,HRV_I,HRV_J58T60,HRV_J61,HRV_J62_63,HRV_K,HRV_L,HRV_M,HRV_N,HRV_O,HRV_P,HRV_Q,HRV_R,HRV_S,HRV_T,HRV_HFCE,HRV_NPISH,HRV_GGFC,HRV_GFCF,HRV_INVNT,HRV_DPABR
HRV_C20,59.9386,0.4873,0.0637,0.6491,0.096,40.2403,25.3939,4.3861,11.2909,24.7816,57.4913,18.1611,20.139,9.9954,0.7128,6.1851,2.0154,5.2801,1.7062,0.4184,0.8341,1.8912,1.4477,1.4824,23.2346,9.9822,1.8962,1.3236,0.0717,1.7992,0.0863,7.3385,0.6301,0.2784,0.7141,1.7715,19.311,5.9608,4.4687,2.7099,3.0063,5.2527,1.9592,3.3661,0.0,124.6335,1.5671,4.2187,8.5923,12.3627,0.0
HRV_C21,10.1388,0.7495,0.0503,0.2941,0.0515,6.3207,6.0301,0.735,2.4911,4.2908,11.3053,22.7653,3.5943,1.7566,0.1836,1.0071,0.6364,5.9114,0.6851,0.3253,2.0294,0.6552,0.5823,0.3304,2.9948,16.8532,5.1201,0.2072,0.005,0.2979,0.0173,0.9304,0.0662,0.1499,5.5603,0.094,3.6986,6.1977,2.6329,0.8062,1.8293,67.926,0.7047,0.9912,0.0,125.5424,0.9038,230.9994,72.8359,12.2291,0.0
HRV_C22,14.6133,5.7511,0.0728,0.4684,0.1328,66.092,11.2285,6.9338,9.0292,3.2785,6.9948,7.9772,48.2079,40.7293,0.619,11.4318,1.8554,12.5988,9.1773,2.4312,7.9162,6.2733,4.0955,3.7833,53.156,25.3716,13.4706,0.8586,0.1541,4.0768,0.5756,6.7451,1.099,0.7208,2.7647,35.3909,8.2684,12.2322,3.4947,10.3402,1.5048,6.022,2.1291,2.5965,0.0,73.6016,1.0738,10.5856,78.946,12.5773,0.0
HRV_C23,5.7513,13.0429,1.1211,5.5002,2.9189,36.2153,3.9987,5.4605,1.3739,0.6707,2.6107,9.0149,5.3333,42.2523,0.7887,10.3593,1.3828,10.3542,2.8556,0.9073,3.5861,3.989,2.2384,8.1848,407.8912,24.4371,2.1137,0.4069,0.0876,6.6069,0.027,11.5958,0.2473,0.1534,0.493,0.9205,3.3391,19.8997,1.1963,13.0207,0.9115,5.6586,4.2084,22.1583,0.0,73.4813,0.2388,2.0205,16.9554,20.257,0.0
HRV_C24,0.0168,0.0,0.0261,0.0235,0.0362,0.2151,0.0,0.1499,0.2028,0.0,0.2015,0.1769,15.5634,0.8769,14.2988,52.8993,0.1834,11.2282,8.1061,0.5654,1.8034,11.1471,0.2616,12.1515,29.8959,1.0538,1.4351,0.0895,0.0,0.8067,0.0,0.1586,0.0742,0.0,0.0,0.0,3.9885,3.3584,0.0224,0.0008,0.0598,0.015,0.0524,0.0279,0.0,0.0718,0.0,0.0,0.0,1.5504,0.0
HRV_C25,13.7912,1.4431,0.3119,0.3739,0.2756,53.3882,6.3699,3.9131,13.738,3.5753,3.2031,4.4993,3.5286,8.3624,2.8863,101.7775,3.3253,33.668,31.0613,8.3695,26.5218,20.2754,10.3618,4.592,105.4351,90.9149,25.115,9.6842,2.3751,9.8872,0.5093,16.6737,9.9674,12.5069,13.6604,48.7472,7.7719,33.012,12.5005,20.8311,3.8236,9.9815,9.2509,9.1074,0.0,138.1847,6.2051,6.4874,288.9552,27.8856,0.0
HRV_C26,8.2247,0.9899,0.1268,0.2134,0.2221,12.0018,3.1424,1.311,2.3329,3.1548,1.7425,1.8296,1.7891,3.0619,0.4567,4.455,11.0526,8.8087,5.0192,0.5516,3.0344,11.2594,8.336,2.1386,14.1473,13.7669,9.9799,2.121,2.69,2.7951,0.1225,9.5868,1.493,8.8401,7.3807,3.058,2.4468,10.0914,2.9708,9.5635,2.3189,7.942,2.1888,3.8421,0.0,85.2181,5.1758,15.9201,79.0222,7.2453,0.0
HRV_C27,3.0227,0.3319,0.0405,0.0757,0.0763,4.9149,1.1578,0.5471,1.0319,1.0162,0.5969,0.6277,1.0086,1.8239,0.2072,3.4226,10.6296,37.6968,20.9312,1.9262,7.0841,19.1348,9.1454,1.5601,36.5268,31.65,6.0582,25.6459,0.6529,4.7782,0.0845,4.0161,0.7933,3.2805,4.6332,1.6486,5.0102,6.3347,3.8655,5.1962,0.8701,2.7566,1.196,2.7104,0.0,106.066,4.8619,7.756,215.9866,16.9194,0.0
HRV_C28,7.1489,1.1309,0.2002,0.4079,0.3841,15.8809,3.0624,1.6398,2.3014,3.8548,1.7943,1.6551,1.7993,2.6383,0.7028,10.8059,1.2563,5.9208,11.2164,2.4801,5.172,5.4525,5.0019,1.3655,23.5742,28.9669,12.2346,3.2612,0.6442,7.4633,1.1792,7.9449,2.2296,2.8577,2.3607,10.6757,1.5901,8.3123,5.8542,7.5695,1.5212,3.5254,2.2991,1.8315,0.0,132.9001,3.5033,33.6896,183.1141,10.3351,0.0
HRV_C29,1.6467,0.342,0.0167,0.0353,0.0139,3.8977,0.5934,0.1701,0.4232,0.1256,0.267,0.4471,2.5867,2.2295,0.0379,0.7049,0.1082,1.1848,3.4385,3.9109,1.9508,0.8483,0.2387,1.2446,4.5298,7.0063,9.492,0.4829,0.0232,0.99,0.0668,0.9193,0.2691,0.2674,0.3333,3.3962,0.5037,1.7355,2.108,0.8616,0.0852,0.2406,0.2798,0.1803,0.0,42.5114,0.7311,0.4398,57.0745,4.1087,0.0
HRV_C30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,1.0379,0.0,0.024,19.2472,3.6819,0.0,0.0239,0.2088,44.5658,0.0281,0.0539,0.9857,0.0232,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.5232,0.0706,22.7055,0.0,0.0,4.3985,0.0,0.0,16.6267,0.0,0.0,348.242,-127.4318,0.0
HRV_C31T33,15.0617,1.5406,0.2659,0.4281,0.4032,25.37,8.3705,26.6028,5.1193,5.6223,3.4451,3.4829,3.5034,5.0646,1.2918,10.9664,3.4723,8.4907,5.811,0.7489,3.606,17.6434,15.8503,3.2661,35.8247,31.257,16.4994,2.8333,4.5377,8.9262,0.1605,18.1914,2.7252,13.8331,2.7397,6.036,8.2082,13.7588,3.4403,15.131,3.5063,70.0751,5.8825,3.2828,0.0,195.2011,3.6097,14.9216,118.0719,12.4093,0.0
HRV_D,21.9777,9.0094,0.8133,4.5354,0.3678,71.9181,17.833,9.0479,26.7883,3.9507,30.7266,15.449,6.3395,30.1388,4.7019,9.2911,0.9398,6.9596,4.8837,0.7288,1.7807,4.7452,385.7542,13.3494,28.7775,506.6558,20.2883,11.4351,2.7727,73.7637,1.06,93.8661,18.2846,43.6254,16.7805,28.2428,72.8027,90.9641,86.0119,181.4921,62.7846,77.1085,53.1337,20.5263,0.0,1405.4169,8.7523,22.7779,1.8072,-468.6042,0.0
HRV_E,15.55,4.7206,0.1703,0.4604,0.2753,12.2416,4.3017,1.8417,7.882,3.1904,5.4803,2.3904,5.769,3.3835,1.5576,2.7325,1.272,1.8253,1.4289,0.278,1.0621,1.7283,16.0326,32.1361,14.3166,105.5299,27.4159,1.0755,0.6562,8.7925,0.986,32.0246,1.5582,0.9907,1.9095,2.5111,56.4761,24.064,6.7388,23.1163,6.852,24.0878,15.639,11.9221,0.0,443.6882,34.1768,28.6412,14.8505,3.6055,0.0
HRV_F,8.7021,2.1143,0.959,5.1374,2.0851,48.6272,9.1559,7.3874,7.3751,22.2129,6.7921,6.9835,5.525,20.3829,1.3838,15.7751,1.6317,8.9697,8.4345,0.9159,3.3514,16.0664,30.3169,26.084,792.1754,60.7725,63.6992,2.7428,9.1281,114.2265,0.6623,17.3658,1.762,4.0363,5.1518,22.5562,97.0311,364.4955,8.3431,37.7725,13.4262,19.5644,18.144,12.262,0.0,277.8653,12.8584,12.7306,3778.2763,3.6062,0.0
HRV_G,139.9104,18.6321,2.9141,12.0717,7.9531,308.3689,87.0146,73.63,61.8464,47.6028,38.5529,35.3364,45.3874,76.2197,10.4331,94.0386,45.9232,63.1641,47.2,20.3381,39.3049,73.5419,118.3439,37.3812,551.3821,275.5435,105.9671,23.0362,9.861,60.3704,3.5231,193.8377,23.4881,25.7296,34.5218,95.8619,59.2432,170.0885,66.1814,315.4175,24.8309,194.7421,42.2151,47.2389,0.0,1874.0876,39.6435,319.0856,1104.6413,161.7508,0.0
HRV_H49,13.5831,4.5135,0.6204,1.754,1.7302,48.6033,9.009,6.1291,8.833,18.0226,6.966,4.5112,6.8603,8.3435,2.2556,13.6356,2.8401,6.5612,5.5683,1.4777,3.9171,5.9289,16.0477,5.5417,44.5535,88.6014,56.8988,2.0578,1.1864,36.8644,6.8294,16.569,3.7787,2.1376,3.0388,8.7728,6.4508,19.2961,27.7457,27.3726,5.325,11.1011,5.1871,5.907,0.0,507.7267,11.5226,185.9603,33.6552,0.2682,0.0
HRV_H50,3.6699,0.2992,0.0655,0.1364,0.2461,7.2276,2.0947,0.7972,1.2375,2.6703,0.9978,0.8646,1.2931,1.4444,0.3349,2.4335,2.0352,1.449,1.0545,0.2914,0.8951,1.5706,3.5938,0.7187,7.5963,5.4255,1.0314,0.5091,1.0052,0.6804,0.0498,5.4526,0.5389,0.32,2.0138,4.2743,1.0688,3.2437,1.4114,4.0552,0.6176,3.004,0.8132,0.7928,0.0,35.6411,0.8345,7.0204,20.3088,18.2544,0.0
HRV_H51,0.615,0.0501,0.0191,0.0259,0.1122,0.0871,0.1208,0.038,0.0723,1.0411,0.0679,0.0136,0.1709,0.0336,0.0629,0.1403,0.0978,0.1351,0.0301,0.0758,0.0296,0.0702,0.1948,0.1257,0.9103,0.1434,0.2536,0.0309,0.0064,0.0078,0.0048,0.5862,0.0425,0.0132,0.0078,0.0251,0.2404,0.1635,0.0953,0.0959,0.0077,0.4483,0.0632,0.0894,0.0,0.0119,0.0077,1.7339,2.5718,10.9584,0.0
HRV_H52,6.2715,0.6327,0.1841,0.5525,0.3377,16.2243,3.4165,3.6473,3.5072,3.8933,2.1063,1.6524,1.8818,4.5102,0.5374,4.1766,3.5974,2.5036,2.7301,3.5486,2.1013,5.1119,10.3824,3.7555,56.4125,48.7889,173.2867,1.5057,29.5303,26.0552,0.9502,7.3354,1.349,2.3866,5.8959,17.4744,7.8546,28.2335,14.0986,11.8091,1.4243,4.1553,2.7658,2.8468,0.0,155.6065,8.1022,92.4955,245.7218,6.2134,0.0
HRV_H53,2.9764,0.2639,0.0547,0.0918,0.1197,6.5732,1.7846,0.694,1.1884,1.1248,0.7535,0.7703,0.9134,1.2362,0.2287,1.9178,1.0485,1.0943,0.9542,0.1602,0.7725,1.3163,3.0832,0.9067,8.8681,12.234,1.672,0.625,0.3589,4.9521,0.1413,4.7228,0.8488,9.4347,2.3898,42.9144,0.8634,6.8901,3.1809,8.5226,0.9132,3.1228,2.0521,2.5059,0.0,65.3327,0.451,3.7524,12.0674,2.6035,0.0
HRV_I,0.1447,0.1933,0.051,0.0484,0.0307,8.318,1.0327,0.2695,0.2863,0.2444,0.613,0.9149,0.2036,0.7031,0.0599,1.052,0.1792,0.4023,1.0274,0.0354,0.5767,0.8691,2.7423,0.6758,7.878,26.2465,1.8422,0.0013,2.0451,1.685,0.2278,4.4246,0.428,0.8647,3.939,0.4579,1.1,8.3574,77.9352,36.8437,3.8563,1.6372,4.052,10.1151,0.0,1254.1365,0.0318,17.7345,0.2528,0.0,0.0
HRV_J58T60,1.2662,0.0924,0.0946,0.1078,0.0826,24.7197,5.2295,0.9907,38.5591,2.3405,2.8483,5.2589,0.8839,2.2934,0.1428,2.2169,0.8643,1.82,1.6681,0.1801,2.1724,2.8058,5.7238,0.6754,4.3309,32.0257,1.3613,0.1593,0.042,0.5982,0.0209,2.8119,93.742,4.1902,11.7552,0.7093,0.3132,15.3139,0.868,7.2404,1.5704,1.0433,22.7358,0.4347,0.0,187.7379,1.1069,126.0054,108.7479,1.0699,0.0
HRV_J61,1.1277,0.239,0.102,0.0408,0.0907,4.8141,1.2602,0.3104,0.9801,0.4554,0.4657,0.7149,0.3451,0.8659,0.0707,1.1149,0.145,0.3366,0.9645,0.047,0.5282,0.849,2.7741,1.2683,14.9205,69.9128,10.5761,0.1304,1.2052,11.8649,2.3387,6.1267,4.4728,272.4112,16.3569,34.0004,3.9095,29.0636,25.6813,35.174,10.2295,6.3749,12.9646,8.9394,0.0,782.0389,0.2544,10.2248,9.8622,0.4349,0.0
HRV_J62_63,8.688,0.9436,0.1283,0.2992,0.3247,18.1999,5.0926,2.1173,3.3112,3.7371,2.3934,2.4526,2.7486,3.7768,0.6953,5.5977,16.3306,4.1513,2.5856,0.6553,2.2789,3.9345,8.996,2.2755,37.2818,25.9011,6.3552,1.4827,14.7465,5.0599,0.1976,14.1486,2.0733,0.8779,22.6529,46.9417,5.8482,22.4991,10.0225,14.0676,2.3273,7.3909,2.867,2.3716,0.0,131.3227,5.5469,23.1929,221.418,8.5985,0.0
HRV_K,35.8186,22.641,0.9602,6.4483,0.6533,270.4011,60.3374,24.5912,38.2918,113.4565,34.4288,54.0407,17.4295,53.8878,5.8166,59.0467,11.4221,32.9117,47.1695,4.4408,38.2612,44.945,175.8923,30.8299,128.7965,204.6817,29.2812,21.2103,16.0203,50.9149,5.5871,36.5438,3.2415,16.9988,15.9654,222.7261,45.9805,53.3364,53.073,421.6399,15.0896,11.6207,15.5108,20.2698,0.0,889.6224,26.1582,126.1371,58.7141,0.6171,0.0
HRV_L,9.1203,2.8294,0.2662,0.902,0.278,22.4479,5.389,2.5379,6.6123,2.6832,6.06,3.7879,2.7811,6.8483,1.2397,4.3989,1.0396,2.6292,2.3185,0.3921,1.3072,2.6774,65.2418,8.7886,26.9108,165.0853,22.2663,2.7378,2.7674,17.9035,1.4891,26.5204,3.996,12.5735,5.1793,9.8782,35.5056,36.5848,21.8023,44.724,12.4591,19.9771,15.0785,7.5879,0.0,3981.2333,10.6217,33.4146,39.2836,-69.834,0.0
HRV_M,55.8756,16.0894,1.6733,1.2444,2.1262,131.4952,22.699,8.1235,14.5877,18.2117,13.4958,17.8326,9.4269,18.1554,2.2258,23.1477,7.4982,19.4849,23.368,2.5934,10.7128,25.1386,39.4533,24.7693,146.5345,504.2849,47.0348,6.6986,10.3614,29.8158,7.8796,98.733,84.2912,67.6615,33.6382,207.8379,38.684,462.4811,57.8481,62.244,32.5955,26.5346,54.2938,51.8003,0.0,289.9957,6.6695,305.486,270.2343,21.1161,0.0
HRV_N,15.7811,3.9985,0.2911,0.3164,0.4621,29.5373,5.5302,3.3807,5.5342,3.7882,3.0448,3.2,3.0516,4.5552,0.9001,7.1996,2.6163,4.492,15.0292,0.593,3.1784,7.3548,13.378,8.4838,47.225,83.1281,35.6051,3.2167,6.4567,17.0323,1.3488,27.0607,10.1978,6.2647,13.9475,63.0643,14.4326,52.1405,272.3432,24.3563,29.3903,13.3555,30.7043,46.6249,0.0,565.7465,29.2805,46.7218,59.3374,7.3982,0.0
HRV_O,5.8881,0.1132,0.0705,0.1242,0.0761,6.6334,1.3119,0.2819,3.6043,0.6544,0.5471,0.8878,0.2383,1.0596,0.0511,0.8508,0.1935,0.4338,0.8788,0.0461,1.2101,0.7035,1.8398,2.4372,43.337,64.405,2.9911,0.0998,0.791,6.4665,0.9454,11.3994,26.1696,17.7601,3.0495,32.688,16.6668,40.6257,6.8122,19.9346,8.325,6.5566,27.1015,14.791,0.0,209.0016,8.4045,3942.9082,21.7908,0.0516,0.0
HRV_P,15.0116,0.3555,0.139,0.1257,0.0841,2.8155,0.6666,0.8391,0.9161,0.6251,0.9364,1.499,0.2517,0.5449,0.0916,0.6636,0.2998,2.2602,0.8975,0.1401,0.6293,1.6809,3.7293,1.2744,2.9292,101.1672,4.0744,0.0382,3.2548,1.4851,0.1385,14.5824,0.6464,3.7453,12.14,3.1683,1.102,32.2754,3.4332,96.3601,102.4374,4.991,3.1652,2.1764,0.0,260.978,0.1618,1770.7317,28.1601,0.2249,0.0
HRV_Q,27.1851,0.2054,0.0338,0.0668,0.0726,4.823,1.1361,2.6032,2.1413,0.7327,0.5327,0.5208,0.6011,0.7626,0.1473,1.2045,0.6195,0.7956,0.5491,0.1224,0.5123,4.1275,1.8264,0.4816,4.6744,8.6632,1.7224,1.0235,0.0895,0.5999,0.0504,10.1543,4.9838,1.4393,0.8697,4.2664,1.2287,3.2055,2.3675,8.6161,5.7243,33.933,10.5008,38.2928,0.0,865.8084,18.5224,2191.5662,9.8385,1.9218,0.0
HRV_R,2.8273,6.4943,0.0478,0.0901,0.0989,9.4556,2.1112,0.7743,8.1409,1.1235,1.0762,1.4558,0.851,1.2933,0.2066,1.8182,0.8826,1.1927,37.3721,0.1769,0.9694,1.5736,3.1049,0.5864,7.4345,11.2433,1.5735,0.4513,0.2403,1.8772,0.2015,35.1905,6.9473,5.2546,3.2157,1.5141,0.8374,5.6613,1.9294,5.3143,5.0785,6.4545,69.9074,24.8638,0.0,654.4723,72.7021,206.2033,29.5796,2.3444,0.0
HRV_S,4.456,2.5505,0.1271,0.117,0.1339,16.0133,6.7391,0.7818,17.3872,1.3199,1.7236,2.7756,0.8066,1.9624,0.1743,2.0475,2.0107,1.8791,19.5912,0.2341,1.6734,3.0925,4.072,2.2191,8.8403,63.9563,5.58,0.6083,0.7774,4.732,0.4641,34.5851,17.7231,73.7293,21.1221,13.5472,6.8913,19.5404,24.3584,47.69,10.5484,7.8254,17.6636,29.5689,0.0,405.7204,103.4581,29.1883,56.8643,1.5411,0.0
HRV_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5719,0.0,0.0,0.0,0.0,0.0
