V1,NLD_A01_02,NLD_A03,NLD_B05_06,NLD_B07_08,NLD_B09,NLD_C10T12,NLD_C13T15,NLD_C16,NLD_C17_18,NLD_C19,NLD_C20,NLD_C21,NLD_C22,NLD_C23,NLD_C24,NLD_C25,NLD_C26,NLD_C27,NLD_C28,NLD_C29,NLD_C30,NLD_C31T33,NLD_D,NLD_E,NLD_F,NLD_G,NLD_H49,NLD_H50,NLD_H51,NLD_H52,NLD_H53,NLD_I,NLD_J58T60,NLD_J61,NLD_J62_63,NLD_K,NLD_L,NLD_M,NLD_N,NLD_O,NLD_P,NLD_Q,NLD_R,NLD_S,NLD_T,NLD_HFCE,NLD_NPISH,NLD_GGFC,NLD_GFCF,NLD_INVNT,NLD_DPABR
NLD_C21,27.6249,0.069,0.2565,0.1058,0.3848,58.6628,2.5907,1.3373,4.1116,3.2267,62.6298,452.9708,8.2905,2.3808,1.3941,5.3541,32.5692,1.8996,14.2395,2.5601,2.2491,7.5808,1.52,1.7173,23.5359,35.4912,2.3836,0.7924,0.5807,1.6451,0.3606,3.9513,3.4604,3.0655,4.9212,3.4001,3.1437,104.9876,6.2574,53.7585,8.7168,693.2797,1.1638,1.6637,0.0,553.2579,0.1009,1770.5182,162.5437,36.5038,0.0
NLD_C22,54.7991,0.1315,3.2204,0.3101,1.0206,234.9213,12.2877,54.7638,75.0126,10.1839,165.3932,31.6237,293.8696,80.7285,18.7335,110.1775,31.2713,52.6413,139.8555,145.6707,50.4979,145.4415,8.0164,13.1285,683.2316,260.4961,83.8668,5.9391,3.0107,21.4048,3.0957,9.3266,26.3476,9.5746,15.4523,12.4216,83.3905,81.2321,84.968,22.6027,11.1603,104.3194,8.5067,30.8088,0.0,553.7476,0.0832,7.6489,164.6027,42.963,0.0
NLD_C23,34.3712,0.0649,0.3758,3.0493,15.0599,139.8125,2.3755,17.8227,2.9304,1.4119,25.1586,14.0882,10.1533,422.3926,25.9941,71.9933,33.9005,57.1082,25.0336,14.0337,15.3605,73.2029,8.8186,6.622,2690.985,28.2884,2.2666,0.6509,1.2421,1.0461,0.1886,21.4105,5.6429,2.5897,4.0288,20.5635,253.5608,42.3808,56.4768,26.4934,15.9404,44.186,11.4297,13.4518,0.0,455.1658,0.086,4.6432,99.6625,37.033,0.0
NLD_C24,2.1458,0.0,0.0,0.0,0.0,0.0,5.3291,8.2155,3.8067,0.0,40.7827,0.0,29.9853,34.58,653.9196,1785.3017,35.2974,115.1003,499.6197,217.9737,103.0645,89.7003,0.0,2.304,731.5818,44.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2404,10.3794,0.0,0.9109,14.1143,0.0,0.0,3.5577,0.0,12.5037,0.0,0.0,0.0,40.0946,0.0
NLD_C25,65.3784,1.0233,5.1069,4.77,25.805,589.9303,11.1416,104.4712,28.829,17.6887,243.7501,13.5894,52.6624,16.2628,46.7135,2720.7726,150.2767,30.5652,1480.062,379.8534,527.1101,1449.7935,53.8926,75.2773,3898.798,435.137,37.8637,14.0518,36.0483,18.7528,1.9626,22.8597,10.1693,15.6242,28.4451,14.3872,105.3107,379.1969,40.2657,454.1046,76.2108,52.4055,12.6384,24.3841,0.0,1160.054,0.2105,52.8043,1448.099,122.2871,0.0
NLD_C26,103.1099,5.2145,5.425,6.7865,49.5811,260.9626,16.0933,14.5997,35.0946,20.4171,131.6693,18.6567,24.9901,23.2073,36.4883,120.1916,2851.0207,142.0476,941.6602,97.8272,231.178,247.9352,45.9603,28.5288,751.7862,740.3001,51.1362,48.0565,56.4368,48.5545,8.7564,80.5376,64.891,988.5603,872.1089,145.6458,98.9249,575.5761,229.7978,158.7792,72.8716,694.8563,63.4507,47.0877,0.0,4009.9987,1.0202,1588.9837,5007.272,469.4768,0.0
NLD_C27,50.1047,0.6414,5.3038,2.6825,13.5717,151.9484,9.2769,9.0564,21.4389,12.4055,70.4088,12.8051,15.3751,14.1301,14.7843,86.1458,183.6449,281.8911,197.7555,49.0154,107.1876,107.9235,16.2423,19.103,603.8142,315.8392,25.4525,14.5625,16.215,19.9299,7.1043,30.1293,18.6548,203.9866,43.5557,40.2002,44.3777,219.8127,72.693,75.362,26.1274,55.1569,16.7758,15.5015,0.0,834.5428,0.6674,50.6448,375.3223,44.9203,0.0
NLD_C28,205.5063,5.9212,20.0099,3.7832,21.8272,194.0952,13.8561,17.6579,44.9617,36.8942,188.8778,22.5919,39.079,36.4223,131.5514,223.5926,99.3577,76.9571,2344.4459,301.5283,379.4689,398.2124,68.7762,53.7318,851.2114,626.2149,54.9605,82.0396,228.5857,59.5229,5.5287,51.7545,13.9325,55.3693,74.725,27.0978,46.9875,350.7042,124.2552,189.267,16.1388,42.8457,9.6598,16.4079,0.0,430.1586,0.2529,31.846,4070.944,119.5241,0.0
NLD_C29,22.1096,0.4151,1.4972,0.2932,1.4519,40.0709,2.5211,2.4128,6.6558,4.4241,20.1191,3.136,4.5387,4.4186,9.6815,15.542,32.9,3.7204,32.0051,1615.7374,59.382,11.0798,5.0637,8.7413,56.2936,637.8118,10.1137,5.6299,15.4059,6.4047,0.6982,10.0112,2.2026,4.5565,11.5454,5.9203,7.9455,37.2729,14.2757,18.1127,2.9292,9.6186,1.7015,2.2468,0.0,3250.9153,0.1654,16.4562,890.3201,53.9865,0.0
NLD_C30,0.0,0.0,0.0,0.0,0.0,1.4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6465,0.0,0.0,0.6776,119.8687,510.1407,32.1992,0.8444,0.0,12.2068,11.6874,49.6409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4802,0.0,0.0,0.0,4.2166,0.0,1635.0304,0.0,5.8034,4013.9758,-3189.4154,0.0
NLD_C31T33,559.0247,15.4357,52.584,7.0773,47.5702,441.6895,31.1283,35.7274,123.3655,97.0181,442.0665,58.527,78.343,93.2058,363.1514,214.2778,110.3638,57.4516,239.3027,73.2983,594.1912,262.8256,175.2958,159.3635,1000.5863,765.4659,139.4275,246.8709,691.259,195.5596,11.9906,161.5704,24.5249,74.7388,142.9227,68.3667,171.3144,461.8462,419.7375,541.594,72.1464,327.4917,24.9179,50.9917,0.0,2538.2751,0.2212,2160.3018,986.3999,20.6048,0.0
NLD_D,451.1686,7.8861,404.9534,7.3929,16.7013,479.7739,16.4853,10.4443,80.5161,209.1391,968.7429,16.1505,125.4217,86.7914,253.7518,153.0115,32.7228,51.0567,103.9836,35.6397,19.24,80.9282,2229.8766,162.9643,794.6109,1508.3117,228.1505,9.3813,7.5046,225.4307,14.9159,345.8497,36.3349,132.7925,126.8396,151.0338,568.3948,326.5163,139.5011,465.8343,253.008,435.0806,358.864,226.4776,0.0,4199.3165,0.0,42.7041,1309.0247,2.3745,0.0
NLD_E,256.9905,1.7548,17.4667,20.6038,44.125,235.2052,18.088,8.7562,291.7279,32.167,382.348,28.8662,76.184,134.7507,406.9298,36.2747,42.4427,24.7927,30.8077,12.1507,9.9295,35.2646,104.4541,1502.4838,451.2962,284.808,24.3081,6.8938,6.2308,26.2722,9.0916,88.7046,14.8024,21.9627,40.2061,72.5104,97.436,226.7233,58.4408,666.5028,59.0401,217.1576,69.4135,45.1893,0.0,2139.0273,0.1057,2024.8817,120.7131,15.9326,0.0
NLD_F,432.0199,6.2836,94.6394,7.7823,23.5712,119.4388,10.2723,10.0811,32.0129,28.5985,184.489,22.2821,23.7808,50.6882,37.0773,106.4403,45.3487,22.1286,85.1099,29.0132,62.5011,79.923,1319.334,118.0853,27865.5076,634.8434,187.4272,21.069,65.0969,1042.1923,9.2483,124.7868,14.9543,675.9437,86.4703,97.7925,12178.5852,1494.5599,181.6448,3404.9134,834.7629,916.6436,166.415,72.685,0.0,314.6632,0.1692,769.5747,49766.4764,10.7218,0.0
NLD_G,3002.6666,31.6185,61.1469,29.4495,94.6951,10460.9953,667.3412,394.8894,1014.7665,593.1054,2864.7509,554.4584,619.8017,546.3921,494.2668,1462.8399,7640.1761,517.0108,1941.28,1387.8221,611.7179,1438.5148,416.1567,970.9992,5830.9045,7276.4149,1037.2705,189.5677,383.509,361.9439,104.04,2049.1264,619.1501,736.2421,1209.8033,730.1465,892.0747,2830.8609,2039.6283,1734.7571,425.3012,2367.0044,500.8221,369.0407,0.0,31115.4879,125.3619,2328.8164,8299.3363,1482.6752,0.0
NLD_H49,306.365,3.9621,8.5802,14.6433,42.3341,800.5017,35.8885,42.2331,94.3912,366.9666,319.1364,35.6587,60.1333,95.9427,68.6295,185.8267,458.7407,70.3117,187.0078,138.9757,49.6479,112.0094,82.7654,253.7511,750.886,1154.6927,4654.5914,93.3251,124.5132,658.5684,19.0038,130.7542,65.967,64.3626,75.8782,90.3243,109.0365,269.6836,351.9357,208.5164,59.3182,269.8125,46.3,50.1627,0.0,4095.5911,4.3688,908.7494,650.1052,871.822,0.0
NLD_H50,38.0902,0.4571,7.154,2.068,6.2804,120.6778,4.7562,6.3114,13.7994,42.0254,51.2395,4.8824,9.5342,12.7978,11.1158,28.2564,54.3518,7.7317,28.5179,23.6909,9.0282,18.9899,15.1305,9.8371,98.6613,428.115,222.1058,1109.3726,17.2918,134.6248,3.1535,19.7957,5.0797,6.8389,8.0521,7.4074,12.2791,25.4678,39.897,15.9133,6.4671,25.0497,4.7978,4.7261,0.0,460.4155,0.5863,50.0396,91.805,426.5258,0.0
NLD_H51,37.3485,0.5998,3.4138,1.0595,3.6168,116.3738,6.025,6.8576,17.1571,25.3236,52.1379,10.007,15.1206,15.6758,17.4213,45.933,43.1909,11.2338,47.6911,27.7541,17.6106,61.0336,28.2186,14.6397,122.9043,152.5464,39.2681,12.9399,149.9055,54.4996,7.7298,30.4501,9.5217,15.7391,21.8021,40.3496,23.4735,137.0376,249.7262,70.9939,53.808,68.7638,11.0594,10.6845,0.0,616.1267,0.4627,26.2785,72.2091,304.6586,0.0
NLD_H52,148.6711,6.6507,8.7735,55.0031,202.7754,349.0529,16.3798,17.8634,40.4374,341.0808,208.2594,16.3374,26.2666,40.7104,34.7447,76.9486,169.1239,27.3532,78.0238,49.1457,31.8661,52.6328,71.4595,79.6992,375.4756,1396.8003,1477.2057,362.8465,705.2789,1905.3309,8.5763,66.2393,26.9367,41.201,83.5699,64.0953,85.9275,185.9871,160.5612,118.7277,31.1701,109.0087,22.473,23.6232,0.0,1504.8884,1.5152,1996.3694,451.9651,276.7213,0.0
NLD_H53,36.5082,2.1264,0.9075,0.5827,1.7557,52.6132,2.9145,3.7933,13.2561,17.5939,27.733,6.9324,7.2935,8.8368,6.4836,22.8724,29.7878,7.1838,25.8277,10.9872,5.3617,19.6063,20.6127,17.495,93.023,527.0956,239.2987,9.2335,6.7267,48.5166,1378.0169,36.1011,64.0031,71.5579,56.4936,120.7259,152.1648,190.3273,74.1103,351.2342,98.0234,249.2429,51.5102,37.988,0.0,433.0701,0.1953,41.2507,36.9981,44.5731,0.0
NLD_I,12.2796,0.0173,4.0842,0.0226,0.1278,109.7498,9.4493,3.2036,16.9209,10.1338,55.8424,12.8923,16.3343,10.4421,22.7613,29.0187,54.1225,36.072,45.6789,11.5928,16.1094,31.6745,21.735,13.2538,96.422,838.9806,92.7629,21.6958,482.793,90.6384,8.8543,72.4852,105.3245,38.7097,160.4126,311.9554,42.7844,596.0058,871.2742,257.1685,73.2395,789.0786,242.5533,66.8745,0.0,17878.8994,108.6634,207.2201,40.8857,2.0816,0.0
NLD_J58T60,12.4191,0.4725,4.1268,0.7842,4.4854,73.7195,6.7032,4.07,34.7431,3.6701,47.9998,13.8018,14.1213,5.6231,16.4715,25.7583,297.9896,13.4439,35.1033,12.5556,10.0258,34.0935,23.9544,14.584,96.5216,809.1064,52.8942,20.1081,14.2348,35.9231,12.683,68.4491,588.1949,71.7547,241.5271,228.7233,88.5527,1275.5163,364.2224,225.6482,151.6079,171.6001,71.5136,32.8431,0.0,1442.3312,310.5015,267.2798,1019.908,20.5213,0.0
NLD_J61,67.6343,3.7843,3.6749,0.5487,3.4788,44.7007,8.1339,5.9767,29.5596,5.1018,30.5682,11.341,16.9835,10.0073,6.7006,35.9918,35.0766,9.4318,56.1037,11.8647,7.9012,46.7667,41.0593,29.3106,267.985,777.7302,72.7647,25.349,19.5965,113.9358,14.4178,80.1245,66.699,1585.7826,206.2174,641.454,405.4715,1029.1104,175.8529,266.9318,131.1197,472.9347,234.6144,122.639,0.0,5100.0757,0.009,5.034,320.0551,15.0669,0.0
NLD_J62_63,94.7244,2.2678,13.8618,1.8065,8.2789,265.9455,18.4422,15.6488,61.1064,26.1051,348.8791,42.3037,41.7687,28.3609,50.0763,97.9968,623.7864,60.6454,110.8051,29.4632,34.8254,89.898,85.9774,58.0778,433.0041,2033.8786,167.8206,117.5037,84.8691,158.0282,36.5542,173.7306,383.9273,436.8693,5025.9549,961.8909,319.4226,2217.5979,666.7561,1069.7847,333.9416,363.355,141.7761,136.356,0.0,1593.0695,2.2438,401.0505,9660.4156,41.4406,0.0
NLD_K,408.4405,9.7785,74.6139,3.1658,12.7453,794.9961,58.5735,38.4068,183.4298,425.3445,754.569,122.9591,138.603,84.6791,124.4199,296.3302,745.2702,185.8757,404.7529,139.9013,106.7175,238.5835,256.8562,210.7727,1064.9712,4011.1193,553.8898,160.9073,209.4975,454.7115,134.2188,344.5442,227.6939,256.8368,933.3252,18586.6634,21720.1069,2865.4023,1321.7618,1929.4177,260.7084,1163.8529,231.6584,425.0813,0.0,20372.3923,0.0178,450.8076,1283.5679,20.3738,0.0
NLD_L,486.8065,3.0538,13.0873,1.1344,5.7926,297.8018,52.5615,52.0263,123.18,52.6426,180.2619,43.8313,83.8286,65.7378,40.4273,276.0449,120.7906,70.3799,234.5548,55.1645,62.4189,224.9712,125.0531,106.5492,918.9473,6743.299,271.2264,30.476,44.8698,1062.4682,68.3738,1239.6818,156.3988,242.7115,612.308,987.1821,1817.4999,2301.1545,772.8769,497.0154,411.3274,1395.3908,152.9078,402.7817,0.0,65287.6569,0.0648,5129.077,3248.4303,2.2256,0.0
NLD_M,679.2134,8.1319,219.2706,28.7656,137.4203,1414.3943,106.5145,83.0877,513.5101,279.3364,1923.38,449.7676,267.2966,140.7153,185.9081,522.2332,2015.264,624.3696,1054.7681,204.6918,145.173,502.7035,390.1755,248.809,3188.8876,12602.5592,1014.2791,291.4867,246.4892,954.2216,601.9124,675.0283,1066.3752,718.4062,3797.7449,3658.6271,2123.4056,15466.0739,4370.7802,3892.217,1011.3539,994.3506,522.0281,731.9171,0.0,2649.1107,2.7258,1009.4628,12784.9446,130.4294,0.0
NLD_N,400.9758,11.4444,68.2147,3.0857,25.5824,1116.5782,90.2349,78.3065,236.1449,72.8024,691.336,212.7236,253.9758,196.2718,199.6155,787.832,1181.0253,236.5668,870.238,343.0419,175.7004,1373.1197,540.2428,383.8656,1771.0112,5421.5451,1175.1455,378.3743,518.5611,1591.4134,202.5283,803.0449,462.6017,449.1783,1331.4457,1749.2329,1387.4942,4602.5257,6064.0834,3272.2638,2375.3331,1868.2589,737.3937,449.7969,0.0,5780.8832,15.4278,550.4112,664.1677,84.9331,0.0
NLD_O,139.4647,3.4873,5.4302,4.173,14.0311,107.3892,13.4777,7.857,164.7207,20.7788,91.6883,14.7091,33.9833,26.8478,188.361,53.1393,30.2284,31.0852,48.5992,17.755,14.2941,47.9194,155.9968,814.9795,382.932,534.5551,77.1976,51.4471,44.611,177.8167,13.351,107.5453,50.2443,64.5072,287.1732,191.4391,229.391,485.084,152.7789,599.0737,110.1661,235.7854,57.981,47.168,0.0,1617.4787,19.9171,63004.1812,1148.3906,4.5505,0.0
NLD_P,13.781,0.2197,3.3794,0.4151,2.5055,47.8602,4.853,2.6583,12.9119,5.2956,41.4048,13.9318,10.3928,7.1047,7.3504,29.1901,29.697,12.8893,47.1514,10.4941,8.6051,41.8383,27.9849,16.5391,101.4618,342.0495,41.7162,13.4229,19.2814,53.7334,10.8753,57.018,39.1492,28.5098,113.2225,262.1544,53.0625,712.4541,152.8397,661.4726,113.7861,386.2116,137.5494,29.8812,0.0,2489.1707,187.3307,31335.8837,1993.036,2.4616,0.0
NLD_Q,9.2664,0.8125,1.445,0.8973,4.3077,20.1466,3.6665,3.3091,6.3636,5.4001,15.7047,7.2821,7.1298,5.6315,5.3999,18.0272,12.3842,4.1862,16.822,6.1112,3.9877,21.4338,10.137,7.3031,46.9605,195.1753,31.2596,12.3778,20.3242,54.4234,3.4864,21.5754,9.7668,13.1895,107.6647,54.3926,22.4016,171.6978,83.8446,628.8035,44.7414,1683.1822,10.964,18.1467,0.0,7965.9938,319.9595,69399.7807,584.2475,1.0277,0.0
NLD_R,9.3487,0.068,1.9473,0.1046,0.4985,42.2913,4.4697,2.1079,9.1613,5.2683,22.3427,5.0202,7.0913,4.4086,9.4687,11.4702,55.3108,11.3081,14.274,6.5842,8.3434,15.536,9.1338,11.4462,43.2538,293.8593,26.1337,9.1158,41.3165,20.062,4.6415,84.8643,290.9272,17.2205,113.4613,91.3609,36.5854,273.439,354.5099,210.6725,99.5983,84.7011,1420.6263,53.312,0.0,6347.7672,906.677,1581.6207,437.2495,17.0478,0.0
NLD_S,63.0456,1.4759,3.5052,0.9446,4.7317,66.8657,7.4675,4.4831,13.4439,6.2043,51.6545,6.5483,10.848,10.9071,16.5732,19.9493,16.0607,8.2137,17.1647,13.7634,19.2338,38.9571,11.9631,34.6477,81.1372,299.234,45.856,20.1283,8.8108,34.5225,3.8867,184.1113,41.4698,18.3267,266.2552,144.5127,159.0571,287.3698,148.5813,168.9311,46.9717,627.4245,99.4335,230.8143,0.0,4528.9318,2909.4227,1162.4668,259.44,2.1105,0.0
NLD_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.2488,0.0,0.0,0.0,0.0,0.0
