V1,MMR_A01_02,MMR_A03,MMR_B05_06,MMR_B07_08,MMR_B09,MMR_C10T12,MMR_C13T15,MMR_C16,MMR_C17_18,MMR_C19,MMR_C20,MMR_C21,MMR_C22,MMR_C23,MMR_C24,MMR_C25,MMR_C26,MMR_C27,MMR_C28,MMR_C29,MMR_C30,MMR_C31T33,MMR_D,MMR_E,MMR_F,MMR_G,MMR_H49,MMR_H50,MMR_H51,MMR_H52,MMR_H53,MMR_I,MMR_J58T60,MMR_J61,MMR_J62_63,MMR_K,MMR_L,MMR_M,MMR_N,MMR_O,MMR_P,MMR_Q,MMR_R,MMR_S,MMR_T,MMR_HFCE,MMR_NPISH,MMR_GGFC,MMR_GFCF,MMR_INVNT,MMR_DPABR
MMR_C20,176.7008,3.1338,95.0916,51.4396,0.9089,8.2895,69.4141,21.254,50.7691,63.2828,246.6228,35.775,141.6279,32.9618,19.2618,15.7594,33.6108,26.9591,12.8245,24.6657,3.1129,44.9097,5.3835,4.0203,67.7942,49.9943,8.8804,2.164,2.9172,4.0711,0.4268,2.7631,9.6671,3.2954,1.2131,4.6452,26.2388,17.4249,11.9612,14.0118,9.705,53.8573,3.9987,21.5906,0,151.3186,0.2932,25.9227,24.0081,-0.5128,0.0
MMR_C21,9.6213,0.7134,2.3076,1.1084,0.0182,1.1496,1.8456,0.3226,0.7204,0.8163,4.3957,30.1314,1.819,0.5492,0.3563,0.2845,0.7474,0.4679,0.3717,0.4643,0.0724,1.1097,0.1412,0.104,1.5567,3.6907,0.4988,0.1933,0.2699,0.2304,0.0434,0.321,0.328,0.5551,0.1436,0.5347,0.5892,3.311,0.446,4.0049,1.169,101.9088,0.3943,0.8525,0,111.564,0.2238,329.267,17.6897,-0.5573,0.0
MMR_C22,14.6068,2.5583,25.5401,13.4495,0.2477,10.8214,27.5103,5.7614,14.9748,3.1179,14.2271,7.3005,62.5737,10.9557,3.7901,8.3598,34.3539,22.9479,19.7518,57.9208,3.767,37.5718,1.2991,1.7411,115.3707,87.5503,35.0681,1.1146,2.152,5.4639,0.9075,1.4397,3.95,5.5134,1.3914,4.6807,14.658,8.9147,5.1662,8.1752,3.1193,9.3627,1.6692,7.5079,0,102.3475,0.0196,8.9959,58.7614,-1.1058,0.0
MMR_C23,8.8827,1.0029,17.844,19.8639,0.3268,5.9797,4.2268,4.8548,1.2839,1.6479,5.5701,3.785,5.4777,150.4171,9.9299,7.4733,15.8557,9.7866,5.6125,15.412,1.6781,11.9764,1.8614,1.293,618.163,22.3272,4.001,0.7586,0.7426,2.0275,0.1062,1.4463,0.7553,2.7488,0.4053,1.5428,40.8035,7.0516,2.301,6.5946,3.3197,4.8908,1.0687,2.9174,0,131.9805,0.0318,8.8201,107.4918,-0.5253,0.0
MMR_C24,1.732,0.1776,62.3252,7.8228,0.4134,0.7103,1.8848,1.9821,2.0616,1.229,3.4287,0.6413,4.2317,10.0349,258.1549,141.6276,46.8273,86.8185,80.3873,80.7363,10.3423,47.2074,1.9446,1.9828,136.7795,12.3793,3.3587,0.6256,0.4316,1.8605,0.0252,0.0789,0.5475,1.2099,0.1691,0.6867,3.8967,4.123,0.8604,1.2826,0.4072,0.8798,0.2235,1.986,0,2.2874,0.0071,0.9013,133.5587,-1.2802,0.0
MMR_C25,6.7758,1.2066,47.3357,10.1981,0.3335,3.3822,5.7446,4.3441,2.2331,1.8624,3.0428,0.8866,3.754,5.7249,12.6634,48.506,19.1204,15.5081,32.2924,36.9335,5.3088,23.209,1.9631,0.9216,123.2757,19.2802,4.1984,1.0495,0.9236,3.0523,0.1699,0.5864,0.9869,3.6883,0.607,1.6798,7.4972,6.4365,2.9357,9.426,1.9317,2.2901,1.0005,4.1478,0,61.7585,0.1231,14.0574,321.2872,-9.2373,0.0
MMR_C26,3.6049,0.9282,5.0677,1.2204,0.0426,1.1351,1.793,0.2991,0.782,0.5004,0.6577,0.3372,0.639,0.5564,0.5788,1.0562,104.3213,7.9697,4.1939,5.3456,0.7844,4.576,0.8581,0.2204,8.7842,11.1414,1.7138,0.4622,0.8513,0.995,0.2373,0.4514,2.3201,27.2265,4.7415,3.4499,1.477,6.094,1.7617,5.0514,2.3177,6.9303,0.8661,6.5199,0,127.4881,0.2464,28.422,704.1287,-37.1374,0.0
MMR_C27,2.2885,0.626,6.8078,1.8416,0.0508,0.63,1.3301,0.3453,0.5282,0.4032,0.5285,0.192,0.668,0.8905,1.6316,2.2605,29.3413,41.9332,9.9602,13.1055,1.4708,7.2589,3.6336,0.2798,43.821,12.6047,2.9969,0.5754,0.5949,1.3281,0.1274,0.3639,0.9983,12.2571,1.0042,1.3201,3.334,3.6731,1.501,2.6268,1.0067,1.5894,0.7353,4.6363,0,92.7947,0.0861,3.9674,364.0063,-9.0827,0.0
MMR_C28,6.3954,1.0475,35.5578,10.9981,0.2963,1.0969,2.5546,1.0352,1.5659,1.3493,1.1718,0.4407,1.1841,2.2937,2.1401,3.6751,7.024,5.0757,30.7132,13.264,1.854,8.861,1.7555,0.5409,24.0587,13.668,3.2272,0.9774,1.1718,1.699,0.1378,0.3209,0.7097,3.063,0.5224,1.1524,2.1131,3.1727,1.9328,3.2762,0.9115,1.68,0.4598,1.9982,0,30.8122,0.0749,4.6642,707.7104,-34.3133,0.0
MMR_C29,2.7735,0.5463,5.9088,2.3,0.0403,0.7212,1.5731,0.3469,0.4028,0.34,0.4626,0.1867,0.9043,0.8173,3.4208,1.9757,2.698,2.7719,4.1756,124.8105,1.0592,4.3284,0.3199,0.3138,6.1163,56.5144,15.0601,0.3939,0.8525,1.6987,0.3068,0.2145,0.3609,1.645,0.248,0.8182,1.015,1.6122,2.0171,2.5508,0.5482,0.9295,0.3278,1.3323,0,243.4508,0.1179,7.1395,928.0031,-26.964,0.0
MMR_C30,0.1464,0.8711,0.9267,0.2001,0.0029,0.0379,0.0599,0.0209,0.0208,0.0262,0.021,0.0099,0.0402,0.0329,0.0427,0.1031,0.2536,0.1284,0.2893,1.7691,10.1372,2.8383,0.0309,0.0118,0.4871,1.064,2.4595,4.7806,5.0334,0.4531,0.0217,0.015,0.0335,0.0841,0.0153,0.0505,0.0693,0.1642,0.2356,4.3884,0.0494,0.0851,0.0678,0.2938,0,15.782,0.0018,5.145,206.7681,-8.9624,0.0
MMR_C31T33,11.6037,2.5693,30.807,8.9423,0.2185,2.2963,20.9666,6.0968,3.1373,2.0109,2.4616,1.6562,2.1429,3.3727,3.1954,3.3524,10.1016,3.5487,4.7768,7.804,1.1929,60.2445,3.1694,1.0219,34.8611,28.8214,10.0298,3.9476,7.5335,4.6038,0.7027,1.8932,3.7227,11.9571,2.1973,13.7341,12.0165,12.4633,6.579,18.8115,12.3834,60.6641,7.2569,8.3424,0,318.3979,0.2962,86.6939,560.4164,-7.3411,0.0
MMR_D,17.5926,1.9053,64.1543,28.5302,0.3125,2.9032,11.3892,4.49,9.4501,9.914,10.612,2.0145,4.588,14.3946,16.2642,4.5545,6.9904,3.4621,3.941,5.6945,0.8655,5.8845,67.9597,3.8716,7.9456,44.4438,13.5539,0.9352,1.2816,7.4,0.9275,4.1371,4.2206,24.3948,1.9098,12.1587,31.3849,9.8814,4.8237,28.8375,16.374,17.9194,6.1777,7.548,0,143.0825,0.1768,70.1922,10.2089,-0.0267,0.0
MMR_E,1.7487,0.1987,3.2903,0.9754,0.0191,0.3467,0.8727,0.2152,0.8462,0.4191,0.5397,0.1642,0.2849,0.634,2.76,0.4064,0.4009,0.1911,0.2743,0.2583,0.0596,0.3963,0.9218,2.3357,1.5242,3.7036,0.7995,0.1726,0.1431,0.6093,0.0771,0.5507,0.2955,0.8347,0.1598,1.1489,4.8878,1.1267,0.6414,5.6095,2.198,2.501,0.6568,1.0833,0,26.3135,0.368,71.2938,3.0612,-0.0063,0.0
MMR_F,8.7766,1.3883,24.0243,7.1705,0.1748,1.6548,3.0239,1.2785,1.0404,1.842,1.1987,0.5175,0.765,3.4539,1.2707,1.5783,1.9768,1.2131,1.5262,1.7494,0.3388,3.2139,5.5452,1.6553,213.318,21.9856,8.8154,1.2259,1.9727,6.7278,0.5176,1.5597,1.6095,12.5212,1.1649,8.6421,125.7736,10.6915,3.7803,37.5739,9.1215,6.7308,2.511,3.0145,0,57.308,0.497,74.2592,5066.9076,-0.2204,0.0
MMR_G,1161.0153,310.2052,157.588,67.3767,1.7174,403.6273,445.0084,39.6861,47.8607,64.1439,72.289,34.9811,39.5311,49.356,41.0788,30.6485,73.8913,34.7707,48.4215,95.5261,10.8207,83.3737,20.3417,6.9316,199.4422,880.487,237.9953,33.746,46.5043,36.2411,7.5291,126.7258,46.6484,99.4616,17.2053,52.3176,47.7719,63.9854,61.11,119.7353,51.6096,104.7455,26.3083,39.9224,0,2160.6015,2.428,206.342,1460.8606,-1.2604,0.0
MMR_H49,240.7406,59.899,157.3326,70.2801,0.8564,81.0878,47.0673,14.058,16.5826,30.8639,20.2397,5.2379,10.312,29.3969,20.0648,10.3817,13.8514,8.6387,10.941,17.3962,2.3788,18.2421,7.9292,2.417,69.1815,232.0911,166.6523,12.7871,10.9657,51.7584,8.6234,20.6608,9.5001,14.4778,3.5097,18.3839,10.388,19.5988,14.5624,37.8161,20.6445,19.9937,6.0294,12.2432,0,747.6351,0.6137,318.4936,150.8756,0.1357,0.0
MMR_H50,28.9758,7.096,94.4393,15.8492,0.2416,8.1695,17.0373,3.5691,4.9295,16.8121,7.7607,1.7171,3.8696,7.946,7.0538,5.09,6.3023,4.1227,5.9136,7.5624,2.0524,6.2047,1.6624,0.5479,19.3706,80.4608,29.7552,193.7213,6.7386,37.3968,1.6289,3.8767,2.1342,6.7065,1.103,3.6621,2.992,5.6543,4.8558,10.1675,3.011,5.3011,1.5666,2.6384,0,214.5824,0.1167,47.4906,107.9392,19.6692,0.0
MMR_H51,32.2291,5.4107,26.2599,6.7487,0.185,8.9821,17.842,1.5541,3.7623,5.1431,6.4637,2.0899,3.8081,4.4687,5.103,4.6246,7.1155,4.1486,5.8745,7.179,2.1354,6.4138,1.7985,0.4761,21.3086,35.5447,11.2646,4.254,30.1784,11.2349,3.6862,4.6979,3.0554,6.8341,3.0109,13.795,4.1519,13.3313,11.2647,18.3384,5.9169,7.3777,2.3632,4.3443,0,299.5046,0.2308,24.9315,111.4017,24.1952,0.0
MMR_H52,40.2062,11.2061,22.9978,12.1962,0.2051,13.9611,9.0915,2.3274,2.9716,6.5777,3.9192,1.2841,1.8337,4.6719,3.6763,2.1778,3.2774,1.8362,2.3335,3.9303,0.5237,3.6319,1.4338,0.485,11.1007,95.345,61.3402,41.834,47.7791,59.0477,2.2278,3.486,1.9688,5.0655,0.8807,2.8521,2.2874,4.782,3.214,7.1763,1.9315,2.9161,1.0624,2.0199,0,84.1227,0.1738,158.8166,24.4468,0.6555,0.0
MMR_H53,0.9021,0.1669,3.169,0.7276,0.0195,0.2592,1.1612,0.2129,0.5062,0.2785,0.3753,0.2142,0.1999,0.3316,0.2004,0.2802,0.7865,0.2916,0.4323,0.4016,0.0693,0.7235,0.7725,0.2322,1.7058,20.7491,2.2127,0.426,0.7454,2.6249,12.4203,0.33,4.2683,15.7695,1.3899,18.0294,2.8059,6.2355,3.2385,10.4405,2.2116,2.4926,1.121,2.2007,0,36.5548,0.056,12.8335,2.5806,0.0085,0.0
MMR_I,4.8176,1.1605,30.7522,7.0904,0.2439,2.1173,7.6769,1.3164,2.0937,1.9794,2.5547,2.1937,1.557,2.5727,1.7641,2.4165,6.1692,2.437,3.2856,3.5505,0.6882,5.1513,3.1138,0.8768,14.8377,68.1701,20.1161,5.0663,26.7509,11.3082,1.3558,5.4392,8.7186,21.5881,7.8093,49.408,11.7123,35.6705,26.6284,54.3915,26.6805,31.6145,10.1663,15.2157,0,2132.8615,5.0315,265.393,14.7491,-0.0068,0.0
MMR_J58T60,1.3644,0.2953,3.2493,1.045,0.0268,0.9109,2.4644,0.3305,2.711,0.5274,0.8298,0.7519,0.38,0.5962,0.3521,0.4867,1.7116,0.7162,0.7219,0.8431,0.2035,1.5132,0.6797,0.2795,2.3105,26.0771,2.236,0.4622,1.2941,1.5414,0.5105,0.7934,54.5338,25.2146,4.699,15.9663,4.2661,27.4937,5.1693,13.2048,14.0011,3.522,5.3217,3.8455,0,134.2947,2.6354,151.9712,155.4806,0.0532,0.0
MMR_J61,6.5758,1.5091,31.5852,5.2314,0.154,1.6491,6.8783,1.4381,2.1285,1.5331,1.7716,1.2289,1.2575,2.2763,1.2932,2.2533,6.7838,2.1182,2.9925,2.74,0.5509,4.5237,3.0891,1.055,13.7316,81.0813,15.7019,2.8193,4.6273,9.4134,3.2156,2.5614,20.1387,568.5217,15.6254,84.6206,18.1705,37.5455,20.4859,49.1525,13.4069,16.7659,6.598,12.2212,0,1059.2525,0.8666,161.1723,64.5584,-0.0301,0.0
MMR_J62_63,1.007,0.2442,2.6336,0.4886,0.0138,0.4103,0.8847,0.1279,0.307,0.3005,0.2677,0.2355,0.1406,0.2458,0.1758,0.2041,1.1478,0.319,0.3312,0.4654,0.0778,0.4925,0.507,0.1317,1.3202,7.9106,1.4037,0.2717,0.7673,0.8305,0.2886,0.2251,2.1327,10.7343,7.9706,13.5058,1.4856,4.5631,1.6609,5.0257,1.4211,1.5157,0.6764,1.089,0,13.1999,0.1216,8.7997,113.0167,0.0903,0.0
MMR_K,28.2538,3.7071,115.731,17.2053,0.4569,3.3006,17.0689,3.9142,6.3159,7.9087,5.7066,2.9911,3.6826,6.4854,6.0914,5.5398,12.3609,5.4171,7.1376,9.0354,1.6388,10.0318,10.8936,2.5433,44.0643,138.4159,38.341,9.6576,12.0854,16.3646,2.6103,4.2178,9.1518,39.8005,8.104,514.8709,334.8522,43.4916,25.3869,55.9126,12.5109,17.7954,7.0267,13.4322,0,641.4513,4.5085,357.248,28.9011,0.0309,0.0
MMR_L,3.5384,0.5632,22.5711,4.6638,0.1058,1.3702,10.4825,1.6048,2.837,1.2165,1.4469,1.0464,1.5507,2.3055,1.2506,2.8438,5.0904,2.1668,2.5981,3.0244,0.5791,6.4842,2.7052,0.9849,17.827,172.9676,13.5999,2.355,3.8608,13.7866,2.273,8.483,8.9735,40.2906,8.5598,61.5593,84.5403,39.9706,18.0262,31.925,18.7342,20.9875,10.1484,19.2493,0,1816.0468,4.6854,112.595,300.632,0.0004,0.0
MMR_M,11.4908,1.1262,81.3362,13.8681,0.6807,4.3883,12.3036,2.0221,4.188,4.558,4.8892,5.6823,2.6071,4.647,3.2074,3.6876,12.8325,4.8018,5.6281,7.721,1.4824,8.1517,5.6217,2.0636,59.0493,117.6716,13.0602,3.9207,5.3526,9.366,1.489,2.8632,17.4944,54.3641,12.4425,76.8208,39.9697,108.3905,22.5837,37.6615,11.5562,14.7355,8.3335,10.9728,0,51.9225,1.384,112.8749,422.7608,0.0956,0.0
MMR_N,6.9965,1.0762,65.7187,11.3333,0.5465,2.6942,10.0323,2.0149,4.0329,3.0133,3.1355,3.2829,2.7892,4.2749,2.4567,4.0195,10.8183,4.0763,5.0447,7.4063,0.9979,8.3753,4.7857,1.8658,29.2586,80.6734,27.7894,10.0598,16.1865,17.9265,2.981,3.4174,11.5034,52.2068,11.0524,45.9914,28.4656,39.0579,52.5895,26.8559,13.4238,19.8109,7.2261,9.5852,0,55.742,1.1344,80.985,52.7613,0.3865,0.0
MMR_O,2.2367,0.385,3.8269,1.9045,0.0296,0.6441,1.0226,0.3954,0.471,0.4577,0.4322,0.2175,0.2288,0.5483,1.9396,0.3749,0.5872,0.2738,0.3414,0.4572,0.0857,0.6034,0.6856,0.4597,2.8573,7.8527,2.4536,0.8358,1.0448,1.6128,0.1683,0.4179,0.8401,2.8274,0.6908,3.8586,3.9972,3.0844,1.3155,6.0904,1.4798,1.7093,0.6873,0.907,0,33.6865,1.9091,3689.0269,35.8509,-0.0024,0.0
MMR_P,0.5862,0.1115,1.4917,0.2756,0.0072,0.1861,0.3202,0.0891,0.1207,0.1173,0.1074,0.1233,0.0665,0.1139,0.0978,0.0907,0.3118,0.1101,0.1324,0.18,0.032,0.2032,0.1507,0.0519,0.6249,2.124,0.5485,0.1279,0.4465,0.3008,0.0519,0.108,0.4243,1.4008,0.4939,2.1341,0.5718,1.7977,0.7829,3.3081,4.7688,0.9654,0.281,0.4902,0,89.6419,8.0906,1889.8734,29.4265,0.0037,0.0
MMR_Q,1.332,0.3378,0.6912,0.1734,0.0059,0.4308,0.6,0.0528,0.0873,0.0895,0.1096,0.125,0.063,0.0807,0.0645,0.0601,0.1673,0.0686,0.0819,0.1074,0.02,0.1708,0.0788,0.0335,0.4418,1.511,0.4809,0.1111,0.1585,0.2066,0.0403,0.2133,0.171,0.5043,0.182,1.0685,0.3837,0.7712,0.5026,2.5773,0.7199,22.3036,0.2433,0.36,0,140.3938,11.7111,2744.6743,5.941,-0.0043,0.0
MMR_R,0.8171,0.1668,0.787,0.2332,0.0046,0.3164,0.4288,0.0974,0.1403,0.0894,0.1033,0.0871,0.068,0.097,0.066,0.082,0.2061,0.0911,0.1013,0.1543,0.0257,0.2149,0.1099,0.0528,0.6211,2.8116,0.4803,0.2027,0.248,0.3335,0.0587,0.3761,5.0203,2.0761,0.388,1.8724,0.9406,2.3755,1.0762,2.9925,1.8249,0.6121,13.2111,1.926,0,117.4849,21.945,369.7099,10.3978,0.0554,0.0
MMR_S,3.3402,0.8586,6.4502,2.1655,0.0581,0.9755,2.9382,0.4477,0.689,0.7574,0.5972,0.3485,0.4135,0.9517,0.5004,0.5484,1.636,0.5971,0.6405,0.8031,0.1583,1.3665,0.7714,0.4566,3.0113,15.7633,4.4042,0.7819,1.2653,2.4473,0.4026,2.018,2.567,7.3471,2.4091,10.1638,4.3628,7.8243,3.9163,9.5603,4.6563,14.5462,2.7635,16.536,0,453.5401,85.7227,219.4477,52.2606,-0.0404,0.0
MMR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
