V1,IND_A01_02,IND_A03,IND_B05_06,IND_B07_08,IND_B09,IND_C10T12,IND_C13T15,IND_C16,IND_C17_18,IND_C19,IND_C20,IND_C21,IND_C22,IND_C23,IND_C24,IND_C25,IND_C26,IND_C27,IND_C28,IND_C29,IND_C30,IND_C31T33,IND_D,IND_E,IND_F,IND_G,IND_H49,IND_H50,IND_H51,IND_H52,IND_H53,IND_I,IND_J58T60,IND_J61,IND_J62_63,IND_K,IND_L,IND_M,IND_N,IND_O,IND_P,IND_Q,IND_R,IND_S,IND_T,IND_HFCE,IND_NPISH,IND_GGFC,IND_GFCF,IND_INVNT,IND_DPABR
IND_C20,3203.0451,27.405,1826.4511,1136.0736,51.6097,1610.1856,10514.5861,301.192,955.713,1110.1718,16431.6789,3715.4283,6601.8578,1055.8209,1633.6721,297.6149,469.3464,1239.8481,960.2423,3538.699,784.5755,4745.5222,35.8453,220.3207,4474.6505,880.8287,495.0354,0.7827,18.1666,101.792,1.1496,16.261,235.8877,34.1279,17.3833,21.3789,43.4717,3.2132,54.3548,54.1229,18.0065,947.7051,4.7105,541.2268,0.0,9492.2451,4.0087,80.2759,380.0317,2701.2451,0.0
IND_C21,849.24,17.3914,262.6512,154.4587,6.5616,225.2781,1438.7004,41.8217,120.2938,148.6495,2575.3075,4183.2508,911.4726,117.3651,207.5399,34.4208,34.2128,145.5985,79.7873,115.5732,36.9281,639.8764,1.7064,13.5116,524.9385,111.387,4.7718,0.0194,1.2951,7.5779,0.1564,10.4865,27.9807,6.6342,0.3458,0.5305,0.9678,0.1424,2.2147,169.3805,0.179,10387.6101,0.0506,39.424,0.0,9369.3277,5.807,899.7971,80.5064,983.5319,0.0
IND_C22,281.507,14.6719,93.463,272.7539,24.2062,1125.0181,2708.6253,62.5974,444.5855,347.9335,1257.3259,1154.0604,1341.1499,818.4319,690.8679,256.1004,905.7782,805.6939,1358.1356,9042.8962,1751.7094,1266.1011,29.5574,405.7303,2894.9783,336.3519,1417.7675,0.6219,14.1678,143.8805,1.3003,19.4178,159.9959,31.1394,18.7059,6.233,94.025,5.8241,80.0278,25.9026,45.329,114.7535,10.6452,886.8731,0.0,6206.6492,0.3047,8.3907,2056.2833,1484.0516,0.0
IND_C23,226.919,18.5901,61.4585,47.5881,34.4806,96.4841,194.6534,36.2046,54.0443,38.361,342.8154,89.2719,206.5324,6327.2006,1808.9438,210.0723,102.9904,345.6441,195.7691,290.5532,87.0876,352.8492,40.4074,10.4783,41577.7601,59.572,84.6295,0.7182,17.2181,14.6287,0.6665,8.6742,11.7137,27.0916,13.9706,7.5576,15.5246,1.8577,41.697,21.8347,5.2165,21.4652,1.5162,13.5709,0.0,682.7146,0.1207,0.0763,325.014,1833.2045,0.0
IND_C24,259.7148,19.694,942.9749,449.7284,68.725,216.3533,344.1999,68.4172,386.3727,343.1647,592.8937,279.3311,642.2295,1407.1381,21436.7252,10607.7826,1677.7334,9301.4383,10019.389,16033.5435,3459.9253,4221.8753,4765.7109,64.2026,25346.2467,254.8978,79.4286,0.7617,18.5553,35.0747,2.0578,6.5062,141.2368,60.1169,16.8606,48.4745,34.1422,4.3664,56.6091,27.3879,22.6679,17.31,3.9637,53.1286,0.0,468.2872,0.6796,0.0,2013.7452,2885.5592,0.0
IND_C25,1501.682,150.6717,478.3224,686.7382,74.2779,565.3315,625.3956,106.5881,188.6306,417.7945,450.6663,396.0919,259.903,640.6747,3843.2414,1811.2348,470.398,1877.8212,1959.8056,2855.2627,812.9541,874.543,772.1754,73.4028,6644.6182,568.5769,662.3931,8.7444,128.4436,124.6295,5.8783,46.8376,68.6429,257.321,108.5138,75.9701,94.1865,15.3884,333.753,167.0051,55.3508,160.7625,13.2129,99.6282,0.0,629.6984,1.0868,0.0,6955.9491,937.9504,0.0
IND_C26,118.8404,8.0336,41.0873,84.5922,15.0958,112.4638,227.1597,42.1867,76.0791,80.4093,94.0105,125.7538,86.8701,135.2882,391.1459,167.1373,873.4955,587.0846,369.3554,561.5065,170.2998,143.1864,103.7466,9.0243,1249.7754,115.2511,189.6013,1.0581,98.4799,61.1231,8.8977,2.7159,75.9418,685.6387,19.2945,50.1935,38.9633,5.1883,51.8275,63.8073,12.3812,10.9154,2.8501,94.6089,0.0,2339.4509,3.091,0.0,12806.661,866.0474,0.0
IND_C27,188.6342,4.4725,42.4882,109.0539,29.4914,97.7033,171.8486,85.9841,55.1576,127.6985,106.2637,75.8338,67.9423,207.7094,419.8948,554.4309,1224.0453,2006.2896,1099.048,1516.4244,430.225,205.7333,272.146,9.5883,3425.8203,257.1246,359.2591,1.7079,54.5207,83.9476,10.9947,2.5715,40.2964,725.0309,26.3841,146.144,108.1521,8.1687,81.7567,32.2964,15.5839,8.5394,4.2302,177.4362,0.0,1717.1151,2.1079,0.0,21837.908,1469.8852,0.0
IND_C28,597.5014,20.495,115.9026,388.4231,105.5058,325.507,258.7149,383.6331,58.0387,567.1709,149.0243,151.352,94.4527,178.7052,782.2114,475.0856,330.5202,706.2063,1802.0017,1447.8192,541.284,175.8341,65.6596,8.1596,1995.1286,212.5438,151.0054,18.4746,33.4967,36.2329,8.2046,8.6009,39.8799,247.4794,22.527,33.0072,43.4893,7.1541,95.2272,56.994,14.7918,19.6176,4.4989,59.5558,0.0,2992.5508,2.5442,0.0,35929.7406,2030.0964,0.0
IND_C29,148.3632,12.0301,19.3237,42.336,15.0956,184.987,357.0297,8.9863,70.4191,49.5965,121.0222,161.0255,179.2833,136.1747,126.8606,45.188,141.9561,125.9481,269.9026,1730.1496,285.0559,188.9478,26.6268,67.3738,465.9214,75.0212,267.5874,0.529,12.6989,32.5943,0.7325,6.8113,25.8549,20.5181,12.2221,11.9132,27.265,2.1522,38.9535,15.5429,10.603,15.5808,3.018,140.4617,0.0,24237.959,2.6545,0.0,54578.7095,3955.7406,0.0
IND_C30,210.4831,92.7962,6.5106,14.4399,2.4592,64.3965,123.0653,3.1201,46.2222,17.1713,77.9729,90.8644,85.8614,108.377,42.7016,15.5807,48.2085,42.8466,108.9378,2060.5053,2769.2887,70.8,8.5381,23.067,160.3224,893.1108,677.99,870.7653,6.3902,78.5513,0.6974,12.1316,68.5232,6.7917,29.1007,1.6125,137.7961,15.6666,150.1337,415.7511,21.2135,5.8661,25.556,159.4934,0.0,7807.6277,0.0021,0.0,8617.7721,1139.8794,0.0
IND_C31T33,1169.6049,98.2618,459.8836,209.9145,32.0011,319.5005,478.6617,879.8323,302.7099,132.2757,269.7247,203.2809,171.0698,278.1488,820.1952,408.7834,184.7985,376.5766,542.6629,943.3343,283.8906,5015.7894,274.3364,61.8376,2109.4605,767.709,554.1886,4.6501,109.1532,93.2178,6.589,31.577,45.0532,191.0581,74.3878,84.042,115.1325,24.8227,406.9036,115.1213,33.6369,156.7283,9.9536,154.0271,0.0,2923.3359,1.553,4.3445,2457.4717,488.3448,0.0
IND_D,8200.9969,0.0,339.5895,299.0328,97.8541,152.6659,2639.7089,32.1183,822.7299,321.1293,304.5291,97.0873,868.2711,794.1557,4560.7438,481.2569,1906.3772,3041.3591,3183.0689,5782.3403,934.123,237.2037,785.9664,441.353,5273.7557,4805.5813,4254.4725,44.6706,1260.1578,2013.4023,198.6418,474.649,623.2345,5675.0111,949.5093,6266.0102,2374.7892,171.0538,1468.6023,1061.816,587.297,379.4358,256.2626,2809.2929,0.0,35015.0142,8.0342,0.0,0.0,0.2373,0.0
IND_E,157.8812,5.3649,108.4069,23.4549,23.8705,1.1919,4.3371,0.0,0.0065,0.0,0.9436,0.0003,0.0047,11.2931,12.3161,9.8975,0.0,0.1075,0.0,0.0,0.0,0.0,2864.0389,132.351,1127.513,656.9967,2616.4258,21.4438,718.7551,1155.5547,6.3482,107.3208,77.0927,87.3856,321.5837,1472.0498,900.0579,72.372,687.469,1640.1004,256.2644,109.737,99.2916,1005.3999,0.0,3389.3614,81.4945,0.0,0.0,0.0035,0.0
IND_F,3488.7935,0.0,46.8683,33.9777,64.403,41.928,262.7959,0.6623,1018.3776,530.2712,119.3155,51.2913,1476.2478,1466.8746,2553.7829,587.9746,77.7526,1285.1127,433.3475,742.7859,376.5687,19.1877,3563.4231,409.7872,38381.3252,5345.7456,1742.4084,6.3091,276.0466,627.5269,78.1072,8.0121,64.4492,1605.67,1209.0644,929.9651,12904.3523,374.2584,2670.1943,1775.2653,354.5256,149.061,28.0855,2979.0769,0.0,6295.5262,17.5717,0.0,323274.627,0.0622,0.0
IND_G,9076.2066,522.6684,1575.3965,666.6996,109.5964,23169.3272,14884.9493,780.288,1449.8214,2441.0689,5400.507,2373.4121,2379.3901,2641.0864,7651.3858,2107.3438,854.3003,1955.1513,3095.5635,4534.9864,1236.5767,3433.3735,2113.7381,271.6178,16668.3516,7933.0194,5730.2516,85.247,281.7485,607.5813,59.5264,4991.2769,879.1122,892.6278,365.2244,636.7242,682.7625,125.5205,2200.0659,3137.3114,474.5821,1439.2532,57.8983,782.8409,0.0,87568.6956,22.767,109.7203,14044.184,7431.5935,0.0
IND_H49,4054.4469,206.7649,351.3803,341.6497,140.3478,7472.4587,3283.5186,301.9841,509.187,1254.683,1628.7341,503.2152,704.5381,2385.9467,7075.8581,1592.3989,254.3169,712.9463,1064.4272,1792.997,440.7561,924.3936,1427.5189,595.7576,9119.9077,3733.0514,967.9238,22.0204,92.5473,302.0454,39.7931,1714.2363,225.3711,305.292,323.6254,186.6967,417.29,48.3346,588.2844,1282.8027,137.8868,171.8089,80.3511,398.0239,0.0,89329.7421,13.0193,14.7183,3141.0889,2451.821,0.0
IND_H50,36.5896,2.2669,9.4844,6.6422,0.0024,71.7463,68.7853,7.4051,18.1155,313.8712,60.5832,17.0188,27.3089,46.4574,139.5281,31.7866,15.3975,26.4659,32.0898,60.276,20.1664,33.4181,89.5305,5.0001,14.9784,0.1197,25.1919,2.577,1.4512,0.7694,0.2425,10.031,5.1393,7.1935,0.7857,2.5559,0.8872,0.0501,0.9363,0.0037,0.0039,1.1631,0.0073,1.0494,0.0,0.0027,0.1175,1.149,313.0165,788.718,0.0
IND_H51,106.4848,6.3895,30.8072,23.0878,9.4079,196.4544,216.3403,23.6577,59.4662,1085.6922,198.6604,55.4316,89.8284,145.2085,434.3239,99.2646,52.0169,86.9102,104.0869,196.2165,66.7034,109.6367,305.61,101.7788,557.0492,222.7688,97.8118,9.2834,10.4289,84.4743,4.853,33.8752,24.0313,57.0662,2.5241,342.8498,33.417,21.8697,243.4539,428.193,236.8806,62.9037,4.616,65.1689,0.0,1320.1726,0.8869,1.167,1064.5461,1113.401,0.0
IND_H52,813.2291,57.4851,348.5383,58.8646,49.4637,2075.098,850.6057,77.1335,128.6543,198.4224,437.9747,138.1339,187.0095,607.6128,2094.2343,419.9176,54.8401,186.6567,274.8132,489.6698,119.778,239.5645,346.86,45.4046,2903.8877,1863.6766,297.7795,6.1888,842.7375,183.0424,8.3456,488.0253,86.185,78.2323,52.0479,473.702,83.8162,28.0693,430.2103,382.4612,52.1148,47.2597,31.0488,340.7209,0.0,6014.7945,3.3999,4.1075,845.3442,680.8687,0.0
IND_H53,20.7518,0.0,0.3998,0.4678,3.9563,3.4605,10.5888,0.8176,1.1685,0.8155,0.3354,0.872,10.0102,7.6234,1.131,5.2787,1.9996,0.9559,3.4703,1.4443,0.4726,2.7542,454.8192,116.7915,336.3704,209.592,980.4706,2.589,53.9679,436.6274,185.2556,3.2413,21.9504,855.7947,118.1962,226.491,85.0227,57.6486,432.456,0.0,48.2546,8.57,15.1046,46.9656,0.0,1292.6726,0.9129,0.0,0.0,0.8857,0.0
IND_I,123.0599,0.0,0.8639,9.7616,25.1947,0.0,0.0,0.0,0.3278,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.1299,0.0,0.0,0.0,737.1983,118.6782,2723.7725,3960.9016,1861.7177,7.47,137.8587,322.7306,31.3835,4.7196,31.38,549.2379,355.4653,3496.7105,390.6121,67.7868,624.8429,465.2132,109.0509,30.3172,16.7742,312.5104,0.0,33769.4286,54.2742,0.0,0.0,0.009,0.0
IND_J58T60,63.9273,0.0824,3.5483,7.9186,5.9385,4.6354,9.7283,0.0619,13.3416,49.7823,2.1043,66.9864,0.2415,0.9249,11.2887,0.3149,0.4618,1.0683,28.5662,0.8032,0.2534,5.7789,67.6934,3.823,40.7846,55.4602,167.4386,2.884,56.9933,88.2624,0.9104,4.7854,346.2723,31.3423,46.8883,125.5653,23.0634,21.5441,100.467,6.1414,174.2471,54.2105,27.9085,128.5534,0.0,11952.0639,66.6626,419.4421,0.0,7.8638,0.0
IND_J61,143.01,0.0,2.9009,3.2413,14.8408,20.1559,63.0351,5.2351,6.0316,4.7097,1.6535,4.204,55.6923,46.1079,6.1022,29.8873,12.3832,5.339,18.6703,7.1892,2.6956,17.167,2178.9489,640.5937,2765.0329,1000.6729,7321.3869,19.2127,472.3034,2224.6258,29.5369,29.2428,221.3343,4655.1035,1461.6968,1258.6578,636.8836,372.419,2613.5951,0.0,306.7467,66.494,106.7198,294.5379,0.0,25466.3769,6.0556,0.0,0.0,4.6874,0.0
IND_J62_63,0.408,0.0,0.1587,0.056,47.2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1033,0.0926,463.9129,43.4034,0.4283,0.1052,19.3181,33.6574,1.4687,5.6119,42.9613,54.0197,78.608,82.5206,953.8622,85.0894,504.0842,27.7969,5.6167,82.5504,22.0188,44.3813,0.0,11356.2557,28.0956,0.0,36258.1701,120.1858,0.0
IND_K,6779.3921,5.367,213.2197,80.3426,92.8774,3006.6944,3133.291,182.2439,452.3355,723.0833,718.4984,918.4909,779.7865,837.9425,862.6249,665.269,408.7078,594.2387,910.9433,567.4699,213.48,748.4715,2414.836,1700.2578,5741.9336,11360.5905,2898.0325,8.2288,576.183,1383.0319,107.1661,226.9896,1547.4367,2594.7951,8013.0268,15679.9409,3605.8186,1431.2832,12185.9998,1535.7981,4286.423,1812.436,853.7694,481.3423,0.0,44331.7858,92.1005,0.1656,181.6939,8.9507,0.0
IND_L,0.752,0.0,289.6589,0.0,15.8205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11163.439,594.7933,4397.2694,1.0038,0.0,3.2724,38.5994,248.2957,0.0,1135.0646,0.0,0.0,208.6426,2.5179,17.4965,0.0,470.6285,0.0,107.1946,23.7648,0.0,162392.3577,75.0561,0.0,0.0,1.1177,0.0
IND_M,9.0372,0.0,43.4245,9.613,10.6133,5.2708,8.1514,2.1151,2.5005,6.4001,2.6258,0.496,23.5563,2.2445,41.3492,11.5925,85.4067,29.9725,88.2866,19.861,5.7866,1.2135,78.9114,19.8632,53.8692,79.9663,53.9593,0.7469,15.9194,30.0459,1.6369,5.4184,45.2339,64.3204,344.1175,98.2146,61.7403,46.0012,127.2974,23.6606,59.6396,10.5245,25.2368,29.9719,0.0,114.8218,2.3382,0.0,505.4841,28.6593,0.0
IND_N,536.9876,0.0,2851.9088,578.2457,468.3859,306.8945,619.8604,107.4804,129.347,274.4418,102.3855,19.3074,1156.8893,108.1192,2461.2765,587.8662,4143.8282,1255.5648,3922.4963,894.8877,323.9641,63.0079,4554.5277,1289.5627,2481.9501,3409.9066,5674.4763,67.7461,1807.2259,2414.1947,192.8207,354.7157,2365.2026,4149.6822,17532.5538,4517.1104,3536.3887,1028.6778,13292.9027,1461.0575,5705.5335,944.4241,1687.4065,1495.2438,0.0,13191.0136,134.147,0.0,0.0,26.1764,0.0
IND_O,0.0,0.0,0.0,0.0,8.3288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6861.5665,144.4209,152124.3217,0.0,0.0233,0.0
IND_P,119.5764,0.0,5.0593,5.5625,2.6326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6727,0.7609,44.2942,770.8715,66.6361,12.961,286.095,315.1202,7.3672,0.8994,22.1062,174.2085,308.2532,739.1022,130.3317,138.1082,805.9106,0.0,1073.7792,52.4521,22.9378,96.5201,0.0,47212.7065,982.7972,45328.6507,0.0,0.015,0.0
IND_Q,0.0944,0.0,1.9031,0.0,1.6163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6039,0.0,0.0,30.4824,0.0,0.0,0.0,0.0,0.0,90.5937,0.9594,0.0,0.0,35274.0772,1158.8381,16499.3496,0.0,0.0079,0.0
IND_R,7.4819,0.031,0.7942,1.4072,0.2252,0.0,0.0154,0.0,0.0053,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0002,10.9023,0.1602,13.6905,8.043,28.5601,0.4473,1.2543,6.9471,0.1425,1.7938,18.048,2.6341,3.8021,4.8737,2.5079,4.741,42.6574,0.0865,83.4657,18.3344,38.5506,36.1396,0.0,8285.3319,389.7837,434.4354,0.0,0.113,0.0
IND_S,2.0738,0.0,117.9808,26.963,7.3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.151,0.0,0.0,0.0,21.3193,1.5729,24.8575,3.2099,9.4881,0.6436,13.9475,4.7943,0.2764,2.4283,6.634,4.3199,2.8989,12.1313,13.7809,3.2566,20.3283,0.0,8.3609,1.0541,5.2672,14.419,0.0,39906.4857,2893.0543,12921.2836,0.0,0.0083,0.0
IND_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620.8834,0.0,0.0,0.0,0.0,0.0
