V1,AUT_A01_02,AUT_A03,AUT_B05_06,AUT_B07_08,AUT_B09,AUT_C10T12,AUT_C13T15,AUT_C16,AUT_C17_18,AUT_C19,AUT_C20,AUT_C21,AUT_C22,AUT_C23,AUT_C24,AUT_C25,AUT_C26,AUT_C27,AUT_C28,AUT_C29,AUT_C30,AUT_C31T33,AUT_D,AUT_E,AUT_F,AUT_G,AUT_H49,AUT_H50,AUT_H51,AUT_H52,AUT_H53,AUT_I,AUT_J58T60,AUT_J61,AUT_J62_63,AUT_K,AUT_L,AUT_M,AUT_N,AUT_O,AUT_P,AUT_Q,AUT_R,AUT_S,AUT_T,AUT_HFCE,AUT_NPISH,AUT_GGFC,AUT_GFCF,AUT_INVNT,AUT_DPABR
AUT_C20,116.3588,0.165,5.8648,11.4138,0.2151,126.4431,53.8453,78.0844,165.0807,43.6489,1797.5156,89.7192,455.0423,97.9904,119.2196,89.4993,132.6633,92.2855,60.2409,78.1999,6.9239,64.416,13.6572,13.6646,174.9623,126.6014,32.646,0.9321,5.2613,11.7916,1.8738,37.7759,7.6285,5.9579,21.9962,26.239,25.9484,114.5442,58.2462,31.1433,13.2476,110.5877,9.2288,29.5669,0.0,975.2558,10.0562,32.2339,287.7077,120.6315,0.0
AUT_C21,9.3206,0.0886,1.3765,2.7588,0.0622,29.8237,9.8725,7.7526,6.0794,2.4896,18.9063,176.5873,6.845,5.096,22.9963,10.0997,7.8765,6.6483,16.0504,11.031,2.9078,13.6198,9.7931,4.5502,36.2042,71.0229,16.8516,0.6782,4.448,4.7569,0.7257,23.3686,2.6724,3.6537,8.2572,7.2836,7.3554,60.849,25.1599,16.3617,4.7853,339.22,4.0063,4.0777,0.0,608.4337,1.2513,813.1299,550.8393,45.4858,0.0
AUT_C22,37.7127,0.3131,0.8845,6.4158,0.1191,205.1332,23.3905,45.6399,73.3745,2.5527,51.1312,26.8931,194.7702,54.7023,24.5872,72.7379,35.5415,95.3642,181.3464,136.7514,32.7501,78.9742,11.9344,13.5087,489.9076,306.4889,33.5749,0.5035,2.5336,16.2014,1.0978,18.036,31.6665,5.6791,19.6478,42.9916,19.705,120.8112,39.5822,29.6264,13.6835,133.4008,9.9366,21.9433,0.0,603.5378,35.5502,15.1797,586.2252,65.8601,0.0
AUT_C23,24.2985,0.796,0.8945,5.8334,0.1233,73.2484,5.8784,52.18,7.1988,2.0033,20.9233,21.4063,93.5587,474.3462,43.6029,78.6848,35.5973,71.3129,53.5329,39.9139,14.5259,56.5029,17.3619,16.4574,1943.9336,87.6407,27.4297,0.3489,2.7452,11.7546,1.4184,53.1674,4.5504,3.8183,22.9827,17.2511,81.6088,58.9095,27.7278,62.1507,5.5305,38.2579,5.3163,8.5846,0.0,467.6283,16.3342,16.0092,825.0582,78.6972,0.0
AUT_C24,2.5839,0.0,0.0781,11.4033,0.417,3.0376,0.0,13.4939,13.5475,0.271,14.8347,2.7381,43.1526,33.6323,2312.2672,1559.4783,52.3234,295.5911,659.1249,330.7397,49.7777,601.5041,6.8252,7.8584,437.031,16.9007,0.4227,0.0,0.0,2.3341,0.0,0.0053,0.6552,0.0,0.0,0.0,1.2902,3.8391,0.0302,4.2315,3.096,38.521,0.0898,2.1329,0.0,13.0936,0.0,0.0,142.737,132.0437,0.0
AUT_C25,74.1589,0.4689,9.0494,6.2901,0.1484,361.4167,11.5889,122.921,17.5821,4.2945,26.6462,14.9924,81.2072,59.1786,245.351,1411.606,92.7021,294.8228,1129.99,379.2506,165.3007,343.6049,34.4103,14.6786,1063.5371,435.7877,40.3026,1.0955,6.8373,30.5241,1.5243,78.4101,9.82,9.4058,35.048,43.2287,53.7924,141.6812,29.4343,84.7668,39.6054,72.4619,15.0219,18.0618,0.0,789.2673,0.637,32.6248,1404.3172,141.2296,0.0
AUT_C26,6.2898,0.0608,0.4323,0.8926,0.0249,12.9903,1.4637,3.8758,9.0247,1.0769,6.6501,3.1901,5.5524,4.0226,6.3025,19.3797,330.9077,175.4742,73.1968,68.0045,15.9531,120.2023,12.8887,4.7263,62.7815,71.8656,11.2317,0.3881,3.6055,3.7671,0.5454,8.1072,22.5805,118.2432,76.8918,19.9432,6.2669,70.4695,23.6243,11.3371,14.6127,60.8959,3.1101,8.8372,0.0,748.6188,2.3584,53.7959,1515.6475,62.8837,0.0
AUT_C27,42.688,0.4816,1.9144,3.5483,0.0807,29.427,3.3367,12.0868,16.3707,4.9382,17.5328,7.3579,16.1655,9.621,31.1797,64.3014,122.5301,517.1271,385.9632,157.7502,40.4022,204.128,82.2349,19.0517,463.2198,160.5745,61.8114,2.2414,24.5557,12.4465,0.9641,16.211,5.5134,28.8048,24.1141,13.7582,14.6265,75.772,30.2573,34.1656,8.4336,41.173,6.3675,22.1464,0.0,763.3821,0.5022,34.5714,1859.6714,82.7329,0.0
AUT_C28,57.096,1.4668,6.8267,8.248,0.1955,68.8948,7.8479,31.2981,26.6325,7.5457,30.8445,20.3382,20.3631,25.9692,60.212,129.3193,51.6473,156.6036,1363.0389,980.459,67.8312,243.1897,90.6881,20.5879,385.5868,287.7882,81.7677,2.8952,30.8557,21.0426,2.6105,32.8225,10.9456,16.3432,42.5672,31.7874,35.0388,206.0344,46.5662,43.9305,16.6849,66.9622,12.0006,16.4561,0.0,332.388,1.3846,43.0284,3847.6752,116.2265,0.0
AUT_C29,5.0156,0.1889,1.4604,2.9008,0.0699,12.6542,3.2749,5.4271,4.6424,0.9615,7.2466,3.0846,14.7626,7.0757,10.0654,23.7212,11.8146,51.4903,236.7734,1200.6231,36.3679,43.0579,9.7161,10.1589,68.4809,280.2382,48.0625,0.212,1.9248,14.1515,0.5362,5.6286,2.4252,3.1879,28.9728,12.1748,11.479,57.8192,12.9533,11.3415,3.7113,11.6468,2.4324,9.7395,0.0,1225.5647,0.1929,22.3743,2391.0362,105.8987,0.0
AUT_C30,0.2195,0.0026,0.0,0.0395,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5253,0.0,1.9775,3.0827,0.6309,98.873,2.8762,9.3358,124.837,37.7253,0.0373,0.0,0.0026,18.6942,3.5156,1.0081,12.4678,0.6429,0.0046,0.0,0.0,0.2047,0.0,0.0,0.0,0.0086,0.1539,9.8456,0.0878,0.0247,0.0007,0.5042,0.0,173.3894,0.0,6.2918,320.5043,0.1115,0.0
AUT_C31T33,183.6888,1.3775,6.9723,13.717,0.2976,86.6963,29.2173,46.4018,59.1577,16.6155,53.1125,31.4294,24.1681,35.4348,65.9194,138.6883,95.9822,201.5957,336.8197,81.4432,18.7625,622.3551,291.8678,57.5308,256.2387,329.7232,272.0558,10.325,114.7322,42.4894,3.3603,37.698,15.6971,49.1497,61.7027,31.4638,40.0592,95.0673,108.8788,91.9338,23.6,347.9843,21.335,18.6227,0.0,2941.7477,7.1421,201.0433,2641.7564,68.0742,0.0
AUT_D,153.6696,3.0682,32.7392,97.7121,1.0485,399.2838,29.9022,202.5161,396.5831,2.3534,457.1497,74.0156,112.5788,320.9325,828.6785,207.5685,47.493,89.9298,131.4857,94.4668,9.9111,93.0047,14607.1813,220.3007,232.5464,492.6131,528.8469,4.9497,11.3688,173.4268,14.1716,292.2263,23.5799,71.4137,41.9708,69.8299,467.7057,200.8472,95.0311,307.6017,384.9433,578.9281,185.206,109.2943,0.0,4611.3918,6.4668,24.488,225.284,6.9743,0.0
AUT_E,18.8892,0.3489,1.558,2.7002,0.0503,66.1649,7.4718,102.2885,315.9669,1.2325,18.4736,8.8009,72.4828,61.8078,941.4817,23.7384,13.014,11.3536,30.6235,7.0414,5.3863,25.2545,297.4395,2357.0646,74.4593,376.1125,34.7502,0.4583,2.1179,42.3428,2.5211,104.7865,7.7435,10.8445,13.0062,134.3158,2285.0777,93.6214,53.7669,104.12,41.4422,144.7233,34.6124,25.5809,0.0,126.5831,2.129,232.3706,49.6299,6.2296,0.0
AUT_F,119.9475,7.0351,27.6541,27.9125,0.5115,287.1763,28.945,230.9057,143.5728,52.69,144.3111,74.8945,99.0161,238.79,285.2162,238.8983,82.708,115.1962,278.4082,144.915,15.0229,300.3469,210.027,380.2665,13361.1117,1179.9946,195.5027,6.9168,12.7361,919.6611,41.2695,737.3133,34.6623,68.844,100.0799,236.5073,4726.7253,318.9958,148.8151,544.9553,446.6878,559.9989,247.7708,130.1991,0.0,1002.6942,10.249,21.9231,27697.3488,-3.3809,0.0
AUT_G,728.7873,8.07,23.7823,47.0321,1.0071,2156.845,443.0029,602.7989,468.3602,176.9909,909.1099,274.4457,390.1892,374.2066,596.9517,670.4109,347.783,503.5095,1060.949,820.7428,126.2133,786.8117,950.0349,205.7995,1734.015,3194.352,936.8169,16.529,168.8726,292.8451,27.6177,1194.887,237.6527,134.0023,407.3908,359.4235,276.2705,1079.9736,461.1241,368.5707,197.8043,1024.812,177.3904,192.4174,0.0,17267.0929,26.4244,983.4298,4151.8513,626.6239,0.0
AUT_H49,60.2909,0.6202,5.9093,27.8647,0.5228,298.3807,27.2592,122.0877,129.6262,97.9015,183.3426,29.4262,65.3803,116.0438,163.6002,128.0631,37.5373,67.3812,160.0382,95.4135,16.0605,77.5552,151.8412,49.7338,273.0405,731.624,469.6557,3.9675,28.642,46.3987,14.4387,90.5352,33.8515,15.4244,22.1407,47.7153,55.4018,106.3616,78.1045,62.7227,37.0502,78.6957,13.5589,19.4574,0.0,2106.9835,1.3777,616.6985,363.937,1.1698,0.0
AUT_H50,0.7813,0.0064,0.0266,0.0616,0.0014,1.0278,0.2091,0.2327,0.2469,0.8725,0.5608,0.1382,0.2352,0.279,0.2558,0.5378,0.3209,0.3061,0.5157,0.6818,0.1001,0.4814,2.6138,0.2215,1.5193,3.1577,1.6576,0.1236,1.4366,2.1435,0.0303,1.2418,0.1838,0.1497,0.2243,0.4594,0.7723,1.0678,0.362,0.4829,0.2702,1.2458,0.1399,0.2467,0.0,7.5243,0.0008,3.3469,5.2201,137.6774,0.0
AUT_H51,6.0474,0.0717,0.4407,0.9148,0.0193,23.3959,2.4656,6.298,5.8433,4.9384,11.091,3.5945,4.7257,7.1955,10.9312,15.0698,6.6835,7.6596,21.5686,8.3879,2.1691,13.2174,16.1083,5.1793,32.53,79.7495,20.5272,0.6009,5.5621,10.0469,1.9916,11.4912,3.4977,3.6093,8.9255,18.6315,5.5927,37.4464,63.131,16.3398,6.137,14.5346,3.6642,5.8253,0.0,366.6776,0.1271,8.692,35.0936,91.3973,0.0
AUT_H52,27.6768,0.2998,2.8003,27.4351,0.5642,227.3182,12.7353,84.5295,87.7365,20.7112,104.3692,15.5048,39.6325,95.7304,95.9293,80.0805,16.5188,39.6325,93.442,35.7721,7.2929,45.5898,324.8539,86.481,224.927,875.594,743.5815,60.1858,638.0435,1019.5591,4.0112,59.6084,25.4658,13.2989,28.7361,41.2917,100.2674,93.6215,54.0705,52.3843,23.4112,57.5432,12.2374,19.1578,0.0,1074.6605,0.6153,1123.1766,332.9191,30.0804,0.0
AUT_H53,5.8136,0.1662,0.5273,2.0471,0.0551,24.5362,2.4204,7.0902,10.2737,0.6872,6.0066,3.6433,5.7034,7.0751,10.3184,16.7421,6.5682,1.8117,27.128,4.6107,2.3238,13.6462,14.71,10.0896,34.8419,243.5053,16.2412,0.4771,1.8827,26.4906,869.7364,27.7135,22.8156,9.3119,28.1812,137.908,33.1592,122.6692,39.6137,103.2931,20.1329,60.3836,17.7612,101.999,0.0,226.0289,0.0018,0.5728,12.1467,3.6869,0.0
AUT_I,13.4934,0.3572,1.2885,7.9228,0.3865,196.1061,12.5414,37.1025,24.7784,1.861,45.999,24.9562,19.918,34.7981,48.6627,95.0421,49.0459,9.9832,148.831,20.0801,13.1445,80.3877,84.9654,49.7638,235.3219,802.1369,130.3219,10.9558,166.9609,76.6033,8.5373,355.4638,20.4554,42.0038,41.2582,367.2318,44.3274,379.6049,1333.6766,171.6179,105.4722,140.197,26.8111,65.5384,0.0,20246.5584,0.0,6.9057,0.0,0.0035,0.0
AUT_J58T60,3.0278,0.0649,0.3499,1.1268,0.0294,222.5354,2.7155,5.5686,34.1095,1.3512,10.6582,7.3319,4.5413,6.3534,6.7672,12.0479,12.2907,6.3767,17.1339,7.2707,2.828,15.9734,11.0818,7.1709,29.9423,234.1824,15.6347,0.382,6.2729,10.8094,4.3455,21.0457,750.1177,37.3229,59.8524,93.0717,30.2641,807.7043,87.4419,53.597,44.5762,27.9315,20.4335,12.6437,0.0,1357.5112,2.2199,486.5172,443.4257,3.993,0.0
AUT_J61,16.0824,0.3379,1.0697,3.7877,0.1143,43.4371,4.3795,10.4955,18.4997,1.1864,11.0334,6.6361,10.0861,12.6365,17.7911,30.368,12.9001,5.3126,49.8417,8.578,3.7035,32.3776,29.2357,17.9675,66.5491,401.7408,33.4102,0.9718,4.7806,71.7661,9.1519,46.3201,157.2542,1280.678,69.4251,219.3127,52.4442,227.1452,68.621,127.1681,34.9578,98.779,30.3643,43.3975,0.0,2059.026,0.0931,2.3336,96.6022,3.0672,0.0
AUT_J62_63,5.6822,0.0917,2.467,6.5115,0.1567,106.9451,9.8154,13.7515,37.098,2.6615,26.411,10.5273,18.284,29.8291,31.6981,59.3169,36.6311,31.8941,70.6657,28.5568,17.395,48.5076,82.6538,23.864,49.5718,572.3544,31.0276,1.3522,9.53,42.0004,8.6371,36.8046,82.5452,122.655,1873.6741,468.2536,48.8778,496.3507,109.3141,76.2029,50.6605,123.1391,38.5495,51.5367,0.0,264.4188,2.907,37.1013,4000.0881,16.7761,0.0
AUT_K,173.0636,1.5602,9.5598,23.2376,0.4457,347.6459,30.596,135.9869,135.0959,35.8665,146.9692,64.7612,84.2672,118.9312,210.1474,234.7623,106.6412,103.3764,342.3782,139.3199,45.2291,199.6352,251.9597,145.4121,624.1873,1906.7933,293.0814,6.1541,50.4052,178.4723,29.3547,418.8379,88.1572,90.418,270.7359,5975.9844,1875.6715,914.462,409.1985,767.5094,227.7752,337.135,130.4385,170.2363,0.0,6502.6057,0.7259,42.194,168.3233,4.7899,0.0
AUT_L,37.3564,1.0423,11.1618,19.7533,0.5452,226.4804,27.8928,67.2144,71.1957,11.3507,56.317,31.4371,84.5198,94.0507,76.4378,203.3956,44.6009,97.3788,234.5357,52.9626,21.869,191.6803,80.7159,110.2764,862.0323,3358.4822,350.4238,10.8104,35.873,328.8981,54.0891,1037.6333,138.3556,190.8047,296.9323,409.0284,2776.4836,925.8089,370.038,1139.1078,416.2367,778.3948,178.2393,317.7813,0.0,32467.1454,0.0145,57.7688,1635.4693,-5.6826,0.0
AUT_M,103.4794,1.7654,28.9373,51.1652,1.6753,875.0692,50.2896,172.1454,204.4544,30.927,236.3168,143.6389,150.1819,195.546,291.2752,382.3786,300.0755,97.9319,534.0107,246.1952,50.9741,344.0272,231.2843,186.0847,1854.3876,3858.3668,347.1798,7.4746,41.4636,277.8653,56.2761,503.7582,277.5827,265.2169,440.016,1795.9603,425.9778,4823.0764,666.7454,604.09,194.6103,626.8166,230.038,312.691,0.0,952.503,224.0711,195.9385,4910.7813,-537.7777,0.0
AUT_N,123.5787,1.806,11.9255,29.5617,0.9619,303.4007,20.02,73.5042,115.4081,33.2903,197.534,100.0524,59.1772,103.1606,140.3894,233.064,156.1284,143.8108,368.2161,187.033,49.2384,240.6114,196.0751,145.99,1238.2838,1885.3133,641.9851,25.5827,183.3919,337.7388,59.385,458.594,206.56,166.3304,421.3471,656.8355,1596.4706,1180.1875,1965.2315,614.3293,288.5836,648.0307,198.2073,200.1206,0.0,3807.9662,1.9608,591.1872,525.1315,-4.9176,0.0
AUT_O,5.5097,0.1181,0.7507,2.1031,0.0602,24.8846,2.005,7.8504,10.0261,1.3441,8.2907,4.0495,4.6345,10.8326,15.7853,21.2754,10.8301,13.0111,32.5076,11.2695,5.7591,20.6856,21.0559,17.2808,147.9219,124.5807,41.2006,2.0726,17.0637,45.1735,4.5084,33.1782,18.1588,10.3153,70.2999,88.2777,58.3231,127.2268,48.5116,893.9618,17.3419,39.6044,17.359,13.7059,0.0,197.0866,3.2033,24166.9415,331.4714,-1.1615,0.0
AUT_P,3.8975,0.1772,1.9961,2.9614,0.079,20.9769,1.741,7.2902,8.852,1.0416,14.11,6.9237,4.6641,6.1407,16.0187,13.5359,11.8797,6.4267,30.9006,8.8537,3.4235,15.7911,26.5424,13.903,35.7164,107.1464,26.6855,0.169,11.2136,24.2117,1.3418,9.9588,6.0731,5.9792,40.052,87.257,11.8545,134.6918,15.5581,54.2627,144.7707,83.3894,11.1788,9.4561,0.0,1942.2084,1429.1068,16185.0253,2059.146,1.1803,0.0
AUT_Q,62.7776,0.0563,0.375,0.973,0.0309,26.4327,3.7346,3.4188,4.6056,0.5343,5.8433,8.2641,3.1254,2.941,3.0281,5.5029,3.2006,3.2323,5.9512,2.7757,1.2687,6.7413,8.2298,3.1635,10.1231,39.0263,12.0841,0.2615,3.0021,7.4162,1.1574,20.5248,3.5408,5.5,30.5647,14.2322,13.4932,43.1939,5.7394,45.4436,13.1465,619.8206,2.2439,6.5578,0.0,6539.4831,4425.567,23977.93,253.9852,3.76,0.0
AUT_R,2.1161,0.0326,0.2879,0.6114,0.0193,69.4284,1.5483,3.0227,8.0664,0.6794,5.7786,2.5879,2.8531,3.5175,5.1894,6.9099,2.9903,3.1912,10.4326,2.9384,1.2567,8.0967,6.008,3.1278,18.2072,85.0368,10.13,0.303,2.9806,6.9183,2.788,45.1105,159.2654,13.5316,15.7556,26.9179,22.866,62.4335,22.5885,15.479,9.6149,14.4619,162.6661,6.0956,0.0,3278.545,176.9582,880.3551,197.0524,6.7375,0.0
AUT_S,17.7117,0.0863,0.6604,2.0524,0.0907,27.2455,5.5085,5.9954,6.8918,0.9405,7.016,3.5078,4.4682,6.2091,8.1809,11.3751,4.9264,4.4083,17.4686,6.0082,1.9479,25.4331,7.4174,8.8166,43.2625,207.6976,16.446,0.4154,3.4003,10.2274,2.1344,148.287,10.8857,6.6595,49.9659,47.2299,24.177,89.0936,24.1386,36.0237,12.7935,151.8849,11.2229,137.1481,0.0,2831.7715,1821.6118,1975.3908,63.8156,-1.6424,0.0
AUT_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.3855,0.0,0.0,0.0,0.0,0.0
