V1,ROW_A01_02,ROW_A03,ROW_B05_06,ROW_B07_08,ROW_B09,ROW_C10T12,ROW_C13T15,ROW_C16,ROW_C17_18,ROW_C19,ROW_C20,ROW_C21,ROW_C22,ROW_C23,ROW_C24,ROW_C25,ROW_C26,ROW_C27,ROW_C28,ROW_C29,ROW_C30,ROW_C31T33,ROW_D,ROW_E,ROW_F,ROW_G,ROW_H49,ROW_H50,ROW_H51,ROW_H52,ROW_H53,ROW_I,ROW_J58T60,ROW_J61,ROW_J62_63,ROW_K,ROW_L,ROW_M,ROW_N,ROW_O,ROW_P,ROW_Q,ROW_R,ROW_S,ROW_T,ROW_HFCE,ROW_NPISH,ROW_GGFC,ROW_GFCF,ROW_INVNT,ROW_DPABR
ROW_C21,1599.5766,43.4536,303.9232,79.5676,48.3571,558.5706,341.9677,110.9327,241.9388,595.8289,1088.3536,5903.9039,798.2389,396.1181,154.2903,284.2506,35.1339,108.8581,104.3221,75.5082,14.806,146.6712,65.5157,31.3528,1245.0906,758.6556,94.3474,41.2346,32.7417,30.2989,5.628,64.1287,58.6063,32.0198,17.3919,56.4355,160.9895,230.0437,33.5935,653.3098,504.3638,7722.0839,67.5752,150.4046,0.0,12088.379,16.3557,3335.7145,724.8574,-1060.5825,34.7717
ROW_C22,1355.2289,142.0985,703.8908,306.9262,67.7466,3814.77,1428.3432,154.1811,1046.3472,391.6366,1606.4931,798.7644,4544.3956,723.2559,298.7573,428.4185,692.0167,803.6359,687.5104,1391.8236,200.7846,1706.104,132.5864,239.4441,6512.2696,4617.502,6062.1066,158.6797,179.8588,243.5112,39.054,354.4954,181.0383,135.8718,54.0931,212.9697,1087.3391,274.7905,207.6269,505.0704,225.8108,553.6896,82.5715,465.701,0.0,9331.4444,1.1942,135.1468,1502.9277,-416.2598,3.4082
ROW_C23,702.4881,36.9497,562.3511,419.2539,133.0501,1813.1921,197.4257,123.3708,123.6913,240.4272,891.4809,548.423,310.2541,7329.2485,645.0437,309.18,300.6112,328.9484,234.1322,359.0265,81.8847,510.0233,202.4097,154.7448,47560.4336,1424.4315,371.5366,34.2997,40.8421,86.5591,7.1924,388.0191,66.0701,110.5209,37.7023,120.7215,5423.543,315.4042,170.5791,565.4038,403.3132,339.5819,64.7564,275.1376,0.0,8461.5022,2.1036,120.9507,2277.1085,355.4837,4.2641
ROW_C24,352.837,29.8388,1993.0594,443.8902,396.223,828.406,233.1502,147.0576,239.1358,469.525,934.3789,182.6954,670.2291,1456.8129,45362.6041,15834.5724,1808.78,6152.0379,5932.3611,3778.4812,760.7712,3306.0819,310.9503,480.0487,23691.3323,1143.9889,527.3629,124.9957,114.448,183.5904,3.8877,67.6897,83.6806,129.0118,24.9886,225.3258,549.0925,247.441,87.9529,246.7812,105.8388,201.6267,33.9625,276.687,0.0,508.415,1.5576,37.2192,3531.3728,4939.0587,2.5436
ROW_C25,850.4653,122.1741,3023.3818,477.2873,286.1139,1992.213,361.1111,209.6201,172.781,333.4229,624.0168,184.1986,397.994,533.0358,1822.4658,4409.9876,620.0146,974.8295,3464.7588,2238.0334,472.163,1728.2942,637.4179,254.8647,13906.0143,1526.5873,671.6414,120.4353,74.5736,179.6814,18.4103,238.6087,122.3584,286.3135,94.7703,238.4965,2067.3999,368.5446,207.4107,1160.5838,328.9101,288.0819,102.9642,449.8664,0.0,6665.1919,7.116,244.002,12044.7143,-2229.214,3.2778
ROW_C26,337.9929,65.5213,619.0123,90.5372,57.0934,270.9588,99.3726,21.2327,104.5096,103.0317,170.092,96.0357,94.2915,143.1964,151.8937,200.5645,6567.5619,1000.9481,492.9805,371.7268,81.369,427.7759,299.9674,79.1809,1731.5081,1385.5245,239.6479,49.1875,87.0026,116.4644,43.2136,141.4146,364.1905,2330.6974,574.0726,555.5711,102.6535,567.0525,204.7133,1124.4463,746.5949,1211.2095,137.1355,957.4682,0.0,15588.9295,15.3426,509.7527,19334.3,-7636.2649,33.7208
ROW_C27,430.5869,87.916,779.01,133.658,106.8766,310.6113,104.7282,31.4566,81.816,89.8523,216.4559,46.7852,94.0837,228.6459,363.1632,446.4267,1892.2358,5113.6223,1204.2037,944.6331,144.8395,843.7493,943.2637,121.6175,7838.1327,1170.3444,939.3326,93.4673,69.8929,179.6211,16.1294,235.7713,130.5495,804.565,124.0617,157.952,229.805,251.4481,149.3928,553.3761,384.5752,208.7252,97.5197,628.7781,0.0,10869.9827,5.6975,74.582,10350.0205,-3630.5956,14.9194
ROW_C28,1155.916,119.8503,3292.556,833.8716,440.5078,860.3269,301.2946,106.495,233.4275,325.2112,358.0064,110.204,216.7497,547.8346,451.4654,616.6272,621.5842,985.9583,5716.995,1835.1714,241.9032,838.379,607.8122,223.2604,5413.1685,1898.832,691.5883,144.6565,145.0469,199.9607,24.8067,158.6519,111.5713,547.851,107.4508,170.8941,458.1714,300.2989,262.7535,2517.852,489.3118,357.7822,124.131,428.1642,0.0,5944.3641,6.7227,131.183,28487.1835,-6823.7219,3.2587
ROW_C29,434.7029,36.006,618.8876,162.655,181.9803,333.7168,95.421,25.8408,50.8527,195.4117,189.3037,45.8741,167.4908,269.9679,500.0328,176.4412,120.9715,245.0964,1179.0061,28745.9683,905.5971,325.6751,224.5084,164.1938,896.0355,4338.5262,4440.4029,43.0812,111.0807,199.9318,50.1899,61.3451,41.4062,126.4577,26.1763,113.0245,141.6693,348.9333,536.0885,727.659,393.316,173.9298,64.4215,266.6382,0.0,30088.4065,7.5945,130.9444,31094.3531,-7230.543,20.4982
ROW_C30,23.6608,161.7727,182.0786,43.7942,4.5734,25.4857,6.0989,2.8257,40.3536,23.0942,59.7701,14.344,5.3799,7.1068,13.586,11.384,17.4868,11.4627,44.5096,230.1161,1981.384,220.7078,346.906,11.035,96.8554,155.7187,284.9808,441.5966,563.5142,105.4462,3.1547,9.1042,5.9893,9.3178,2.4224,6.1111,22.8346,120.9451,129.05,716.6228,36.9264,16.1977,36.6117,305.5985,0.0,4876.4714,0.1367,155.0807,9941.9215,-3304.7606,0.1629
ROW_C31T33,1753.4165,193.9889,1821.1163,590.3915,120.5402,819.9756,803.6567,196.1333,247.1777,395.1468,445.6199,204.5685,290.3127,323.666,556.3742,315.8695,366.9568,236.749,268.9342,299.5325,120.4011,3014.8727,1715.1446,580.6969,3139.5003,2508.5994,2768.6422,388.7885,624.3858,340.8156,59.1573,502.8317,246.1578,808.9417,208.8283,1593.4222,1707.6176,648.4802,400.432,1939.7313,1377.2097,3136.0332,476.5765,902.7523,0.0,19676.7945,12.2953,851.8363,11257.3207,-5672.3175,162.7459
ROW_D,4540.2225,409.9245,8634.6507,3823.0428,849.5551,5038.2266,2284.5843,682.4876,1809.1109,2647.5629,6057.0531,599.252,1142.3357,5531.0483,7289.2923,964.8185,607.4598,557.4557,704.667,613.2891,161.0349,819.1285,30326.1292,1882.1294,2702.2171,10239.382,4559.782,210.9815,284.5171,1349.7102,247.9262,4080.4509,970.5747,2930.4137,471.7302,2269.4434,3359.1935,1925.4867,927.7665,8818.4174,6589.1334,3891.5087,1379.8333,2167.7107,0.0,39562.0469,38.2985,4795.6443,1431.3509,126.2475,8.1083
ROW_E,862.4937,71.8546,817.4966,307.2844,192.0679,831.4191,314.1913,64.858,450.5997,284.0041,777.398,87.9248,171.8367,724.0458,2351.6686,207.6719,75.2606,73.0306,134.7259,70.3589,22.6707,130.0994,1010.0076,4618.3508,1276.4778,1698.7553,361.066,103.1581,64.7398,196.2531,33.7515,1342.6953,110.6645,193.0372,68.3052,421.0676,1097.152,423.3685,356.2121,4447.8144,1300.4986,938.6245,338.8987,529.3565,0.0,9893.2925,141.0584,4802.0043,601.2186,-2.699,2.4773
ROW_F,3044.4611,212.7761,4130.5123,1039.9612,400.0601,1500.5673,490.9337,180.7987,333.3714,953.9778,703.9097,196.8604,225.0326,641.6089,526.6593,348.2888,193.6614,204.4976,322.8583,204.1998,71.2355,490.4745,3129.2968,1208.638,101618.8692,5823.7942,1711.476,207.7706,313.9198,1972.1428,205.55,2252.5983,470.538,1814.6923,254.4647,3848.0154,67214.0301,1940.2257,1011.7167,17940.9225,6056.4579,3028.6911,1418.0211,3195.4427,0.0,21066.8551,96.3115,3077.1718,425763.1918,-106.2084,22.1865
ROW_G,39007.3884,3342.9842,13539.3762,3691.5413,1820.5055,41074.9386,19468.0329,2401.0161,4119.8891,8998.0366,9806.2273,4143.2814,4730.5876,5708.0075,7784.4889,4452.9547,3655.1845,3731.2587,4789.1401,10259.3082,1114.2792,5867.8083,5111.2101,1612.9013,35074.1507,50964.5636,16784.7841,2004.7521,3081.4806,2323.997,510.4418,12494.7952,3641.2242,4425.7032,1366.8857,3881.1534,4696.1646,3921.471,3819.8518,13000.6858,6297.1508,9453.0934,1700.0913,4186.2812,0.0,184021.1603,134.7173,3410.4624,55137.5417,13769.077,450.0448
ROW_H49,9314.2923,646.325,10870.6269,3528.2654,1131.2207,7781.9123,2823.2346,785.843,1328.9289,4457.6514,4525.0734,532.441,1265.9521,3141.7502,3523.0746,1520.0606,516.9494,816.8401,995.6539,2090.0099,221.6516,1433.9554,2554.699,598.4746,12917.8527,32693.7542,14836.0479,1113.813,1093.329,3706.5511,511.495,1665.909,936.9721,984.1849,377.9748,1619.1154,1181.7166,1697.543,1635.3586,6465.6157,3834.7751,1888.7903,391.9971,4496.4587,0.0,60086.0191,30.97,3217.582,6687.4718,1798.0725,877.6646
ROW_H50,773.9823,251.9746,4462.5703,300.5711,80.6702,776.8211,445.1013,86.9911,173.3886,890.9052,378.7679,84.94,157.8544,290.7855,381.7888,163.4246,142.2917,142.3029,178.8858,228.5974,52.454,164.7908,169.9662,60.3681,1004.8611,2948.9537,1414.7489,5499.8505,333.8354,1065.9719,56.961,200.6415,100.5362,163.4863,51.4603,127.9924,140.6569,186.7293,227.53,650.4046,166.6399,198.6918,57.7745,318.1474,0.0,10130.2138,5.0237,307.3929,1755.0695,1220.2893,238.7408
ROW_H51,841.1161,94.0066,1365.125,219.9619,126.8858,838.1562,534.672,59.1738,158.8408,355.9174,347.6681,123.1324,184.8885,231.9334,319.9367,186.5034,194.5322,181.1409,216.8612,277.6607,56.5612,250.4767,307.7118,75.0572,1474.7438,2158.0317,801.4627,219.102,1853.7835,549.6735,221.0682,369.8236,196.953,258.1753,190.1829,698.6765,355.94,619.7318,1189.9491,2085.424,546.7218,365.234,167.8716,689.7878,0.0,18202.1486,9.3179,262.9425,2131.7198,1564.4675,589.942
ROW_H52,1465.841,262.1441,1845.9508,616.5819,192.2058,1782.5207,436.8813,114.8354,269.1452,846.463,587.8345,158.2543,184.8496,454.4861,509.4704,219.8203,139.8066,140.5739,205.1184,325.6426,45.4403,228.1043,364.9196,147.9566,2083.5608,10695.9702,5559.4137,3322.1495,3641.9277,4983.7657,214.2644,307.5432,239.9506,358.976,92.7077,237.9002,326.7526,419.0388,416.5827,1918.0205,332.6496,239.5791,88.6626,346.5308,0.0,11503.5212,13.4428,3114.6657,1053.5756,316.6881,27.8899
ROW_H53,94.2614,11.0166,187.5665,51.1574,20.1338,143.4474,75.3927,12.1127,44.3676,35.5536,82.1604,36.5589,21.1931,32.0747,36.8436,39.6161,36.1484,22.2325,41.9242,20.8446,6.302,40.3745,138.4123,61.6209,215.159,1969.0571,123.3812,245.2816,54.6059,186.6701,1390.0078,193.9255,485.9681,761.7483,108.1954,1146.7863,142.7643,390.3831,230.8004,1874.2481,396.2594,246.6515,111.5663,278.7479,0.0,4568.7226,3.5968,283.4123,92.9307,6.0339,14.8401
ROW_I,648.4821,81.9891,4308.3343,343.0796,131.9803,771.8667,313.5515,51.3571,135.9293,265.1467,334.7758,199.2383,132.1696,202.0879,245.296,164.0548,181.4169,127.9848,219.3412,141.1753,39.2099,240.5852,742.4407,242.5493,2044.3845,4620.0034,1538.6654,340.7085,1928.4939,806.0556,94.4062,2047.2659,543.0141,1178.4086,559.3279,2677.4169,647.6035,2001.9935,2272.6212,6031.0362,3101.9804,3069.7463,938.8107,1940.0028,0.0,110256.4635,179.1573,2359.2595,435.6843,83.0307,5084.9818
ROW_J58T60,179.9794,22.2746,289.7794,81.8315,35.9937,847.7476,225.462,38.4895,354.427,128.5975,259.509,160.7801,64.8729,158.1025,86.659,75.6043,96.7041,111.6698,81.3512,63.0039,20.2583,129.0126,199.4341,106.1198,485.024,3501.9992,310.1415,63.4788,197.9429,172.7063,82.6436,613.0047,10194.5691,2267.5669,580.4205,1513.7725,369.0763,3469.0756,691.6514,2563.1921,3094.3394,502.7826,923.0411,733.4161,0.0,20094.3348,222.2886,3033.1567,6239.9541,-13.2079,66.7709
ROW_J61,580.4997,98.9967,1629.6647,204.0209,230.7146,586.7089,334.7173,66.3766,157.1229,191.6849,317.8259,147.4282,119.0487,240.913,172.0678,177.25,260.6562,144.7775,192.5724,95.4365,33.6049,216.7064,542.1935,213.4152,1673.2998,10737.6773,972.7206,254.3402,295.2228,627.3334,277.4779,845.788,1411.4874,21037.714,962.7977,4744.945,1086.6268,2103.3356,1267.1316,5355.9378,1974.8968,1894.0392,601.0293,1361.6384,0.0,60606.8871,29.2585,1357.1519,1430.6317,-51.8124,276.1121
ROW_J62_63,148.4322,25.1784,473.5489,94.0321,45.1374,434.5024,177.8496,25.8797,104.1618,150.2666,191.162,135.628,53.2914,103.7524,84.4712,78.3299,181.5533,98.1674,93.676,69.6793,17.2332,92.4267,347.1494,133.3029,497.0609,2559.4882,395.8826,78.6809,235.4504,217.7475,114.6454,268.4341,828.2389,1870.8733,2578.3959,3336.0816,263.2841,1136.0841,502.7988,2528.9337,925.9587,459.2836,255.8998,473.1346,0.0,5094.183,21.9503,504.1737,9043.8685,-13.1088,4.8131
ROW_K,4110.782,471.5606,7713.7444,946.7854,500.1004,3406.2421,2046.2061,269.6149,736.064,1821.7453,1627.8842,613.5609,559.7538,1074.6527,1556.2377,678.5526,558.0671,468.1966,691.6029,615.9352,159.367,745.2555,2959.7452,665.958,9197.6372,18998.4857,7057.4671,1316.6306,1710.2192,1578.9037,294.3424,2259.242,1027.7929,2399.9602,847.9184,41788.9282,23804.089,3702.8206,2400.1384,8738.6596,2627.7604,2201.9208,857.3274,2121.8076,0.0,66967.1191,310.2441,6701.2099,1537.7254,19.7164,206.1727
ROW_L,667.9539,69.1405,1403.666,260.3718,240.885,1135.0182,743.846,144.9258,281.1763,185.2544,356.6885,202.2181,188.8165,293.2824,206.8937,309.3635,208.3548,147.4319,241.915,140.6688,47.7074,501.3483,708.7549,261.7322,2404.5397,35642.1583,988.799,189.9127,319.0658,1254.6265,334.1106,5051.9255,967.7124,2110.3492,735.2057,5325.7533,10979.8886,4063.3341,1903.0249,4361.9973,3774.4476,1902.8964,1312.5092,4889.3513,0.0,269144.3404,315.9174,2498.7962,9789.8474,-4.3246,880.3764
ROW_M,2402.6344,191.7052,4833.1324,935.118,609.4675,3874.6028,1263.8054,173.7092,540.7436,1007.3483,1398.2147,1280.354,432.6755,755.4319,728.0852,499.6108,686.9398,473.2392,613.8574,537.7595,144.7468,657.9246,1775.9972,710.5872,10664.5759,12029.8965,1688.3688,450.8473,613.3157,1047.2148,262.9027,1836.7097,2408.4947,3808.0028,1759.3014,8903.8455,2972.125,10612.8296,2623.3352,7094.791,3449.9127,2113.6648,1220.1417,2642.4886,0.0,9845.6763,193.8369,3137.1741,18847.7582,15.1516,113.0589
ROW_N,1261.3232,164.4439,3461.9263,779.482,582.8787,2227.0439,750.4175,134.263,403.5625,601.5985,649.3901,544.8825,322.794,532.8702,512.0894,364.2955,422.1036,266.1939,387.799,338.8986,79.9866,462.9013,1470.2286,603.4093,4482.584,7713.0834,2405.1841,871.7555,1552.9337,1584.4113,456.8695,2099.1552,1292.9788,3533.1174,1105.5178,3986.5504,2200.7779,3237.0929,4442.3908,5142.4667,3090.2105,2256.7978,1011.8551,1868.8627,0.0,11671.8685,130.0516,2221.5006,2500.3846,32.9805,120.7231
ROW_O,829.6428,230.4086,2163.1015,439.4712,199.9055,1395.4745,424.4645,82.3563,249.4348,544.9157,1128.4974,337.7134,213.2203,278.6827,566.7393,208.6116,355.6202,159.0664,507.8806,237.9828,56.9426,322.6231,815.1212,1003.7805,3474.8088,4334.2942,2760.3474,901.1769,760.8252,784.522,371.5225,972.6354,569.2837,3261.0004,513.1663,2251.8732,1991.8297,3218.8994,1180.8386,52768.1307,5772.8849,3302.4617,770.1351,1405.4575,0.0,48444.2642,1207.7925,351103.2404,5938.235,-12.79,39.6128
ROW_P,238.7634,27.7279,1483.0605,346.3185,72.1484,399.7992,118.4559,30.4925,72.6849,216.415,395.3945,222.7959,73.1472,315.4106,222.5581,139.1875,121.2756,123.1454,149.5011,116.8928,29.7504,127.5229,829.7245,151.293,733.0104,2735.8458,347.2251,107.5769,470.2141,259.5087,50.83,260.1511,308.8617,670.9362,426.0256,2954.5274,267.6221,1644.2912,616.9079,8377.3358,15538.6505,1239.5566,653.8419,897.3435,0.0,110168.9114,3633.5234,108970.9251,3336.9606,1.0209,306.1828
ROW_Q,326.683,35.8276,1603.2592,132.7616,20.6172,251.1701,82.5159,24.6199,38.2553,193.1933,549.3322,101.4331,35.6675,79.6599,1025.6429,89.1724,49.842,72.8343,192.5331,48.7558,17.2477,65.0711,108.2809,59.0569,389.3005,546.7658,592.8764,34.9119,39.1271,103.164,36.5608,201.3006,68.1042,122.39,76.3821,4490.9643,86.7784,381.4705,265.8167,2705.587,1081.0697,27208.2564,180.0685,1562.9159,0.0,97816.5075,5540.5364,83627.9943,452.3875,0.7492,234.7949
ROW_R,103.8296,36.2245,192.7129,20.8102,7.4316,182.8617,37.6777,8.5082,24.6201,34.6952,65.5015,22.0923,13.2115,24.0668,38.8915,28.2169,16.2618,17.0683,29.1573,16.9638,4.7444,24.3416,797.0597,50.3865,180.5793,1320.2258,191.1031,73.4322,55.8662,157.0981,14.3372,349.3749,979.2214,205.6702,64.3655,292.854,110.0271,532.1874,246.4289,1269.4573,1588.7931,231.6748,4436.8996,640.5053,0.0,19154.1399,2057.0136,5146.7625,602.0573,4.8541,820.4228
ROW_S,1691.7193,485.7579,448.0722,176.3681,57.7093,522.6669,740.8517,35.1915,104.6767,275.3845,403.8287,160.8933,90.8237,262.9148,288.4682,99.6919,106.2737,105.8759,91.9349,58.9715,27.6426,303.4365,747.0678,214.9847,704.4257,2988.6354,2301.8747,414.6055,650.3459,477.4729,53.1473,1167.3352,544.2146,785.123,538.2446,1197.3658,701.3542,1058.4122,924.2017,2206.7442,1270.804,1510.9422,451.8566,8911.915,0.0,56556.4278,7284.5002,3912.0088,5637.1187,-0.8305,263.7698
ROW_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24249.5937,0.0,0.0,0.0,0.0,0.0
