V1,TUR_A01_02,TUR_A03,TUR_B05_06,TUR_B07_08,TUR_B09,TUR_C10T12,TUR_C13T15,TUR_C16,TUR_C17_18,TUR_C19,TUR_C20,TUR_C21,TUR_C22,TUR_C23,TUR_C24,TUR_C25,TUR_C26,TUR_C27,TUR_C28,TUR_C29,TUR_C30,TUR_C31T33,TUR_D,TUR_E,TUR_F,TUR_G,TUR_H49,TUR_H50,TUR_H51,TUR_H52,TUR_H53,TUR_I,TUR_J58T60,TUR_J61,TUR_J62_63,TUR_K,TUR_L,TUR_M,TUR_N,TUR_O,TUR_P,TUR_Q,TUR_R,TUR_S,TUR_T,TUR_HFCE,TUR_NPISH,TUR_GGFC,TUR_GFCF,TUR_INVNT,TUR_DPABR
TUR_C20,1422.0988,5.0122,28.2277,41.8644,6.4891,502.5652,1753.0377,209.7912,631.0391,131.168,2768.3843,143.1062,2469.0697,562.5948,304.579,229.515,35.1392,268.6174,85.6908,181.3626,24.0667,405.6528,83.2184,126.9311,808.3181,364.6092,178.7029,6.9897,56.087,19.3662,4.3941,153.8697,17.9311,4.0124,2.8941,18.226,360.8136,76.5957,168.3692,119.7657,37.0367,110.5539,28.1241,103.9717,0.0,2373.823,0.0,25.2475,263.7357,-10.9349,0.0
TUR_C21,43.2678,0.2265,0.7407,1.0465,0.1766,80.7244,24.9184,2.4179,8.7148,2.7693,21.4711,214.7158,18.0785,7.6047,7.6878,5.9202,1.9439,5.6969,4.4126,7.4695,0.6867,9.3346,4.7989,45.8753,28.6431,27.5937,8.0541,0.6101,2.5753,0.8075,0.3711,5.4891,0.8225,1.0881,1.5518,6.5475,4.4255,35.094,6.4646,7.4414,12.9981,432.1181,21.2395,9.3033,0.0,747.9674,0.0,2026.0761,140.1925,-2.0153,0.0
TUR_C22,268.1419,3.7761,23.9157,13.9548,4.1289,1173.3001,446.7635,77.6178,405.4588,31.7594,288.1675,63.4585,1814.8618,231.943,44.1458,261.7702,60.5658,601.1055,336.228,1000.4531,61.7267,571.8441,47.8515,70.3643,3776.4414,663.5522,1128.1684,2.6505,3.1308,32.229,20.0093,67.7107,13.704,9.3207,1.616,9.6692,865.2495,49.6917,128.8317,120.3637,11.4704,60.7151,6.326,119.1553,0.0,2819.2649,0.0,8.937,744.7001,-152.6637,0.0
TUR_C23,84.5239,0.3047,20.9443,55.2024,4.2671,259.4961,72.1444,20.55,26.6739,12.6954,104.468,21.541,263.07,3599.6261,125.8956,164.8328,8.7018,153.7359,106.7106,271.172,16.4147,240.6279,87.5506,35.4023,13878.3658,355.5663,437.2849,2.0325,6.7177,5.369,2.2848,99.324,10.3258,5.6078,2.0353,9.0976,1397.6106,78.3037,91.68,206.63,7.0336,227.9785,11.6549,90.3871,0.0,1541.4445,0.0066,13.4696,914.1123,-130.5533,0.0
TUR_C24,0.9397,0.2667,30.6352,35.0451,4.6745,90.3369,19.7653,63.5906,79.0904,22.8513,74.3086,11.2322,419.0595,181.2466,10118.6012,5518.5394,85.5441,3936.8293,1740.1345,1466.6376,225.6222,1578.1844,34.8837,59.9407,5624.0556,528.7062,161.0074,2.3055,0.0001,19.7854,0.0539,41.181,2.2633,1.6376,10.6785,0.0325,26.9464,53.5245,57.2624,2.2309,0.1019,0.256,1.5804,30.6216,0.0,7.3514,0.0,0.0,0.0,4.5999,0.0
TUR_C25,66.7907,1.4972,19.1699,28.087,12.1467,417.4073,219.9927,82.4065,59.7685,18.0175,166.7896,5.9895,272.3084,111.4914,221.65,1349.0559,88.341,453.2671,799.4429,903.7359,131.7622,768.1094,24.6512,45.7749,6436.3152,516.7858,451.1903,1.1549,8.0377,26.1182,2.9425,27.9802,15.2421,33.3993,2.8212,15.4696,463.83,30.6537,60.0979,646.3006,12.8759,49.7851,26.0382,88.6636,0.0,2063.2177,0.0,26.6483,6336.4493,-1251.8083,0.0
TUR_C26,12.6913,0.0902,1.2201,1.2192,0.8203,12.3711,10.8063,1.0076,3.8388,2.5527,5.7045,0.722,7.8582,5.1502,4.4737,26.1702,422.9813,137.9404,44.8626,182.6849,7.8786,67.4921,65.8424,7.0125,140.4031,55.1596,18.9638,0.4442,5.9466,1.3607,1.729,4.9232,9.1415,77.1728,15.2959,15.1182,7.2503,37.9236,127.5731,31.98,14.7174,103.5943,10.8067,93.1528,0.0,1795.511,0.0,65.6843,1671.2675,-610.1827,0.0
TUR_C27,31.7923,1.2253,12.1672,17.1193,1.9835,81.9434,104.9167,6.1798,22.7237,7.4437,27.248,2.6379,50.2754,80.7392,19.9459,150.1836,243.3778,1185.8007,380.4095,617.208,47.5401,282.7483,168.8838,26.5254,2562.2052,583.4948,91.6369,2.7995,8.7805,20.2543,6.1967,173.9836,13.5949,90.8509,14.5757,21.8701,379.7192,163.4211,151.7509,222.6749,25.9319,54.0602,21.1127,189.7676,0.0,3824.2154,0.0006,34.3446,3149.2063,-901.5852,0.0
TUR_C28,56.8159,0.8217,76.0882,132.3797,13.4997,68.4218,64.8194,8.2614,24.883,12.744,25.8113,7.5092,61.4031,79.0333,32.6935,153.5528,54.4909,317.1351,1213.3506,1136.4269,82.2136,231.0304,19.456,36.589,1588.6364,214.0014,80.4737,1.0768,6.7716,19.0614,2.1049,23.1248,2.8202,4.9994,7.4748,4.0838,178.9141,38.2151,44.4954,58.5307,8.0091,60.7008,17.5402,51.8903,0.0,710.885,0.0,25.1483,10053.0139,-2326.9893,0.0
TUR_C29,114.5299,0.2662,5.6495,8.4372,2.1976,52.25,29.121,5.2894,11.0565,2.8939,14.7258,2.0713,48.0915,29.1737,15.6757,86.7479,23.3878,51.6024,500.7079,6738.1477,35.3074,76.5475,7.0065,9.4074,469.4981,1063.0471,593.5955,8.7612,158.7792,5.4181,2.5815,8.3936,5.0739,9.7471,2.5583,45.9776,46.5927,21.2482,21.6491,57.5083,10.7784,24.0504,6.1074,31.9575,0.0,8155.3025,0.0,38.2944,7929.7329,-1752.0609,0.0
TUR_C30,2.794,18.4346,0.3698,0.3105,0.2044,4.96,5.0361,0.3525,0.7561,0.4559,1.1375,0.1715,1.4777,1.1026,1.4846,4.4713,10.2158,6.0412,15.2424,39.6494,285.6514,254.8184,2.2919,0.3801,21.5796,21.0768,56.9402,1.1431,16.9996,0.2806,0.1219,2.0185,0.2918,1.8278,100.0568,0.6973,3.0363,1.7993,3.1561,25.8668,0.6583,11.518,0.4783,8.9537,0.0,343.3636,0.0,8.0241,3082.5043,-529.0078,0.0
TUR_C31T33,59.9598,115.6009,54.6702,40.1472,15.4237,409.0784,761.2631,95.2135,111.3705,72.5116,66.35,20.6539,233.6961,412.7464,107.6187,185.0498,35.72,77.3414,181.19,166.9352,39.5873,1390.5907,7.0453,70.5902,1009.0646,381.0679,137.4487,48.1013,257.3432,109.6637,2.7248,190.9814,18.7131,79.289,22.8399,207.3894,71.6898,76.0477,110.1924,112.6825,106.8376,1442.538,66.5326,108.3863,0.0,8728.5373,0.001,39.9099,6273.8438,-1207.7867,0.0
TUR_D,375.5921,2.7508,69.9364,32.8342,12.0276,752.6067,984.4368,168.1371,245.0931,21.3903,284.6317,47.3057,458.5606,1409.7298,1187.2069,305.3866,16.6736,118.8842,203.643,228.8336,24.0923,149.2181,35815.052,433.2953,342.7613,1560.8333,169.5902,6.9122,8.1895,130.3197,21.8858,961.7962,63.4006,208.1577,35.5788,241.0979,1022.3701,247.8816,90.8468,1019.6702,749.7005,574.0413,176.2842,142.1399,0.0,12367.2081,0.0,9.5005,212.4662,-2.3018,0.0
TUR_E,193.008,0.3342,1.2261,0.9332,2.5488,75.5354,105.4208,6.1818,360.1639,15.577,70.2132,3.5695,88.5978,64.0733,5829.8154,64.8236,13.1477,61.0687,33.8486,59.62,1.7585,28.8548,38.597,1827.7468,104.3274,165.507,36.7404,1.3105,4.1888,16.1276,3.0905,159.2013,3.2892,10.6281,2.42,26.871,421.2255,78.4433,14.2181,196.7227,142.6263,179.1847,50.5185,47.2111,0.0,2470.0257,0.0002,2257.6475,33.0653,-0.0321,0.0
TUR_F,338.573,9.4162,75.9923,76.5135,19.2948,473.8613,313.1938,102.8776,81.1592,30.3355,140.0106,22.5936,164.3818,479.9638,196.3169,250.0526,59.062,119.8669,170.9315,182.1632,53.1773,329.3499,540.9379,1634.5973,46345.9073,2262.7212,536.7585,20.6787,67.6145,57.2484,49.2822,493.353,80.2675,344.9258,34.0553,194.4325,2490.1103,675.2734,307.4536,3780.7392,372.1726,432.8175,703.053,186.0302,0.0,3026.3759,0.0004,56.7563,131412.2102,-148.5624,0.0
TUR_G,3600.9127,57.7453,284.166,479.5159,23.9398,7389.2815,7865.2082,382.6017,1032.813,607.5069,1378.312,319.4439,1641.276,1623.3992,1417.9375,1191.9459,446.4654,1304.2007,1146.9541,3272.0555,166.0218,1870.2528,1748.6109,319.7165,8051.9349,3314.4288,4969.3265,169.3626,1256.2306,331.403,152.7442,2955.8105,152.3867,167.5396,107.0491,298.4505,911.0245,602.1201,811.2924,1535.4182,355.9899,1376.6136,163.0272,655.955,0.0,42884.9069,0.0374,2952.544,12423.2538,-153.8193,0.0
TUR_H49,1394.7971,15.4087,159.7741,204.333,21.7784,2654.3578,1322.2227,179.6474,412.9634,369.5598,587.4658,84.5908,515.2467,972.458,1015.9528,611.9309,76.4344,462.2487,500.4957,683.9534,56.2597,580.535,514.5366,250.247,2619.7752,4174.6708,16973.3144,116.3403,363.7296,505.6208,375.9131,579.3179,103.342,115.7187,40.8533,97.8715,271.2035,556.3412,509.2248,1334.7701,1144.7186,283.0093,117.9193,243.4793,0.0,39083.0417,0.003,327.5071,4355.8814,60.5738,0.0
TUR_H50,47.8459,1.2245,5.2632,7.5936,0.7297,96.1482,70.9055,6.089,19.1368,57.8351,48.5326,7.4599,45.9107,39.0559,97.8469,44.0249,9.5455,31.7033,30.5249,62.0754,8.4915,32.2976,41.1336,4.5494,113.9946,257.8614,265.9328,223.3361,82.9566,257.4733,2.3356,21.4732,1.8976,2.6705,1.9021,4.9563,14.097,52.6667,11.5636,31.2893,3.3996,14.3814,48.9738,8.9563,0.0,519.5151,0.0,23.5514,198.1712,239.5373,0.0
TUR_H51,55.6985,1.846,4.6725,7.8559,1.1902,84.9189,72.6032,7.5588,20.406,53.3719,38.9621,6.913,39.8533,26.2517,58.9522,35.5706,12.0114,38.3231,30.9815,68.4771,5.5891,32.5141,51.2038,4.342,134.8738,69.333,93.3536,7.039,363.9426,12.3869,29.0997,24.7927,3.6615,3.4009,4.5566,32.0424,17.8754,28.2354,231.4302,77.6663,10.6911,22.0755,9.9027,22.2656,0.0,2664.7008,0.0001,26.8996,227.4872,325.8682,0.0
TUR_H52,155.3957,20.9349,24.9087,115.0957,5.9091,506.8959,249.2386,35.3703,84.0221,108.9484,222.6941,17.3947,120.0677,131.6523,163.3993,104.4745,16.5493,94.6179,66.9512,133.1686,18.2917,87.1612,90.6083,49.3344,494.923,1068.3847,2107.0981,764.1602,840.717,1303.9394,101.0124,95.3679,7.3774,11.6339,7.1844,46.4436,72.9207,44.2127,203.1645,141.564,19.2719,35.7735,32.2934,64.6674,0.0,1569.3168,0.0,47.9987,360.6358,75.7187,0.0
TUR_H53,3.6584,0.1988,1.5742,4.2233,0.7175,44.753,86.07,4.9414,20.4146,3.2436,20.9831,4.822,22.4158,23.1643,11.1335,23.7089,4.9645,17.023,25.3666,8.3733,2.7099,44.9214,14.1827,7.292,58.8738,1011.4168,150.5456,8.7719,16.147,67.1269,158.2122,18.4028,31.8237,131.1176,13.5813,141.4324,5.6505,105.3524,140.9971,78.5282,34.1175,10.6378,10.6302,67.3274,0.0,1117.3532,0.0,0.6827,8.2613,3.6092,0.0
TUR_I,7.1055,2.6743,4.7238,1.1178,4.1036,112.466,99.6071,12.4068,35.6953,16.7477,35.618,19.4218,37.4243,55.4929,37.1066,69.9753,5.2631,52.2091,71.054,43.9653,15.2631,62.081,25.4618,39.6859,237.8496,864.9804,164.5456,2.0365,64.1026,65.0312,20.1541,373.746,36.8225,45.1328,61.2069,247.0329,33.875,243.2357,2402.5645,303.3327,209.4643,394.3246,90.5018,145.1066,0.0,32971.7684,0.0,0.0,0.0,0.0,0.0
TUR_J58T60,5.0474,0.0856,0.7466,1.6467,0.4279,122.6703,41.1042,3.1095,90.8479,8.7488,49.3112,4.6879,14.2983,26.6745,12.3462,16.5869,23.3371,68.7683,23.0189,26.4473,1.9929,31.0507,8.5396,2.7822,39.2749,498.9768,24.7116,1.6421,4.8859,17.0377,14.6223,52.5456,1329.1451,201.0455,69.4408,147.2423,11.5475,1411.4963,90.3346,108.9427,117.8096,27.002,41.9989,50.767,0.0,1502.0016,0.0009,690.165,167.7,-0.3061,0.0
TUR_J61,54.4337,4.1204,2.3023,4.2644,3.0259,77.7008,95.9673,6.7998,27.6573,4.8849,24.2181,8.005,27.3473,34.174,15.1438,36.9614,5.9233,17.3052,42.5265,29.3908,3.3646,37.3666,32.9854,22.6233,167.4376,756.2973,124.6414,11.3166,16.2175,37.0807,19.7559,118.9201,43.416,2456.1196,89.3357,439.0945,36.687,211.5505,133.6534,361.9426,69.5526,132.3977,41.8091,178.2428,0.0,9337.6189,0.0,11.949,347.3984,-0.466,0.0
TUR_J62_63,7.9743,0.0937,7.664,1.5275,2.2888,179.5718,139.3177,19.3835,52.3483,25.6216,76.4841,9.7547,73.4024,68.2741,127.9135,49.6348,8.996,36.0249,38.4607,72.2015,10.7087,88.8626,275.5516,108.6975,135.2523,1104.7014,204.4383,24.2663,15.3031,43.4179,14.5677,81.5817,87.0615,129.7,347.4723,434.4216,13.194,234.156,306.4931,57.9972,38.8074,745.055,31.27,204.7337,0.0,986.403,0.1225,82.8943,3374.0107,-0.6425,0.0
TUR_K,178.9361,6.9356,58.3456,42.3346,18.11,951.6262,763.5912,85.4666,202.6376,275.2061,272.8591,57.6874,259.373,525.6066,388.7349,301.4215,61.6251,369.753,301.3412,412.976,59.0207,385.0284,1944.897,154.8672,1942.2098,2952.3937,1598.3579,94.3225,514.5182,280.1953,60.5731,494.7583,75.4133,331.3343,99.7329,6571.7565,1198.6402,447.9998,545.8383,520.0689,387.0518,419.4567,297.6559,334.8544,0.0,14649.5816,0.0,13.7152,199.0937,3.5475,0.0
TUR_L,33.2133,2.2703,11.0774,12.2106,4.292,356.3302,1116.9448,36.7932,249.8791,92.6424,114.8387,27.7679,188.0562,193.4317,92.4185,204.4982,15.7029,86.7116,160.2808,47.7181,20.2516,303.6119,262.247,77.7256,676.3561,6854.2258,625.5726,26.2349,116.047,524.1207,261.772,2271.1522,143.0819,452.5722,112.2898,1367.4817,1075.4985,708.2021,370.1101,428.435,440.7356,762.4975,282.9862,369.2494,0.0,60351.5737,0.0147,1.7253,26.7514,0.1425,0.0
TUR_M,227.3159,7.7255,34.7618,18.6397,44.7654,761.9223,486.1764,60.5232,307.6765,150.2089,367.0443,72.4778,195.3093,346.0579,123.7298,253.8432,65.3085,292.2383,225.1248,273.8339,42.1307,308.3066,359.5247,103.6499,4398.7558,4064.9864,714.972,29.8312,243.2279,189.6773,61.3862,559.5004,357.0699,544.2951,384.5272,1596.2688,318.8973,3563.5747,564.0032,870.54,156.6484,729.9147,516.3882,940.4824,0.0,3191.0434,38.6666,265.109,2751.442,-13.4633,0.0
TUR_N,166.5103,1.9336,43.809,15.5922,33.773,709.0165,516.4367,45.3454,156.7517,40.8924,168.0667,243.3376,172.5416,421.8786,147.5538,233.2836,26.4731,140.6295,203.8977,259.9881,50.9514,217.1855,398.4705,868.8097,2200.6541,2683.3503,959.8331,64.0746,434.9681,464.0203,219.5073,498.6006,206.5512,872.6799,120.225,643.3402,1346.1378,730.4892,2055.2964,3179.1427,900.0559,1879.8262,758.244,429.4323,0.0,8447.6468,0.2628,51.906,895.5295,4.9513,0.0
TUR_O,147.9503,2.1223,5.8417,12.323,2.9218,164.6531,137.6503,12.8288,85.7542,23.2119,57.7051,7.4172,43.2697,69.1586,67.2569,61.8326,11.488,32.6984,35.4779,36.2899,7.0195,53.2272,259.186,73.5691,374.1007,1005.3718,374.4856,63.0299,87.2951,152.7783,49.6403,244.2457,51.1119,132.2502,44.5082,430.7993,179.9318,238.0215,84.6535,562.9259,232.0165,207.5504,110.5563,70.9963,0.0,6572.2118,7.9986,47716.0462,1074.0643,1.0844,0.0
TUR_P,1.7308,0.0265,1.2404,0.3198,0.4565,24.461,10.3818,0.7174,12.7466,6.8363,7.9181,10.8313,8.0583,11.96,5.5771,7.1051,4.7677,13.3798,10.2993,38.2426,2.3061,9.334,11.4043,3.8218,12.5445,135.1709,23.1058,1.5661,85.2556,9.7505,2.61,13.5557,8.4407,14.0888,16.4834,170.6541,7.3063,139.7557,52.331,798.5317,604.7256,36.588,30.7173,47.2266,0.0,9740.188,158.4957,29908.1708,2884.3674,-0.0398,0.0
TUR_Q,19.0032,0.0027,0.624,10.7842,0.3624,2.1342,2.7271,0.85,3.7873,2.4125,6.8617,0.6349,0.9398,8.6667,10.4016,7.8248,0.6062,3.3678,7.8807,3.502,0.1319,2.5398,2.2614,1.1366,3.276,10.874,24.1092,0.2141,5.3765,0.5639,0.6516,1.0071,0.6788,2.3749,2.6987,22.2114,26.1086,3.9084,3.2263,17.9857,21.1786,2330.5091,11.3133,27.6797,0.0,7525.801,216.9136,28191.9342,24.9577,-0.0081,0.0
TUR_R,0.1947,0.0,0.4792,0.3379,0.0776,40.8188,1.0085,0.0,9.9824,6.0355,9.0381,3.4522,5.7591,8.3796,2.1544,6.1755,0.8869,2.0089,1.724,6.0598,1.0333,3.9306,3.6638,0.1845,2.3556,99.863,13.7116,4.6759,14.1687,1.8957,2.551,123.3132,219.6545,77.7144,11.0204,3.7821,5.3251,179.8799,70.7,12.5826,11.6988,36.3159,1482.4697,0.4025,0.0,8329.5007,0.0,2540.462,119.3616,0.1232,0.0
TUR_S,25.3448,3.8378,1.1271,1.8937,1.0268,41.0054,54.4266,4.5747,13.83,11.4757,13.4343,2.6,17.0007,18.8072,12.4733,26.3908,1.1307,8.749,12.8785,17.9857,1.927,16.5408,20.6465,12.1827,42.1588,400.8256,92.198,23.7678,11.4733,45.198,7.151,105.1675,8.4556,35.2058,22.3133,69.9543,23.3226,81.5079,154.6018,14.864,29.3667,46.245,13.6298,340.2217,0.0,8549.9076,2283.3085,1546.275,1927.5205,-0.2355,0.0
TUR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.5939,0.0,0.0,0.0,0.0,0.0
