V1,ARG_A01_02,ARG_A03,ARG_B05_06,ARG_B07_08,ARG_B09,ARG_C10T12,ARG_C13T15,ARG_C16,ARG_C17_18,ARG_C19,ARG_C20,ARG_C21,ARG_C22,ARG_C23,ARG_C24,ARG_C25,ARG_C26,ARG_C27,ARG_C28,ARG_C29,ARG_C30,ARG_C31T33,ARG_D,ARG_E,ARG_F,ARG_G,ARG_H49,ARG_H50,ARG_H51,ARG_H52,ARG_H53,ARG_I,ARG_J58T60,ARG_J61,ARG_J62_63,ARG_K,ARG_L,ARG_M,ARG_N,ARG_O,ARG_P,ARG_Q,ARG_R,ARG_S,ARG_T,ARG_HFCE,ARG_NPISH,ARG_GGFC,ARG_GFCF,ARG_INVNT,ARG_DPABR
ARG_C20,819.8026,5.9025,8.0642,62.3345,8.0901,311.4069,194.4902,38.9541,222.5801,181.1029,1316.783,369.508,1498.8926,81.1513,55.9045,81.1455,99.964,113.6742,57.7269,93.876,4.8275,80.7078,12.5815,32.7249,201.1605,104.558,81.9334,1.0277,16.1946,13.4508,0.6095,59.3243,27.2668,30.909,9.1487,18.889,153.6269,52.6682,73.3114,63.625,21.2198,245.4119,15.8404,123.4392,0.0,2091.3222,0.0,2.8895,90.7083,261.934,0.0
ARG_C21,245.8449,2.1054,10.0449,5.8567,2.4498,522.4727,47.082,12.5221,36.9001,62.8996,112.4949,3229.1013,85.488,19.151,16.1919,17.6756,40.0069,20.0061,43.1045,68.117,1.4926,17.2275,13.2183,7.4904,101.7861,119.136,30.2622,0.2165,7.3414,10.3509,1.4867,76.0426,22.6492,121.2283,28.3403,51.7179,28.6204,70.6573,27.1398,36.7065,40.7455,2035.6619,38.6048,243.9963,0.0,7080.9869,0.0,22.471,149.1342,696.7459,0.0
ARG_C22,161.2898,17.2614,48.8893,8.0112,79.9402,1448.7051,364.126,14.9342,244.9376,32.135,637.679,294.7411,392.7967,53.6187,11.9324,64.1009,79.845,143.8766,321.1348,537.8053,14.7111,174.3696,3.5449,53.6499,313.0621,658.5275,523.0754,0.1767,74.9705,205.8804,2.5826,346.063,18.3342,14.4296,11.4123,36.693,46.7273,66.3152,48.7449,176.7885,23.6386,81.904,18.2544,48.3402,0.0,1171.8682,0.0,5.9803,285.2237,328.8874,0.0
ARG_C23,21.7373,0.2541,51.6791,2.2598,3.3868,372.4476,4.9498,7.4675,5.5268,5.0631,57.8487,61.1652,29.1375,503.1572,19.2476,27.9694,28.1934,39.8569,39.8072,104.9042,0.4007,11.4355,33.4311,47.5368,3268.9012,118.5657,8.9094,0.742,62.049,2.9574,0.1364,9.3731,4.9213,6.9471,1.7862,3.484,400.4502,7.2025,280.3846,27.1424,11.6652,50.8825,3.7869,15.6247,0.0,455.6019,0.0,1.0744,121.579,242.4145,0.0
ARG_C24,32.5085,1.9787,66.4292,10.6802,0.1885,164.3512,10.6111,15.3762,64.9075,18.9807,78.3214,20.8904,115.1982,71.1998,2901.7957,1013.3594,96.4503,1416.7556,550.571,563.0325,10.3959,102.8746,3.9216,2.8323,459.7947,14.1759,6.9159,0.0493,3.7641,9.1696,2.2845,4.6227,8.1424,8.4997,1.9905,1.5713,93.5613,5.8575,54.1095,21.2836,3.3177,10.7019,4.4839,6.3811,0.0,110.9093,0.0,6.0605,78.157,448.5314,0.0
ARG_C25,55.9839,12.449,286.3883,4.1092,4.8674,275.4951,28.1041,24.444,15.0912,16.1925,93.5261,56.9954,41.8275,17.5896,59.6306,233.7793,39.8659,167.4924,613.6487,892.6281,15.87,81.3824,25.8826,13.3121,752.4163,73.6617,69.9944,0.4236,18.8176,61.0622,14.3716,21.7541,9.3822,43.6594,14.3927,11.5127,155.2618,21.3985,116.1499,32.2042,7.8047,10.0146,22.1338,13.5648,0.0,386.9868,0.0,2.5475,1211.4622,166.227,0.0
ARG_C26,9.4225,0.8316,8.4854,3.0278,6.4508,30.9852,5.9265,1.5459,24.4492,15.0021,12.6225,11.4857,6.7946,4.0239,2.6633,11.8247,1083.9823,41.3084,50.4167,74.1335,0.5918,9.8308,13.3375,5.087,142.0114,99.1867,18.3368,0.1596,9.5123,14.3585,0.84,20.1167,344.4439,228.8596,39.2178,30.6679,18.9495,47.6333,35.743,94.4824,37.822,166.6227,14.132,49.7259,0.0,1385.347,0.0,26.4249,2246.6526,193.5452,0.0
ARG_C27,34.1003,4.5936,21.9836,2.9727,5.0242,160.9089,15.7618,8.2856,16.2133,30.9351,24.005,24.8179,12.8731,22.4324,38.2715,36.1328,364.5932,359.0779,211.1497,198.7523,2.8159,22.2564,88.8417,4.5441,342.5021,197.613,31.3156,0.0966,1.69,26.8104,0.5897,39.2654,21.9958,297.5946,34.9922,8.7313,72.964,56.0802,52.6756,40.8336,19.1433,10.6947,17.4179,24.5997,0.0,1521.325,0.0,1.9161,903.3765,150.267,0.0
ARG_C28,117.6571,11.2749,61.6542,6.331,17.3764,151.1173,34.9802,8.8655,29.1693,50.5708,40.5318,61.97,16.4108,27.2216,17.1843,58.8081,54.3741,118.8759,746.9423,1170.4519,9.3026,22.549,57.4037,36.1617,545.8391,100.5568,221.6623,1.75,3.4925,19.9958,0.9435,23.9461,9.4759,27.0483,8.4734,7.9704,42.1387,21.3435,51.8422,38.8477,8.5299,17.4767,10.1481,7.6491,0.0,341.3107,0.0,2.0706,4183.3959,286.9464,0.0
ARG_C29,122.8214,6.4612,39.0912,14.5123,13.5602,223.7342,36.7278,10.0079,43.7177,44.1728,37.6812,53.6108,25.648,23.0988,37.1423,40.6371,31.0012,46.2871,409.6637,2191.1955,4.6201,26.3855,26.6559,65.0613,244.7885,310.2442,728.7153,1.1593,12.2307,118.3682,2.5775,45.1594,14.5298,69.6101,12.7729,30.627,22.2966,33.6243,46.8001,167.5426,26.1988,41.7842,21.8897,35.9276,0.0,3496.3502,0.0,57.7142,3675.0093,526.2569,0.0
ARG_C30,5.3416,0.2022,1.3127,0.2842,0.4441,10.1461,1.5871,0.3841,1.2751,1.9792,1.9789,2.3011,1.2688,0.7434,0.5768,1.1475,5.2756,1.8718,9.8027,18.501,16.0605,0.8774,0.9582,0.7497,9.917,6.5236,10.0226,0.2266,1.6209,9.3441,0.0761,2.5743,2.3073,4.4794,1.2009,0.89,1.0767,1.4238,1.4033,3.3952,0.9057,1.8126,1.588,0.7877,0.0,153.8705,0.0,0.9923,185.4258,6.3858,0.0
ARG_C31T33,17.3684,1.24,127.6502,4.8011,2.3792,72.1857,55.9528,7.3431,50.7866,5.3407,24.9326,19.0844,17.2162,6.1017,26.3768,17.6943,23.6541,21.8368,53.746,392.3242,1.2327,51.7739,8.369,27.3845,258.4624,88.8231,23.7233,0.1364,10.1954,16.1418,1.5472,22.5672,20.9379,21.9635,6.3333,38.1148,26.6144,32.7528,33.8986,128.3586,76.7731,47.7018,8.354,67.6018,0.0,1849.2,0.0,57.3206,785.5073,90.7962,0.0
ARG_D,103.724,37.6415,199.8573,317.8666,139.7235,701.2786,117.9367,26.3409,105.8521,134.6974,191.4146,112.148,136.8342,227.4822,247.3482,63.3799,90.6443,33.7449,50.8409,80.8915,3.5534,28.9211,3305.4467,241.9111,312.7445,1160.841,307.2361,0.6902,201.4348,335.6767,7.1235,434.3977,35.3219,202.4797,33.9146,238.4708,1.8378,98.7673,50.2099,475.892,327.0073,224.0405,83.1483,132.5142,0.0,5429.3882,0.0,0.0,0.0,25.0616,0.0
ARG_E,17.6461,0.0778,3.3042,29.2539,0.8764,246.2998,14.1458,0.7027,220.7023,5.4974,59.233,189.7223,13.6327,12.2827,289.0004,79.0291,1.5001,32.3153,5.2074,45.9879,0.2546,108.5302,1.2102,39.5007,18.9404,142.1205,53.0996,0.7821,108.1217,68.052,0.2483,49.9796,8.7706,3.0318,1.5544,73.4541,0.2326,86.5644,179.3233,1265.2155,225.0909,89.0499,22.8159,63.4327,0.0,1455.1654,0.0,702.037,0.2382,0.345,0.0
ARG_F,1.8578,0.0004,50.1406,72.1306,0.0,24.1022,3.9711,1.3943,2.9667,12.5024,5.062,11.7005,5.8224,6.4549,5.0355,8.2988,2.7201,3.1295,6.214,6.725,0.4208,2.0331,183.6742,82.2192,2677.0815,365.9464,457.4406,1.9554,10.9669,170.7227,6.5358,69.6753,7.9239,263.4537,18.9869,62.2363,1294.8962,136.2346,478.1631,509.7006,245.172,269.7091,0.0225,63.0635,0.0,0.0,0.0,0.0,31994.2031,0.0,0.0
ARG_G,4339.7159,100.8267,295.2604,236.4609,93.1694,10338.9147,1323.8477,210.4322,718.0467,927.6801,1107.4746,1538.4781,873.088,368.683,211.7684,261.0923,813.404,357.988,787.8085,2032.755,26.4296,288.0222,414.99,261.2173,2163.0405,2982.3253,1596.7463,5.161,351.7554,341.7313,40.7532,3732.6258,632.856,1981.2821,372.2863,794.7543,443.5334,786.6869,549.0203,1082.8093,516.2327,1425.6352,620.1593,836.795,0.0,34536.5766,0.0,94.6114,4091.8696,2885.9114,0.0
ARG_H49,3738.7782,14.4662,228.8753,204.9977,34.1326,2052.3852,136.4255,116.7229,263.3304,820.9765,345.8848,271.4478,226.0333,284.2355,120.432,121.6313,138.4668,103.3799,171.5434,239.9643,6.9453,71.0373,704.7001,40.3074,200.2347,967.7458,204.4679,0.4673,31.8029,36.7503,150.4432,163.3969,66.2279,15.7864,31.6475,147.4745,451.0924,122.6638,84.9955,44.6633,326.6115,100.2288,51.2946,97.9077,0.0,13340.8669,0.0,2.4282,306.9485,148.4584,0.0
ARG_H50,0.1048,0.0,0.0,0.0081,0.0052,0.2175,0.0637,0.0084,0.0438,0.0008,0.105,0.0842,0.1014,0.0208,0.0539,0.0408,0.1119,0.0599,0.11,0.2603,0.0059,0.0191,0.0,0.0129,0.152,0.0329,0.1176,0.0,0.0139,0.0,0.0,0.0474,0.0119,0.0015,0.0,0.0181,0.0006,0.0032,0.0168,0.0352,0.0119,0.0654,0.0,0.0,0.0,0.0,0.0,0.3143,0.7077,81.0025,0.0
ARG_H51,30.4059,3.2268,16.8619,7.7556,12.9387,103.7947,26.4531,4.5567,21.8274,41.4681,42.9355,90.5931,44.9467,13.5623,18.6384,23.9173,62.1825,26.7795,53.595,79.8774,2.4713,12.123,22.6908,5.993,43.1084,56.2487,31.3714,0.1065,194.3721,11.9112,7.5312,20.2484,33.2314,20.0664,33.5041,34.2294,35.7047,87.9012,45.0868,262.2795,46.3512,19.073,27.0232,25.9564,0.0,2832.0322,0.0,0.7308,184.2854,204.4827,0.0
ARG_H52,116.6251,10.7298,24.5623,34.7083,46.7246,140.2394,13.6155,4.1937,9.7718,37.071,20.3984,20.1866,15.7834,8.1673,14.3523,48.7936,8.8233,9.3867,25.4333,33.7368,0.6489,4.048,36.1096,6.0956,29.5872,421.2244,3832.3694,23.8324,969.4657,564.5139,52.5223,62.3381,18.7146,32.8874,29.1428,176.0055,43.7251,25.1945,30.679,14.9884,47.0703,14.9274,9.6177,37.8986,0.0,2274.9495,0.0,0.4627,56.1827,27.4304,0.0
ARG_H53,0.7686,0.5537,13.4839,1.5635,28.9763,16.6638,2.9443,0.6788,4.2064,1.234,4.7942,9.8383,5.4477,1.7517,1.6969,4.0965,4.5597,2.6826,7.2053,11.7331,0.2318,1.9172,9.263,9.2286,8.9551,111.9574,33.5586,0.0385,11.0751,51.3327,6.4438,6.8524,18.8161,34.3363,21.6918,362.6178,8.2332,85.4785,28.7142,110.7829,56.3142,16.8177,7.0458,133.6901,0.0,108.4566,0.0,0.0,0.0,0.1005,0.0
ARG_I,166.393,29.1766,150.3536,7.8492,168.9546,692.6443,118.5519,28.434,127.4779,43.5645,100.0254,595.676,127.91,85.0719,36.5033,151.9814,139.9,101.5444,218.6654,213.521,18.5736,51.6849,10.7898,9.1155,21.7316,272.3609,103.7065,4.2349,96.3628,15.9503,4.676,447.9953,127.5106,56.7204,74.4933,289.1743,8.2307,164.5842,78.6954,842.2733,317.7229,386.6618,102.4281,155.523,0.0,22049.6375,0.0,3.446,21.1741,10.3218,0.0
ARG_J58T60,18.8989,0.5459,6.7044,14.6667,10.3572,345.8138,24.8887,2.3312,38.1621,8.5846,99.2644,201.1506,31.8152,18.4352,10.6922,20.1586,72.2552,18.0077,30.6198,54.1584,1.369,9.2017,19.1194,8.3619,5.1625,581.659,54.2694,0.1779,24.6888,22.7883,5.3977,110.1604,1219.0779,228.8238,249.0334,479.0797,16.6377,462.9622,72.6434,176.9493,111.2202,69.2668,180.8133,137.4982,0.0,1939.7584,0.0,123.1162,264.2578,28.6206,0.0
ARG_J61,15.1878,18.585,8.3224,32.0278,6.5796,264.8917,52.5607,15.4475,70.5222,16.6854,37.4967,80.4236,64.5343,30.2559,14.0456,56.934,70.1088,29.5323,41.7676,60.9973,0.8736,10.4673,15.3939,42.23,19.8848,2492.0619,887.0173,4.4746,147.7186,91.1572,39.0107,531.5097,172.0299,4939.2956,383.4423,695.3964,35.7086,417.364,165.5302,1159.0411,636.8133,381.3781,174.5101,49.5415,0.0,5248.2336,0.0,0.0,0.0,1.5915,0.0
ARG_J62_63,0.6315,0.3028,29.3221,0.1425,20.2365,30.7084,3.4246,0.11,3.9768,8.75,9.4315,11.6065,7.913,0.9961,0.704,1.7872,1.9755,2.5711,4.0264,19.8725,3.0993,27.4805,28.5134,4.8296,8.9451,359.3082,0.8525,0.0002,0.0008,246.9978,0.5117,17.6919,82.481,79.1645,1930.7132,1425.0167,193.306,2110.4722,597.9767,85.0426,10.4794,39.4224,1142.5561,94.7926,0.0,0.0,0.0,93.4034,1729.635,2.7878,0.0
ARG_K,358.1787,33.6097,169.289,77.6479,42.1966,568.7569,125.7253,39.1568,102.1977,64.8512,110.6542,186.5429,129.5708,71.8793,58.354,111.4901,77.1687,69.1933,131.6796,106.2118,8.7237,65.2007,181.5867,160.1983,434.2744,1879.5169,1378.6041,6.584,122.1944,421.6776,18.746,355.317,105.0615,252.0604,151.4119,3539.861,456.7922,550.4458,287.7908,2927.7211,367.776,413.1397,161.1816,300.3047,0.0,16328.8077,0.0,914.5621,21.0559,0.6491,0.0
ARG_L,1.4328,4.5523,52.6124,0.3018,0.0,16.697,28.5917,5.7661,20.2262,28.7536,22.1608,18.9864,23.4756,7.919,2.6126,18.2696,18.9032,6.362,21.7319,24.4969,0.9306,9.046,3.9324,39.4331,0.0,140.1203,234.7712,0.2773,17.3112,4.2263,2.4118,531.9949,37.9258,114.2446,0.1082,121.2278,226.9176,179.4478,111.6144,151.865,273.6055,196.3409,0.301,270.8088,0.0,23924.1598,0.0,0.0,3587.9853,0.0274,0.0
ARG_M,216.4731,25.2253,106.0545,51.5748,110.7491,938.058,112.0557,27.2379,90.6722,72.8609,260.5541,549.8728,135.5999,58.5245,50.3683,104.0453,157.8348,71.0894,150.8744,142.5149,10.4637,56.6635,359.4781,167.7088,198.7443,2440.5781,486.0931,1.7317,45.4041,172.8853,31.9563,856.1879,514.7138,572.9728,850.9746,1474.2308,300.9674,1172.5774,345.5865,500.1141,443.5701,717.3169,597.5448,447.7173,0.0,4760.2104,0.0,218.6743,1008.0748,7.2525,0.0
ARG_N,38.7856,19.4177,135.8314,138.3342,142.4427,260.5762,101.8765,11.2681,72.1601,118.6869,65.0059,149.1545,52.0458,44.07,10.6224,45.9404,32.9508,20.3645,71.7165,93.6244,6.3648,26.5357,116.5804,132.7215,418.5585,3020.9868,868.7276,6.0529,406.6937,430.3568,48.0808,541.399,126.7071,658.007,318.199,923.3925,236.7641,493.469,307.0664,492.009,355.9326,452.6331,208.0698,221.6314,0.0,3806.0775,0.0,0.0,0.0,1.8071,0.0
ARG_O,51.416,5.8892,1.6071,13.3603,1.2182,3.9475,0.6902,0.4074,0.9621,5.1491,1.0843,1.5404,0.9425,0.6457,0.584,0.789,0.7207,0.4341,1.0202,0.7,0.0493,0.4201,5.7671,1.3652,25.229,203.2389,14.3883,0.063,5.2357,5.6566,0.2237,2.2294,3.9353,9.05,4.7578,22.5609,5.7747,17.7071,5.6377,84.3508,3.8254,2.824,19.2346,40.7214,0.0,5526.6386,0.0,52503.0937,0.0,0.0,0.0
ARG_P,2.7415,0.0477,85.8031,0.1508,0.0,31.3941,1.9847,0.0768,4.8881,36.3054,11.3614,22.1961,0.2302,7.1278,7.7922,2.7261,1.2516,0.528,0.2934,3.0695,0.1066,0.0325,30.4863,0.1409,0.0,4.6501,0.1745,0.0434,1.2394,22.7492,0.0196,6.3555,4.6951,0.4146,12.0459,0.0067,1.0273,41.2761,10.2783,33.2421,42.435,7.3234,12.1642,102.5486,0.0,10231.6351,107.8879,25736.2851,0.0,0.0,0.0
ARG_Q,31.8823,1.041,32.0767,0.2037,0.1512,22.2859,4.9011,0.7947,4.0943,1.0525,4.143,27.7885,5.2173,5.566,0.7481,8.9257,11.3865,2.755,6.4141,8.9546,0.1371,2.4184,0.9343,4.7195,0.0,237.9404,16.0758,1.4366,53.1039,181.7897,0.6191,8.3815,9.2796,20.4744,50.252,57.5119,177.3657,663.8331,197.8489,168.0942,243.275,4886.4874,9.137,1845.3916,0.0,19963.1646,52.0321,15158.901,0.0,0.0,0.0
ARG_R,5.1499,0.0002,0.0,0.001,0.0,61.5134,3.8917,0.1487,9.5024,0.0,21.8264,43.5635,0.4467,13.8587,15.1456,5.3038,2.459,1.0331,0.5733,5.9866,0.2052,0.0629,0.001,0.0004,0.0,8.9627,23.7537,0.0258,18.6931,20.3811,0.1152,1.951,37.8674,3.9887,0.0,28.059,0.0,13.2215,21.2963,37.3212,467.9104,24.3444,776.5803,701.9473,0.0,6509.7163,0.0,1.1946,402.0126,0.1498,0.0
ARG_S,19.9188,0.0142,0.0529,0.1408,5.4767,6.2195,1.4644,0.0155,3.6049,3.2537,1.8257,5.7035,0.3659,0.7339,2.6437,0.6371,0.9125,1.1277,1.706,2.3699,0.005,1.3671,0.327,0.1986,4.5358,187.1855,60.6184,0.0047,56.714,0.8922,0.1242,41.4384,6.5497,0.7259,31.4643,34.1338,49.8976,163.7699,18.7852,22.5171,28.3347,156.0639,66.1553,86.0613,0.0,14456.4806,1664.4661,26.0462,1.703,0.31,0.0
ARG_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3578.0976,0.0,0.0,0.0,0.0,0.0
