V1,ISR_A01_02,ISR_A03,ISR_B05_06,ISR_B07_08,ISR_B09,ISR_C10T12,ISR_C13T15,ISR_C16,ISR_C17_18,ISR_C19,ISR_C20,ISR_C21,ISR_C22,ISR_C23,ISR_C24,ISR_C25,ISR_C26,ISR_C27,ISR_C28,ISR_C29,ISR_C30,ISR_C31T33,ISR_D,ISR_E,ISR_F,ISR_G,ISR_H49,ISR_H50,ISR_H51,ISR_H52,ISR_H53,ISR_I,ISR_J58T60,ISR_J61,ISR_J62_63,ISR_K,ISR_L,ISR_M,ISR_N,ISR_O,ISR_P,ISR_Q,ISR_R,ISR_S,ISR_T,ISR_HFCE,ISR_NPISH,ISR_GGFC,ISR_GFCF,ISR_INVNT,ISR_DPABR
ISR_C20,159.5038,0.3234,0.4298,20.6141,0.5587,152.0378,30.7119,4.0145,103.402,921.0785,1251.5001,171.1173,158.4842,76.4254,28.7308,52.074,66.4303,17.1101,46.3306,4.4643,13.1089,75.9882,19.3514,42.9076,256.8197,48.9468,6.0257,2.1462,1.538,1.7381,0.8198,33.08,7.6109,0.0766,1.7848,3.953,15.447,45.7244,22.5717,41.7189,12.3534,96.9171,8.9559,7.6635,0.0,1420.9117,0.0,0.4572,11.3398,53.0417,0.0
ISR_C21,15.3243,0.0496,0.0738,3.6667,0.1143,39.4254,1.037,0.4395,5.1061,92.2041,231.699,464.1049,14.0409,6.5952,2.7951,4.9655,8.4242,1.6611,5.0888,0.4359,1.1819,68.8044,2.075,6.3018,33.9815,6.6574,9.0919,2.0564,1.9302,1.4136,0.5606,4.1763,0.71,0.1503,2.7595,8.9848,1.8873,53.5838,12.9619,21.835,2.0971,1017.4039,2.1367,1.168,0.0,1243.375,0.1274,353.8711,8.8926,51.1743,0.0
ISR_C22,12.1302,1.2925,0.1401,11.477,0.4434,338.5189,18.569,17.2709,50.1612,52.1409,132.3969,53.1187,336.6598,31.4871,11.3479,44.3199,73.9796,23.3907,80.797,10.406,24.023,199.2003,22.2914,55.3077,507.8882,327.985,19.4761,3.2634,3.2709,1.4345,3.6308,56.7411,0.8514,0.8468,4.6676,3.5948,7.5908,36.6397,38.2033,54.6508,4.6831,89.1302,8.3201,5.9301,0.0,232.0292,0.0084,0.0304,147.3661,27.6993,0.0
ISR_C23,3.7129,0.0132,0.3022,25.1253,0.7179,96.6558,5.0085,0.7218,0.9352,17.2558,58.2922,8.9291,12.0321,556.8588,9.1784,38.4251,28.1964,2.6681,6.139,4.2669,22.8551,42.2128,2.4846,2.3471,1837.1883,13.1933,2.1855,0.3346,0.2998,0.2593,0.0742,9.0183,0.1106,0.0591,1.338,1.0235,52.8871,8.7573,6.7347,19.6757,2.8448,2.3866,5.4231,2.5581,0.0,256.7068,0.0063,0.0232,5.0484,20.7728,0.0
ISR_C24,1.6044,0.0096,0.5825,13.0386,0.8093,6.3703,1.5234,1.2939,2.8765,5.9303,12.4503,1.6321,18.9651,25.8647,645.7417,409.8652,44.9539,25.3192,91.0224,27.3813,23.6438,114.7031,10.0392,46.4073,328.9507,12.0941,1.548,0.1664,0.123,0.4968,0.0328,1.0192,0.2545,0.0534,0.1596,0.8352,0.2911,4.1723,1.7096,39.8313,0.2276,0.6415,1.8705,0.4085,0.0,37.0749,0.0,0.0,49.9851,9.225,0.0
ISR_C25,3.5011,0.0605,0.0826,4.357,0.1613,120.6889,7.1678,8.4651,11.4837,12.3887,26.278,4.6723,65.5658,27.4302,31.819,219.5764,191.9902,28.3295,77.5766,16.7245,62.5825,154.31,22.4713,24.8874,1384.7452,28.8296,3.5726,3.6141,2.3387,3.0612,0.2084,8.3509,2.053,0.7062,2.1328,2.771,4.772,18.2587,15.9115,1048.9379,2.5526,7.3148,56.035,3.2196,0.0,356.0315,0.0115,0.0824,407.1245,27.4865,0.0
ISR_C26,7.1263,0.8163,1.1856,55.4994,2.4054,85.2765,7.9312,3.8656,25.279,34.951,60.7256,14.7438,55.553,32.1733,28.5274,151.5998,2430.0777,157.2509,431.5339,24.4102,335.1261,210.8756,178.9761,71.6924,959.7219,158.0136,38.2864,8.0297,6.9769,74.8362,1.4475,9.7177,12.8739,103.9997,579.0924,51.0875,7.6323,1090.9321,48.7065,2221.0358,46.4476,342.2405,51.1762,66.6446,0.0,2469.2522,4.0825,14.7912,2767.6235,175.7703,0.0
ISR_C27,8.8528,0.1809,0.0372,1.9284,0.061,35.3286,0.4358,0.5821,1.8671,2.0301,3.7235,1.5095,7.9401,2.1843,10.8657,14.0181,110.1941,104.0574,34.0563,3.191,26.3135,32.2454,74.2579,27.0379,195.6305,45.6793,3.5938,0.8172,0.6043,5.3116,0.1524,19.9069,2.8546,6.1773,7.0723,2.6723,0.5298,26.9953,10.9735,65.8923,2.3996,4.3555,7.9611,5.7423,0.0,169.7116,0.0136,0.0493,391.5025,13.8471,0.0
ISR_C28,15.4268,0.3159,1.0416,48.3532,1.6477,31.5551,3.1309,1.4045,11.6285,81.3096,82.2153,14.7315,25.0957,20.6004,10.2057,60.5147,104.2489,21.9418,169.7982,7.9349,34.8307,34.4639,57.3471,27.85,263.6221,57.33,9.6798,2.3493,1.3541,17.7084,0.1979,2.3145,4.1129,9.824,7.2454,1.9296,4.0551,36.9916,10.0229,70.2047,1.9928,9.9662,7.1784,9.8445,0.0,679.7241,0.006,0.0218,971.7782,19.6106,0.0
ISR_C29,0.1233,0.0168,0.0065,0.3813,0.0128,2.3687,0.1387,0.1255,0.257,0.3795,0.8638,0.263,1.5745,2.1792,0.608,2.3526,6.0862,1.0392,1.9032,15.0534,1.4006,2.4441,0.9774,0.924,21.3582,12.2996,1.6271,0.1207,0.1034,0.2613,0.0448,0.2988,0.0752,0.5487,1.0901,0.3938,0.3034,2.5395,1.2782,14.3193,0.2142,1.015,0.7973,0.351,0.0,320.5253,0.0079,0.0285,474.3198,1.6491,0.0
ISR_C30,0.049,0.0,0.0,0.049,0.0,0.2149,0.0149,0.0002,0.0033,0.1833,0.3111,0.1135,0.1241,0.0304,0.0372,1.474,105.2144,0.0287,0.6692,4.0713,359.3321,1.6493,0.1731,0.1511,0.2486,7.3757,3.6195,68.3143,33.9725,0.3473,0.0023,0.0823,0.5243,0.2149,0.0092,0.0205,0.1113,0.8074,1.3157,392.1265,0.7671,0.1001,3.0376,0.7036,0.0,302.8893,0.0,0.0,517.0702,16.4188,0.0
ISR_C31T33,1.6794,0.0926,0.0242,1.713,0.061,25.5492,3.3269,7.6823,4.8859,11.1613,15.6296,9.411,24.0132,6.4361,2.0222,8.6943,19.8558,3.0908,8.2627,2.0859,3.6339,1767.2008,4.6542,7.6057,100.7028,39.5133,5.3573,1.4003,1.3433,1.9338,1.1649,5.2782,1.0295,0.2627,2.5528,5.728,2.3827,15.012,8.9839,37.8792,6.5088,51.7435,5.2452,10.1225,0.0,1038.3468,0.0102,0.0369,296.9252,8.8271,0.0
ISR_D,207.7507,2.9162,1.3853,100.2128,1.2929,119.2383,14.5238,3.4947,37.4428,397.9168,135.303,24.2553,74.1647,70.5674,36.3432,41.9115,63.5744,6.2165,13.1243,4.844,24.7566,72.7919,455.0523,72.8447,72.0714,364.9945,60.5473,5.5699,6.1035,100.6924,1.5861,104.6209,16.6555,33.8632,49.6119,49.1169,129.2822,115.9087,35.6359,187.6986,132.6731,133.0825,150.4445,43.3502,0.0,3173.0389,0.0,0.0,0.0,0.0,0.0
ISR_E,64.1547,0.9179,0.6301,33.8583,0.537,51.3668,7.5301,1.3902,20.6983,142.0157,64.0969,14.6104,25.4112,23.7584,13.1993,14.2851,25.0249,3.7451,5.3058,1.6926,9.702,25.4564,87.4523,962.8202,45.9237,115.9974,20.1455,3.3712,2.0571,32.0102,0.5685,33.693,6.1502,10.7837,27.5097,17.55,40.1001,38.0897,13.1829,125.1889,40.9483,45.6117,49.22,14.0768,0.0,2803.7138,0.0,633.0886,6.4531,0.8545,0.0
ISR_F,18.9316,0.0,0.5428,29.5282,0.9363,107.7784,10.8942,14.3764,30.0243,197.8254,61.1443,28.3422,27.6209,96.5192,24.5244,65.9852,138.9095,12.2017,50.268,4.0967,14.7927,74.6656,33.1949,137.4293,70.1753,357.9738,71.9789,11.2115,8.9404,84.0488,34.2672,74.8816,22.8073,52.6367,27.1915,150.8037,805.2765,148.4121,42.59,937.6023,262.1368,104.7456,88.2038,31.7991,0.0,340.7295,0.0,0.0,29319.6651,0.006,0.0
ISR_G,558.3558,11.1665,1.6478,89.3297,2.8395,1770.6717,209.8577,37.6495,191.4637,1378.5053,679.7584,502.2563,337.5245,269.2859,178.2869,249.3723,1309.0915,96.4049,284.1522,62.2781,179.4457,1000.9416,165.0822,144.2638,1542.934,1016.5995,370.0299,45.6146,57.4445,44.6269,35.7702,742.1514,116.6317,70.2536,410.0023,47.0424,59.4757,698.7765,201.0417,1083.2324,91.5762,659.6696,140.6775,89.9958,0.0,10422.7575,0.0,146.4138,2328.4525,253.2936,0.0
ISR_H49,85.3843,0.8736,3.4208,202.071,3.6563,195.7987,20.2248,6.7386,40.9882,1024.7815,208.2877,35.7327,77.6815,191.3401,34.8932,54.3346,82.3886,16.0255,46.699,7.1153,15.5969,103.8641,79.1865,157.9398,337.1788,557.3896,1526.4195,37.3672,21.8587,4.5022,11.8325,26.2812,23.524,8.0975,27.7117,40.1481,11.8083,105.0316,71.3237,289.1862,559.4722,94.2842,36.7262,71.1584,0.0,2741.5581,0.0828,1.574,94.426,29.6567,0.0
ISR_H50,22.9457,0.7094,0.0869,4.3237,0.1355,70.9304,9.9876,1.6962,10.9966,92.8347,42.1471,9.5656,17.36,16.8173,13.4299,15.0901,55.8712,8.1685,18.7193,4.49,9.4548,61.6069,10.0394,6.5014,83.3034,123.0479,10.4268,261.1722,40.725,2.074,5.2707,25.7915,3.6095,2.7679,7.2255,2.1686,2.3932,21.3956,7.8986,57.4277,3.6144,19.8211,5.0135,2.6654,0.0,594.7738,0.0006,3.4741,146.4939,212.8344,0.0
ISR_H51,6.3494,0.2208,0.0224,1.1379,0.0367,21.5487,3.2371,0.5221,3.1422,20.5825,7.0137,2.8111,5.1681,4.0416,4.3386,4.9054,17.5846,2.5494,4.0143,1.4373,3.1016,17.7395,2.9889,2.0235,25.6341,5.7321,2.0804,0.0065,0.0068,0.0064,0.0072,8.1996,1.1146,0.772,2.0624,0.2669,0.6699,6.5405,0.969,10.672,0.4891,5.899,0.7444,0.6877,0.0,0.0085,0.0002,2.6574,48.3884,170.6498,0.0
ISR_H52,19.5889,0.583,0.0729,3.8157,0.0927,49.3475,3.5212,1.2732,7.8899,102.7168,64.0038,6.5773,11.2761,18.2798,6.9008,12.9766,23.0604,3.3133,6.5236,1.8621,3.8471,55.7227,6.4909,3.7775,60.5292,381.2819,13.0868,831.3221,710.5899,1.2494,19.7098,15.8142,2.3874,1.968,4.9995,5.1495,2.0687,12.4193,16.4562,47.8735,2.2023,13.1002,8.5048,2.4566,0.0,592.2787,0.0,1.7529,53.8552,13.9381,0.0
ISR_H53,2.7387,0.0086,0.0629,2.6766,0.0696,4.128,1.129,0.2265,7.839,4.4879,4.9181,7.4438,3.5892,1.8417,1.0959,3.711,8.0764,4.1151,4.1597,0.4948,0.4758,15.347,8.2538,8.5549,30.9646,127.0564,8.5499,10.5822,7.7811,19.5924,71.8999,5.0889,32.9216,5.9928,20.4281,74.6367,42.8426,45.4655,12.5496,65.2963,15.2148,42.0853,10.2015,7.9682,0.0,109.5182,0.1585,2.2077,6.0348,0.3064,0.0
ISR_I,3.6451,0.0691,0.5245,11.2795,1.0366,66.7932,1.2975,1.2117,5.7178,1.3659,2.7144,10.4704,4.3894,12.1786,10.9983,43.0223,11.4126,6.0574,52.6697,4.0744,5.4324,74.278,31.2426,14.0123,11.5153,235.879,70.0426,16.6812,37.0643,0.1421,0.4712,144.2581,21.4698,39.1377,242.3542,187.2417,33.0472,574.1428,122.9017,120.5202,246.5061,262.1103,237.4702,150.631,0.0,7186.3218,0.008,0.029,0.3398,0.4936,0.0
ISR_J58T60,0.0777,0.0002,0.0063,0.3297,0.0118,2.786,0.2736,0.0658,2.7028,3.0147,1.274,0.2501,0.2899,0.3767,0.1009,0.3592,1.6544,0.5696,0.2784,0.0378,0.731,1.6038,0.3198,0.4453,6.3142,22.7755,1.6935,0.346,0.3646,0.6412,2.3656,15.1667,413.9467,183.4709,20.1539,5.7812,2.2913,496.9842,20.222,10.8943,12.9696,2.4448,73.7221,22.6464,0.0,177.8873,0.1839,0.6663,24.4824,1.8997,0.0
ISR_J61,1.0621,0.0301,0.0676,1.8509,0.0885,10.0006,1.6915,0.8541,3.5672,11.3309,9.5433,26.8979,3.9339,3.6444,2.3273,7.3808,12.2539,0.9769,4.5025,1.9035,0.4828,17.6146,2.3085,5.9856,77.0427,99.949,41.536,2.8395,3.5557,6.6917,1.641,13.0827,28.106,940.7707,41.3382,106.9116,11.1933,91.7265,34.7555,94.3203,23.3689,42.7453,55.1273,18.604,0.0,3877.8121,0.5987,2.1691,26.7858,2.0299,0.0
ISR_J62_63,1.0476,0.1143,0.5279,15.8681,0.7872,33.478,2.5352,1.2957,7.0295,8.5241,23.3872,30.7017,9.7305,14.7511,4.335,22.024,369.0566,13.9134,53.3468,2.9368,43.0449,35.424,23.897,12.5911,106.2047,102.9122,76.5325,11.7568,11.2056,15.468,1.3007,19.0067,77.5502,91.7622,1782.7525,384.9885,22.5603,234.8444,36.8326,661.1655,119.9041,214.346,83.3685,32.7683,0.0,386.9776,90.7908,328.9431,3716.8563,35.6501,0.0
ISR_K,81.7828,1.0627,4.5956,201.1443,4.2224,192.6095,26.9347,5.9331,34.1234,242.0219,180.2659,185.9174,68.3055,64.1491,40.157,61.4814,154.0773,14.6587,69.1422,10.3906,35.2242,137.3263,349.6668,238.1065,761.2462,1404.0935,374.6642,85.2743,77.7741,194.3597,3.4347,103.7663,114.5067,240.0002,451.5481,4071.548,3323.6081,684.9882,433.4231,520.1498,99.2199,160.6285,241.8387,153.411,0.0,5976.4148,1.8148,151.0728,125.9694,0.997,0.0
ISR_L,20.5009,0.0265,0.6693,20.3751,0.8675,116.8135,42.3327,7.9155,50.6859,56.1368,48.7899,66.3243,75.8814,48.3611,17.5969,77.2868,106.7718,14.9279,65.6168,9.1784,29.5804,181.5111,19.9176,58.5444,212.3382,2122.1301,139.96,4.9279,5.1988,711.9971,7.9949,327.1751,77.7394,268.3549,197.8219,148.5418,996.3023,458.6671,148.0911,306.2074,218.075,419.218,346.7204,159.2671,0.0,41368.1054,0.0,0.0,0.0,0.478,0.0
ISR_M,88.0363,0.5884,3.7298,95.6419,6.4202,271.3482,27.2393,9.1286,31.4428,53.8299,214.5135,296.1966,78.4334,67.5753,25.0167,78.8851,452.7154,45.0405,114.1887,12.951,78.6929,335.6701,323.9476,177.6262,2807.7904,1831.576,334.6153,35.2828,39.8087,254.9329,15.0016,163.3589,145.4605,129.8104,703.0992,1052.3331,460.2567,3519.6522,434.6531,1049.3398,221.3494,589.8926,635.8381,149.7937,0.0,1212.1805,2.2421,75.9853,4106.1395,25.944,0.0
ISR_N,50.6208,0.0241,3.2461,101.0243,4.3039,235.8102,11.6336,5.9052,33.7726,19.6372,136.0371,287.7832,79.1571,58.7175,19.9479,67.6376,320.1172,17.5987,113.7791,12.1571,30.1643,131.126,184.2166,263.2415,795.1471,828.0737,369.6807,78.3296,85.0406,273.7265,17.2082,100.8576,52.2007,111.381,229.7071,600.6923,271.4216,439.133,1523.6687,929.7279,500.291,580.1148,394.0142,215.5779,0.0,2233.0922,2.685,17.9773,174.7346,3.1257,0.0
ISR_O,5.1034,0.0009,0.0432,1.7765,0.0564,4.4701,0.0737,0.0871,0.2248,0.261,1.5314,1.4368,3.241,0.5836,0.1353,0.9431,3.9722,0.2828,0.5551,0.0592,0.8751,0.9717,60.8907,22.8027,74.5356,18.2666,21.8688,18.5177,17.6701,11.6423,1.1315,2.0377,6.3549,4.7275,84.9814,39.6881,17.5791,18.3522,3.9621,168.3229,49.9448,86.09,7.75,2.0325,0.0,242.8418,4.2713,31797.0064,162.6413,0.7531,0.0
ISR_P,0.0006,0.0001,0.0335,1.336,0.0456,3.5809,0.2748,0.0435,0.3284,1.4634,3.0303,7.8312,2.3901,1.211,0.6785,3.808,4.4791,0.4742,1.1848,0.1581,1.2729,1.3423,0.6311,8.6747,5.323,14.5747,3.2355,1.3251,2.0659,0.0153,0.106,2.1556,1.3515,0.3031,10.9481,28.0831,2.9765,30.8597,4.5813,175.3218,306.2574,66.8438,77.9894,26.9958,0.0,4578.5016,329.9286,16775.906,10.5246,0.0488,0.0
ISR_Q,0.0004,0.0,0.0008,0.1653,0.0009,0.2037,0.0034,0.0686,0.0325,0.0121,0.0377,1.2572,0.0106,0.0232,0.0799,0.0277,3.2725,0.012,0.0161,0.0017,0.1151,0.1107,0.6101,6.9183,0.2883,12.2355,1.0263,0.0649,0.0494,0.5,0.0178,0.1951,7.4638,1.7451,48.681,414.3237,1.0968,23.0861,7.1897,308.9977,43.3622,2341.2007,28.4457,68.7846,0.0,4137.6262,1235.3068,17986.6651,82.3477,0.0722,0.0
ISR_R,0.0,0.0,0.0,0.0,0.0,0.1904,0.0623,0.0,0.0,1.2736,0.0655,0.0,0.0265,0.0,0.0,0.0778,0.1432,0.1504,0.0,0.0,0.0218,0.1196,0.261,0.0937,0.3551,1.488,4.4333,1.3756,0.6191,0.0,0.0,2.531,91.2687,47.9954,2.4724,0.5863,1.8827,62.315,2.2063,116.9391,67.7995,61.4879,690.1742,234.0189,0.0,4011.031,311.1349,1433.4689,7.5331,0.3203,0.0
ISR_S,14.2773,0.2819,0.009,0.5202,0.019,4.988,5.2222,0.2451,0.8506,3.0738,1.0364,4.448,0.9102,0.7729,0.8477,1.3799,1.0626,0.4989,0.7452,0.1535,0.1043,5.6692,5.4573,7.2495,35.9971,162.8551,11.2462,8.4857,8.0972,5.335,0.676,205.9294,38.5483,9.0977,84.2745,11.3774,21.147,37.6263,42.422,217.2467,24.5889,377.9175,139.3548,413.3859,0.0,1976.614,1956.7728,681.6556,7.8461,0.0393,0.0
ISR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.5085,0.0,0.0,0.0,0.0,0.0
