V1,ROU_A01_02,ROU_A03,ROU_B05_06,ROU_B07_08,ROU_B09,ROU_C10T12,ROU_C13T15,ROU_C16,ROU_C17_18,ROU_C19,ROU_C20,ROU_C21,ROU_C22,ROU_C23,ROU_C24,ROU_C25,ROU_C26,ROU_C27,ROU_C28,ROU_C29,ROU_C30,ROU_C31T33,ROU_D,ROU_E,ROU_F,ROU_G,ROU_H49,ROU_H50,ROU_H51,ROU_H52,ROU_H53,ROU_I,ROU_J58T60,ROU_J61,ROU_J62_63,ROU_K,ROU_L,ROU_M,ROU_N,ROU_O,ROU_P,ROU_Q,ROU_R,ROU_S,ROU_T,ROU_HFCE,ROU_NPISH,ROU_GGFC,ROU_GFCF,ROU_INVNT,ROU_DPABR
ROU_C20,250.9348,3.4808,4.2129,0.3573,1.9691,45.8111,76.832,29.2588,24.065,13.3523,222.2825,12.0073,265.981,29.5811,20.7432,29.8013,22.0486,52.3686,24.9884,106.1671,9.7019,62.4664,21.67,37.5733,127.2331,60.2843,60.9839,1.7056,1.7918,3.276,1.3982,6.414,13.2098,1.0947,15.4644,3.5287,43.1802,38.2943,37.068,3.2425,8.8476,57.8528,4.1185,15.7511,0.0,425.5719,0.0,9.2169,0.0,69.0808,0.0
ROU_C21,5.1075,0.036,0.0664,0.011,0.0056,2.2072,0.7157,0.0,0.0,0.0,0.0,4.7602,0.0,0.0,0.2083,0.0,0.0,0.0,0.0,0.0,0.0668,0.0,0.0443,0.0055,0.0,0.0,0.0,0.0,0.0,0.0361,0.0,0.3142,0.0025,0.0,0.1419,0.0,0.0,4.1723,0.1608,0.0,0.0903,175.9697,0.0211,0.0163,0.0,209.4137,0.0,101.4917,0.0,12.5848,0.0
ROU_C22,9.8549,0.5313,15.5199,0.9305,1.2399,65.2588,50.406,18.627,11.1447,4.5435,23.0435,2.5983,365.659,22.1941,27.9473,58.138,52.9116,133.3297,81.3277,532.6625,14.1473,39.0282,38.4085,7.5129,264.7432,212.6072,413.5696,0.3327,1.5888,15.7316,2.721,1.9308,7.4105,59.7809,14.57,3.5356,19.1127,65.1938,18.5214,2.8202,0.7183,5.3172,10.8985,9.1188,0.0,482.7428,0.0,0.9751,0.2056,126.6955,0.0
ROU_C23,5.9879,0.5901,3.181,0.4845,1.135,72.6321,5.0429,12.2664,1.2911,4.9713,7.9279,2.8794,15.1418,137.2757,60.6587,25.0494,9.2359,36.6374,26.2302,53.4746,6.5235,23.2983,20.1707,36.2819,2111.0667,50.657,89.6102,2.0171,0.1586,2.3661,0.0,2.7935,5.422,28.2107,2.4068,5.9739,24.105,22.9352,11.5185,0.3853,17.1635,4.072,34.5266,54.9812,0.0,178.3121,0.0,5.4802,0.3433,90.1648,0.0
ROU_C24,7.2017,0.0523,14.6286,0.8484,3.0246,5.0682,1.5202,5.3105,3.3881,10.6335,16.1156,0.5922,4.8763,31.2554,451.3228,342.8619,50.015,171.7742,256.2432,641.807,64.573,38.3895,46.2898,6.0761,730.7386,57.9614,91.0321,10.4623,0.0,0.3638,0.0,1.1188,2.9794,97.5201,2.5693,0.0,4.5764,71.5773,23.1774,25.1869,3.5958,0.298,15.4804,6.3117,0.0,23.5256,0.0,0.0,1.3657,116.4045,0.0
ROU_C25,63.2195,1.1173,40.9297,4.39,4.3882,44.7665,15.416,60.6318,31.2536,229.3169,55.6562,6.3079,59.5543,63.089,95.6379,448.4222,69.679,176.8646,213.9581,273.7098,35.284,107.677,273.825,10.1489,862.5978,51.2657,234.0156,3.7818,13.8448,63.5502,0.0,1.5935,4.3247,15.4375,6.6977,3.5644,13.7661,113.2912,27.089,21.106,1.2427,5.1393,21.4928,13.6881,0.0,438.1683,0.0,12.9429,52.538,137.9316,0.0
ROU_C26,2.1632,0.1756,0.6697,0.3329,0.1891,4.694,0.7315,0.6863,1.3489,0.8354,1.3031,0.1641,5.4021,1.7604,5.8689,5.5981,47.6671,26.2445,12.6902,34.591,3.9481,8.617,14.2065,1.6537,39.5377,108.9298,17.2102,0.19,0.2866,2.9165,0.5077,0.5028,1.403,55.1464,81.1373,8.5797,27.4782,17.0925,4.3981,1.3588,0.633,29.3038,1.6188,3.1474,0.0,271.489,0.0,0.2121,339.6457,44.8095,0.0
ROU_C27,6.6764,0.6886,5.4208,0.42,0.3471,7.5982,1.3676,3.0563,3.8284,3.0948,1.8412,0.761,14.9894,4.5437,19.1055,21.7564,47.9561,152.8926,54.1643,168.1448,12.2372,22.1376,68.8611,1.5566,182.9903,118.2245,84.7414,0.7128,0.2137,12.0319,2.6451,1.8373,1.7866,73.4788,44.8756,12.3857,1.8974,122.0236,71.8979,0.9119,0.8529,3.2949,3.7912,4.8498,0.0,486.6302,0.0,0.0691,99.0303,123.8428,0.0
ROU_C28,1.8648,0.4951,0.7515,0.0707,2.2891,1.2097,0.8079,3.5512,0.5131,0.3955,0.5279,0.1222,1.2553,1.1788,1.7491,0.9277,0.559,0.7424,4.5267,3.6305,1.5814,8.7023,2.7574,2.0498,17.1368,3.4195,4.1033,0.0659,3.2442,89.2437,0.0,1.2809,0.5601,0.6494,1.5449,1.2116,0.4549,1.6871,0.5925,4.6602,2.5143,5.0122,0.6609,3.0115,0.0,106.7083,0.0,1.777,1351.5034,71.2371,0.0
ROU_C29,32.8096,0.9108,9.637,7.3499,0.3197,64.0521,6.2032,20.9092,3.568,5.0972,7.9548,1.9762,8.2196,24.8589,11.2292,22.7254,16.1893,79.9777,38.4927,1858.8798,84.763,66.3038,59.4032,6.214,128.3241,90.9114,1111.5147,0.7578,3.5595,1.0684,0.0,1.9073,1.787,19.17,7.0496,4.0739,21.5055,160.256,58.4263,4.3176,7.0041,7.1033,6.0036,7.2569,0.0,1251.3104,0.0,0.0116,1947.5506,326.8771,0.0
ROU_C30,3.0612,0.4258,0.9401,0.065,0.0347,4.879,0.1322,8.8864,0.057,1.2577,1.9313,0.5504,3.0718,2.9746,3.6401,4.3374,0.0013,0.0672,8.5578,0.0116,94.9492,20.9067,23.9726,0.6261,55.2355,33.2487,222.844,24.9188,38.6654,0.0067,0.0,0.8142,0.0676,0.0574,0.0086,0.0,0.0471,1.6827,0.2577,0.0,0.0008,0.0071,3.085,40.6949,0.0,251.0251,0.0,15.9548,170.9344,31.0442,0.0
ROU_C31T33,296.1455,0.1674,8.0061,0.4973,6.4142,18.2746,7.4302,27.3497,4.6384,12.4381,7.0784,1.1852,15.7537,11.496,18.0373,34.6975,51.8032,43.2512,46.4492,246.7809,24.5623,39.2879,49.6767,9.674,201.309,177.8678,520.6512,10.241,31.8865,76.8701,0.3638,13.9811,3.8589,55.3549,2.0581,31.8037,35.5913,53.0007,12.3388,5.1723,7.7598,25.7826,5.9903,9.8565,0.0,943.6336,0.0,0.2192,617.4207,14.8738,0.0
ROU_D,260.4534,1.4312,150.669,10.6623,7.1866,447.0347,149.5872,169.0987,103.0868,142.4341,298.6577,16.9293,190.4693,240.9911,279.8265,246.4359,83.3498,288.4175,231.7234,515.6585,77.9626,155.7593,2545.67,192.3059,940.5726,824.4314,128.4803,4.5385,20.3641,205.1937,35.4163,103.5759,25.1941,110.8281,189.4802,116.0198,73.1607,531.3652,217.733,15.1726,31.6013,68.8347,55.6663,74.3585,0.0,3312.075,0.0,25.0042,0.0,0.0,0.0
ROU_E,33.6935,6.9362,7.6273,2.987,1.3269,18.4561,10.93,9.216,8.6765,5.2931,3.0636,2.1069,9.0356,4.401,3.9836,7.6628,3.9368,20.1588,4.5077,17.9442,4.9782,9.6917,16.6243,19.6915,834.1453,70.2831,13.6271,0.9219,3.4505,35.0249,6.4717,43.6925,9.1743,19.1816,32.2977,9.5206,8.4965,100.5169,42.513,1.5637,85.7539,265.4843,17.9044,31.0662,0.0,858.7012,143.5899,425.4694,47.6012,5.4137,0.0
ROU_F,133.0359,2.6709,50.8131,11.2011,5.4564,351.6788,135.6302,93.565,67.7691,161.8242,131.5879,21.9957,116.2966,151.2127,93.9192,102.922,40.1627,132.4593,104.7366,155.517,49.4449,99.7628,1224.3521,123.4314,2845.0192,1779.8711,1451.4326,11.029,28.7201,232.5749,67.8025,180.1014,64.6389,349.8878,215.9915,145.1922,420.7429,709.8089,299.1997,518.4506,222.2148,375.1363,324.8858,128.1173,0.0,518.3122,0.0,953.2446,21656.0592,-5960.7572,0.0
ROU_G,939.5581,41.2523,54.8943,13.6177,13.3344,1995.2104,430.3931,232.9592,96.3228,589.4275,255.8518,30.1252,331.5639,220.9158,373.3905,219.2022,139.3061,265.0646,201.9077,960.3843,80.2709,280.2003,745.295,86.7729,1829.6871,2416.2242,1315.852,14.8127,35.8661,125.2957,17.5048,559.5446,59.4443,235.4242,125.5934,60.2539,129.2534,402.8775,149.0259,94.6795,97.4474,847.2989,121.4124,222.4056,0.0,12391.6341,0.059,383.7309,1316.3557,1079.7345,0.0
ROU_H49,205.2995,10.6805,28.7998,10.7828,10.231,402.7349,54.1109,83.8067,23.9383,338.0577,64.7554,5.685,75.5384,96.4403,121.8357,81.2986,35.1211,74.8083,60.2448,253.11,25.3405,75.5112,307.6366,21.8067,683.325,830.1397,248.4528,3.896,8.1352,27.9282,22.7438,81.4557,11.8832,35.3609,25.1577,14.8508,27.7583,92.5635,50.7846,14.8983,15.9787,82.3332,29.1783,48.4653,0.0,5121.8682,0.0048,1637.401,249.9349,253.4837,0.0
ROU_H50,11.7158,0.4165,0.6946,0.2853,0.1843,19.0414,5.4635,3.0093,1.7325,15.5789,4.3194,0.4364,6.3722,3.5793,6.8514,4.3363,2.2103,4.8869,3.5907,19.3712,1.4964,4.2774,14.7205,1.2239,27.6314,16.9216,15.5517,0.0364,0.424,1.919,0.1555,4.0024,0.9624,2.5176,2.0573,0.7251,2.0927,5.1433,1.8715,1.0094,0.9239,8.8895,1.2465,2.2078,0.0,0.0388,0.0008,0.0283,32.8834,166.8016,0.0
ROU_H51,1.4307,0.008,0.0421,0.0063,0.0022,1.5767,0.5809,0.2651,0.2138,2.7182,0.8575,0.0412,0.7238,0.1064,0.4147,0.3886,0.1156,0.4372,0.2012,1.9697,0.0802,0.303,1.4813,0.0452,2.6463,1.2487,0.8803,0.0032,0.0013,0.142,0.0027,0.308,0.1354,0.2012,0.0926,0.0191,1.8546,0.1182,0.0481,0.0019,0.0171,0.5921,0.0196,0.1073,0.0,0.0016,0.0002,0.114,7.6032,184.7402,0.0
ROU_H52,78.9817,3.8645,28.1434,14.5098,4.9726,144.4632,15.6726,44.9712,8.8393,114.335,29.884,7.0216,42.498,45.1171,44.6906,39.4704,23.6732,29.1398,32.2687,91.4685,21.6081,34.4454,103.1019,11.3346,271.1098,692.5333,93.4046,14.5546,12.4366,20.0598,3.2625,17.7506,5.9072,65.2607,18.4391,44.6882,10.9678,57.7899,58.735,50.9679,12.1568,64.4369,10.435,31.9735,0.0,388.1242,0.001,1006.6258,51.7056,44.5732,0.0
ROU_H53,3.4069,0.0,1.7759,0.2135,0.2591,9.6802,9.1953,7.8217,0.5769,0.3637,2.5392,0.1732,0.6785,3.3211,2.3085,5.2549,3.3606,0.0,5.3653,15.2222,0.4241,6.0211,11.039,1.4441,24.0162,429.8353,38.177,1.4569,9.9114,3.0109,5.7775,7.5537,0.7665,18.0342,2.7236,0.6462,0.6204,22.3595,3.5417,10.6212,2.8975,7.2513,1.9244,11.9259,0.0,121.9045,0.0,0.0,0.0,0.8103,0.0
ROU_I,22.1634,0.8229,21.0919,1.782,2.2291,58.2067,21.6831,13.1424,6.2575,7.7427,14.9997,1.8036,12.9033,19.8969,10.765,38.2777,11.1781,17.8475,29.5908,81.8488,3.9807,14.2115,37.2341,18.086,350.6665,454.4392,142.5388,13.4244,34.8064,36.3295,6.3189,15.9943,8.6174,56.4849,33.8558,26.0194,84.6433,127.1203,67.9395,208.6847,114.631,191.7069,12.1254,36.7776,0.0,3502.9743,0.0,101.4981,0.0,0.0,0.0
ROU_J58T60,16.2205,1.7922,6.9399,1.8224,0.1316,16.8138,11.6621,14.4229,7.631,4.1513,1.7313,2.3019,7.9061,6.7793,8.4379,10.7862,11.3074,28.121,8.9564,44.8473,6.5417,15.1132,16.9592,22.0638,21.2419,177.6793,9.8624,0.9054,9.7828,34.1385,12.7934,109.8729,105.9401,39.8128,38.1429,30.9078,26.1358,107.9339,38.6781,23.631,84.036,26.1454,61.8161,21.2387,0.0,354.9432,9.9099,147.8725,60.934,2.061,0.0
ROU_J61,6.7109,1.3796,9.0657,1.0567,1.1966,29.2164,17.4064,9.0926,3.8121,1.7966,13.4858,1.571,13.1973,7.6319,7.7444,29.181,7.7954,10.901,11.5202,34.6428,4.8586,11.3361,92.494,12.5636,56.1532,510.4686,59.1564,2.302,36.8063,59.8955,18.0826,11.9689,46.3434,173.1673,19.1792,66.162,230.942,72.2313,51.5126,28.8472,5.0226,11.0605,7.2955,19.0108,0.0,3357.2451,0.0,40.3947,0.9984,2.9087,0.0
ROU_J62_63,37.7726,0.6934,20.8218,9.9588,0.9945,130.5926,61.2363,7.7152,121.0122,53.1956,25.0708,1.8232,7.3266,38.0205,38.7778,114.1115,40.5638,18.2399,44.2992,157.8857,71.5606,42.5602,164.598,74.0635,266.5075,1053.8044,201.9589,17.4839,69.9534,32.7048,5.587,24.2832,7.9585,18.3565,189.6672,342.5564,132.8471,347.4766,38.9343,70.5314,57.2767,128.1338,12.4068,16.1174,0.0,226.3197,0.0,25.3819,960.4265,7.413,0.0
ROU_K,55.4231,14.1487,34.957,4.1397,7.8241,377.467,98.6977,75.0502,35.2273,201.8983,38.6701,7.7348,61.0247,38.8579,75.3746,62.8187,67.4316,92.5868,62.7397,265.7933,29.8066,69.4276,245.4589,71.1917,335.9511,1592.5298,283.7118,19.3001,40.321,92.6053,39.3482,42.2657,35.804,127.465,149.3855,526.0249,922.6621,394.5537,211.4842,28.9655,47.4735,73.322,69.6922,89.7319,0.0,1239.5632,0.0002,5.7596,10.202,0.0111,0.0
ROU_L,8.4653,1.7706,7.1551,0.1329,1.8585,28.6493,23.4545,5.6137,13.8871,6.1799,15.3101,0.8125,3.2513,15.4416,11.2808,4.9817,7.2176,11.0052,5.6547,70.3248,8.6776,5.7433,24.2323,17.3371,530.6287,2679.2766,50.5376,1.5611,15.3268,0.9382,12.1318,14.2767,6.5136,38.4853,117.5229,21.5898,274.471,76.5389,38.1914,47.1907,13.5474,93.6729,14.3078,36.9944,0.0,14839.324,0.0,51.5966,0.0,0.1099,0.0
ROU_M,621.0075,19.825,116.2679,9.5414,14.7227,215.1911,207.1841,183.5451,108.9821,69.9169,29.6755,43.1678,169.7631,75.1077,53.5959,124.3442,77.3974,413.0936,60.8814,324.0517,95.6809,163.07,118.694,300.0387,361.1171,1815.7482,128.1501,16.1323,74.6074,449.2492,53.0275,42.9756,161.0453,412.3728,470.2454,168.915,272.3019,2062.6022,811.329,24.0235,34.102,124.8954,266.544,368.5555,0.0,929.7683,3.444,30.7008,1078.2289,10.0653,0.0
ROU_N,97.9573,6.3987,51.0507,4.631,14.6649,115.1609,108.4873,96.6692,77.7189,37.5009,15.6277,22.7072,90.9971,38.9398,28.0152,65.9453,40.9216,218.2898,32.2714,170.2155,49.0636,101.006,62.0869,188.1434,190.9466,706.0512,66.8181,8.5353,39.4193,391.7827,66.9888,22.405,96.0018,220.2011,362.9772,91.6051,172.1847,1087.9192,444.7503,12.2166,17.9189,68.5395,140.7866,194.0248,0.0,1038.9991,0.0,14.6653,309.9102,1.0109,0.0
ROU_O,32.4644,1.2845,10.505,0.8196,0.403,28.2651,14.4198,13.4304,7.8042,8.7418,8.7652,2.3769,14.512,10.8601,10.6525,19.9445,9.1347,28.0073,12.3015,39.4053,8.4667,16.7046,63.87,16.9034,91.092,118.2514,31.4078,1.1672,5.4185,28.2159,3.6326,12.0918,8.3047,38.149,26.3596,14.8782,29.9522,107.8328,43.686,6.1588,11.9305,16.0144,16.9198,21.7311,0.0,165.4693,0.0,8136.0999,0.0,0.0,0.0
ROU_P,17.9134,0.7724,16.6111,0.6421,0.1698,20.3895,18.9025,17.3532,13.8408,6.667,3.3018,4.0419,15.8818,7.6453,4.9632,12.2611,7.6846,41.3757,6.2489,31.6614,9.5763,18.1898,13.6755,32.1374,37.9511,129.3521,13.0848,1.6068,6.838,66.6583,12.5312,4.3353,16.7727,40.2076,62.3859,16.5269,39.8994,191.0311,79.1692,2.3739,3.6993,13.0622,25.8419,35.7157,0.0,2188.4914,68.0012,4383.8496,0.0,0.0,0.0
ROU_Q,7.9576,0.9541,5.9498,0.2652,0.1691,8.7347,8.6455,7.566,5.9105,2.7809,1.3212,1.825,6.9863,3.2246,2.0426,5.0228,2.6544,16.7494,2.2145,13.4416,4.0727,8.3686,5.3038,15.2436,14.8479,54.9469,5.3546,0.6635,3.085,29.6254,5.4952,1.5982,7.9694,15.9885,27.8126,6.9746,17.3582,83.8805,36.4043,1.0839,1.4244,5.4448,11.7193,15.5092,0.0,4041.4803,60.2919,7928.0796,0.0,0.0,0.0
ROU_R,6.0543,0.7136,3.0731,0.5544,0.0218,16.1123,6.2188,2.6382,2.2408,1.4104,1.9349,0.7777,2.3554,1.2743,3.0736,4.2086,3.537,7.1897,2.0379,7.5858,2.8749,3.3189,2.8854,6.3247,11.3921,26.3328,7.2234,1.339,2.0131,11.0811,1.97,280.1659,23.4489,8.2045,14.0715,17.3168,8.6159,41.8859,16.2188,58.6811,134.1494,12.6949,198.0606,10.9221,0.0,2474.5985,97.6839,858.5728,0.0,0.1539,0.0
ROU_S,27.7555,2.0169,9.7362,2.321,0.7679,44.4956,23.1294,14.3492,10.2471,8.4549,6.7555,3.0741,13.9436,9.1955,7.9691,21.568,11.7585,34.0792,12.3851,37.0184,9.1913,17.4731,30.5393,33.0376,75.9745,123.3372,115.0767,5.7981,7.4589,43.4198,7.4345,58.5358,18.2439,36.5051,48.5728,36.4515,47.4273,146.8477,65.1767,33.6716,28.5229,215.0184,43.2874,91.2774,0.0,1101.2028,1150.5275,444.6358,0.0,0.0,0.0
ROU_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.3126,0.0,0.0,0.0,0.0,0.0
