V1,DNK_A01_02,DNK_A03,DNK_B05_06,DNK_B07_08,DNK_B09,DNK_C10T12,DNK_C13T15,DNK_C16,DNK_C17_18,DNK_C19,DNK_C20,DNK_C21,DNK_C22,DNK_C23,DNK_C24,DNK_C25,DNK_C26,DNK_C27,DNK_C28,DNK_C29,DNK_C30,DNK_C31T33,DNK_D,DNK_E,DNK_F,DNK_G,DNK_H49,DNK_H50,DNK_H51,DNK_H52,DNK_H53,DNK_I,DNK_J58T60,DNK_J61,DNK_J62_63,DNK_K,DNK_L,DNK_M,DNK_N,DNK_O,DNK_P,DNK_Q,DNK_R,DNK_S,DNK_T,DNK_HFCE,DNK_NPISH,DNK_GGFC,DNK_GFCF,DNK_INVNT,DNK_DPABR
DNK_C20,138.5068,0.1563,3.1453,1.4807,3.5255,85.002,32.2056,9.9094,26.8481,33.1832,307.2015,182.3467,143.0777,28.3632,13.4601,27.4572,23.0008,13.0776,131.6649,4.344,4.3525,198.876,3.0481,9.8055,93.0898,75.0541,5.0448,3.6207,1.183,5.9194,1.8211,9.9765,16.828,6.6546,16.7481,10.8347,10.4361,62.0694,52.2122,46.6246,40.1632,139.1755,14.3126,29.5202,0.0,429.67,0.0,50.0436,425.3111,36.5393,0.0
DNK_C21,69.7495,0.1235,0.2037,0.1042,0.5663,102.5523,2.2945,1.0076,2.0974,1.5483,59.5321,479.3214,11.192,1.5919,0.5215,2.7692,5.0795,1.4818,153.3338,0.4936,0.4766,22.8062,2.809,8.5287,19.4542,102.2265,2.66,2.353,1.0422,5.9941,2.4342,9.6368,11.0411,7.62,22.5821,13.1749,10.8817,219.1003,27.0862,150.4262,94.7757,1129.4743,12.065,10.8889,0.0,913.4489,0.0,467.2613,858.8522,126.223,0.0
DNK_C22,15.538,1.6294,1.5753,1.1647,1.6457,144.732,9.9,12.0892,20.7123,1.5478,36.03,48.1907,96.8049,17.7997,10.0524,54.5828,41.1209,15.4415,133.0224,8.119,6.8901,75.3951,3.8796,7.1755,354.633,294.0645,10.7867,3.1587,1.441,7.1362,1.5259,7.6402,6.3806,3.9372,8.3242,3.6252,8.7412,18.8576,23.479,33.8256,22.859,81.3696,17.8955,9.3843,0.0,239.778,0.0,29.5485,81.118,25.8956,0.0
DNK_C23,14.5795,1.4934,3.1924,2.9309,2.4892,30.6034,5.7661,39.5773,2.8963,2.3315,10.7459,16.9202,23.341,175.2362,6.0025,26.871,18.5815,9.5197,146.5116,6.5562,5.4705,25.2487,7.1879,9.7953,1410.4144,33.0968,12.2702,10.2539,2.3148,5.4312,1.2105,5.7951,2.4555,2.895,6.8921,8.8906,87.0389,9.7026,6.5013,20.1088,6.5169,16.9655,4.1287,4.3625,0.0,320.347,0.0,0.8571,21.7971,27.5721,0.0
DNK_C24,0.3101,0.0329,0.2103,0.0505,3.0049,4.3487,1.0172,12.8822,2.4474,0.4627,2.7897,0.6615,18.1325,7.5148,107.279,256.9164,17.2302,20.4435,208.2057,26.2751,9.2268,38.0298,0.0686,0.0935,118.3706,18.0847,0.1464,0.0596,0.0675,0.0419,0.1443,0.0501,0.0787,0.1971,0.1403,0.1031,0.0068,0.1145,0.1573,1.1601,0.5712,2.205,0.1017,0.4099,0.0,3.8601,0.0,0.0,0.1903,11.3096,0.0
DNK_C25,54.8437,4.1787,4.8238,2.648,5.9417,122.9483,16.3842,46.8127,10.7441,2.3671,30.7999,38.1863,60.8895,54.4549,32.5593,583.6928,98.0428,67.4283,936.8814,29.5298,36.6183,179.2211,17.0644,22.4012,1148.6229,115.2451,24.3684,20.3985,3.5161,20.1077,5.3898,7.8766,7.4033,11.1444,18.0231,19.7193,171.8669,21.0469,27.9986,82.5853,26.3615,58.7581,13.3876,15.1454,0.0,388.8273,0.0,2.7663,196.4175,58.1887,0.0
DNK_C26,15.3586,1.1412,0.7419,0.3692,0.7937,13.4262,1.9579,1.4539,4.0952,1.9566,16.0362,16.9557,8.9711,3.8621,2.7541,23.0524,219.7195,31.8279,218.9977,2.5495,5.703,37.5665,5.2872,18.637,197.2198,75.2767,9.9053,7.3837,1.6208,10.8827,12.4388,4.9226,7.2639,27.6321,37.7114,10.1301,52.5328,58.2159,17.3562,50.7223,19.51,40.5124,8.1455,18.4325,0.0,701.0208,0.0,38.6109,1028.7444,35.7089,0.0
DNK_C27,5.4946,0.6158,0.3595,0.1925,0.4699,6.2327,0.468,0.7579,1.3016,0.4051,2.1324,5.0906,2.2569,1.9586,2.6519,28.07,70.3381,108.1729,405.3208,4.6004,6.2678,22.743,2.8036,21.1173,144.6808,25.9629,4.2432,3.2185,0.9283,3.5302,5.8732,2.6562,5.0345,11.1651,5.3623,3.4098,20.7574,8.383,7.4399,17.4272,5.9949,11.6398,4.5625,11.6092,0.0,321.6737,0.0,3.2158,150.248,19.9839,0.0
DNK_C28,79.5506,8.6465,5.1559,2.6662,12.3707,88.7941,5.7018,17.5454,29.1272,5.6966,24.9874,65.8454,27.7574,41.7102,23.654,317.977,142.5017,142.4535,2307.1264,56.0184,69.8971,178.0288,35.2555,54.9707,1479.7091,162.8227,51.3194,55.2663,7.9227,28.6967,22.8657,16.0383,14.621,47.4643,49.6108,43.5342,366.2362,57.2102,55.0933,109.9492,37.5196,83.2137,21.8227,33.3145,0.0,493.3539,0.0,18.5424,3074.2851,159.2575,0.0
DNK_C29,0.9431,0.1013,0.0424,0.0251,0.137,0.4558,0.0547,0.1161,0.1563,0.0384,0.2095,0.9346,0.387,0.2084,0.2109,1.3152,0.7204,0.3505,12.2462,20.2446,0.5638,5.2694,0.6356,0.8185,3.4316,85.9915,23.6333,0.7418,0.1574,0.4995,0.3085,0.2475,0.2054,0.633,0.5099,0.7408,7.5996,1.1869,5.198,9.5241,0.796,3.4567,0.4808,0.3638,0.0,397.1455,0.0,5.3565,340.0022,10.0499,0.0
DNK_C30,0.3372,1.4587,0.0452,0.0675,0.0189,1.3124,0.0583,0.1575,0.094,0.2292,0.5038,1.0649,0.2519,0.2774,0.1114,0.0181,2.1093,0.0838,0.0007,0.0478,5.2846,19.2623,0.4055,0.0219,7.7996,4.7103,0.0338,35.3842,6.2212,2.8699,0.0251,0.2202,0.1774,0.1147,0.61,0.3616,0.0122,0.5783,1.1386,2.4438,0.42,0.4684,0.1262,2.4019,0.0,175.8286,0.0,1.7748,332.793,6.9461,0.0
DNK_C31T33,83.6638,9.5429,3.3635,2.0492,1.4645,25.5879,7.091,11.5136,4.9096,2.35,16.5067,92.9316,12.6687,13.1029,2.9994,25.4049,71.2141,9.5705,113.1481,4.9924,5.2933,214.5353,57.188,47.4595,203.8909,95.9138,74.4044,76.2339,9.9612,35.4085,8.6869,17.5207,13.3632,14.8222,26.9418,69.8088,854.2821,81.7168,43.3434,147.8393,51.0506,389.6259,46.1622,28.9029,0.0,1526.4008,0.2045,111.8608,543.1864,11.4565,0.0
DNK_D,241.1772,12.4121,18.3048,8.0981,9.4872,184.6297,7.4964,19.5836,27.0736,322.4007,84.2,52.1178,44.5054,58.147,27.6344,49.6867,13.3169,11.7222,61.7562,5.7182,1.6581,30.9216,333.1084,99.4526,73.0697,349.5813,37.3235,4.4541,1.2593,65.8416,10.9285,145.0127,34.9467,20.1316,49.0564,73.3815,61.5033,133.6831,73.718,120.0423,360.743,504.6724,129.1746,26.7624,0.0,2586.8027,0.0,0.7352,42.0384,10.8604,0.0
DNK_E,83.0884,2.482,1.9606,0.6632,2.599,128.0715,6.3476,4.4847,166.3155,5.9811,38.9208,37.1974,108.8573,65.7184,33.2727,289.6572,6.69,11.5162,45.6013,2.6332,2.1033,27.0712,185.1443,581.4913,17.098,183.8009,14.4195,11.1043,0.4609,26.1311,10.0742,60.2462,19.501,22.6577,39.5902,32.3182,99.006,125.4332,57.3452,89.7284,202.1152,482.7482,60.2473,36.8116,0.0,2063.9637,0.0,61.1974,5.4588,0.0209,0.0
DNK_F,383.9735,41.5821,14.4412,8.7753,11.2669,58.0674,4.5457,19.2992,13.8935,10.1451,45.9322,141.876,25.6453,46.4261,7.3133,49.7144,137.8368,21.2223,129.4623,6.0374,0.7536,79.8252,293.7598,190.2828,3250.4658,216.7823,299.6845,354.3958,43.2474,149.3929,36.2628,27.2411,18.1464,59.6257,87.5464,316.7778,4083.4797,125.2761,256.6209,531.5637,106.4595,341.5324,77.9392,96.3175,0.0,313.1218,0.0,998.3181,25001.5615,0.0095,0.0
DNK_G,932.9377,53.2475,19.7589,11.6447,30.8997,2895.5391,258.8791,198.1132,234.1525,99.5354,637.8965,500.9764,258.2044,244.3033,92.8499,529.6527,414.0609,225.4806,1806.3184,135.7079,65.7606,728.8624,103.024,184.4169,2807.7426,3926.484,1047.3042,436.0883,83.3776,211.4017,62.079,507.9329,204.1592,117.9428,175.3844,122.1701,70.8652,474.4425,418.4447,378.5891,297.5786,994.4514,157.1037,136.34,0.0,11861.6507,0.0209,286.8181,2872.0126,472.2251,0.0
DNK_H49,70.2184,7.1812,19.2131,10.0665,12.4607,784.6965,21.6034,33.7203,51.9816,11.9491,96.8853,57.1098,55.7201,149.7233,24.7684,76.0311,37.1225,28.4269,173.3988,18.9851,7.8988,145.4985,33.2407,147.6326,314.6703,2099.7181,882.7778,29.4997,5.8052,212.7546,26.6073,36.9729,40.3552,76.1905,44.6133,30.6249,13.5965,115.7147,89.6975,137.1626,234.2246,487.0668,71.1893,49.5998,0.0,1796.7527,0.0424,50.2816,133.8142,190.4313,0.0
DNK_H50,6.1804,0.4038,9.1518,4.3566,1.1266,152.3684,4.7268,2.0494,2.1735,15.7931,16.8739,39.8274,4.9371,27.2918,2.4973,11.9487,9.8675,6.1013,114.5294,6.0472,3.9851,12.1318,4.3911,9.852,24.3235,306.5479,1030.8924,45.338,1.9662,83.4888,51.5951,10.871,11.7421,86.3076,36.4094,7.4971,9.2905,91.9816,171.7087,26.8771,64.4933,71.2304,15.7959,13.4542,0.0,583.8651,0.0162,48.0333,22.9061,120.4483,0.0
DNK_H51,9.7165,0.7651,0.2114,0.1392,0.2028,20.2672,2.1756,2.0122,2.3658,4.0212,3.2664,1.944,3.0187,2.8601,1.7807,7.6069,3.4657,1.5508,16.6408,1.4583,0.7496,5.8063,3.0402,0.6848,34.5875,4.3104,4.0516,7.3738,0.8356,0.1923,0.1257,3.9613,1.006,0.2517,0.6597,0.471,0.2594,1.4401,0.7934,0.4511,1.1453,6.1583,0.608,0.6897,0.0,82.8257,0.0324,3.3203,38.002,193.748,0.0
DNK_H52,9.6569,2.5417,0.9102,0.5516,0.8585,33.814,2.5368,2.9745,2.8973,1.355,5.9456,8.7419,3.0715,3.987,1.1836,6.9539,4.0169,2.4382,19.4872,1.1167,0.7837,9.2802,2.1267,3.3538,53.1319,183.0487,39.7367,957.1956,67.3935,26.2489,2.707,6.0205,4.7128,5.471,10.7314,5.0279,2.991,12.1761,8.2423,11.0556,9.0773,12.7112,3.7923,3.1997,0.0,124.9285,0.0,20.5197,32.5227,29.2414,0.0
DNK_H53,4.5793,0.2044,0.24,0.0898,0.6287,40.2915,0.8007,3.1607,17.7972,5.0944,19.7929,21.832,0.8961,1.7724,0.1107,2.6511,1.094,2.0764,5.9698,1.7692,0.497,11.8043,45.6569,40.8153,11.2887,295.7231,27.1341,13.9515,2.593,162.0475,48.6759,33.0189,137.0132,13.9424,78.3055,80.6443,27.1785,199.2227,175.5577,99.923,69.7574,213.3226,52.3537,26.5217,0.0,39.3534,0.0,0.0616,3.5811,0.8523,0.0
DNK_I,5.3774,1.8666,0.4982,0.1254,3.0823,28.6145,2.1588,1.9128,3.3663,1.7345,23.3181,170.4126,5.7228,6.1358,0.9703,13.9534,18.7324,9.8294,30.7461,2.8253,2.1454,22.776,8.5319,20.9509,15.9705,433.465,128.7875,36.1894,49.6286,61.5828,15.51,270.3987,36.9432,16.4739,98.1867,78.3247,24.5398,315.3381,234.1931,115.9285,87.5924,197.0265,95.1182,65.7186,0.0,5860.6676,0.0,0.5971,0.0,0.0013,0.0
DNK_J58T60,3.5617,0.5116,0.7682,0.5475,0.4252,38.712,0.847,0.8107,12.1226,1.209,9.0728,35.4985,0.9047,2.5898,0.0749,3.5878,18.7476,5.0934,26.6551,0.9107,0.8896,13.3229,8.405,18.6756,11.6182,390.6108,9.2728,12.6283,2.5145,20.777,24.4739,51.8947,718.0506,285.3994,186.6947,178.0706,46.0926,675.679,94.0742,154.1434,139.245,80.2859,176.3655,53.99,0.0,1301.737,0.0,385.6379,1123.7357,2.0822,0.0
DNK_J61,3.5359,5.1506,2.3233,0.649,2.5563,18.2154,0.8071,1.7947,3.7589,2.6207,15.707,47.1611,2.991,4.7983,1.0137,8.1819,12.7552,5.2831,48.0284,1.481,1.2063,39.4562,10.2289,43.9129,30.9747,286.5768,35.7735,25.2098,4.6419,53.9269,150.0641,39.4923,42.7073,424.7663,191.9135,129.2431,24.0933,501.5755,306.1722,173.3457,147.6148,162.425,57.3275,46.1108,0.0,2341.1576,0.0,0.6564,117.2898,2.6395,0.0
DNK_J62_63,22.1917,3.1559,5.4404,3.0318,1.7113,54.2971,1.3643,1.9419,9.9594,7.8234,31.532,132.8432,2.0869,4.9078,0.3604,6.3555,27.2193,26.4695,64.6776,2.4872,2.0006,37.3859,41.2369,97.6702,66.3857,680.3274,27.5047,97.4245,14.3456,139.7824,131.0507,121.4296,304.3796,241.3802,1177.3095,584.3575,296.5182,887.6041,378.9287,735.1697,631.6061,444.5336,129.7376,165.7293,0.0,331.1555,0.0,1.5179,1783.8244,4.6264,0.0
DNK_K,1049.7617,40.1014,4.998,2.2103,16.991,146.1516,13.635,14.0246,24.0231,5.8367,26.7809,123.0254,25.6184,23.9715,12.3253,42.723,36.4732,17.3184,110.4519,6.9883,15.7011,84.1133,182.2439,54.1964,375.6884,699.5157,140.6881,367.8227,26.1997,120.5784,29.7181,100.9445,50.007,60.56,173.9092,5315.416,3506.7217,504.3523,345.5734,378.8529,92.3458,145.2475,54.0124,94.5511,0.0,8946.5801,0.0059,15.5361,188.5105,3.5001,0.0
DNK_L,18.8059,8.0076,5.3122,1.7946,6.2072,167.7395,16.2168,35.4339,77.0077,2.3656,32.6766,106.8462,56.8602,30.7144,11.0216,188.0701,83.8582,53.8049,242.8676,2.2718,3.0945,179.6993,13.2657,55.1119,194.5476,4029.1217,124.8773,15.3383,49.4645,253.9414,53.4324,934.3388,174.7231,134.8456,327.6203,749.2217,389.581,1056.9186,414.4994,1036.0121,369.0091,527.8807,220.1407,351.7123,0.0,25282.6766,0.0,195.3618,1897.2245,0.0665,0.0
DNK_M,461.3289,3.7767,20.9606,7.6022,24.7494,425.5659,8.422,11.1323,45.3102,22.5588,100.1984,607.4793,17.4,23.66,0.8386,38.502,44.9587,37.4488,1167.9453,15.2779,4.8386,233.3706,386.7381,541.3454,3472.4215,2527.5572,152.1104,112.0216,9.9392,482.9029,119.7561,231.9581,264.2138,213.531,905.1503,443.2728,712.7077,2902.3391,1579.1916,607.3832,428.3543,473.1937,385.9456,240.196,0.0,270.1987,100.7615,733.6506,3942.4872,6.325,0.0
DNK_N,121.6109,1.7077,2.9991,1.4996,21.3223,194.3139,5.7326,6.5846,29.0671,27.1725,88.1062,596.5486,14.0846,22.3082,1.2275,41.7161,43.3259,23.9959,127.4935,6.8359,5.5953,355.4551,91.549,260.5719,826.6584,1880.5776,254.0645,52.5145,96.8446,593.829,49.0468,221.4278,266.3523,156.4891,579.1932,263.2671,272.1945,1270.9552,926.7885,416.0588,412.2501,1061.7621,328.1682,182.4075,0.0,2348.7857,0.0,1446.1475,268.5396,3.5225,0.0
DNK_O,12.5879,2.5462,0.7487,0.4207,1.0192,24.6991,0.5667,1.0632,2.4476,2.8644,14.0136,58.4102,0.7286,2.2968,1.0164,3.8919,7.3381,3.6151,106.7413,1.1137,1.6063,8.9061,27.242,41.7585,16.4508,231.7509,65.1233,13.2541,6.4383,45.7261,20.3871,46.8344,21.1027,37.6092,110.6002,114.2404,35.965,200.6978,234.2064,229.4023,58.924,464.658,24.1145,33.9759,0.0,158.5745,0.0,18118.8167,691.2812,0.1012,0.0
DNK_P,3.6589,0.2178,0.2121,0.0913,0.599,4.2416,0.2188,0.2469,0.8886,0.5316,3.2998,80.0957,0.4899,0.7728,0.0266,1.4699,3.9682,1.6205,366.4754,0.3881,0.3858,5.1849,2.3769,4.3164,5.7167,164.1657,13.4476,2.191,0.2507,11.2103,8.7456,14.4525,8.7555,11.1029,34.4741,64.8508,7.3985,192.242,85.8008,120.0505,304.1649,92.8734,14.7977,23.9884,0.0,1467.4731,1727.0792,15976.0596,2071.7994,0.0477,0.0
DNK_Q,0.3641,0.026,0.0461,0.022,0.3537,0.7831,0.0236,0.0377,0.0678,0.0594,0.3853,202.1129,0.0464,0.1152,0.0063,0.1183,0.5012,0.1715,67.481,0.0389,0.0205,0.8912,0.4083,0.9658,2.1841,25.2841,0.4387,0.632,0.3064,1.654,0.6645,1.3042,4.0344,1.2675,73.034,3.0236,1.4521,70.691,3.0698,40.373,125.1843,417.2554,1.1217,2.8497,0.0,4496.0841,882.8267,34145.871,388.786,0.0181,0.0
DNK_R,0.4507,1.1635,0.0604,0.0302,0.1022,1.9131,0.0463,0.0785,0.2992,0.1093,0.85,2.9674,0.1026,0.2451,0.0368,0.3455,0.5627,0.2786,15.5579,0.0889,0.064,1.2708,0.7471,1.6109,2.2547,31.6717,0.6633,6.4691,0.2471,1.9915,0.6509,9.9134,120.719,1.4186,32.5226,3.9237,1.8418,81.797,32.2756,12.6781,155.9101,225.5078,226.468,9.9002,0.0,3396.2128,423.0001,1423.2029,376.2693,0.4202,0.0
DNK_S,29.8919,3.1008,1.8753,1.1999,1.8663,38.899,1.3508,2.5995,3.9382,2.7125,10.4482,30.5805,5.0096,7.5222,1.4382,8.912,14.9846,5.3422,21.2375,1.4543,1.4397,16.8252,28.1132,42.6187,25.7377,143.0719,30.6763,42.6269,3.3528,41.3359,17.0272,74.8603,14.949,28.1238,86.8163,69.2869,306.8089,181.7457,725.7995,53.1109,16.7505,159.8668,20.4928,24.715,0.0,1575.4019,1408.3906,1004.9781,12.7113,0.0201,0.0
DNK_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.2264,0.0,0.0,0.0,0.0,0.0
